"game_id","date","sport","bet_type","away","home","away_line","home_line"
"20231111_nba_Cleveland_Golden State","20231111","nba","Moneyline","Cleveland","Golden State",143.5,-172.489063867017
"20231111_nba_Miami_Atlanta","20231111","nba","Moneyline","Miami","Atlanta",232.5,-288.9700059988
"20231111_nba_Milwaukee_Orlando","20231111","nba","Moneyline","Milwaukee","Orlando",-161,133
"20231111_nba_Toronto_Boston","20231111","nba","Moneyline","Toronto","Boston",277.5,-347.447515745276
