"game_id","date","sport","bet_type","away","home","away_line","home_line"
"20231111_nba_Cleveland_Golden State","20231111","nba","Total","Cleveland","Golden State",225.25,225.25
"20231111_nba_Miami_Atlanta","20231111","nba","Total","Miami","Atlanta",227,227
"20231111_nba_Milwaukee_Orlando","20231111","nba","Total","Milwaukee","Orlando",232,232
"20231111_nba_Toronto_Boston","20231111","nba","Total","Toronto","Boston",223.75,223.75
