"game_id","date","sport","bet_type","away","home","away_line","home_line"
"20231111_nba_Cleveland_Golden State","20231111","nba","Spread","Cleveland","Golden State",4,-4
"20231111_nba_Miami_Atlanta","20231111","nba","Spread","Miami","Atlanta",7,-7
"20231111_nba_Milwaukee_Orlando","20231111","nba","Spread","Milwaukee","Orlando",-3,3
"20231111_nba_Toronto_Boston","20231111","nba","Spread","Toronto","Boston",8,-8
