"game_date","game","shot_type","team_abbreviation","shot_team","run_timestamp_utc","site","prob","line","edge","kelly","units","prob_model","line_model"
2023-10-24,"LAL @ DEN","three_point","DEN","DEN_three_point",2023-10-24 23:21:00,"dk",0.1739,475,-0.0422,-0.0255,-1.2773,0.1317,659
2023-10-24,"LAL @ DEN","three_point","LAL","LAL_three_point",2023-10-24 23:21:00,"dk",0.1818,450,-0.0441,-0.0269,-1.3469,0.1377,626
2023-10-24,"PHX @ GSW","three_point","GSW","GSW_three_point",2023-10-24 23:21:00,"dk",0.1905,425,-0.0436,-0.027,-1.348,0.1468,581
2023-10-24,"PHX @ GSW","three_point","PHX","PHX_three_point",2023-10-24 23:21:00,"dk",0.1739,475,-0.034,-0.0206,-1.0287,0.1399,615
2023-10-24,"LAL @ DEN","two_point","DEN","DEN_two_point",2023-10-24 23:21:00,"dk",0.3846,160,-0.0285,-0.0232,-1.159,0.3561,181
2023-10-24,"LAL @ DEN","two_point","LAL","LAL_two_point",2023-10-24 23:21:00,"dk",0.4348,130,-0.0603,-0.0534,-2.6676,0.3745,167
2023-10-24,"PHX @ GSW","two_point","GSW","GSW_two_point",2023-10-24 23:21:00,"dk",0.3279,205,-0.0231,-0.0172,-0.8605,0.3047,228
2023-10-24,"PHX @ GSW","two_point","PHX","PHX_two_point",2023-10-24 23:21:00,"dk",0.4878,105,-0.0793,-0.0774,-3.8701,0.4085,145
2023-10-24,"LAL @ DEN","three_point","Game","Game_three_point",2023-10-24 23:21:00,"dk",0.3077,225,-0.0382,-0.0276,-1.3812,0.2694,271
2023-10-24,"PHX @ GSW","three_point","Game","Game_three_point",2023-10-24 23:21:00,"dk",0.303,230,-0.0163,-0.0117,-0.584,0.2867,249
2023-10-24,"LAL @ DEN","two_point","Game","Game_two_point",2023-10-24 23:21:00,"dk",0.7619,-320,-0.0313,-0.0658,-3.2916,0.7306,-271
2023-10-24,"PHX @ GSW","two_point","Game","Game_two_point",2023-10-24 23:21:00,"dk",0.7674,-330,-0.0542,-0.1165,-5.8255,0.7133,-249
2023-10-24,"PHX @ GSW","three_point","Game","Game_three_point",2023-10-25 00:51:27,"dk",0.303,230,-0.0163,-0.0117,-0.5855,0.2867,249
2023-10-24,"PHX @ GSW","two_point","Game","Game_two_point",2023-10-25 00:51:27,"dk",0.7674,-330,-0.0541,-0.1164,-5.8209,0.7133,-249
2023-10-25,"ATL @ CHA","three_point","ATL","ATL_three_point",2023-10-25 20:46:03,"dk",0.1538,550,-0.0199,-0.0118,-0.5877,0.134,647
2023-10-25,"ATL @ CHA","three_point","CHA","CHA_three_point",2023-10-25 20:46:03,"dk",0.1739,475,-0.0288,-0.0174,-0.8718,0.1451,589
2023-10-25,"WAS @ IND","three_point","IND","IND_three_point",2023-10-25 20:46:03,"dk",0.1538,550,0.0051,0.003,0.1501,0.1589,529
2023-10-25,"WAS @ IND","three_point","WAS","WAS_three_point",2023-10-25 20:46:03,"dk",0.1739,475,-0.0372,-0.0225,-1.1245,0.1368,631
2023-10-25,"BOS @ NYK","three_point","BOS","BOS_three_point",2023-10-25 20:46:03,"dk",0.2,400,-0.0304,-0.019,-0.9489,0.1696,490
2023-10-25,"BOS @ NYK","three_point","NYK","NYK_three_point",2023-10-25 20:46:03,"dk",0.1905,425,-0.0549,-0.0339,-1.6953,0.1356,638
2023-10-25,"HOU @ ORL","three_point","HOU","HOU_three_point",2023-10-25 20:46:03,"dk",0.1667,500,-0.0441,-0.0265,-1.3233,0.1226,716
2023-10-25,"HOU @ ORL","three_point","ORL","ORL_three_point",2023-10-25 20:46:03,"dk",0.1739,475,-0.0291,-0.0176,-0.8809,0.1448,591
2023-10-25,"CLE @ BKN","three_point","CLE","CLE_three_point",2023-10-25 20:46:03,"dk",0.1667,500,-0.0059,-0.0035,-0.1762,0.1608,522
2023-10-25,"CLE @ BKN","three_point","BKN","BKN_three_point",2023-10-25 20:46:03,"dk",0.1739,475,-0.0562,-0.034,-1.7015,0.1177,750
2023-10-25,"DET @ MIA","three_point","MIA","MIA_three_point",2023-10-25 20:46:03,"dk",0.1739,475,-0.0348,-0.0211,-1.0533,0.1391,619
2023-10-25,"DET @ MIA","three_point","DET","DET_three_point",2023-10-25 20:46:03,"dk",0.1538,550,-0.0415,-0.0245,-1.2272,0.1123,790
2023-10-25,"MIN @ TOR","three_point","MIN","MIN_three_point",2023-10-25 20:46:03,"dk",0.1818,450,-0.0319,-0.0195,-0.9733,0.15,567
2023-10-25,"MIN @ TOR","three_point","TOR","TOR_three_point",2023-10-25 20:46:03,"dk",0.1333,650,-0.036,-0.0208,-1.0386,0.0973,927
2023-10-25,"OKC @ CHI","three_point","CHI","CHI_three_point",2023-10-25 20:46:03,"dk",0.1538,550,-0.0424,-0.025,-1.2523,0.1115,797
2023-10-25,"OKC @ CHI","three_point","OKC","OKC_three_point",2023-10-25 20:46:03,"dk",0.1818,450,-0.0754,-0.0461,-2.3027,0.1065,839
2023-10-25,"NOP @ MEM","three_point","NOP","NOP_three_point",2023-10-25 20:46:03,"dk",0.1429,600,-0.076,-0.0443,-2.2175,0.0668,1396
2023-10-25,"NOP @ MEM","three_point","MEM","MEM_three_point",2023-10-25 20:46:03,"dk",0.2,400,-0.0367,-0.0229,-1.1467,0.1633,512
2023-10-25,"SAC @ UTA","three_point","SAC","SAC_three_point",2023-10-25 20:46:03,"dk",0.1667,500,-0.0296,-0.0178,-0.8878,0.1371,630
2023-10-25,"SAC @ UTA","three_point","UTA","UTA_three_point",2023-10-25 20:46:03,"dk",0.1905,425,-0.0386,-0.0238,-1.191,0.1519,558
2023-10-25,"DAL @ SAS","three_point","DAL","DAL_three_point",2023-10-25 20:46:03,"dk",0.1818,450,-0.0475,-0.029,-1.4524,0.1343,645
2023-10-25,"DAL @ SAS","three_point","SAS","SAS_three_point",2023-10-25 20:46:03,"dk",0.1538,550,-0.0044,-0.0026,-0.1301,0.1494,569
2023-10-25,"POR @ LAC","three_point","LAC","LAC_three_point",2023-10-25 20:46:03,"dk",0.1429,600,-0.0339,-0.0198,-0.9894,0.1089,818
2023-10-25,"POR @ LAC","three_point","POR","POR_three_point",2023-10-25 20:46:03,"dk",0.1818,450,-0.0439,-0.0268,-1.3409,0.1379,625
2023-10-25,"ATL @ CHA","two_point","ATL","ATL_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.0612,-0.0532,-2.6615,0.3644,174
2023-10-25,"ATL @ CHA","two_point","CHA","CHA_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.069,-0.06,-3.0013,0.3566,180
2023-10-25,"WAS @ IND","two_point","IND","IND_two_point",2023-10-25 20:46:03,"dk",0.4444,125,-0.0756,-0.068,-3.4019,0.3688,171
2023-10-25,"WAS @ IND","two_point","WAS","WAS_two_point",2023-10-25 20:46:03,"dk",0.4082,145,-0.0727,-0.0614,-3.0706,0.3355,198
2023-10-25,"BOS @ NYK","two_point","BOS","BOS_two_point",2023-10-25 20:46:03,"dk",0.4348,130,-0.0678,-0.06,-3.0006,0.3669,173
2023-10-25,"BOS @ NYK","two_point","NYK","NYK_two_point",2023-10-25 20:46:03,"dk",0.3636,175,-0.0358,-0.0281,-1.4062,0.3278,205
2023-10-25,"HOU @ ORL","two_point","HOU","HOU_two_point",2023-10-25 20:46:03,"dk",0.3846,160,-0.0692,-0.0562,-2.8123,0.3154,217
2023-10-25,"HOU @ ORL","two_point","ORL","ORL_two_point",2023-10-25 20:46:03,"dk",0.4651,115,-0.0479,-0.0447,-2.2374,0.4172,140
2023-10-25,"CLE @ BKN","two_point","CLE","CLE_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.1154,-0.1005,-5.0233,0.3101,222
2023-10-25,"CLE @ BKN","two_point","BKN","BKN_two_point",2023-10-25 20:46:03,"dk",0.4167,140,-0.0053,-0.0045,-0.2252,0.4114,143
2023-10-25,"DET @ MIA","two_point","MIA","MIA_two_point",2023-10-25 20:46:03,"dk",0.4878,105,-0.065,-0.0634,-3.1719,0.4228,137
2023-10-25,"DET @ MIA","two_point","DET","DET_two_point",2023-10-25 20:46:03,"dk",0.3636,175,-0.0379,-0.0298,-1.4878,0.3258,207
2023-10-25,"MIN @ TOR","two_point","MIN","MIN_two_point",2023-10-25 20:46:03,"dk",0.4545,120,-0.0863,-0.0791,-3.9546,0.3683,172
2023-10-25,"MIN @ TOR","two_point","TOR","TOR_two_point",2023-10-25 20:46:03,"dk",0.4167,140,-0.0322,-0.0276,-1.381,0.3844,160
2023-10-25,"OKC @ CHI","two_point","CHI","CHI_two_point",2023-10-25 20:46:03,"dk",0.4167,140,-0.0508,-0.0436,-2.1779,0.3659,173
2023-10-25,"OKC @ CHI","two_point","OKC","OKC_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.0093,-0.0081,-0.4048,0.4162,140
2023-10-25,"NOP @ MEM","two_point","NOP","NOP_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.0391,-0.0341,-1.703,0.3864,159
2023-10-25,"NOP @ MEM","two_point","MEM","MEM_two_point",2023-10-25 20:46:03,"dk",0.4255,135,-0.0421,-0.0366,-1.8306,0.3835,161
2023-10-25,"SAC @ UTA","two_point","SAC","SAC_two_point",2023-10-25 20:46:03,"dk",0.3636,175,-0.0294,-0.0231,-1.1561,0.3342,199
2023-10-25,"SAC @ UTA","two_point","UTA","UTA_two_point",2023-10-25 20:46:03,"dk",0.4651,115,-0.0883,-0.0825,-4.1273,0.3768,165
2023-10-25,"DAL @ SAS","two_point","DAL","DAL_two_point",2023-10-25 20:46:03,"dk",0.3774,165,-0.0776,-0.0623,-3.1168,0.2997,234
2023-10-25,"DAL @ SAS","two_point","SAS","SAS_two_point",2023-10-25 20:46:03,"dk",0.4651,115,-0.0486,-0.0454,-2.2705,0.4165,140
2023-10-25,"POR @ LAC","two_point","LAC","LAC_two_point",2023-10-25 20:46:03,"dk",0.4,150,-0.0475,-0.0396,-1.9801,0.3525,184
2023-10-25,"POR @ LAC","two_point","POR","POR_two_point",2023-10-25 20:46:03,"dk",0.4444,125,-0.0438,-0.0394,-1.9707,0.4007,150
2023-10-25,"ATL @ CHA","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.274,265,0.0051,0.0035,0.1752,0.2791,258
2023-10-25,"WAS @ IND","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2857,250,0.01,0.007,0.3488,0.2957,238
2023-10-25,"BOS @ NYK","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.3175,215,-0.0122,-0.009,-0.4485,0.3052,228
2023-10-25,"HOU @ ORL","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2857,250,-0.0184,-0.0128,-0.6423,0.2674,274
2023-10-25,"CLE @ BKN","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2778,260,7e-04,5e-04,0.0244,0.2785,259
2023-10-25,"DET @ MIA","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2857,250,-0.0343,-0.024,-1.2004,0.2514,298
2023-10-25,"MIN @ TOR","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.274,265,-0.0267,-0.0184,-0.9186,0.2473,304
2023-10-25,"OKC @ CHI","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2778,260,-0.0599,-0.0414,-2.072,0.2179,359
2023-10-25,"NOP @ MEM","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2778,260,-0.0476,-0.033,-1.6492,0.2301,335
2023-10-25,"SAC @ UTA","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.2941,240,-0.0051,-0.0036,-0.1819,0.289,246
2023-10-25,"DAL @ SAS","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.274,265,0.0098,0.0067,0.336,0.2837,252
2023-10-25,"POR @ LAC","three_point","Game","Game_three_point",2023-10-25 20:46:03,"dk",0.274,265,-0.0271,-0.0187,-0.9333,0.2469,305
2023-10-25,"ATL @ CHA","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7959,-390,-0.075,-0.1837,-9.1849,0.7209,-258
2023-10-25,"WAS @ IND","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7826,-360,-0.0783,-0.1801,-9.0033,0.7043,-238
2023-10-25,"BOS @ NYK","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7561,-310,-0.0613,-0.1257,-6.2846,0.6948,-228
2023-10-25,"HOU @ ORL","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7826,-360,-0.05,-0.1149,-5.7466,0.7326,-274
2023-10-25,"CLE @ BKN","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7917,-380,-0.0701,-0.1684,-8.418,0.7215,-259
2023-10-25,"DET @ MIA","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7826,-360,-0.034,-0.0783,-3.913,0.7486,-298
2023-10-25,"MIN @ TOR","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7959,-390,-0.0432,-0.1059,-5.2936,0.7527,-304
2023-10-25,"OKC @ CHI","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7917,-380,-0.0096,-0.023,-1.1503,0.7821,-359
2023-10-25,"NOP @ MEM","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7917,-380,-0.0218,-0.0523,-2.6161,0.7699,-335
2023-10-25,"SAC @ UTA","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7727,-340,-0.0617,-0.1358,-6.788,0.711,-246
2023-10-25,"DAL @ SAS","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7959,-390,-0.0796,-0.1951,-9.7568,0.7163,-252
2023-10-25,"POR @ LAC","two_point","Game","Game_two_point",2023-10-25 20:46:03,"dk",0.7917,-380,-0.0385,-0.0925,-4.6243,0.7531,-305
2023-10-25,"ATL @ CHA","three_point","ATL","ATL_three_point",2023-10-25 21:50:34,"dk",0.1538,550,-0.0199,-0.0118,-0.5877,0.134,647
2023-10-25,"ATL @ CHA","three_point","CHA","CHA_three_point",2023-10-25 21:50:34,"dk",0.1739,475,-0.0288,-0.0174,-0.8718,0.1451,589
2023-10-25,"WAS @ IND","three_point","IND","IND_three_point",2023-10-25 21:50:34,"dk",0.1538,550,0.0049,0.0029,0.1445,0.1587,530
2023-10-25,"WAS @ IND","three_point","WAS","WAS_three_point",2023-10-25 21:50:34,"dk",0.1739,475,-0.037,-0.0224,-1.119,0.1369,630
2023-10-25,"BOS @ NYK","three_point","BOS","BOS_three_point",2023-10-25 21:50:34,"dk",0.2,400,-0.03,-0.0187,-0.9366,0.17,488
2023-10-25,"BOS @ NYK","three_point","NYK","NYK_three_point",2023-10-25 21:50:34,"dk",0.1905,425,-0.0553,-0.0341,-1.7065,0.1352,640
2023-10-25,"HOU @ ORL","three_point","HOU","HOU_three_point",2023-10-25 21:50:34,"dk",0.1667,500,-0.0441,-0.0265,-1.3233,0.1226,716
2023-10-25,"HOU @ ORL","three_point","ORL","ORL_three_point",2023-10-25 21:50:34,"dk",0.1739,475,-0.0291,-0.0176,-0.8809,0.1448,591
2023-10-25,"CLE @ BKN","three_point","CLE","CLE_three_point",2023-10-25 21:50:34,"dk",0.1667,500,-0.0059,-0.0035,-0.1762,0.1608,522
2023-10-25,"CLE @ BKN","three_point","BKN","BKN_three_point",2023-10-25 21:50:34,"dk",0.1739,475,-0.0562,-0.034,-1.7015,0.1177,750
2023-10-25,"DET @ MIA","three_point","MIA","MIA_three_point",2023-10-25 21:50:34,"dk",0.1739,475,-0.0347,-0.021,-1.0504,0.1392,618
2023-10-25,"DET @ MIA","three_point","DET","DET_three_point",2023-10-25 21:50:34,"dk",0.1538,550,-0.0416,-0.0246,-1.2302,0.1122,791
2023-10-25,"MIN @ TOR","three_point","MIN","MIN_three_point",2023-10-25 21:50:34,"dk",0.1818,450,-0.0319,-0.0195,-0.9733,0.15,567
2023-10-25,"MIN @ TOR","three_point","TOR","TOR_three_point",2023-10-25 21:50:34,"dk",0.1333,650,-0.036,-0.0208,-1.0386,0.0973,927
2023-10-25,"OKC @ CHI","three_point","CHI","CHI_three_point",2023-10-25 21:50:34,"dk",0.1538,550,-0.0424,-0.025,-1.2523,0.1115,797
2023-10-25,"OKC @ CHI","three_point","OKC","OKC_three_point",2023-10-25 21:50:34,"dk",0.1818,450,-0.0754,-0.0461,-2.3027,0.1065,839
2023-10-25,"NOP @ MEM","three_point","NOP","NOP_three_point",2023-10-25 21:50:34,"dk",0.1429,600,-0.076,-0.0443,-2.2175,0.0668,1396
2023-10-25,"NOP @ MEM","three_point","MEM","MEM_three_point",2023-10-25 21:50:34,"dk",0.2,400,-0.0367,-0.0229,-1.1467,0.1633,512
2023-10-25,"SAC @ UTA","three_point","SAC","SAC_three_point",2023-10-25 21:50:34,"dk",0.1667,500,-0.0298,-0.0179,-0.8933,0.1369,631
2023-10-25,"SAC @ UTA","three_point","UTA","UTA_three_point",2023-10-25 21:50:34,"dk",0.1905,425,-0.0384,-0.0237,-1.1855,0.1521,558
2023-10-25,"DAL @ SAS","three_point","DAL","DAL_three_point",2023-10-25 21:50:34,"dk",0.1818,450,-0.0475,-0.029,-1.4524,0.1343,645
2023-10-25,"DAL @ SAS","three_point","SAS","SAS_three_point",2023-10-25 21:50:34,"dk",0.1538,550,-0.0044,-0.0026,-0.1301,0.1494,569
2023-10-25,"POR @ LAC","three_point","LAC","LAC_three_point",2023-10-25 21:50:34,"dk",0.1429,600,-0.0339,-0.0198,-0.9894,0.1089,818
2023-10-25,"POR @ LAC","three_point","POR","POR_three_point",2023-10-25 21:50:34,"dk",0.1818,450,-0.0439,-0.0268,-1.3409,0.1379,625
2023-10-25,"ATL @ CHA","two_point","ATL","ATL_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.0612,-0.0532,-2.6615,0.3644,174
2023-10-25,"ATL @ CHA","two_point","CHA","CHA_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.069,-0.06,-3.0013,0.3566,180
2023-10-25,"WAS @ IND","two_point","IND","IND_two_point",2023-10-25 21:50:34,"dk",0.4444,125,-0.076,-0.0684,-3.4215,0.3684,171
2023-10-25,"WAS @ IND","two_point","WAS","WAS_two_point",2023-10-25 21:50:34,"dk",0.4082,145,-0.0722,-0.061,-3.0519,0.3359,198
2023-10-25,"BOS @ NYK","two_point","BOS","BOS_two_point",2023-10-25 21:50:34,"dk",0.4348,130,-0.067,-0.0593,-2.963,0.3678,172
2023-10-25,"BOS @ NYK","two_point","NYK","NYK_two_point",2023-10-25 21:50:34,"dk",0.3636,175,-0.0367,-0.0288,-1.4408,0.327,206
2023-10-25,"HOU @ ORL","two_point","HOU","HOU_two_point",2023-10-25 21:50:34,"dk",0.3846,160,-0.0692,-0.0562,-2.8123,0.3154,217
2023-10-25,"HOU @ ORL","two_point","ORL","ORL_two_point",2023-10-25 21:50:34,"dk",0.4651,115,-0.0479,-0.0447,-2.2374,0.4172,140
2023-10-25,"CLE @ BKN","two_point","CLE","CLE_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.1154,-0.1005,-5.0233,0.3101,222
2023-10-25,"CLE @ BKN","two_point","BKN","BKN_two_point",2023-10-25 21:50:34,"dk",0.4167,140,-0.0053,-0.0045,-0.2252,0.4114,143
2023-10-25,"DET @ MIA","two_point","MIA","MIA_two_point",2023-10-25 21:50:34,"dk",0.4878,105,-0.0647,-0.0631,-3.1574,0.4231,136
2023-10-25,"DET @ MIA","two_point","DET","DET_two_point",2023-10-25 21:50:34,"dk",0.3636,175,-0.0382,-0.03,-1.4994,0.3255,207
2023-10-25,"MIN @ TOR","two_point","MIN","MIN_two_point",2023-10-25 21:50:34,"dk",0.4545,120,-0.0863,-0.0791,-3.9546,0.3683,172
2023-10-25,"MIN @ TOR","two_point","TOR","TOR_two_point",2023-10-25 21:50:34,"dk",0.4167,140,-0.0322,-0.0276,-1.381,0.3844,160
2023-10-25,"OKC @ CHI","two_point","CHI","CHI_two_point",2023-10-25 21:50:34,"dk",0.4167,140,-0.0508,-0.0436,-2.1779,0.3659,173
2023-10-25,"OKC @ CHI","two_point","OKC","OKC_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.0093,-0.0081,-0.4048,0.4162,140
2023-10-25,"NOP @ MEM","two_point","NOP","NOP_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.0391,-0.0341,-1.703,0.3864,159
2023-10-25,"NOP @ MEM","two_point","MEM","MEM_two_point",2023-10-25 21:50:34,"dk",0.4255,135,-0.0421,-0.0366,-1.8306,0.3835,161
2023-10-25,"SAC @ UTA","two_point","SAC","SAC_two_point",2023-10-25 21:50:34,"dk",0.3636,175,-0.0299,-0.0235,-1.1735,0.3338,200
2023-10-25,"SAC @ UTA","two_point","UTA","UTA_two_point",2023-10-25 21:50:34,"dk",0.4651,115,-0.0879,-0.0821,-4.1065,0.3773,165
2023-10-25,"DAL @ SAS","two_point","DAL","DAL_two_point",2023-10-25 21:50:34,"dk",0.3774,165,-0.0776,-0.0623,-3.1168,0.2997,234
2023-10-25,"DAL @ SAS","two_point","SAS","SAS_two_point",2023-10-25 21:50:34,"dk",0.4651,115,-0.0486,-0.0454,-2.2705,0.4165,140
2023-10-25,"POR @ LAC","two_point","LAC","LAC_two_point",2023-10-25 21:50:34,"dk",0.4,150,-0.0475,-0.0396,-1.9801,0.3525,184
2023-10-25,"POR @ LAC","two_point","POR","POR_two_point",2023-10-25 21:50:34,"dk",0.4444,125,-0.0438,-0.0394,-1.9707,0.4007,150
2023-10-25,"ATL @ CHA","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.274,265,0.0051,0.0035,0.1752,0.2791,258
2023-10-25,"WAS @ IND","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2857,250,0.01,0.007,0.3486,0.2957,238
2023-10-25,"BOS @ NYK","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.3175,215,-0.0122,-0.0089,-0.4474,0.3052,228
2023-10-25,"HOU @ ORL","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2857,250,-0.0184,-0.0128,-0.6423,0.2674,274
2023-10-25,"CLE @ BKN","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2778,260,7e-04,5e-04,0.0244,0.2785,259
2023-10-25,"DET @ MIA","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2857,250,-0.0343,-0.024,-1.2005,0.2514,298
2023-10-25,"MIN @ TOR","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.274,265,-0.0267,-0.0184,-0.9186,0.2473,304
2023-10-25,"OKC @ CHI","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2778,260,-0.0599,-0.0414,-2.072,0.2179,359
2023-10-25,"NOP @ MEM","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2778,260,-0.0476,-0.033,-1.6492,0.2301,335
2023-10-25,"SAC @ UTA","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.2941,240,-0.0051,-0.0036,-0.182,0.289,246
2023-10-25,"DAL @ SAS","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.274,265,0.0098,0.0067,0.336,0.2837,252
2023-10-25,"POR @ LAC","three_point","Game","Game_three_point",2023-10-25 21:50:34,"dk",0.274,265,-0.0271,-0.0187,-0.9333,0.2469,305
2023-10-25,"ATL @ CHA","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7959,-390,-0.075,-0.1837,-9.1849,0.7209,-258
2023-10-25,"WAS @ IND","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7826,-360,-0.0783,-0.18,-9.0024,0.7043,-238
2023-10-25,"BOS @ NYK","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7561,-310,-0.0613,-0.1258,-6.2876,0.6948,-228
2023-10-25,"HOU @ ORL","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7826,-360,-0.05,-0.1149,-5.7466,0.7326,-274
2023-10-25,"CLE @ BKN","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7917,-380,-0.0701,-0.1684,-8.418,0.7215,-259
2023-10-25,"DET @ MIA","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7826,-360,-0.034,-0.0783,-3.9126,0.7486,-298
2023-10-25,"MIN @ TOR","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7959,-390,-0.0432,-0.1059,-5.2936,0.7527,-304
2023-10-25,"OKC @ CHI","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7917,-380,-0.0096,-0.023,-1.1503,0.7821,-359
2023-10-25,"NOP @ MEM","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7917,-380,-0.0218,-0.0523,-2.6161,0.7699,-335
2023-10-25,"SAC @ UTA","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7727,-340,-0.0617,-0.1358,-6.7878,0.711,-246
2023-10-25,"DAL @ SAS","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7959,-390,-0.0796,-0.1951,-9.7568,0.7163,-252
2023-10-25,"POR @ LAC","two_point","Game","Game_two_point",2023-10-25 21:50:34,"dk",0.7917,-380,-0.0385,-0.0925,-4.6243,0.7531,-305
2023-10-25,"CLE @ BKN","three_point","CLE","CLE_three_point",2023-10-25 23:11:45,"dk",0.1667,500,-0.0063,-0.0038,-0.189,0.1604,524
2023-10-25,"CLE @ BKN","three_point","BKN","BKN_three_point",2023-10-25 23:11:45,"dk",0.1739,475,-0.0559,-0.0339,-1.6931,0.118,748
2023-10-25,"DET @ MIA","three_point","MIA","MIA_three_point",2023-10-25 23:11:45,"dk",0.1739,475,-0.0346,-0.0209,-1.0474,0.1393,618
2023-10-25,"DET @ MIA","three_point","DET","DET_three_point",2023-10-25 23:11:45,"dk",0.1538,550,-0.0417,-0.0247,-1.2332,0.1121,792
2023-10-25,"MIN @ TOR","three_point","MIN","MIN_three_point",2023-10-25 23:11:45,"dk",0.1818,450,-0.0319,-0.0195,-0.9733,0.15,567
2023-10-25,"MIN @ TOR","three_point","TOR","TOR_three_point",2023-10-25 23:11:45,"dk",0.1333,650,-0.036,-0.0208,-1.0386,0.0973,927
2023-10-25,"OKC @ CHI","three_point","CHI","CHI_three_point",2023-10-25 23:11:45,"dk",0.1538,550,-0.0424,-0.025,-1.2523,0.1115,797
2023-10-25,"OKC @ CHI","three_point","OKC","OKC_three_point",2023-10-25 23:11:45,"dk",0.1818,450,-0.0754,-0.0461,-2.3027,0.1065,839
2023-10-25,"NOP @ MEM","three_point","NOP","NOP_three_point",2023-10-25 23:11:45,"dk",0.1429,600,-0.076,-0.0443,-2.2175,0.0668,1396
2023-10-25,"NOP @ MEM","three_point","MEM","MEM_three_point",2023-10-25 23:11:45,"dk",0.2,400,-0.0367,-0.0229,-1.1467,0.1633,512
2023-10-25,"SAC @ UTA","three_point","SAC","SAC_three_point",2023-10-25 23:11:45,"dk",0.1667,500,-0.0298,-0.0179,-0.8933,0.1369,631
2023-10-25,"SAC @ UTA","three_point","UTA","UTA_three_point",2023-10-25 23:11:45,"dk",0.1905,425,-0.0384,-0.0237,-1.1855,0.1521,558
2023-10-25,"DAL @ SAS","three_point","DAL","DAL_three_point",2023-10-25 23:11:45,"dk",0.1818,450,-0.0475,-0.029,-1.4524,0.1343,645
2023-10-25,"DAL @ SAS","three_point","SAS","SAS_three_point",2023-10-25 23:11:45,"dk",0.1538,550,-0.0044,-0.0026,-0.1301,0.1494,569
