"game_date","game","player_name","run_timestamp_utc","site","prob","line","edge","kelly","units","prob_model","line_model"
2023-10-28,"MIA @ MIN","Rudy Gobert",2023-10-28 23:01:18,"mgm",0.5238,-110,0.0394,0.0413,2.0671,0.5632,-129
2023-10-28,"IND @ CLE","Myles Turner",2023-10-28 23:01:18,"mgm",0.4,150,-0.0318,-0.0265,-1.3251,0.3682,172
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-28 23:01:18,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-28 23:31:09,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"MIA @ MIN","Bam Adebayo",2023-10-28 23:31:09,"mgm",0.5455,-120,-0.1086,-0.1195,-5.9751,0.4368,129
2023-10-28,"MIA @ MIN","Rudy Gobert",2023-10-28 23:31:09,"mgm",0.5238,-110,0.0394,0.0413,2.0671,0.5632,-129
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-28 23:31:09,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 00:01:01,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"MIA @ MIN","Bam Adebayo",2023-10-29 00:01:01,"mgm",0.5455,-120,-0.1086,-0.1195,-5.9751,0.4368,129
2023-10-28,"MIA @ MIN","Rudy Gobert",2023-10-29 00:01:01,"mgm",0.5238,-110,0.0394,0.0413,2.0671,0.5632,-129
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 00:01:01,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 00:31:04,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 00:31:04,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 01:01:04,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 01:01:04,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 01:30:22,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 01:30:22,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 01:58:12,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 01:58:12,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 02:27:04,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 02:27:04,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-28,"UTA @ PHX","Jusuf Nurkic",2023-10-29 02:57:08,"mgm",0.7778,-350,-0.0408,-0.0919,-4.5938,0.7369,-280
2023-10-28,"UTA @ PHX","Walker Kessler",2023-10-29 02:57:08,"mgm",0.3125,220,-0.0494,-0.036,-1.798,0.2631,280
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 15:59:34,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 15:59:34,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 15:59:34,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 15:59:34,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 16:29:46,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 16:29:46,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 16:29:46,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 16:29:46,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 16:29:46,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 16:29:46,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 16:29:46,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 16:29:46,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 16:59:39,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 16:59:39,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 16:59:39,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 16:59:39,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 16:59:39,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 16:59:39,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 16:59:39,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 16:59:39,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 17:29:35,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 17:29:35,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 17:29:35,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 17:29:35,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 17:29:35,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 17:29:35,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 17:29:35,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 17:29:35,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 17:59:52,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 17:59:52,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 17:59:52,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 17:59:52,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 17:59:52,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 17:59:52,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 17:59:52,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 17:59:52,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 18:29:43,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 18:29:43,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 18:29:43,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 18:29:43,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 18:29:43,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 18:29:43,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 18:29:43,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 18:29:43,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 18:59:40,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 18:59:40,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 18:59:40,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 18:59:40,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 18:59:40,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 18:59:40,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 18:59:40,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 18:59:40,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 19:30:05,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 19:30:05,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 19:30:05,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 19:30:05,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 19:30:05,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 19:30:05,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 19:30:05,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 19:30:05,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 20:01:55,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 20:01:55,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 20:01:55,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 20:01:55,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 20:01:55,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 20:01:55,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 20:01:55,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 20:01:55,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 20:31:40,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 20:31:40,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 20:31:40,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 20:31:40,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 20:31:40,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 20:31:40,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 20:31:40,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 20:31:40,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 21:01:47,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 21:01:47,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 21:01:47,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 21:01:47,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 21:01:47,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 21:01:47,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 21:01:47,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 21:01:47,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 21:31:26,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 21:31:26,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 21:31:26,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 21:31:26,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 21:31:26,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 21:31:26,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 21:31:26,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 21:31:26,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 22:01:14,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 22:01:14,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 22:01:14,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 22:01:14,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 22:01:14,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 22:01:14,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 22:01:14,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 22:01:14,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 22:31:08,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 22:31:08,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"GSW @ HOU","Kevon Looney",2023-10-29 22:31:08,"mgm",0.8,-400,-0.1097,-0.2743,-13.7166,0.6903,-223
2023-10-29,"ATL @ MIL","Clint Capela",2023-10-29 22:31:08,"mgm",0.3333,200,-0.0257,-0.0193,-0.9642,0.3076,225
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 22:31:08,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"GSW @ HOU","Alperen Sengun",2023-10-29 22:31:08,"mgm",0.2778,260,0.032,0.0221,1.1061,0.3097,223
2023-10-29,"ATL @ MIL","Brook Lopez",2023-10-29 22:31:08,"mgm",0.7333,-275,-0.041,-0.0768,-3.8396,0.6924,-225
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 22:31:08,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 22:31:08,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 22:31:08,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"POR @ PHI","Joel Embiid",2023-10-29 23:01:32,"mgm",0.3846,160,-0.0269,-0.0219,-1.094,0.3577,180
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 23:01:32,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 23:01:32,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 23:01:32,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"POR @ PHI","Deandre Ayton",2023-10-29 23:01:32,"mgm",0.6923,-225,-0.05,-0.0812,-4.062,0.6423,-180
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 23:01:32,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 23:31:40,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 23:31:40,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 23:31:40,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 23:31:40,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-29 23:59:09,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-29 23:59:09,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-29 23:59:09,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-29 23:59:09,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-29,"SAS @ LAC","Ivica Zubac",2023-10-30 00:32:31,"mgm",0.2353,325,0.0946,0.0618,3.0922,0.3299,203
2023-10-29,"LAL @ SAC","Anthony Davis",2023-10-30 00:32:31,"mgm",0.8333,-500,-0.1184,-0.3551,-17.7573,0.715,-251
2023-10-29,"LAL @ SAC","Domantas Sabonis",2023-10-30 00:32:31,"mgm",0.2381,320,0.047,0.0308,1.5407,0.285,251
2023-10-29,"SAS @ LAC","Victor Wembanyama",2023-10-30 00:32:31,"mgm",0.8333,-500,-0.1632,-0.4896,-24.4818,0.6701,-203
2023-10-30,"CHI @ IND","Nikola Vucevic",2023-10-30 15:31:31,"mgm",0.5455,-120,-0.0058,-0.0064,-0.3197,0.5396,-117
2023-10-30,"BOS @ WAS","Kristaps Porzingis",2023-10-30 15:31:31,"mgm",0.9231,-1200,-0.1062,-0.6905,-34.5268,0.8168,-446
2023-10-30,"POR @ TOR","Deandre Ayton",2023-10-30 15:31:31,"mgm",0.7143,-250,-0.0256,-0.0449,-2.2435,0.6886,-221
2023-10-30,"CHI @ IND","Myles Turner",2023-10-30 15:31:31,"mgm",0.5238,-110,-0.0635,-0.0666,-3.3312,0.4604,117
2023-10-30,"BOS @ WAS","Daniel Gafford",2023-10-30 15:31:31,"mgm",0.1481,575,0.035,0.0206,1.0275,0.1832,446
2023-10-30,"POR @ TOR","Jakob Poeltl",2023-10-30 15:31:31,"mgm",0.3509,185,-0.0395,-0.0304,-1.5222,0.3114,221
2023-10-30,"MIN @ ATL","Clint Capela",2023-10-30 16:01:32,"mgm",0.4348,130,-0.0593,-0.0525,-2.6246,0.3754,166
2023-10-30,"UTA @ DEN","Nikola Jokic",2023-10-30 16:01:32,"mgm",0.5238,-110,0.0037,0.0039,0.1939,0.5275,-112
2023-10-30,"CHI @ IND","Nikola Vucevic",2023-10-30 16:01:32,"mgm",0.5455,-120,-0.0058,-0.0064,-0.3197,0.5396,-117
2023-10-30,"BOS @ WAS","Kristaps Porzingis",2023-10-30 16:01:32,"mgm",0.9231,-1200,-0.1062,-0.6905,-34.5268,0.8168,-446
2023-10-30,"POR @ TOR","Deandre Ayton",2023-10-30 16:01:32,"mgm",0.7143,-250,-0.0256,-0.0449,-2.2435,0.6886,-221
2023-10-30,"CHI @ IND","Myles Turner",2023-10-30 16:01:32,"mgm",0.5238,-110,-0.0635,-0.0666,-3.3312,0.4604,117
2023-10-30,"BOS @ WAS","Daniel Gafford",2023-10-30 16:01:32,"mgm",0.1481,575,0.035,0.0206,1.0275,0.1832,446
2023-10-30,"POR @ TOR","Jakob Poeltl",2023-10-30 16:01:32,"mgm",0.3509,185,-0.0395,-0.0304,-1.5222,0.3114,221
2023-10-30,"MIN @ ATL","Rudy Gobert",2023-10-30 16:01:32,"mgm",0.6364,-175,-0.0118,-0.0162,-0.8117,0.6246,-166
2023-10-30,"UTA @ DEN","Walker Kessler",2023-10-30 16:01:32,"mgm",0.5455,-120,-0.073,-0.0803,-4.0126,0.4725,112
2023-10-30,"MIN @ ATL","Clint Capela",2023-10-30 16:32:36,"mgm",0.4348,130,-0.0593,-0.0525,-2.6246,0.3754,166
2023-10-30,"UTA @ DEN","Nikola Jokic",2023-10-30 16:32:36,"mgm",0.5238,-110,0.0037,0.0039,0.1939,0.5275,-112
2023-10-30,"CHI @ IND","Nikola Vucevic",2023-10-30 16:32:36,"mgm",0.5455,-120,-0.0058,-0.0064,-0.3197,0.5396,-117
2023-10-30,"BOS @ WAS","Kristaps Porzingis",2023-10-30 16:32:36,"mgm",0.9231,-1200,-0.1062,-0.6905,-34.5268,0.8168,-446
2023-10-30,"POR @ TOR","Deandre Ayton",2023-10-30 16:32:36,"mgm",0.7143,-250,-0.0256,-0.0449,-2.2435,0.6886,-221
2023-10-30,"CHI @ IND","Myles Turner",2023-10-30 16:32:36,"mgm",0.5238,-110,-0.0635,-0.0666,-3.3312,0.4604,117
2023-10-30,"BOS @ WAS","Daniel Gafford",2023-10-30 16:32:36,"mgm",0.1481,575,0.035,0.0206,1.0275,0.1832,446
2023-10-30,"POR @ TOR","Jakob Poeltl",2023-10-30 16:32:36,"mgm",0.3509,185,-0.0395,-0.0304,-1.5222,0.3114,221
2023-10-30,"MIN @ ATL","Rudy Gobert",2023-10-30 16:32:36,"mgm",0.6364,-175,-0.0118,-0.0162,-0.8117,0.6246,-166
2023-10-30,"UTA @ DEN","Walker Kessler",2023-10-30 16:32:36,"mgm",0.5455,-120,-0.073,-0.0803,-4.0126,0.4725,112
2023-10-30,"MIN @ ATL","Clint Capela",2023-10-30 16:59:57,"mgm",0.4348,130,-0.0593,-0.0525,-2.6246,0.3754,166
2023-10-30,"UTA @ DEN","Nikola Jokic",2023-10-30 16:59:57,"mgm",0.5238,-110,0.0037,0.0039,0.1939,0.5275,-112
2023-10-30,"CHI @ IND","Nikola Vucevic",2023-10-30 16:59:57,"mgm",0.5455,-120,-0.0058,-0.0064,-0.3197,0.5396,-117
2023-10-30,"BOS @ WAS","Kristaps Porzingis",2023-10-30 16:59:57,"mgm",0.9231,-1200,-0.1062,-0.6905,-34.5268,0.8168,-446
2023-10-30,"POR @ TOR","Deandre Ayton",2023-10-30 16:59:57,"mgm",0.7143,-250,-0.0256,-0.0449,-2.2435,0.6886,-221
2023-10-30,"CHI @ IND","Myles Turner",2023-10-30 16:59:57,"mgm",0.5238,-110,-0.0635,-0.0666,-3.3312,0.4604,117
2023-10-30,"BOS @ WAS","Daniel Gafford",2023-10-30 16:59:57,"mgm",0.1481,575,0.035,0.0206,1.0275,0.1832,446
2023-10-30,"POR @ TOR","Jakob Poeltl",2023-10-30 16:59:57,"mgm",0.3509,185,-0.0395,-0.0304,-1.5222,0.3114,221
