"game_date","game","player_name","run_timestamp_utc","site","prob","line","edge","kelly","units","prob_model","line_model"
2023-11-01,"WAS @ ATL","Clint Capela",2023-11-01 21:33:05,"mgm",0.8,-400,-0.1433,-0.3582,-17.9114,0.6567,-191
2023-11-01,"IND @ BOS","Kristaps Porzingis",2023-11-01 21:33:05,"mgm",0.8333,-500,-0.065,-0.1949,-9.7462,0.7684,-332
2023-11-01,"BKN @ MIA","Bam Adebayo",2023-11-01 21:33:05,"mgm",0.6923,-225,-0.1098,-0.1785,-8.9229,0.5825,-140
2023-11-01,"CHA @ HOU","Alperen Sengun",2023-11-01 21:33:05,"mgm",0.3125,220,-0.0028,-0.002,-0.1007,0.3097,223
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-01 21:33:05,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-01 21:33:05,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"POR @ DET","Deandre Ayton",2023-11-01 21:33:05,"mgm",0.8333,-500,-0.083,-0.2491,-12.4527,0.7503,-301
2023-11-01,"MIL @ TOR","Brook Lopez",2023-11-01 21:33:05,"mgm",0.6923,-225,-0.0598,-0.0971,-4.8565,0.6325,-172
2023-11-01,"CLE @ NYK","Evan Mobley",2023-11-01 21:33:05,"mgm",0.4444,125,-0.1231,-0.1108,-5.5408,0.3213,211
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-01 21:33:05,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-01 21:33:05,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"POR @ DET","Marvin Bagley III",2023-11-01 21:33:05,"mgm",0.25,300,-3e-04,-2e-04,-0.0105,0.2497,301
2023-11-01,"MIL @ TOR","Jakob Poeltl",2023-11-01 21:33:05,"mgm",0.3846,160,-0.0172,-0.0139,-0.6968,0.3675,172
2023-11-01,"CLE @ NYK","Mitchell Robinson",2023-11-01 21:33:05,"mgm",0.6226,-165,0.056,0.0743,3.7128,0.6787,-211
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-01 21:33:05,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-01 21:33:05,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"WAS @ ATL","Daniel Gafford",2023-11-01 21:33:05,"mgm",0.2667,275,0.0766,0.0522,2.6122,0.3433,191
2023-11-01,"IND @ BOS","Myles Turner",2023-11-01 21:33:05,"mgm",0.25,300,-0.0184,-0.0122,-0.612,0.2316,332
2023-11-01,"BKN @ MIA","Ben Simmons",2023-11-01 21:33:05,"mgm",0.3846,160,0.0329,0.0267,1.3365,0.4175,140
2023-11-01,"CHA @ HOU","Mark Williams",2023-11-01 21:33:05,"mgm",0.75,-300,-0.0597,-0.1195,-5.9731,0.6903,-223
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-01 21:33:05,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-01 21:33:05,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"WAS @ ATL","Clint Capela",2023-11-01 22:04:10,"mgm",0.8,-400,-0.1433,-0.3582,-17.9114,0.6567,-191
2023-11-01,"IND @ BOS","Kristaps Porzingis",2023-11-01 22:04:10,"mgm",0.8333,-500,-0.065,-0.1949,-9.7462,0.7684,-332
2023-11-01,"BKN @ MIA","Bam Adebayo",2023-11-01 22:04:10,"mgm",0.6923,-225,-0.1098,-0.1785,-8.9229,0.5825,-140
2023-11-01,"CHA @ HOU","Alperen Sengun",2023-11-01 22:04:10,"mgm",0.3125,220,-0.0028,-0.002,-0.1007,0.3097,223
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-01 22:04:10,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-01 22:04:10,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"POR @ DET","Deandre Ayton",2023-11-01 22:04:10,"mgm",0.8333,-500,-0.083,-0.2491,-12.4527,0.7503,-301
2023-11-01,"MIL @ TOR","Brook Lopez",2023-11-01 22:04:10,"mgm",0.6923,-225,-0.0598,-0.0971,-4.8565,0.6325,-172
2023-11-01,"CLE @ NYK","Evan Mobley",2023-11-01 22:04:10,"mgm",0.4444,125,-0.1231,-0.1108,-5.5408,0.3213,211
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-01 22:04:10,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-01 22:04:10,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"POR @ DET","Marvin Bagley III",2023-11-01 22:04:10,"mgm",0.25,300,-3e-04,-2e-04,-0.0105,0.2497,301
2023-11-01,"MIL @ TOR","Jakob Poeltl",2023-11-01 22:04:10,"mgm",0.3846,160,-0.0172,-0.0139,-0.6968,0.3675,172
2023-11-01,"CLE @ NYK","Mitchell Robinson",2023-11-01 22:04:10,"mgm",0.6226,-165,0.056,0.0743,3.7128,0.6787,-211
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-01 22:04:10,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-01 22:04:10,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"WAS @ ATL","Daniel Gafford",2023-11-01 22:04:10,"mgm",0.2667,275,0.0766,0.0522,2.6122,0.3433,191
2023-11-01,"IND @ BOS","Myles Turner",2023-11-01 22:04:10,"mgm",0.25,300,-0.0184,-0.0122,-0.612,0.2316,332
2023-11-01,"BKN @ MIA","Ben Simmons",2023-11-01 22:04:10,"mgm",0.3846,160,0.0329,0.0267,1.3365,0.4175,140
2023-11-01,"CHA @ HOU","Mark Williams",2023-11-01 22:04:10,"mgm",0.75,-300,-0.0597,-0.1195,-5.9731,0.6903,-223
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-01 22:04:10,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-01 22:04:10,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"IND @ BOS","Kristaps Porzingis",2023-11-01 22:34:09,"mgm",0.8333,-500,-0.065,-0.1949,-9.7462,0.7684,-332
2023-11-01,"BKN @ MIA","Bam Adebayo",2023-11-01 22:34:09,"mgm",0.6923,-225,-0.1098,-0.1785,-8.9229,0.5825,-140
2023-11-01,"CHA @ HOU","Alperen Sengun",2023-11-01 22:34:09,"mgm",0.3125,220,-0.0028,-0.002,-0.1007,0.3097,223
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-01 22:34:09,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-01 22:34:09,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"POR @ DET","Deandre Ayton",2023-11-01 22:34:09,"mgm",0.8333,-500,-0.083,-0.2491,-12.4527,0.7503,-301
2023-11-01,"MIL @ TOR","Brook Lopez",2023-11-01 22:34:09,"mgm",0.6923,-225,-0.0598,-0.0971,-4.8565,0.6325,-172
2023-11-01,"CLE @ NYK","Evan Mobley",2023-11-01 22:34:09,"mgm",0.4444,125,-0.1231,-0.1108,-5.5408,0.3213,211
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-01 22:34:09,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-01 22:34:09,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"POR @ DET","Marvin Bagley III",2023-11-01 22:34:09,"mgm",0.25,300,-3e-04,-2e-04,-0.0105,0.2497,301
2023-11-01,"MIL @ TOR","Jakob Poeltl",2023-11-01 22:34:09,"mgm",0.3846,160,-0.0172,-0.0139,-0.6968,0.3675,172
2023-11-01,"CLE @ NYK","Mitchell Robinson",2023-11-01 22:34:09,"mgm",0.6226,-165,0.056,0.0743,3.7128,0.6787,-211
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-01 22:34:09,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-01 22:34:09,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"IND @ BOS","Myles Turner",2023-11-01 22:34:09,"mgm",0.25,300,-0.0184,-0.0122,-0.612,0.2316,332
2023-11-01,"BKN @ MIA","Ben Simmons",2023-11-01 22:34:09,"mgm",0.3846,160,0.0329,0.0267,1.3365,0.4175,140
2023-11-01,"CHA @ HOU","Mark Williams",2023-11-01 22:34:09,"mgm",0.75,-300,-0.0597,-0.1195,-5.9731,0.6903,-223
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-01 22:34:09,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-01 22:34:09,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"IND @ BOS","Kristaps Porzingis",2023-11-01 23:04:13,"mgm",0.8333,-500,-0.065,-0.1949,-9.7462,0.7684,-332
2023-11-01,"BKN @ MIA","Bam Adebayo",2023-11-01 23:04:13,"mgm",0.6923,-225,-0.1098,-0.1785,-8.9229,0.5825,-140
2023-11-01,"CHA @ HOU","Alperen Sengun",2023-11-01 23:04:13,"mgm",0.3125,220,-0.0028,-0.002,-0.1007,0.3097,223
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-01 23:04:13,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-01 23:04:13,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"CLE @ NYK","Evan Mobley",2023-11-01 23:04:13,"mgm",0.4444,125,-0.1231,-0.1108,-5.5408,0.3213,211
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-01 23:04:13,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-01 23:04:13,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"CLE @ NYK","Mitchell Robinson",2023-11-01 23:04:13,"mgm",0.6226,-165,0.056,0.0743,3.7128,0.6787,-211
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-01 23:04:13,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-01 23:04:13,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"IND @ BOS","Myles Turner",2023-11-01 23:04:13,"mgm",0.25,300,-0.0184,-0.0122,-0.612,0.2316,332
2023-11-01,"BKN @ MIA","Ben Simmons",2023-11-01 23:04:13,"mgm",0.3846,160,0.0329,0.0267,1.3365,0.4175,140
2023-11-01,"CHA @ HOU","Mark Williams",2023-11-01 23:04:13,"mgm",0.75,-300,-0.0597,-0.1195,-5.9731,0.6903,-223
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-01 23:04:13,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-01 23:04:13,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"CHA @ HOU","Alperen Sengun",2023-11-01 23:34:10,"mgm",0.3125,220,-0.0028,-0.002,-0.1007,0.3097,223
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-01 23:34:10,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-01 23:34:10,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-01 23:34:10,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-01 23:34:10,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-01 23:34:10,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-01 23:34:10,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"CHA @ HOU","Mark Williams",2023-11-01 23:34:10,"mgm",0.75,-300,-0.0597,-0.1195,-5.9731,0.6903,-223
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-01 23:34:10,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-01 23:34:10,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-02 00:04:01,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-02 00:04:01,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"DEN @ MIN","Nikola Jokic",2023-11-02 00:04:01,"mgm",0.6,-150,-0.1699,-0.2123,-10.6157,0.4301,132
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-02 00:04:01,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"DEN @ MIN","Rudy Gobert",2023-11-02 00:04:01,"mgm",0.4762,110,0.0937,0.0894,4.4701,0.5699,-132
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-02 00:04:01,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-02 00:04:01,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-02 00:04:01,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-02 00:34:04,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-02 00:34:04,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-02 00:34:04,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-02 00:34:04,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-02 00:34:04,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-02 00:34:04,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"MEM @ UTA","Walker Kessler",2023-11-02 01:03:40,"mgm",0.4,150,-0.0865,-0.072,-3.6023,0.3135,219
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-02 01:03:40,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-02 01:03:40,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-02 01:03:40,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"MEM @ UTA","Jaren Jackson Jr.",2023-11-02 01:03:40,"mgm",0.6667,-200,0.0198,0.0297,1.4841,0.6865,-219
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-02 01:03:40,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-02 01:33:40,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-02 01:33:40,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-02 01:33:40,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-02 01:33:40,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-01,"SAC @ GSW","Kevon Looney",2023-11-02 02:02:16,"mgm",0.8333,-500,-0.1293,-0.388,-19.4006,0.704,-238
2023-11-01,"LAC @ LAL","Ivica Zubac",2023-11-02 02:02:16,"mgm",0.3774,165,0.0061,0.0049,0.2468,0.3835,161
2023-11-01,"LAC @ LAL","Anthony Davis",2023-11-02 02:02:16,"mgm",0.6923,-225,-0.0758,-0.1232,-6.1599,0.6165,-161
2023-11-01,"SAC @ GSW","Domantas Sabonis",2023-11-02 02:02:16,"mgm",0.25,300,0.046,0.0307,1.5335,0.296,238
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 16:27:58,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 16:27:58,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 16:58:52,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 16:58:52,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 16:58:52,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 16:58:52,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 16:58:52,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 16:58:52,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 17:28:42,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 17:28:42,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 17:28:42,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 17:28:42,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 17:28:42,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 17:28:42,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 17:58:55,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 17:58:55,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 17:58:55,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 17:58:55,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 17:58:55,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 17:58:55,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 18:28:50,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 18:28:50,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 18:28:50,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 18:28:50,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 18:28:50,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 18:28:50,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 18:58:53,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 18:58:53,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 18:58:53,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 18:58:53,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 18:58:53,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 18:58:53,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 19:28:56,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 19:28:56,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 19:28:56,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 19:28:56,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 19:28:56,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 19:28:56,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 19:58:56,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 19:58:56,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 19:58:56,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 19:58:56,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 19:58:56,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 19:58:56,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 20:30:17,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 20:30:17,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 20:30:17,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 20:30:17,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 20:30:17,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 20:30:17,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 21:02:02,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"DET @ NOP","Jonas Valanciunas",2023-11-02 21:02:02,"mgm",0.75,-300,-0.1196,-0.2393,-11.9637,0.6304,-171
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 21:02:02,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 21:02:02,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 21:02:02,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 21:02:02,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"DET @ NOP","Jalen Duren",2023-11-02 21:02:02,"mgm",0.3226,210,0.0471,0.0347,1.7366,0.3696,171
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 21:02:02,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 21:32:09,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
2023-11-02,"DET @ NOP","Jonas Valanciunas",2023-11-02 21:32:09,"mgm",0.75,-300,-0.1196,-0.2393,-11.9637,0.6304,-171
2023-11-02,"SAS @ PHX","Jusuf Nurkic",2023-11-02 21:32:09,"mgm",0.2703,270,0.4182,0.2866,14.3285,0.6885,-221
2023-11-02,"ORL @ UTA","Wendell Carter Jr.",2023-11-02 21:32:09,"mgm",0.5,100,0.0663,0.0663,3.3142,0.5663,-131
2023-11-02,"ORL @ UTA","Walker Kessler",2023-11-02 21:32:09,"mgm",0.5745,-135,-0.1408,-0.1654,-8.2692,0.4337,131
2023-11-02,"TOR @ PHI","Jakob Poeltl",2023-11-02 21:32:09,"mgm",0.4762,110,-0.0445,-0.0425,-2.1227,0.4317,132
2023-11-02,"DET @ NOP","Jalen Duren",2023-11-02 21:32:09,"mgm",0.3226,210,0.0471,0.0347,1.7366,0.3696,171
2023-11-02,"SAS @ PHX","Victor Wembanyama",2023-11-02 21:32:09,"mgm",0.8,-400,-0.4885,-1.2213,-61.0635,0.3115,221
2023-11-02,"TOR @ PHI","Joel Embiid",2023-11-02 22:02:10,"mgm",0.5918,-145,-0.0236,-0.0289,-1.4425,0.5683,-132
