"game_date","game","quarter","team_abbreviation","quarter_team","run_timestamp_utc","site","prob","line","edge","kelly","units","prob_model","line_model"
2023-10-24,"LAL @ DEN","1Q","DEN","1Q_DEN",2023-10-24 23:21:00,"dk",0.4878,105,0,0,-6e-04,0.4878,105
2023-10-24,"LAL @ DEN","1Q","DEN","1Q_DEN",2023-10-24 23:21:00,"pb",0.4651,115,0.0282,0.0264,1.3188,0.4933,103
2023-10-24,"PHX @ GSW","1Q","GSW","1Q_GSW",2023-10-24 23:21:00,"dk",0.4444,125,0.0071,0.0064,0.3203,0.4516,121
2023-10-24,"PHX @ GSW","1Q","GSW","1Q_GSW",2023-10-24 23:21:00,"pb",0.4082,145,0.0435,0.0368,1.8394,0.4517,121
2023-10-24,"LAL @ DEN","1Q","LAL","1Q_LAL",2023-10-24 23:21:00,"dk",0.5745,-135,-0.0623,-0.0732,-3.6578,0.5122,-105
2023-10-24,"LAL @ DEN","1Q","LAL","1Q_LAL",2023-10-24 23:21:00,"pb",0.6,-149.9925,-0.0933,-0.1166,-5.8324,0.5067,-103
2023-10-24,"PHX @ GSW","1Q","PHX","1Q_PHX",2023-10-24 23:21:00,"dk",0.6226,-165,-0.0742,-0.0983,-4.916,0.5484,-121
2023-10-24,"PHX @ GSW","1Q","PHX","1Q_PHX",2023-10-24 23:21:00,"pb",0.6551,-189.9696,-0.1068,-0.1549,-7.7455,0.5483,-121
2023-10-24,"PHX @ GSW","1Q","GSW","1Q_GSW",2023-10-25 00:51:27,"dk",0.4444,125,0.0065,0.0059,0.2929,0.451,122
2023-10-24,"PHX @ GSW","1Q","GSW","1Q_GSW",2023-10-25 00:51:27,"pb",0.4348,130,0.016,0.0142,0.7091,0.4508,122
2023-10-24,"PHX @ GSW","1Q","PHX","1Q_PHX",2023-10-25 00:51:27,"dk",0.6226,-165,-0.0736,-0.0975,-4.8756,0.549,-122
2023-10-24,"PHX @ GSW","1Q","PHX","1Q_PHX",2023-10-25 00:51:27,"pb",0.6296,-169.9813,-0.0804,-0.1086,-5.4279,0.5492,-122
2023-10-25,"ATL @ CHA","1Q","ATL","1Q_ATL",2023-10-25 20:46:03,"dk",0.5238,-110,-0.0255,-0.0268,-1.3377,0.4983,101
2023-10-25,"ATL @ CHA","1Q","ATL","1Q_ATL",2023-10-25 20:46:03,"pb",0.4762,110,0.024,0.0229,1.1475,0.5002,-100
2023-10-25,"BOS @ NYK","1Q","BOS","1Q_BOS",2023-10-25 20:46:03,"dk",0.5652,-130,-0.0286,-0.0329,-1.6468,0.5366,-116
2023-10-25,"BOS @ NYK","1Q","BOS","1Q_BOS",2023-10-25 20:46:03,"pb",0.5454,-119.9904,-0.0024,-0.0027,-0.1331,0.543,-119
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 20:46:03,"dk",0.5349,-115,-0.064,-0.0688,-3.4393,0.4709,112
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 20:46:03,"pb",0.5454,-119.9904,-0.0765,-0.0842,-4.2078,0.4689,113
2023-10-25,"NOP @ MEM","1Q","NOP","1Q_NOP",2023-10-25 20:46:03,"dk",0.5122,-105,-0.059,-0.0604,-3.022,0.4532,121
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 20:46:03,"dk",0.5349,-115,-0.0576,-0.0619,-3.0945,0.4773,110
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 20:46:03,"pb",0.4762,110,-1e-04,-1e-04,-0.0042,0.4761,110
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 20:46:03,"dk",0.5122,-105,-0.0782,-0.0801,-4.0066,0.434,130
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 20:46:03,"pb",0.5349,-114.9954,-0.1061,-0.1141,-5.7028,0.4288,133
2023-10-25,"HOU @ ORL","1Q","HOU","1Q_HOU",2023-10-25 20:46:03,"dk",0.4878,105,-0.0499,-0.0487,-2.4335,0.4379,128
2023-10-25,"HOU @ ORL","1Q","HOU","1Q_HOU",2023-10-25 20:46:03,"pb",0.5,100,-0.072,-0.072,-3.6004,0.428,134
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-25 20:46:03,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 20:46:03,"dk",0.6154,-160,-0.0535,-0.0695,-3.4748,0.5619,-128
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 20:46:03,"pb",0.5833,-139.9972,-0.0091,-0.011,-0.5489,0.5742,-135
2023-10-25,"MIN @ TOR","1Q","MIN","1Q_MIN",2023-10-25 20:46:03,"dk",0.5745,-135,-0.0562,-0.0661,-3.3041,0.5182,-108
2023-10-25,"WAS @ IND","1Q","IND","1Q_IND",2023-10-25 20:46:03,"dk",0.5652,-130,-0.0374,-0.0431,-2.1531,0.5278,-112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 20:46:03,"dk",0.4651,115,0.0062,0.0058,0.288,0.4713,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 20:46:03,"pb",0.4651,115,0.0038,0.0035,0.177,0.4689,113
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 20:46:03,"dk",0.5349,-115,-0.0058,-0.0062,-0.3107,0.5291,-112
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 20:46:03,"pb",0.5238,-109.9989,0.0073,0.0076,0.3816,0.5311,-113
2023-10-25,"BOS @ NYK","1Q","NYK","1Q_NYK",2023-10-25 20:46:03,"dk",0.5122,-105,-0.0488,-0.05,-2.4996,0.4634,116
2023-10-25,"BOS @ NYK","1Q","NYK","1Q_NYK",2023-10-25 20:46:03,"pb",0.5238,-109.9989,-0.0668,-0.0702,-3.5081,0.457,119
2023-10-25,"HOU @ ORL","1Q","ORL","1Q_ORL",2023-10-25 20:46:03,"dk",0.5833,-140,-0.0213,-0.0255,-1.2768,0.5621,-128
2023-10-25,"HOU @ ORL","1Q","ORL","1Q_ORL",2023-10-25 20:46:03,"pb",0.5652,-129.9883,0.0068,0.0078,0.3918,0.572,-134
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-25 20:46:03,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 20:46:03,"dk",0.5652,-130,8e-04,9e-04,0.044,0.566,-130
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 20:46:03,"pb",0.5349,-114.9954,0.0364,0.0391,1.9539,0.5712,-133
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 20:46:03,"dk",0.5349,-115,-0.0122,-0.0131,-0.6555,0.5227,-110
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 20:46:03,"pb",0.5918,-144.9906,-0.0679,-0.0832,-4.1602,0.5239,-110
2023-10-25,"MIN @ TOR","1Q","TOR","1Q_TOR",2023-10-25 20:46:03,"dk",0.4878,105,-0.006,-0.0059,-0.2944,0.4818,108
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 20:46:03,"dk",0.6,-150,-0.0713,-0.0891,-4.4549,0.5287,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 20:46:03,"pb",0.6,-149.9925,-0.0689,-0.0861,-4.3056,0.5311,-113
2023-10-25,"NOP @ MEM","1Q","MEM","1Q_MEM",2023-10-25 20:46:03,"dk",0.5652,-130,-0.0184,-0.0212,-1.0606,0.5468,-121
2023-10-25,"WAS @ IND","1Q","WAS","1Q_WAS",2023-10-25 20:46:03,"dk",0.5,100,-0.0278,-0.0278,-1.3886,0.4722,112
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 20:46:03,"dk",0.4545,120,-0.0165,-0.0151,-0.7549,0.4381,128
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 20:46:03,"pb",0.4878,105,-0.062,-0.0605,-3.0254,0.4258,135
2023-10-25,"ATL @ CHA","1Q","CHA","1Q_CHA",2023-10-25 20:46:03,"dk",0.5455,-120,-0.0438,-0.0482,-2.4081,0.5017,-101
2023-10-25,"ATL @ CHA","1Q","CHA","1Q_CHA",2023-10-25 20:46:03,"pb",0.5918,-144.9906,-0.0921,-0.1128,-5.6381,0.4998,100
2023-10-25,"ATL @ CHA","1Q","ATL","1Q_ATL",2023-10-25 21:50:34,"dk",0.5238,-110,-0.0255,-0.0268,-1.3377,0.4983,101
2023-10-25,"ATL @ CHA","1Q","ATL","1Q_ATL",2023-10-25 21:50:34,"pb",0.4878,105,0.0124,0.0121,0.6066,0.5002,-100
2023-10-25,"BOS @ NYK","1Q","BOS","1Q_BOS",2023-10-25 21:50:34,"dk",0.5652,-130,-0.0274,-0.0315,-1.5753,0.5378,-116
2023-10-25,"BOS @ NYK","1Q","BOS","1Q_BOS",2023-10-25 21:50:34,"pb",0.5454,-119.9904,-7e-04,-8e-04,-0.0404,0.5447,-120
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 21:50:34,"dk",0.5349,-115,-0.064,-0.0688,-3.4393,0.4709,112
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 21:50:34,"pb",0.5349,-114.9954,-0.0659,-0.0709,-3.5447,0.4689,113
2023-10-25,"NOP @ MEM","1Q","NOP","1Q_NOP",2023-10-25 21:50:34,"dk",0.5122,-105,-0.059,-0.0604,-3.022,0.4532,121
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 21:50:34,"dk",0.5349,-115,-0.0576,-0.0619,-3.0945,0.4773,110
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 21:50:34,"pb",0.4762,110,-1e-04,-1e-04,-0.0042,0.4761,110
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 21:50:34,"dk",0.5122,-105,-0.0782,-0.0801,-4.0066,0.434,130
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 21:50:34,"pb",0.5349,-114.9954,-0.1061,-0.1141,-5.7028,0.4288,133
2023-10-25,"HOU @ ORL","1Q","HOU","1Q_HOU",2023-10-25 21:50:34,"dk",0.4878,105,-0.0499,-0.0487,-2.4335,0.4379,128
2023-10-25,"HOU @ ORL","1Q","HOU","1Q_HOU",2023-10-25 21:50:34,"pb",0.5,100,-0.072,-0.072,-3.6004,0.428,134
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-25 21:50:34,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 21:50:34,"dk",0.6154,-160,-0.0531,-0.069,-3.4491,0.5623,-128
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 21:50:34,"pb",0.5833,-139.9972,-0.0086,-0.0103,-0.5162,0.5747,-135
2023-10-25,"MIN @ TOR","1Q","MIN","1Q_MIN",2023-10-25 21:50:34,"dk",0.5745,-135,-0.0562,-0.0661,-3.3041,0.5182,-108
2023-10-25,"WAS @ IND","1Q","IND","1Q_IND",2023-10-25 21:50:34,"dk",0.5652,-130,-0.0381,-0.0438,-2.1889,0.5271,-111
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 21:50:34,"dk",0.4651,115,0.0055,0.0052,0.2589,0.4707,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 21:50:34,"pb",0.4762,110,-0.0081,-0.0078,-0.3882,0.4681,114
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 21:50:34,"dk",0.5349,-115,-0.0058,-0.0062,-0.3107,0.5291,-112
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 21:50:34,"pb",0.5349,-114.9954,-0.0038,-0.0041,-0.2042,0.5311,-113
2023-10-25,"BOS @ NYK","1Q","NYK","1Q_NYK",2023-10-25 21:50:34,"dk",0.5122,-105,-0.05,-0.0513,-2.5633,0.4622,116
2023-10-25,"BOS @ NYK","1Q","NYK","1Q_NYK",2023-10-25 21:50:34,"pb",0.5238,-109.9989,-0.0685,-0.0719,-3.5966,0.4553,120
2023-10-25,"HOU @ ORL","1Q","ORL","1Q_ORL",2023-10-25 21:50:34,"dk",0.5833,-140,-0.0213,-0.0255,-1.2768,0.5621,-128
2023-10-25,"HOU @ ORL","1Q","ORL","1Q_ORL",2023-10-25 21:50:34,"pb",0.5652,-129.9883,0.0068,0.0078,0.3918,0.572,-134
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-25 21:50:34,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 21:50:34,"dk",0.5652,-130,8e-04,9e-04,0.044,0.566,-130
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 21:50:34,"pb",0.5349,-114.9954,0.0364,0.0391,1.9539,0.5712,-133
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 21:50:34,"dk",0.5349,-115,-0.0122,-0.0131,-0.6555,0.5227,-110
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 21:50:34,"pb",0.5918,-144.9906,-0.0679,-0.0832,-4.1602,0.5239,-110
2023-10-25,"MIN @ TOR","1Q","TOR","1Q_TOR",2023-10-25 21:50:34,"dk",0.4878,105,-0.006,-0.0059,-0.2944,0.4818,108
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 21:50:34,"dk",0.6,-150,-0.0707,-0.0883,-4.4159,0.5293,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 21:50:34,"pb",0.5918,-144.9906,-0.0599,-0.0733,-3.6673,0.5319,-114
2023-10-25,"NOP @ MEM","1Q","MEM","1Q_MEM",2023-10-25 21:50:34,"dk",0.5652,-130,-0.0184,-0.0212,-1.0606,0.5468,-121
2023-10-25,"WAS @ IND","1Q","WAS","1Q_WAS",2023-10-25 21:50:34,"dk",0.5,100,-0.0271,-0.0271,-1.3574,0.4729,111
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 21:50:34,"dk",0.4545,120,-0.0169,-0.0155,-0.7731,0.4377,128
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 21:50:34,"pb",0.4878,105,-0.0625,-0.061,-3.0521,0.4253,135
2023-10-25,"ATL @ CHA","1Q","CHA","1Q_CHA",2023-10-25 21:50:34,"dk",0.5455,-120,-0.0438,-0.0482,-2.4081,0.5017,-101
2023-10-25,"ATL @ CHA","1Q","CHA","1Q_CHA",2023-10-25 21:50:34,"pb",0.5833,-139.9972,-0.0836,-0.1003,-5.0136,0.4998,100
2023-10-25,"BOS @ NYK","1Q","BOS","1Q_BOS",2023-10-25 23:11:45,"pb",0.5349,-114.9954,0.0098,0.0106,0.5282,0.5447,-120
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 23:11:45,"dk",0.5349,-115,-0.0652,-0.0701,-3.5063,0.4696,113
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 23:11:45,"pb",0.5349,-114.9954,-0.0676,-0.0727,-3.6358,0.4672,114
2023-10-25,"NOP @ MEM","1Q","NOP","1Q_NOP",2023-10-25 23:11:45,"dk",0.5122,-105,-0.059,-0.0604,-3.022,0.4532,121
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 23:11:45,"dk",0.5349,-115,-0.0576,-0.0619,-3.0945,0.4773,110
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 23:11:45,"dk",0.5122,-105,-0.0782,-0.0801,-4.0066,0.434,130
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 23:11:45,"pb",0.5349,-114.9954,-0.1061,-0.1141,-5.7028,0.4288,133
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-25 23:11:45,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 23:11:45,"dk",0.6154,-160,-0.0527,-0.0685,-3.4233,0.5627,-129
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 23:11:45,"pb",0.5652,-129.9883,0.0101,0.0116,0.5793,0.5753,-135
2023-10-25,"MIN @ TOR","1Q","MIN","1Q_MIN",2023-10-25 23:11:45,"dk",0.5745,-135,-0.0562,-0.0661,-3.3041,0.5182,-108
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 23:11:45,"dk",0.4651,115,0.0055,0.0052,0.2589,0.4707,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 23:11:45,"pb",0.4651,115,0.0029,0.0027,0.1374,0.4681,114
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 23:11:45,"dk",0.5349,-115,-0.0045,-0.0049,-0.2437,0.5304,-113
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 23:11:45,"pb",0.5349,-114.9954,-0.0021,-0.0023,-0.1131,0.5328,-114
2023-10-25,"BOS @ NYK","1Q","NYK","1Q_NYK",2023-10-25 23:11:45,"pb",0.5349,-114.9954,-0.0796,-0.0855,-4.277,0.4553,120
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-25 23:11:45,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 23:11:45,"dk",0.5652,-130,8e-04,9e-04,0.044,0.566,-130
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 23:11:45,"pb",0.5349,-114.9954,0.0364,0.0391,1.9539,0.5712,-133
2023-10-25,"MIN @ TOR","1Q","TOR","1Q_TOR",2023-10-25 23:11:45,"dk",0.4878,105,-0.006,-0.0059,-0.2944,0.4818,108
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 23:11:45,"dk",0.6,-150,-0.0707,-0.0883,-4.4159,0.5293,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 23:11:45,"pb",0.6,-149.9925,-0.068,-0.0851,-4.2526,0.5319,-114
2023-10-25,"NOP @ MEM","1Q","MEM","1Q_MEM",2023-10-25 23:11:45,"dk",0.5652,-130,-0.0184,-0.0212,-1.0606,0.5468,-121
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 23:11:45,"dk",0.4545,120,-0.0173,-0.0158,-0.7912,0.4373,129
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 23:11:45,"pb",0.5,100,-0.0753,-0.0753,-3.7636,0.4247,135
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-25 23:42:39,"dk",0.5455,-120,-0.0758,-0.0834,-4.1693,0.4696,113
2023-10-25,"NOP @ MEM","1Q","NOP","1Q_NOP",2023-10-25 23:42:39,"dk",0.5122,-105,-0.059,-0.0604,-3.022,0.4532,121
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 23:42:39,"dk",0.5349,-115,-0.0576,-0.0619,-3.0945,0.4773,110
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-25 23:42:39,"pb",0.4878,105,-0.0117,-0.0114,-0.5712,0.4761,110
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 23:42:39,"dk",0.5122,-105,-0.0782,-0.0801,-4.0066,0.434,130
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-25 23:42:39,"pb",0.5349,-114.9954,-0.1061,-0.1141,-5.7028,0.4288,133
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-25 23:42:39,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-25 23:42:39,"pb",0.5556,-125,0.0197,0.0222,1.109,0.5753,-135
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 23:42:39,"dk",0.4651,115,0.0055,0.0052,0.2589,0.4707,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-25 23:42:39,"pb",0.4762,110,-0.0081,-0.0078,-0.3882,0.4681,114
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-25 23:42:39,"dk",0.5238,-110,0.0065,0.0069,0.3434,0.5304,-113
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-25 23:42:39,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 23:42:39,"dk",0.5652,-130,8e-04,9e-04,0.044,0.566,-130
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-25 23:42:39,"pb",0.5349,-114.9954,0.0364,0.0391,1.9539,0.5712,-133
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 23:42:39,"dk",0.5349,-115,-0.0122,-0.0131,-0.6555,0.5227,-110
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-25 23:42:39,"pb",0.5833,-139.9972,-0.0594,-0.0713,-3.5658,0.5239,-110
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 23:42:39,"dk",0.6,-150,-0.0707,-0.0883,-4.4159,0.5293,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-25 23:42:39,"pb",0.5918,-144.9906,-0.0599,-0.0733,-3.6673,0.5319,-114
2023-10-25,"NOP @ MEM","1Q","MEM","1Q_MEM",2023-10-25 23:42:39,"dk",0.5652,-130,-0.0184,-0.0212,-1.0606,0.5468,-121
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-25 23:42:39,"pb",0.5122,-104.9979,-0.0875,-0.0896,-4.4823,0.4247,135
2023-10-25,"CLE @ BKN","1Q","CLE","1Q_CLE",2023-10-26 00:06:46,"dk",0.5455,-120,-0.0758,-0.0834,-4.1693,0.4696,113
2023-10-25,"NOP @ MEM","1Q","NOP","1Q_NOP",2023-10-26 00:06:46,"dk",0.5122,-105,-0.059,-0.0604,-3.022,0.4532,121
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-26 00:06:46,"dk",0.5349,-115,-0.0576,-0.0619,-3.0945,0.4773,110
2023-10-25,"OKC @ CHI","1Q","CHI","1Q_CHI",2023-10-26 00:06:46,"pb",0.4878,105,-0.0117,-0.0114,-0.5712,0.4761,110
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-26 00:06:46,"dk",0.5122,-105,-0.0782,-0.0801,-4.0066,0.434,130
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-26 00:06:46,"pb",0.5349,-114.9954,-0.1061,-0.1141,-5.7028,0.4288,133
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-26 00:06:46,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"DET @ MIA","1Q","MIA","1Q_MIA",2023-10-26 00:06:46,"pb",0.5556,-125,0.0197,0.0222,1.109,0.5753,-135
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-26 00:06:46,"dk",0.4651,115,0.0055,0.0052,0.2589,0.4707,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-26 00:06:46,"pb",0.4762,110,-0.0081,-0.0078,-0.3882,0.4681,114
2023-10-25,"CLE @ BKN","1Q","BKN","1Q_BKN",2023-10-26 00:06:46,"dk",0.5238,-110,0.0065,0.0069,0.3434,0.5304,-113
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-26 00:06:46,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-26 00:06:46,"dk",0.5652,-130,8e-04,9e-04,0.044,0.566,-130
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-26 00:06:46,"pb",0.5349,-114.9954,0.0364,0.0391,1.9539,0.5712,-133
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-26 00:06:46,"dk",0.5349,-115,-0.0122,-0.0131,-0.6555,0.5227,-110
2023-10-25,"OKC @ CHI","1Q","OKC","1Q_OKC",2023-10-26 00:06:46,"pb",0.5833,-139.9972,-0.0594,-0.0713,-3.5658,0.5239,-110
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-26 00:06:46,"dk",0.6,-150,-0.0707,-0.0883,-4.4159,0.5293,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-26 00:06:46,"pb",0.5918,-144.9906,-0.0599,-0.0733,-3.6673,0.5319,-114
2023-10-25,"NOP @ MEM","1Q","MEM","1Q_MEM",2023-10-26 00:06:46,"dk",0.5652,-130,-0.0184,-0.0212,-1.0606,0.5468,-121
2023-10-25,"DET @ MIA","1Q","DET","1Q_DET",2023-10-26 00:06:46,"pb",0.5122,-104.9979,-0.0875,-0.0896,-4.4823,0.4247,135
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-26 00:42:37,"dk",0.5122,-105,-0.0757,-0.0776,-3.8806,0.4365,129
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-26 00:42:37,"pb",0.5238,-109.9989,-0.0917,-0.0963,-4.8143,0.4321,131
2023-10-25,"POR @ LAC","1Q","LAC","1Q_LAC",2023-10-26 00:42:37,"dk",0.4878,105,-0.0264,-0.0258,-1.2881,0.4614,117
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-26 00:42:37,"dk",0.4651,115,0.0055,0.0052,0.2589,0.4707,112
2023-10-25,"SAC @ UTA","1Q","SAC","1Q_SAC",2023-10-26 00:42:37,"pb",0.4651,115,0.0029,0.0027,0.1374,0.4681,114
2023-10-25,"POR @ LAC","1Q","POR","1Q_POR",2023-10-26 00:42:37,"dk",0.5745,-135,-0.0359,-0.0422,-2.1081,0.5386,-117
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-26 00:42:37,"dk",0.5652,-130,-0.0017,-0.0019,-0.0973,0.5635,-129
2023-10-25,"DAL @ SAS","1Q","SAS","1Q_SAS",2023-10-26 00:42:37,"pb",0.5454,-119.9904,0.0225,0.0247,1.2352,0.5679,-131
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-26 00:42:37,"dk",0.6,-150,-0.0707,-0.0883,-4.4159,0.5293,-112
2023-10-25,"SAC @ UTA","1Q","UTA","1Q_UTA",2023-10-26 00:42:37,"pb",0.6,-149.9925,-0.068,-0.0851,-4.2526,0.5319,-114
2023-10-25,"DAL @ SAS","1Q","DAL","1Q_DAL",2023-10-26 01:12:05,"dk",0.5122,-105,-0.0769,-0.0789,-3.9437,0.4352,130
