"date","book","game","prop_type","bet_level_1","bet_level_2","bet_level_3","bet_location","bet_status","prob_model","line_model","prob_book","line_book","edge","kelly","units","run_timestamp_utc","timestamp_id","play","result","units_bet","units_net"
2023-10-25,"FanDuel","POR @ LAC","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0775,1191,0.0476,2000,0.0299,0.0157,1.5679,2023-10-26 02:08:27,9,"Matisse Thybulle","Loss",0.2478,-0.2478
2023-10-25,"FanDuel","POR @ LAC","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0643,1454,0.05,1900,0.0143,0.0076,0.7551,2023-10-26 01:12:05,1,"Robert Covington","Loss",0.7551,-0.7551
2023-10-25,"FanDuel","POR @ LAC","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0644,1452,0.05,1900,0.0144,0.0076,0.7592,2023-10-26 01:40:39,2,"Robert Covington","Loss",0.00409999999999999,-0.00409999999999999
2023-10-25,"FanDuel","POR @ LAC","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0645,1450,0.05,1900,0.0145,0.0076,0.7633,2023-10-26 02:08:27,3,"Robert Covington","Loss",0.00409999999999999,-0.00409999999999999
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0093,10646,0.0083,12000,0.001,5e-04,0.0525,2023-10-25 23:11:45,1,"Anfernee Simons_free_throw","Loss",0.0525,-0.0525
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0237,4111,0.0217,4500,0.002,0.001,0.1026,2023-10-25 20:46:03,1,"Anfernee Simons_layup","Loss",0.1026,-0.1026
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0237,4111,0.02,4900,0.0037,0.0019,0.1912,2023-10-25 23:11:45,3,"Anfernee Simons_layup","Loss",0.0886,-0.0886
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0344,2805,0.0333,2900,0.0011,6e-04,0.0565,2023-10-25 23:11:45,1,"Anfernee Simons_other_fg","Loss",0.0565,-0.0565
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0115,8569,0.011,9000,5e-04,3e-04,0.0276,2023-10-25 20:46:03,1,"Deandre Ayton_free_throw","Loss",0.0276,-0.0276
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0984,916,0.0909,1000,0.0075,0.0041,0.4134,2023-10-25 20:46:03,1,"Deandre Ayton_other_fg","Loss",0.4134,-0.4134
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0084,11790,0.004,25000,0.0044,0.0022,0.2222,2023-10-25 20:46:03,1,"Deandre Ayton_three_point","Loss",0.2222,-0.2222
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0294,3298,0.0294,3300,0,0,0.001,2023-10-26 01:40:39,1,"Ivica Zubac_layup","Loss",0.001,-0.001
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0295,3294,0.0294,3300,1e-04,0,0.0028,2023-10-26 02:08:27,2,"Ivica Zubac_layup","Loss",0.0018,-0.0018
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0067,14718,0.004,25000,0.0028,0.0014,0.1388,2023-10-25 20:46:03,1,"Ivica Zubac_three_point","Loss",0.1388,-0.1388
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0068,14700,0.004,25000,0.0028,0.0014,0.1392,2023-10-26 01:40:39,8,"Ivica Zubac_three_point","Loss",0.000399999999999984,-0.000399999999999984
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0068,14683,0.004,25000,0.0028,0.0014,0.1396,2023-10-26 02:08:27,9,"Ivica Zubac_three_point","Loss",0.000400000000000011,-0.000400000000000011
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0056,17895,0.004,25000,0.0016,8e-04,0.079,2023-10-25 20:46:03,1,"Matisse Thybulle_free_throw","Loss",0.079,-0.079
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0211,4641,0.0141,7000,0.007,0.0036,0.3555,2023-10-25 20:46:03,1,"Matisse Thybulle_layup","Loss",0.3555,-0.3555
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.021,4651,0.0132,7500,0.0079,0.004,0.3999,2023-10-26 02:08:27,9,"Matisse Thybulle_layup","Loss",0.0444,-0.0444
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0137,7203,0.0055,18000,0.0082,0.0041,0.4106,2023-10-25 20:46:03,1,"Matisse Thybulle_other_fg","Loss",0.4106,-0.4106
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0137,7219,0.005,20000,0.0087,0.0044,0.4366,2023-10-26 02:08:27,9,"Matisse Thybulle_other_fg","Loss",0.026,-0.026
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0289,3366,0.0238,4100,0.005,0.0026,0.2585,2023-10-25 20:46:03,1,"Matisse Thybulle_three_point","Loss",0.2585,-0.2585
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0288,3373,0.0213,4600,0.0075,0.0038,0.3842,2023-10-26 02:08:27,9,"Matisse Thybulle_three_point","Loss",0.1257,-0.1257
2023-10-25,"Draft Kings","POR @ LAC","FPTS Exact","First FGM","Player","Exact","Home/Away","Favorite/Underdog",0.0468,2037,0.0385,2500,0.0083,0.0043,0.4328,2023-10-25 20:46:03,1,"Matisse Thybulle_two_point","Loss",0.4328,-0.4328
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0196,5013,0.0164,6000,0.0032,0.0016,0.1608,2023-10-25 20:46:03,1,"Paul George_layup","Loss",0.1608,-0.1608
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0196,5007,0.0164,6000,0.0032,0.0016,0.162,2023-10-26 01:40:39,8,"Paul George_layup","Loss",0.00120000000000001,-0.00120000000000001
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0157,6256,0.0152,6500,6e-04,3e-04,0.0295,2023-10-25 20:46:03,1,"Russell Westbrook_three_point","Loss",0.0295,-0.0295
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0158,6248,0.0152,6500,6e-04,3e-04,0.0305,2023-10-26 01:40:39,8,"Russell Westbrook_three_point","Loss",0.001,-0.001
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0073,13614,0.0066,15000,7e-04,3e-04,0.0337,2023-10-25 20:46:03,1,"Scoot Henderson_dunk","Loss",0.0337,-0.0337
2023-10-25,"FanDuel","POR @ LAC","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0073,13614,0.0062,16000,0.0011,5e-04,0.0544,2023-10-25 23:11:45,3,"Scoot Henderson_dunk","Loss",0.0207,-0.0207
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.206,386,0.1923,420,0.0136,0.0084,0.8447,2023-10-25 20:46:03,1,"Anfernee Simons","Win",0.8447,3.54774
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.206,386,0.1818,450,0.0241,0.0147,1.4749,2023-10-25 23:11:45,3,"Anfernee Simons","Win",0.6302,2.8359
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2999,233,0.2941,240,0.0057,0.0041,0.407,2023-10-25 20:46:03,1,"Deandre Ayton","Loss",0.407,-0.407
2023-10-25,"Draft Kings","POR @ LAC","FPTS Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.2636,279,0.2632,280,4e-04,3e-04,0.0275,2023-10-25 20:46:03,1,"Jerami Grant","Loss",0.0275,-0.0275
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1443,593,0.0952,950,0.049,0.0271,2.7104,2023-10-25 20:46:03,1,"Matisse Thybulle","Loss",2.7104,-2.7104
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1443,593,0.0833,1100,0.061,0.0332,3.3246,2023-10-26 02:08:27,9,"Matisse Thybulle","Loss",0.6142,-0.6142
2023-10-25,"FanDuel","POR @ LAC","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1393,618,0.1053,850,0.0341,0.019,1.9032,2023-10-26 01:12:05,1,"Robert Covington","Loss",1.9032,-1.9032
2023-10-25,"MGM","POR @ LAC","Win Tip","Win Tip","Player","Game","Home/Away","Favorite/Underdog",0.2777,260,0.2353,325,0.0424,0.0277,1.385,2023-10-25 20:46:03,1,"Ivica Zubac","Loss",1.385,-1.385
2023-10-25,"BetRivers","SAC @ UTA","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0884,1032,0.0625,1500,0.0259,0.0138,1.3792,2023-10-25 20:46:03,1,"Harrison Barnes","Loss",1.3792,-1.3792
2023-10-25,"BetRivers","SAC @ UTA","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0973,928,0.0833,1100,0.014,0.0076,0.7615,2023-10-25 20:46:03,1,"John Collins","Loss",0.7615,-0.7615
2023-10-25,"BetRivers","SAC @ UTA","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0974,927,0.0833,1100,0.0141,0.0077,0.7677,2023-10-25 21:50:34,2,"John Collins","Loss",0.00620000000000009,-0.00620000000000009
2023-10-25,"BetRivers","SAC @ UTA","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0774,1193,0.0667,1400,0.0107,0.0057,0.5733,2023-10-25 20:46:03,1,"Keegan Murray","Loss",0.5733,-0.5733
2023-10-25,"BetRivers","SAC @ UTA","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0766,1205,0.0625,1500,0.0141,0.0075,0.7547,2023-10-25 20:46:03,1,"Kevin Huerter","Loss",0.7547,-0.7547
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0493,1927,0.0476,2000,0.0017,9e-04,0.0906,2023-10-25 20:46:03,1,"Domantas Sabonis_other_fg","Loss",0.0906,-0.0906
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0102,9733,0.004,25000,0.0062,0.0031,0.3105,2023-10-25 20:46:03,1,"Domantas Sabonis_three_point","Loss",0.3105,-0.3105
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0272,3577,0.0256,3800,0.0016,8e-04,0.0798,2023-10-25 20:46:03,1,"Harrison Barnes_three_point","Loss",0.0798,-0.0798
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0295,3291,0.0179,5500,0.0116,0.0059,0.5922,2023-10-25 20:46:03,1,"John Collins_three_point","Loss",0.5922,-0.5922
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0295,3286,0.0179,5500,0.0117,0.0059,0.5946,2023-10-25 21:50:34,2,"John Collins_three_point","Loss",0.00240000000000007,-0.00240000000000007
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0295,3286,0.0164,6000,0.0131,0.0067,0.6681,2023-10-25 23:42:39,4,"John Collins_three_point","Loss",0.0735,-0.0735
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0046,21695,0.004,25000,6e-04,3e-04,0.0303,2023-10-25 20:46:03,1,"Jordan Clarkson_dunk","Loss",0.0303,-0.0303
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0046,21660,0.004,25000,6e-04,3e-04,0.0307,2023-10-25 21:50:34,2,"Jordan Clarkson_dunk","Loss",0.000400000000000001,-0.000400000000000001
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0199,4930,0.0179,5500,0.002,0.001,0.103,2023-10-25 20:46:03,1,"Keegan Murray_layup","Loss",0.103,-0.103
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0158,6239,0.0132,7500,0.0026,0.0013,0.1326,2023-10-25 20:46:03,1,"Keegan Murray_other_fg","Loss",0.1326,-0.1326
2023-10-25,"Draft Kings","SAC @ UTA","FPTS Exact","First FGM","Player","Exact","Home/Away","Favorite/Underdog",0.0451,2119,0.0385,2500,0.0066,0.0034,0.3429,2023-10-25 20:46:03,1,"Keegan Murray_two_point","Loss",0.3429,-0.3429
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0041,24211,0.004,25000,1e-04,1e-04,0.0065,2023-10-25 20:46:03,1,"Kevin Huerter_dunk","Loss",0.0065,-0.0065
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0055,18178,0.0045,22000,9e-04,5e-04,0.0475,2023-10-25 20:46:03,1,"Kevin Huerter_free_throw","Loss",0.0475,-0.0475
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0055,18211,0.0041,24000,0.0013,7e-04,0.0659,2023-10-25 23:11:45,3,"Kevin Huerter_free_throw","Loss",0.0184,-0.0184
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0162,6062,0.0141,7000,0.0021,0.0011,0.1088,2023-10-25 20:46:03,1,"Kevin Huerter_layup","Loss",0.1088,-0.1088
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0162,6073,0.0132,7500,0.003,0.0015,0.1541,2023-10-25 23:11:45,3,"Kevin Huerter_layup","Loss",0.0453,-0.0453
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0227,4299,0.0204,4800,0.0023,0.0012,0.1188,2023-10-25 20:46:03,1,"Kevin Huerter_other_fg","Loss",0.1188,-0.1188
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0227,4306,0.0196,5000,0.0031,0.0016,0.1574,2023-10-25 23:11:45,3,"Kevin Huerter_other_fg","Loss",0.0386,-0.0386
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0352,2741,0.0323,3000,0.0029,0.0015,0.1517,2023-10-25 23:42:39,1,"Talen Horton-Tucker_other_fg","Loss",0.1517,-0.1517
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.018,5468,0.011,9000,0.007,0.0035,0.3524,2023-10-25 20:46:03,1,"Walker Kessler_other_fg","Loss",0.3524,-0.3524
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.018,5459,0.011,9000,0.007,0.0035,0.3538,2023-10-25 21:50:34,2,"Walker Kessler_other_fg","Loss",0.00140000000000001,-0.00140000000000001
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0083,12017,0.004,25000,0.0043,0.0021,0.2143,2023-10-25 20:46:03,1,"Walker Kessler_three_point","Loss",0.2143,-0.2143
2023-10-25,"FanDuel","SAC @ UTA","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0083,11998,0.004,25000,0.0043,0.0021,0.215,2023-10-25 21:50:34,2,"Walker Kessler_three_point","Loss",0.000700000000000006,-0.000700000000000006
2023-10-25,"FanDuel","SAC @ UTA","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1773,464,0.1695,490,0.0078,0.0047,0.469,2023-10-25 20:46:03,1,"Harrison Barnes","Loss",0.469,-0.469
2023-10-25,"FanDuel","SAC @ UTA","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.176,468,0.1667,500,0.0093,0.0056,0.5571,2023-10-25 20:46:03,1,"John Collins","Loss",0.5571,-0.5571
2023-10-25,"FanDuel","SAC @ UTA","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.176,468,0.1538,550,0.0221,0.0131,1.3062,2023-10-25 23:42:39,4,"John Collins","Loss",0.7491,-0.7491
2023-10-25,"Draft Kings","SAC @ UTA","FPTS Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.2167,361,0.2083,380,0.0084,0.0053,0.5279,2023-10-25 20:46:03,1,"Talen Horton-Tucker","Win",0.5279,2.00602
2023-10-25,"Draft Kings","SAC @ UTA","FTTS","First FGM","Team","Quarter","Home/Away","Favorite/Underdog",0.4713,112,0.4651,115,0.0062,0.0058,0.288,2023-10-25 20:46:03,1,"1Q_SAC","Win",0.288,0.3312
2023-10-25,"MGM","SAC @ UTA","Win Tip","Win Tip","Player","Game","Home/Away","Favorite/Underdog",0.376,166,0.2632,280,0.1129,0.0766,3.8289,2023-10-25 20:46:03,1,"Domantas Sabonis","Loss",3.8289,-3.8289
2023-10-25,"Caesars","WAS @ IND","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1084,823,0.1,900,0.0084,0.0046,0.464,2023-10-25 20:46:03,1,"Bennedict Mathurin","Loss",0.464,-0.464
2023-10-25,"MGM","WAS @ IND","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.1031,870,0.0909,1000,0.0122,0.0067,0.6691,2023-10-25 20:46:03,1,"Daniel Gafford","Win",0.6691,6.691
2023-10-25,"MGM","WAS @ IND","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.1032,869,0.0909,1000,0.0123,0.0068,0.6766,2023-10-25 21:50:34,2,"Daniel Gafford","Win",0.00749999999999995,0.0749999999999995
2023-10-25,"MGM","WAS @ IND","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0894,1019,0.0833,1100,0.006,0.0033,0.3282,2023-10-25 20:46:03,1,"Deni Avdija","Loss",0.3282,-0.3282
2023-10-25,"Caesars","WAS @ IND","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0931,975,0.0769,1200,0.0161,0.0087,0.8737,2023-10-25 21:50:34,2,"Deni Avdija","Loss",0.5455,-0.5455
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0335,2887,0.0333,2900,1e-04,1e-04,0.0073,2023-10-25 20:46:03,1,"Bennedict Mathurin_other_fg","Loss",0.0073,-0.0073
2023-10-25,"Draft Kings","WAS @ IND","FPTS Exact","First FGM","Player","Exact","Home/Away","Favorite/Underdog",0.0263,3706,0.0244,4000,0.0019,0.001,0.0965,2023-10-25 20:46:03,1,"Bennedict Mathurin_three_point","Loss",0.0965,-0.0965
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.027,3600,0.0256,3800,0.0014,7e-04,0.071,2023-10-25 20:46:03,1,"Bruce Brown_other_fg","Loss",0.071,-0.071
2023-10-25,"Draft Kings","WAS @ IND","FPTS Exact","First FGM","Player","Exact","Home/Away","Favorite/Underdog",0.028,3473,0.0244,4000,0.0036,0.0018,0.1843,2023-10-25 20:46:03,1,"Bruce Brown_three_point","Loss",0.1843,-0.1843
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.006,16520,0.004,25000,0.002,0.001,0.1021,2023-10-25 20:46:03,1,"Daniel Gafford_three_point","Loss",0.1021,-0.1021
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.006,16490,0.004,25000,0.002,0.001,0.1026,2023-10-25 21:50:34,2,"Daniel Gafford_three_point","Loss",5e-04,-5e-04
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0226,4330,0.0179,5500,0.0047,0.0024,0.2402,2023-10-25 20:46:03,1,"Deni Avdija_other_fg","Loss",0.2402,-0.2402
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0226,4322,0.0179,5500,0.0048,0.0024,0.2423,2023-10-25 21:50:34,2,"Deni Avdija_other_fg","Loss",0.00209999999999999,-0.00209999999999999
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0254,3831,0.025,3900,4e-04,2e-04,0.0226,2023-10-25 20:46:03,1,"Deni Avdija_three_point","Loss",0.0226,-0.0226
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0255,3824,0.025,3900,5e-04,2e-04,0.025,2023-10-25 21:50:34,2,"Deni Avdija_three_point","Loss",0.0024,-0.0024
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0107,9216,0.0104,9500,3e-04,2e-04,0.016,2023-10-25 20:46:03,1,"Kyle Kuzma_free_throw","Loss",0.016,-0.016
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0108,9199,0.0104,9500,3e-04,2e-04,0.017,2023-10-25 21:50:34,2,"Kyle Kuzma_free_throw","Loss",0.001,-0.001
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0156,6318,0.0099,10000,0.0057,0.0029,0.2869,2023-10-25 20:46:03,1,"Obi Toppin_other_fg","Loss",0.2869,-0.2869
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0142,6950,0.0141,7000,1e-04,1e-04,0.0051,2023-10-25 20:46:03,1,"Tyus Jones_layup","Loss",0.0051,-0.0051
2023-10-25,"FanDuel","WAS @ IND","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0142,6937,0.0141,7000,1e-04,1e-04,0.0064,2023-10-25 21:50:34,2,"Tyus Jones_layup","Loss",0.0013,-0.0013
2023-10-25,"Draft Kings","WAS @ IND","FPTS Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.2109,374,0.2,400,0.0109,0.0068,0.682,2023-10-25 20:46:03,1,"Bennedict Mathurin","Loss",0.682,-0.682
2023-10-25,"Draft Kings","WAS @ IND","FPTS Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.2183,358,0.2174,360,9e-04,6e-04,0.0563,2023-10-25 20:46:03,1,"Daniel Gafford","Win",0.0563,0.20268
2023-10-25,"FanDuel","WAS @ IND","FPTS Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1994,402,0.1923,420,0.007,0.0044,0.4361,2023-10-25 20:46:03,1,"Deni Avdija","Loss",0.4361,-0.4361
2023-10-25,"Draft Kings","WAS @ IND","FTTS Exact","First FGM","Game","Exact","Home/Away","Favorite/Underdog",0.2957,238,0.2857,250,0.01,0.007,0.3488,2023-10-25 20:46:03,1,"Game_three_point","Loss",0.3488,-0.3488
2023-10-25,"Draft Kings","WAS @ IND","FTTS Exact","First FGM","Team","Exact","Home/Away","Favorite/Underdog",0.1589,529,0.1538,550,0.0051,0.003,0.1501,2023-10-25 20:46:03,1,"IND_three_point","Loss",0.1501,-0.1501
2023-10-26,"Caesars","PHI @ MIL","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0706,1317,0.0667,1400,0.0039,0.0021,0.2088,2023-10-26 23:35:09,1,"De'Anthony Melton","Loss",0.1044,-0.1044
2023-10-26,"FanDuel","PHI @ MIL","FPTS","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0706,1317,0.0667,1400,0.0039,0.0021,0.2088,2023-10-26 23:35:09,1,"De'Anthony Melton","Loss",0.1044,-0.1044
2023-10-26,"PointsBet","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.1024,877,0.1,900,0.0024,0.0013,0.1321,2023-10-26 18:03:57,1,"Khris Middleton","Loss",0.1321,-0.1321
2023-10-26,"BetRivers","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0841,1089,0.0833,1100,8e-04,4e-04,0.0409,2023-10-26 15:07:49,1,"Malik Beasley","Loss",0.0409,-0.0409
2023-10-26,"BetRivers","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0611,1537,0.0588,1600,0.0023,0.0012,0.1197,2023-10-26 13:33:57,1,"P.J. Tucker","Loss",0.1197,-0.1197
2023-10-26,"BetRivers","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0612,1535,0.0588,1600,0.0023,0.0012,0.124,2023-10-26 14:02:18,2,"P.J. Tucker","Loss",0.0043,-0.0043
2023-10-26,"BetRivers","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0624,1502,0.0588,1600,0.0036,0.0019,0.1902,2023-10-26 15:07:49,3,"P.J. Tucker","Loss",0.0662,-0.0662
2023-10-26,"PointsBet","PHI @ MIL","FPTS","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.095,953,0.0909,1000,0.0041,0.0022,0.2249,2023-10-26 19:32:43,1,"Tyrese Maxey","Loss",0.2249,-0.2249
2023-10-26,"FanDuel","PHI @ MIL","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0273,3561,0.0233,4200,0.0041,0.0021,0.2076,2023-10-26 13:33:57,1,"Brook Lopez_layup","Loss",0.2076,-0.2076
2023-10-26,"FanDuel","PHI @ MIL","FPTS Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0273,3567,0.0222,4400,0.005,0.0026,0.2581,2023-10-26 14:02:18,2,"Brook Lopez_layup","Loss",0.0505,-0.0505
