"game_id","period","period_clock","player1_id","player1_team","player2_id","player2_team","opening_tip","center_court","tip_win_player_id","tip_win_team_id"
41500224,5,300S,203486,1610612757,203105,1610612744,FALSE,TRUE,203486,1610612757
41500225,1,720S,101106,1610612744,203486,1610612757,TRUE,TRUE,101106,1610612744
41500231,1,720S,1495,1610612759,203500,1610612760,TRUE,TRUE,1495,1610612759
41500232,1,720S,1495,1610612759,203500,1610612760,TRUE,TRUE,1495,1610612759
41500233,1,720S,203500,1610612760,1495,1610612759,TRUE,TRUE,1495,1610612759
41500234,1,720S,203500,1610612760,1495,1610612759,TRUE,TRUE,1495,1610612759
41500234,3,636S,203460,1610612760,202695,1610612759,FALSE,FALSE,203460,1610612760
41500235,1,720S,1495,1610612759,203500,1610612760,TRUE,TRUE,203500,1610612760
41500236,1,720S,203500,1610612760,1495,1610612759,TRUE,TRUE,1495,1610612759
41500301,1,720S,202684,1610612739,202687,1610612761,TRUE,TRUE,202684,1610612739
41500302,1,720S,202684,1610612739,202687,1610612761,TRUE,TRUE,202687,1610612761
41500302,1,227S,202684,1610612739,202687,1610612761,FALSE,FALSE,202687,1610612761
41500302,3,3S,202681,1610612739,203082,1610612761,FALSE,FALSE,203082,1610612761
41500303,1,720S,202687,1610612761,202684,1610612739,TRUE,TRUE,202687,1610612761
41500304,1,720S,202687,1610612761,202684,1610612739,TRUE,TRUE,202687,1610612761
41500304,2,591S,201949,1610612761,203521,1610612739,FALSE,FALSE,201949,1610612761
41500305,1,720S,202684,1610612739,202687,1610612761,TRUE,TRUE,202684,1610612739
41500305,2,118S,2747,1610612739,201942,1610612761,FALSE,FALSE,2747,1610612739
41500306,1,720S,202687,1610612761,202684,1610612739,TRUE,TRUE,202687,1610612761
41500311,1,720S,101106,1610612744,203500,1610612760,TRUE,TRUE,203500,1610612760
41500312,1,720S,101106,1610612744,203500,1610612760,TRUE,TRUE,101106,1610612744
41500312,1,150S,203110,1610612744,202683,1610612760,FALSE,FALSE,203110,1610612744
41500313,1,720S,203500,1610612760,101106,1610612744,TRUE,TRUE,203500,1610612760
41500314,1,720S,203500,1610612760,101106,1610612744,TRUE,TRUE,101106,1610612744
41500315,1,720S,101106,1610612744,203500,1610612760,TRUE,TRUE,101106,1610612744
41500316,1,720S,203500,1610612760,101106,1610612744,TRUE,TRUE,203500,1610612760
41500317,1,720S,101106,1610612744,203500,1610612760,TRUE,TRUE,203500,1610612760
41500317,2,96S,203110,1610612744,203500,1610612760,FALSE,FALSE,203110,1610612744
41500401,1,720S,101106,1610612744,202684,1610612739,TRUE,TRUE,101106,1610612744
41500401,2,689S,203110,1610612744,2544,1610612739,FALSE,FALSE,2544,1610612739
41500402,1,720S,101106,1610612744,202684,1610612739,TRUE,TRUE,202684,1610612739
41500402,2,367S,203110,1610612744,202684,1610612739,FALSE,FALSE,202684,1610612739
41500402,4,571S,203084,1610612744,202684,1610612739,FALSE,FALSE,202684,1610612739
41500403,1,720S,202684,1610612739,101106,1610612744,TRUE,TRUE,101106,1610612744
41500404,1,720S,202684,1610612739,101106,1610612744,TRUE,TRUE,101106,1610612744
41500404,4,162S,2544,1610612739,203110,1610612744,FALSE,FALSE,2544,1610612739
41500404,4,145S,2210,1610612739,202691,1610612744,FALSE,FALSE,2210,1610612739
41500405,1,720S,101106,1610612744,202684,1610612739,TRUE,TRUE,101106,1610612744
41500405,1,573S,202691,1610612744,202684,1610612739,FALSE,FALSE,202684,1610612739
41500405,4,368S,203084,1610612744,202684,1610612739,FALSE,FALSE,202684,1610612739
41500406,1,720S,202684,1610612739,203110,1610612744,TRUE,TRUE,202684,1610612739
41500407,1,720S,203105,1610612744,202684,1610612739,TRUE,TRUE,202684,1610612739
41500407,2,95S,203110,1610612744,202681,1610612739,FALSE,FALSE,203110,1610612744
41600101,1,720S,101161,1610612738,201577,1610612741,TRUE,TRUE,201577,1610612741
41600101,1,585S,101161,1610612738,202710,1610612741,FALSE,FALSE,202710,1610612741
41600101,2,432S,202340,1610612738,1626245,1610612741,FALSE,FALSE,202340,1610612738
41600101,4,383S,202340,1610612738,202710,1610612741,FALSE,FALSE,202340,1610612738
41600102,1,720S,101161,1610612738,201577,1610612741,TRUE,TRUE,201577,1610612741
41600102,4,709S,203109,1610612738,202710,1610612741,FALSE,FALSE,203109,1610612738
41600103,1,720S,201577,1610612741,201143,1610612738,TRUE,TRUE,201577,1610612741
41600103,2,579S,203487,1610612741,202738,1610612738,FALSE,FALSE,202738,1610612738
41600104,1,720S,201577,1610612741,201143,1610612738,TRUE,TRUE,201577,1610612741
41600104,3,366S,2548,1610612741,202340,1610612738,FALSE,FALSE,202340,1610612738
41600105,1,720S,201143,1610612738,201577,1610612741,TRUE,TRUE,201143,1610612738
41600106,1,720S,201577,1610612741,201143,1610612738,TRUE,TRUE,201577,1610612741
41600111,1,720S,202684,1610612739,1626167,1610612754,TRUE,TRUE,202684,1610612739
41600112,1,720S,202684,1610612739,1626167,1610612754,TRUE,TRUE,1626167,1610612754
41600112,3,377S,202697,1610612739,202331,1610612754,FALSE,FALSE,202697,1610612739
41600112,4,170S,202684,1610612739,1626167,1610612754,FALSE,FALSE,1626167,1610612754
41600113,1,720S,1626167,1610612754,202684,1610612739,TRUE,TRUE,1626167,1610612754
41600114,1,720S,1626167,1610612754,202684,1610612739,TRUE,TRUE,1626167,1610612754
41600114,3,67S,201152,1610612754,201567,1610612739,FALSE,FALSE,201152,1610612754
41600121,1,720S,202685,1610612761,1627748,1610612749,TRUE,TRUE,202685,1610612761
41600122,1,720S,202685,1610612761,1627748,1610612749,TRUE,TRUE,202685,1610612761
41600123,1,720S,1627748,1610612749,202685,1610612761,TRUE,TRUE,1627748,1610612749
41600123,3,567S,1627748,1610612749,202709,1610612761,FALSE,FALSE,202709,1610612761
41600123,4,531S,201563,1610612749,202335,1610612761,FALSE,FALSE,202335,1610612761
41600124,1,720S,1627748,1610612749,201586,1610612761,TRUE,TRUE,1627748,1610612749
41600125,1,720S,201586,1610612761,1627748,1610612749,TRUE,TRUE,201586,1610612761
41600125,1,38S,201942,1610612761,202328,1610612749,FALSE,FALSE,202328,1610612749
41600126,1,720S,1627748,1610612749,201586,1610612761,TRUE,TRUE,1627748,1610612749
41600126,1,633S,203507,1610612749,200768,1610612761,FALSE,FALSE,203507,1610612749
41600126,3,668S,1627748,1610612749,201586,1610612761,FALSE,FALSE,1627748,1610612749
41600131,1,720S,101162,1610612764,2730,1610612737,TRUE,TRUE,2730,1610612737
41600131,2,135S,202693,1610612764,200794,1610612737,FALSE,FALSE,202693,1610612764
41600132,1,720S,101162,1610612764,2730,1610612737,TRUE,TRUE,2730,1610612737
41600133,1,720S,2730,1610612737,101162,1610612764,TRUE,TRUE,2730,1610612737
41600133,2,502S,200794,1610612737,201943,1610612764,FALSE,FALSE,200794,1610612737
41600133,4,297S,203501,1610612737,202322,1610612764,FALSE,FALSE,202322,1610612764
41600134,1,720S,2730,1610612737,101162,1610612764,TRUE,TRUE,2730,1610612737
41600135,1,720S,101162,1610612764,2730,1610612737,TRUE,TRUE,101162,1610612764
41600136,1,720S,2730,1610612737,101162,1610612764,TRUE,TRUE,101162,1610612764
41600136,1,109S,200794,1610612737,202711,1610612764,FALSE,FALSE,200794,1610612737
41600141,1,720S,2585,1610612744,203943,1610612757,TRUE,TRUE,2585,1610612744
41600142,1,720S,2585,1610612744,203943,1610612757,TRUE,TRUE,2585,1610612744
41600143,1,720S,203994,1610612757,2585,1610612744,TRUE,TRUE,203994,1610612757
41600143,2,472S,203090,1610612757,2561,1610612744,FALSE,FALSE,2561,1610612744
41600143,3,197S,203081,1610612757,203110,1610612744,FALSE,FALSE,203081,1610612757
41600144,1,720S,203086,1610612757,2585,1610612744,TRUE,TRUE,2585,1610612744
41600144,1,273S,202329,1610612757,2585,1610612744,FALSE,FALSE,2585,1610612744
41600151,1,720S,203473,1610612759,201188,1610612763,TRUE,TRUE,203473,1610612759
41600151,2,551S,2200,1610612759,203210,1610612763,FALSE,FALSE,2200,1610612759
41600152,1,720S,203473,1610612759,201188,1610612763,TRUE,TRUE,203473,1610612759
41600153,1,720S,201188,1610612763,203473,1610612759,TRUE,TRUE,201188,1610612763
41600154,1,720S,201188,1610612763,200746,1610612759,TRUE,TRUE,200746,1610612759
41600154,5,300S,201188,1610612763,200746,1610612759,FALSE,TRUE,201188,1610612763
41600155,1,720S,200746,1610612759,201188,1610612763,TRUE,TRUE,201188,1610612763
41600156,1,720S,201188,1610612763,200746,1610612759,TRUE,TRUE,200746,1610612759
41600161,1,720S,203991,1610612745,203500,1610612760,TRUE,TRUE,203500,1610612760
41600161,3,466S,2772,1610612745,203506,1610612760,FALSE,FALSE,203506,1610612760
41600161,3,312S,2403,1610612745,203924,1610612760,FALSE,FALSE,203924,1610612760
41600162,1,720S,203991,1610612745,203500,1610612760,TRUE,TRUE,203500,1610612760
41600163,1,720S,203500,1610612760,203991,1610612745,TRUE,TRUE,203500,1610612760
41600163,3,438S,201959,1610612760,201935,1610612745,FALSE,FALSE,201935,1610612745
41600164,1,720S,203500,1610612760,203991,1610612745,TRUE,TRUE,203991,1610612745
41600164,3,408S,201959,1610612760,2403,1610612745,FALSE,FALSE,201959,1610612760
41600165,1,720S,203991,1610612745,203500,1610612760,TRUE,TRUE,203991,1610612745
41600171,1,720S,201599,1610612746,203497,1610612762,TRUE,TRUE,203497,1610612762
41600172,1,720S,201599,1610612746,202324,1610612762,TRUE,TRUE,201599,1610612746
41600173,1,720S,202324,1610612762,201599,1610612746,TRUE,TRUE,201599,1610612746
41600174,1,720S,203497,1610612762,201599,1610612746,TRUE,TRUE,203497,1610612762
41600175,1,720S,201599,1610612746,203497,1610612762,TRUE,TRUE,201599,1610612746
41600176,1,720S,203497,1610612762,201599,1610612746,TRUE,TRUE,201599,1610612746
41600177,1,720S,201599,1610612746,203497,1610612762,TRUE,TRUE,203497,1610612762
41600177,4,126S,101108,1610612746,204060,1610612762,FALSE,FALSE,204060,1610612762
41600201,1,720S,201143,1610612738,101162,1610612764,TRUE,TRUE,101162,1610612764
41600201,4,562S,202340,1610612738,203490,1610612764,FALSE,FALSE,203490,1610612764
41600202,1,720S,101161,1610612738,101162,1610612764,TRUE,TRUE,101162,1610612764
41600202,1,461S,202340,1610612738,202693,1610612764,FALSE,FALSE,202693,1610612764
41600202,5,300S,201143,1610612738,101162,1610612764,FALSE,TRUE,101162,1610612764
41600203,1,720S,101162,1610612764,201143,1610612738,TRUE,TRUE,101162,1610612764
41600204,1,720S,101162,1610612764,101161,1610612738,TRUE,TRUE,101162,1610612764
41600205,1,720S,101161,1610612738,101162,1610612764,TRUE,TRUE,101162,1610612764
41600205,3,61S,201143,1610612738,101133,1610612764,FALSE,FALSE,101133,1610612764
41600206,1,720S,101162,1610612764,101161,1610612738,TRUE,TRUE,101161,1610612738
41600207,1,720S,101161,1610612738,101162,1610612764,TRUE,TRUE,101161,1610612738
41600211,1,720S,202684,1610612739,202685,1610612761,TRUE,TRUE,202685,1610612761
41600212,1,720S,202684,1610612739,201586,1610612761,TRUE,TRUE,201586,1610612761
41600213,1,720S,202685,1610612761,202684,1610612739,TRUE,TRUE,202685,1610612761
41600214,1,720S,202685,1610612761,202684,1610612739,TRUE,TRUE,202685,1610612761
41600221,1,720S,2585,1610612744,203497,1610612762,TRUE,TRUE,2585,1610612744
41600222,1,720S,2585,1610612744,203497,1610612762,TRUE,TRUE,2585,1610612744
41600222,3,487S,201939,1610612744,202714,1610612762,FALSE,FALSE,202714,1610612762
41600223,1,720S,203497,1610612762,2585,1610612744,TRUE,TRUE,203497,1610612762
41600224,1,720S,203497,1610612762,2585,1610612744,TRUE,TRUE,203497,1610612762
41600231,1,720S,200746,1610612759,203991,1610612745,TRUE,TRUE,200746,1610612759
41600231,3,536S,200746,1610612759,201976,1610612745,FALSE,FALSE,200746,1610612759
41600232,1,720S,2200,1610612759,203991,1610612745,TRUE,TRUE,2200,1610612759
41600233,1,720S,203991,1610612745,2200,1610612759,TRUE,TRUE,2200,1610612759
41600233,4,6S,201976,1610612745,201988,1610612759,FALSE,FALSE,201976,1610612745
41600234,1,720S,203991,1610612745,2200,1610612759,TRUE,TRUE,203991,1610612745
41600235,1,720S,2200,1610612759,203991,1610612745,TRUE,TRUE,2200,1610612759
41600235,5,298S,200746,1610612759,203991,1610612745,FALSE,TRUE,200746,1610612759
41600235,5,8S,201988,1610612759,201569,1610612745,FALSE,FALSE,201569,1610612745
41600236,1,720S,203991,1610612745,2200,1610612759,TRUE,TRUE,2200,1610612759
41600236,4,233S,203991,1610612745,203473,1610612759,FALSE,FALSE,203991,1610612745
41600301,1,720S,101161,1610612738,202684,1610612739,TRUE,TRUE,101161,1610612738
41600302,1,720S,201143,1610612738,202684,1610612739,TRUE,TRUE,201143,1610612738
41600302,3,57S,101161,1610612738,2210,1610612739,FALSE,FALSE,101161,1610612738
41600303,1,720S,202684,1610612739,101161,1610612738,TRUE,TRUE,101161,1610612738
41600304,1,720S,202684,1610612739,201143,1610612738,TRUE,TRUE,202684,1610612739
41600305,1,720S,201143,1610612738,202684,1610612739,TRUE,TRUE,201143,1610612738
41600311,1,720S,2585,1610612744,2200,1610612759,TRUE,TRUE,2200,1610612759
41600311,3,50S,2440,1610612744,2200,1610612759,FALSE,FALSE,2200,1610612759
41600312,1,720S,2585,1610612744,2200,1610612759,TRUE,TRUE,2585,1610612744
41600313,1,720S,200746,1610612759,201580,1610612744,TRUE,TRUE,201580,1610612744
41600314,1,720S,200746,1610612759,201142,1610612744,TRUE,TRUE,200746,1610612759
41600314,1,146S,1938,1610612759,201580,1610612744,FALSE,FALSE,1938,1610612759
41600401,1,720S,2585,1610612744,202684,1610612739,TRUE,TRUE,2585,1610612744
41600401,2,616S,203110,1610612744,101114,1610612739,FALSE,FALSE,203110,1610612744
41600401,3,621S,2585,1610612744,202684,1610612739,FALSE,FALSE,2585,1610612744
41600402,1,720S,2585,1610612744,202684,1610612739,TRUE,TRUE,2585,1610612744
41600403,1,720S,202684,1610612739,2585,1610612744,TRUE,TRUE,2585,1610612744
41600403,1,229S,2544,1610612739,201580,1610612744,FALSE,FALSE,201580,1610612744
41600403,3,676S,201567,1610612739,201939,1610612744,FALSE,FALSE,201567,1610612739
41600403,3,354S,202684,1610612739,203110,1610612744,FALSE,FALSE,203110,1610612744
41600403,3,40S,2210,1610612739,1627775,1610612744,FALSE,FALSE,2210,1610612739
41600403,3,37S,2210,1610612739,1627775,1610612744,FALSE,FALSE,2210,1610612739
41600403,3,29S,2210,1610612739,2733,1610612744,FALSE,FALSE,2733,1610612744
41600404,1,720S,202684,1610612739,2585,1610612744,TRUE,TRUE,202684,1610612739
41600404,1,116S,2544,1610612739,201580,1610612744,FALSE,FALSE,201580,1610612744
41600404,3,68S,2594,1610612739,2585,1610612744,FALSE,FALSE,2585,1610612744
41600405,1,720S,2585,1610612744,202684,1610612739,TRUE,TRUE,202684,1610612739
41600405,2,186S,2561,1610612744,202681,1610612739,FALSE,FALSE,202681,1610612739
41700101,4,365S,201586,1610612761,101162,1610612764,FALSE,FALSE,101162,1610612764
41700102,1,720S,202685,1610612761,101162,1610612764,TRUE,TRUE,101162,1610612764
41700102,4,295S,201586,1610612761,203078,1610612764,FALSE,FALSE,203078,1610612764
41700103,1,720S,101162,1610612764,202685,1610612761,TRUE,TRUE,101162,1610612764
41700104,1,720S,101162,1610612764,202685,1610612761,TRUE,TRUE,101162,1610612764
41700105,1,720S,202685,1610612761,101162,1610612764,TRUE,TRUE,101162,1610612764
41700105,3,368S,1628384,1610612761,101162,1610612764,FALSE,FALSE,101162,1610612764
41700106,1,720S,101162,1610612764,202685,1610612761,TRUE,TRUE,101162,1610612764
41700111,1,720S,203382,1610612738,203089,1610612749,TRUE,TRUE,203382,1610612738
41700111,4,467S,1627759,1610612738,203114,1610612749,FALSE,FALSE,203114,1610612749
41700111,5,56S,1628369,1610612738,203507,1610612749,FALSE,FALSE,203507,1610612749
41700112,1,720S,203382,1610612738,203089,1610612749,TRUE,TRUE,203382,1610612738
41700112,4,42S,1627846,1610612738,1627748,1610612749,FALSE,FALSE,1627748,1610612749
41700113,1,720S,203092,1610612749,203382,1610612738,TRUE,TRUE,203382,1610612738
41700113,2,530S,202339,1610612749,1628369,1610612738,FALSE,FALSE,1628369,1610612738
41700114,1,720S,203092,1610612749,203382,1610612738,TRUE,TRUE,203382,1610612738
41700114,1,592S,203507,1610612749,201143,1610612738,FALSE,FALSE,201143,1610612738
41700114,2,515S,203953,1610612749,1627759,1610612738,FALSE,FALSE,203953,1610612749
41700115,1,720S,201143,1610612738,203092,1610612749,TRUE,TRUE,201143,1610612738
41700115,3,358S,1628400,1610612738,203507,1610612749,FALSE,FALSE,203507,1610612749
41700116,1,720S,1627748,1610612749,201143,1610612738,TRUE,TRUE,201143,1610612738
41700116,2,172S,203953,1610612749,1627759,1610612738,FALSE,FALSE,1627759,1610612738
41700117,1,720S,201143,1610612738,1627748,1610612749,TRUE,TRUE,201143,1610612738
41700117,1,143S,203382,1610612738,203507,1610612749,FALSE,FALSE,203382,1610612738
41700117,4,216S,203935,1610612738,203114,1610612749,FALSE,FALSE,203114,1610612749
41700121,1,720S,101161,1610612755,202355,1610612748,TRUE,TRUE,101161,1610612755
41700121,3,452S,203496,1610612755,201609,1610612748,FALSE,FALSE,203496,1610612755
41700121,3,376S,203967,1610612755,1626159,1610612748,FALSE,FALSE,203967,1610612755
41700121,3,370S,101161,1610612755,1626159,1610612748,FALSE,FALSE,101161,1610612755
41700121,3,293S,203967,1610612755,1626159,1610612748,FALSE,FALSE,1626159,1610612748
41700121,4,436S,203967,1610612755,1626159,1610612748,FALSE,FALSE,203967,1610612755
41700122,1,720S,1627732,1610612755,202355,1610612748,TRUE,TRUE,202355,1610612748
