GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0011400058,0,12,0,1,6:45 AM,12:00,,Start of 1st Period (6:45 AM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0011400058,1,10,0,1,6:45 AM,12:00,Jump Ball Lopez vs. Thompson: Tip to D. Williams,,,,,4,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,5,201574,Jason Thompson,1610612758.0,Sacramento,Kings,SAC,4,101114,Deron Williams,1610612751.0,Brooklyn,Nets,BKN,0
0011400058,2,1,5,1,6:46 AM,11:45,Lopez 1' Layup (2 PTS) (D. Williams 1 AST),,,0 - 2,2,4,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,4,101114,Deron Williams,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0
0011400058,3,2,1,1,6:46 AM,11:25,Teletovic BLOCK (1 BLK),,MISS Landry 3' Jump Shot,,,5,201171,Carl Landry,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,4,203141,Mirza Teletovic,1610612751.0,Brooklyn,Nets,BKN,0
0011400058,4,4,0,1,6:46 AM,11:24,Johnson REBOUND (Off:0 Def:1),,,,,4,2207,Joe Johnson,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
0011400058,5,2,47,1,6:46 AM,11:08,MISS Bogdanovic 14' Turnaround Jump Shot,,,,,4,202711,Bojan Bogdanovic,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
0011400058,6,4,0,1,6:46 AM,11:07,,,Thompson REBOUND (Off:0 Def:1),,,5,201574,Jason Thompson,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,0
0011400058,7,2,1,1,6:46 AM,10:59,,,MISS Gay 25' 3PT Jump Shot,,,5,200752,Rudy Gay,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,0
0011400058,8,4,0,1,6:46 AM,10:58,Lopez REBOUND (Off:0 Def:1),,,,,4,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
0011400058,9,1,1,1,6:47 AM,10:46,Teletovic  3PT Jump Shot (3 PTS) (Johnson 1 AST),,,0 - 5,5,4,203141,Mirza Teletovic,1610612751.0,Brooklyn,Nets,BKN,4,2207,Joe Johnson,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0
