GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0012200008,2,12,0,1,10:14 PM,12:00,,Start of 1st Period (10:14 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0012200008,4,10,0,1,10:14 PM,12:00,Jump Ball Ayton vs. Cleveland: Tip to Paul,,,,,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,4,101108,Chris Paul,1610612756.0,Phoenix,Suns,PHX,1
0012200008,7,1,75,1,10:15 PM,11:43,Booker 1' Driving Finger Roll Layup (2 PTS) (Ayton 1 AST),,,0 - 2,2,4,1626164,Devin Booker,1610612756.0,Phoenix,Suns,PHX,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,9,5,1,1,10:15 PM,11:31,Bridges STEAL (1 STL),,Franks Bad Pass Turnover (P1.T1),,,5,196294101,Robert Franks,15019.0,Adelaide,36ers,ADL,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,11,1,105,1,10:15 PM,11:26,Ayton 4' Turnaround Fadeaway Bank Jump Shot (2 PTS) (Paul 1 AST),,,0 - 4,4,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,4,101108,Chris Paul,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,13,6,2,1,10:15 PM,11:26,,,Cleveland S.FOUL (P1.T1) (J.Van Duyne),,,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,1,0,,,,,,1
0012200008,15,3,10,1,10:15 PM,11:26,MISS Ayton Free Throw 1 of 1,,,,,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,0
0012200008,16,4,0,1,10:15 PM,11:24,,,Cleveland REBOUND (Off:0 Def:1),,,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,0
0012200008,17,1,1,1,10:16 PM,11:09,,,Johnson 17' Jump Shot (2 PTS) (McCarron 1 AST),2 - 4,2,5,196294111,Daniel Johnson,15019.0,Adelaide,36ers,ADL,5,196294106,Mitch McCarron,15019.0,Adelaide,36ers,ADL,0,0,,,,,,1
0012200008,19,2,79,1,10:16 PM,10:55,MISS Bridges 20' Pullup Jump Shot,,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,20,4,0,1,10:16 PM,10:55,Ayton REBOUND (Off:1 Def:0),,,,,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,21,2,79,1,10:16 PM,10:49,MISS Johnson 14' Pullup Jump Shot,,,,,4,1629661,Cameron Johnson,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,22,4,0,1,10:16 PM,10:45,,,Randall II REBOUND (Off:0 Def:1),,,5,196294108,Craig Randall II,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,1
0012200008,23,1,1,1,10:16 PM,10:38,,,Johnson 27' 3PT Jump Shot (5 PTS) (Randall II 1 AST),5 - 4,-1,5,196294111,Daniel Johnson,15019.0,Adelaide,36ers,ADL,5,196294108,Craig Randall II,15019.0,Adelaide,36ers,ADL,0,0,,,,,,1
0012200008,25,2,86,1,10:16 PM,10:22,MISS Ayton 12' Turnaround Fadeaway Shot,,,,,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,26,4,0,1,10:16 PM,10:19,,,McCarron REBOUND (Off:0 Def:1),,,5,196294106,Mitch McCarron,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,1
0012200008,27,1,1,1,10:17 PM,10:13,,,Cleveland 25' 3PT Jump Shot (3 PTS) (McCarron 2 AST),8 - 4,-4,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,5,196294106,Mitch McCarron,15019.0,Adelaide,36ers,ADL,0,0,,,,,,1
0012200008,29,1,63,1,10:17 PM,9:54,Booker 11' Fadeaway Jumper (4 PTS) (Paul 2 AST),,,8 - 6,-2,4,1626164,Devin Booker,1610612756.0,Phoenix,Suns,PHX,4,101108,Chris Paul,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,31,2,1,1,10:17 PM,9:41,Bridges BLOCK (1 BLK),,MISS Franks 7' Jump Shot,,,5,196294101,Robert Franks,15019.0,Adelaide,36ers,ADL,0,0,,,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,1
0012200008,33,4,0,1,10:17 PM,9:38,Bridges REBOUND (Off:0 Def:1),,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,34,1,2,1,10:17 PM,9:35,Bridges 26' 3PT Running Jump Shot (3 PTS) (Paul 3 AST),,,8 - 9,1,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,4,101108,Chris Paul,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,36,2,3,1,10:18 PM,9:12,,,MISS Franks 4' Hook Shot,,,5,196294101,Robert Franks,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,1
0012200008,37,4,0,1,10:18 PM,9:07,Bridges REBOUND (Off:0 Def:2),,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,38,6,2,1,10:18 PM,9:06,,,Cleveland S.FOUL (P2.T2) (D.Mosher),,,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,1,0,,,,,,1
0012200008,40,3,11,1,10:18 PM,9:06,MISS Bridges Free Throw 1 of 2,,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,41,4,1,1,10:18 PM,9:06,SUNS Rebound,,,,,2,1610612756,,,,,,0,0,,,,,,0,0,,,,,,0
0012200008,42,8,0,1,10:18 PM,9:06,,,SUB: Dech FOR Cleveland,,,5,196294102,Antonius Cleveland,15019.0,Adelaide,36ers,ADL,5,196294114,Sunday Dech,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0
0012200008,44,3,12,1,10:18 PM,9:06,Bridges Free Throw 2 of 2 (4 PTS),,,8 - 10,2,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,45,1,1,1,10:19 PM,8:56,,,Johnson 24' 3PT Jump Shot (8 PTS) (McCarron 3 AST),11 - 10,-1,5,196294111,Daniel Johnson,15019.0,Adelaide,36ers,ADL,5,196294106,Mitch McCarron,15019.0,Adelaide,36ers,ADL,0,0,,,,,,1
0012200008,47,2,80,1,10:19 PM,8:35,MISS Booker 16' Step Back Jump Shot,,,,,4,1626164,Devin Booker,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,48,4,0,1,10:19 PM,8:32,,,McCarron REBOUND (Off:0 Def:2),,,5,196294106,Mitch McCarron,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,1
0012200008,49,2,1,1,10:19 PM,8:19,,,MISS Johnson 26' 3PT Jump Shot,,,5,196294111,Daniel Johnson,15019.0,Adelaide,36ers,ADL,0,0,,,,,,0,0,,,,,,1
0012200008,50,4,0,1,10:19 PM,8:17,Bridges REBOUND (Off:0 Def:3),,,,,4,1628969,Mikal Bridges,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,0,0,,,,,,1
0012200008,51,1,57,1,10:20 PM,8:00,Ayton 2' Driving Hook Shot (4 PTS) (Johnson 1 AST),,,11 - 12,1,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,4,1629661,Cameron Johnson,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
0012200008,53,1,79,1,10:20 PM,7:48,,,Dech 27' 3PT Pullup Jump Shot (3 PTS) (Franks 1 AST),14 - 12,-2,5,196294114,Sunday Dech,15019.0,Adelaide,36ers,ADL,5,196294101,Robert Franks,15019.0,Adelaide,36ers,ADL,0,0,,,,,,1
0012200008,55,1,43,1,10:20 PM,7:29,Ayton 1' Alley Oop Layup (6 PTS) (Paul 4 AST),,,14 - 14,TIE,4,1629028,Deandre Ayton,1610612756.0,Phoenix,Suns,PHX,4,101108,Chris Paul,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,1
