GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2023-11-08T00:00:00,1,0022300157,1,7:00 pm ET,20231108/WASCHA,1610612766,1610612764,2023,0,     ,,BSSE-CHA,MNMT,Q0       - ,Spectrum Center,0,0
2023-11-08T00:00:00,2,0022300158,1,7:00 pm ET,20231108/UTAIND,1610612754,1610612762,2023,0,     ,,BSIN,KJZZ,Q0       - ,Gainbridge Fieldhouse,0,0
2023-11-08T00:00:00,3,0022300159,1,7:00 pm ET,20231108/BOSPHI,1610612755,1610612738,2023,0,     ,,NBCSP,NBCSB,Q0       - ,Wells Fargo Center,0,0
2023-11-08T00:00:00,4,0022300160,1,7:30 pm ET,20231108/LACBKN,1610612751,1610612746,2023,0,     ,,YES,KTLA,Q0       - ,Barclays Center,0,0
2023-11-08T00:00:00,5,0022300161,1,7:30 pm ET,20231108/SASNYK,1610612752,1610612759,2023,0,     ,ESPN,,,Q0       - ESPN,Madison Square Garden,0,0
2023-11-08T00:00:00,6,0022300162,1,8:00 pm ET,20231108/PHXCHI,1610612741,1610612756,2023,0,     ,,NBCSCH,KTVK/KPHE,Q0       - ,United Center,0,0
2023-11-08T00:00:00,7,0022300163,1,8:00 pm ET,20231108/LALHOU,1610612745,1610612747,2023,0,     ,,SCHN,SPECSN,Q0       - ,Toyota Center,0,0
2023-11-08T00:00:00,8,0022300164,1,8:00 pm ET,20231108/MIAMEM,1610612763,1610612748,2023,0,     ,,BSSE-MEM,BSSUN,Q0       - ,FedExForum,0,0
2023-11-08T00:00:00,9,0022300165,1,8:00 pm ET,20231108/DETMIL,1610612749,1610612765,2023,0,     ,,BSWI,BSDET,Q0       - ,Fiserv Forum,0,0
2023-11-08T00:00:00,10,0022300166,1,8:00 pm ET,20231108/NOPMIN,1610612750,1610612740,2023,0,     ,,BSN,BSNO,Q0       - ,Target Center,0,0
2023-11-08T00:00:00,11,0022300167,1,8:00 pm ET,20231108/CLEOKC,1610612760,1610612739,2023,0,     ,,BSOK,BSOH,Q0       - ,Paycom Center,0,0
2023-11-08T00:00:00,12,0022300168,1,8:30 pm ET,20231108/TORDAL,1610612742,1610612761,2023,0,     ,,BSSW-DAL,TSN,Q0       - ,American Airlines Center,0,0
2023-11-08T00:00:00,13,0022300169,1,10:00 pm ET,20231108/GSWDEN,1610612743,1610612744,2023,0,     ,ESPN,ALT,NBCSBA,Q0       - ESPN,Ball Arena,0,0
2023-11-08T00:00:00,14,0022300170,1,10:00 pm ET,20231108/PORSAC,1610612758,1610612757,2023,0,     ,,NBCSCA,ROOT-SP/+,Q0       - ,Golden 1 Center,0,0
