GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-12-07T00:00:00,1,0022200363,1,7:00 pm ET,20221207/LACORL,1610612753,1610612746,2022,0,     ,,BSFL,ClipperVision,Q0       - ,Amway Center,0,0
2022-12-07T00:00:00,2,0022200364,1,7:30 pm ET,20221207/CHABKN,1610612751,1610612766,2022,0,     ,,YES,BSSE-CHA,Q0       - ,Barclays Center,0,0
2022-12-07T00:00:00,3,0022200365,1,7:30 pm ET,20221207/ATLNYK,1610612752,1610612737,2022,0,     ,ESPN,MSG,BSSE-ATL,Q0       - ESPN,Madison Square Garden,0,0
2022-12-07T00:00:00,4,0022200366,1,7:30 pm ET,20221207/LALTOR,1610612761,1610612747,2022,0,     ,,TSN,SPECSN,Q0       - ,Scotiabank Arena,0,0
2022-12-07T00:00:00,5,0022200367,1,8:00 pm ET,20221207/WASCHI,1610612741,1610612764,2022,0,     ,,NBCSCH,NBCSWA+,Q0       - ,United Center,0,0
2022-12-07T00:00:00,6,0022200368,1,8:00 pm ET,20221207/OKCMEM,1610612763,1610612760,2022,0,     ,,BSSE-MEM,BSOK,Q0       - ,FedExForum,0,0
2022-12-07T00:00:00,7,0022200369,1,8:00 pm ET,20221207/SACMIL,1610612749,1610612758,2022,0,     ,,BSWI,NBCSCA,Q0       - ,Fiserv Forum,0,0
2022-12-07T00:00:00,8,0022200370,1,8:00 pm ET,20221207/INDMIN,1610612750,1610612754,2022,0,     ,,BSNX,BSIN,Q0       - ,Target Center,0,0
2022-12-07T00:00:00,9,0022200371,1,8:00 pm ET,20221207/DETNOP,1610612740,1610612765,2022,0,     ,,BSNO,BSDET,Q0       - ,Smoothie King Center,0,0
2022-12-07T00:00:00,10,0022200372,1,9:00 pm ET,20221207/GSWUTA,1610612762,1610612744,2022,0,     ,,ATTSN-RM,NBCSBA,Q0       - ,Vivint Arena,0,0
2022-12-07T00:00:00,11,0022200373,1,10:00 pm ET,20221207/BOSPHX,1610612756,1610612738,2022,0,     ,ESPN,BSAZ,NBCSB,Q0       - ESPN,Footprint Center,0,0
