GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-10-27T00:00:00,1,0022100055,1,7:00 pm ET,20211027/CHAORL,1610612753,1610612766,2021,0,,,BSFL,BSSE-CHA,Q0  - ,Amway Center,0,0
2021-10-27T00:00:00,2,0022100056,1,7:30 pm ET,20211027/WASBOS,1610612738,1610612764,2021,0,,,NBCSB,NBCSWA,Q0  - ,TD Garden,0,0
2021-10-27T00:00:00,3,0022100057,1,7:30 pm ET,20211027/MIABKN,1610612751,1610612748,2021,0,,,YES,BSSUN,Q0  - ,Barclays Center,0,0
2021-10-27T00:00:00,4,0022100058,1,7:30 pm ET,20211027/INDTOR,1610612761,1610612754,2021,0,     ,,TSN,BSIN,Q0       - ,Scotiabank Arena,0,0
2021-10-27T00:00:00,5,0022100059,1,7:30 pm ET,20211027/ATLNOP,1610612740,1610612737,2021,0,,ESPN,,BSSE-ATL,Q0  - ESPN,Smoothie King Center,0,0
2021-10-27T00:00:00,6,0022100060,1,8:00 pm ET,20211027/MINMIL,1610612749,1610612750,2021,0,     ,,BSWI,BSN,Q0       - ,Fiserv Forum,0,0
2021-10-27T00:00:00,7,0022100061,1,8:00 pm ET,20211027/LALOKC,1610612760,1610612747,2021,0,,,BSOK,SPECSN,Q0  - ,Paycom Center,0,0
2021-10-27T00:00:00,8,0022100062,1,10:00 pm ET,20211027/SACPHX,1610612756,1610612758,2021,0,,,BSAZ,NBCSCA,Q0  - ,Footprint Center,0,0
2021-10-27T00:00:00,9,0022100063,1,10:00 pm ET,20211027/MEMPOR,1610612757,1610612763,2021,0,,ESPN,ROOT-SP,BSSE-MEM,Q0  - ESPN,Moda Center,0,0
2021-10-27T00:00:00,10,0022100064,1,10:30 pm ET,20211027/CLELAC,1610612746,1610612739,2021,0,     ,,BSSC,BSOH,Q0       - ,STAPLES Center,0,0
