GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-03-11T00:00:00,1,0022100995,1,7:00 pm ET,20220311/MINORL,1610612753,1610612750,2021,0,     ,,BSFL,BSNX,Q0       - ,Amway Center,0,0
2022-03-11T00:00:00,2,0022100996,1,7:30 pm ET,20220311/LACATL,1610612737,1610612746,2021,0,     ,,BSSE-ATL,BSSC,Q0       - ,State Farm Arena,0,0
2022-03-11T00:00:00,3,0022100997,1,7:30 pm ET,20220311/DETBOS,1610612738,1610612765,2021,0,,,NBCSB,BSDET,Q0  - ,TD Garden,0,0
2022-03-11T00:00:00,4,0022100998,1,8:00 pm ET,20220311/CLEMIA,1610612748,1610612739,2021,0,,,BSSUN,BSOH,Q0  - ,FTX Arena,0,0
2022-03-11T00:00:00,5,0022100999,1,8:00 pm ET,20220311/DALHOU,1610612745,1610612742,2021,0,     ,,ATTSN-SW,BSSW-DAL,Q0       - ,Toyota Center,0,0
2022-03-11T00:00:00,6,0022101000,1,8:00 pm ET,20220311/NYKMEM,1610612763,1610612752,2021,0,     ,NBA TV,BSSE-MEM,MSG,Q0       - NBA TV,FedExForum,0,0
2022-03-11T00:00:00,7,0022101001,1,8:00 pm ET,20220311/CHANOP,1610612740,1610612766,2021,0,,,BSNO,BSSE-CHA,Q0  - ,Smoothie King Center,0,0
2022-03-11T00:00:00,8,0022101002,1,8:30 pm ET,20220311/UTASAS,1610612759,1610612762,2021,0,     ,,BSSW-SA,ATTSN-RM,Q0       - ,AT&T Center,0,0
2022-03-11T00:00:00,9,0022101003,1,9:00 pm ET,20220311/TORPHX,1610612756,1610612761,2021,0,     ,,BSAZ,SN,Q0       - ,Footprint Center,0,0
2022-03-11T00:00:00,10,0022101004,1,10:30 pm ET,20220311/WASLAL,1610612747,1610612764,2021,0,     ,NBA TV,SPECSN,NBCSWA,Q0       - NBA TV,Crypto.com Arena,0,0
