GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-12-31T00:00:00,1,0022100529,1,1:00 pm ET,20211231/PHXBOS,1610612738,1610612756,2021,0,,,NBCSB,BSAZ,Q0  - ,TD Garden,0,0
2021-12-31T00:00:00,2,0022100530,1,3:00 pm ET,20211231/CHIIND,1610612754,1610612741,2021,0,     ,,BSIN,NBCSCH,Q0       - ,Gainbridge Fieldhouse,0,0
2021-12-31T00:00:00,3,0022100531,1,6:00 pm ET,20211231/DALSAC,1610612758,1610612742,2021,0,,,NBCSCA,BSSW-DAL,Q0  - ,Golden 1 Center,0,0
2021-12-31T00:00:00,4,0022100532,1,7:00 pm ET,20211231/MIAHOU,1610612745,1610612748,2021,0,     ,,ATTSN-SW,BSSUN,Q0       - ,Toyota Center,0,0
2021-12-31T00:00:00,5,0022100533,1,7:30 pm ET,20211231/ATLCLE,1610612739,1610612737,2021,0,     ,,BSOH,BSSE-ATL,Q0       - ,Rocket Mortgage FieldHouse,0,0
2021-12-31T00:00:00,6,0022100534,1,7:30 pm ET,20211231/LACTOR,1610612761,1610612746,2021,0,     ,,SN,BSSC,Q0       - ,Scotiabank Arena,0,0
2021-12-31T00:00:00,7,0022100535,1,8:00 pm ET,20211231/SASMEM,1610612763,1610612759,2021,0,     ,,BSSE-MEM,CW35,Q0       - ,FedExForum,0,0
2021-12-31T00:00:00,8,0022100536,1,8:00 pm ET,20211231/NYKOKC,1610612760,1610612752,2021,0,,,BSOK,MSG,Q0  - ,Paycom Center,0,0
2021-12-31T00:00:00,9,0022100537,1,9:00 pm ET,20211231/MINUTA,1610612762,1610612750,2021,0,     ,,ATTSN-RM,BSN,Q0       - ,Vivint Arena,0,0
2021-12-31T00:00:00,10,0022100538,1,10:30 pm ET,20211231/PORLAL,1610612747,1610612757,2021,0,     ,NBA TV,SPECSN,ROOT-SP,Q0       - NBA TV,Crypto.com Arena,0,0
