GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-12-08T00:00:00,1,0022100366,1,7:00 pm ET,20211208/PHICHA,1610612766,1610612755,2021,0,,,BSSE-CHA,NBCSP+,Q0  - ,Spectrum Center,0,0
2021-12-08T00:00:00,2,0022100367,1,7:00 pm ET,20211208/CHICLE,1610612739,1610612741,2021,0,     ,,BSOH,NBCSCH,Q0       - ,Rocket Mortgage FieldHouse,0,0
2021-12-08T00:00:00,3,0022100368,1,7:00 pm ET,20211208/WASDET,1610612765,1610612764,2021,0,     ,,BSDET,NBCSWA,Q0       - ,Little Caesars Arena,0,0
2021-12-08T00:00:00,4,0022100369,1,7:00 pm ET,20211208/NYKIND,1610612754,1610612752,2021,0,     ,,BSIN,MSG,Q0       - ,Gainbridge Fieldhouse,0,0
2021-12-08T00:00:00,5,0022100370,1,7:30 pm ET,20211208/MILMIA,1610612748,1610612749,2021,0,,ESPN,BSSUN,BSWI,Q0  - ESPN,FTX Arena,0,0
2021-12-08T00:00:00,6,0022100371,1,7:30 pm ET,20211208/OKCTOR,1610612761,1610612760,2021,0,,,SN,BSOK,Q0  - ,Scotiabank Arena,0,0
2021-12-08T00:00:00,7,0022100372,1,8:00 pm ET,20211208/BKNHOU,1610612745,1610612751,2021,0,,,ATTSN-SW,YES,Q0  - ,Toyota Center,0,0
2021-12-08T00:00:00,8,0022100373,1,8:00 pm ET,20211208/DALMEM,1610612763,1610612742,2021,0,     ,,BSSE-MEM,BSSW-DAL,Q0       - ,FedExForum,0,0
2021-12-08T00:00:00,9,0022100374,1,8:00 pm ET,20211208/UTAMIN,1610612750,1610612762,2021,0,     ,,BSN,ATTSN-RM,Q0       - ,Target Center,0,0
2021-12-08T00:00:00,10,0022100375,1,8:00 pm ET,20211208/DENNOP,1610612740,1610612743,2021,0,     ,,BSNO,ALT,Q0       - ,Smoothie King Center,0,0
2021-12-08T00:00:00,11,0022100376,1,10:00 pm ET,20211208/PORGSW,1610612744,1610612757,2021,0,,ESPN,NBCSBA,ROOT-SP,Q0  - ESPN,Chase Center,0,0
2021-12-08T00:00:00,12,0022100377,1,10:00 pm ET,20211208/ORLSAC,1610612758,1610612753,2021,0,,,NBCSCA,BSFL,Q0  - ,Golden 1 Center,0,0
2021-12-08T00:00:00,13,0022100378,1,10:30 pm ET,20211208/BOSLAC,1610612746,1610612738,2021,0,,,BSSC,NBCSB,Q0  - ,STAPLES Center,0,0
