GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-04-01T00:00:00,1,0022101151,1,7:00 pm ET,20220401/TORORL,1610612753,1610612761,2021,0,     ,,BSFL,SN,Q0       - ,Amway Center,0,0
2022-04-01T00:00:00,2,0022101152,1,7:00 pm ET,20220401/DALWAS,1610612764,1610612742,2021,0,     ,,NBCSWA,BSSW-DAL,Q0       - ,Capital One Arena,0,0
2022-04-01T00:00:00,3,0022101153,1,7:30 pm ET,20220401/INDBOS,1610612738,1610612754,2021,0,,,NBCSB,BSIN,Q0  - ,TD Garden,0,0
2022-04-01T00:00:00,4,0022101154,1,8:00 pm ET,20220401/SACHOU,1610612745,1610612758,2021,0,,,ATTSN-SW,NBCSCA,Q0  - ,Toyota Center,0,0
2022-04-01T00:00:00,5,0022101155,1,8:00 pm ET,20220401/PHXMEM,1610612763,1610612756,2021,0,     ,NBA TV,BSSE-MEM,BSAZ,Q0       - NBA TV,FedExForum,0,0
2022-04-01T00:00:00,6,0022101156,1,8:00 pm ET,20220401/LACMIL,1610612749,1610612746,2021,0,     ,,BSWI,BSSC,Q0       - ,Fiserv Forum,0,0
2022-04-01T00:00:00,7,0022101157,1,8:00 pm ET,20220401/DETOKC,1610612760,1610612765,2021,0,,,BSOK,BSDET,Q0  - ,Paycom Center,0,0
2022-04-01T00:00:00,8,0022101158,1,8:30 pm ET,20220401/PORSAS,1610612759,1610612757,2021,0,,,KENS,ROOT-SP+,Q0  - ,AT&T Center,0,0
2022-04-01T00:00:00,9,0022101159,1,9:00 pm ET,20220401/MINDEN,1610612743,1610612750,2021,0,     ,,ALT,BSN,Q0       - ,Ball Arena,0,0
2022-04-01T00:00:00,10,0022101160,1,10:30 pm ET,20220401/NOPLAL,1610612747,1610612740,2021,0,     ,NBA TV,SPECSN,BSNO,Q0       - NBA TV,Crypto.com Arena,0,0
