GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-11-07T00:00:00,1,0022200144,1,7:00 pm ET,20221107/WASCHA,1610612766,1610612764,2022,0,     ,,BSSE-CHA,NBCSWA+,Q0       - ,Spectrum Center,0,0
2022-11-07T00:00:00,2,0022200145,1,7:15 pm ET,20221107/HOUORL,1610612753,1610612745,2022,0,     ,,BSFL,ATTSN-SW,Q0       - ,Amway Center,0,0
2022-11-07T00:00:00,3,0022200146,1,7:30 pm ET,20221107/OKCDET,1610612765,1610612760,2022,0,     ,,BSDET,BSOK,Q0       - ,Little Caesars Arena,0,0
2022-11-07T00:00:00,4,0022200147,1,7:45 pm ET,20221107/NOPIND,1610612754,1610612740,2022,0,     ,,BSIN,BSNO,Q0       - ,Gainbridge Fieldhouse,0,0
2022-11-07T00:00:00,5,0022200148,1,8:00 pm ET,20221107/PHXPHI,1610612755,1610612756,2022,0,     ,NBA TV,NBCSP,BSAZ,Q0       - NBA TV,Wells Fargo Center,0,0
2022-11-07T00:00:00,6,0022200149,1,8:15 pm ET,20221107/MILATL,1610612737,1610612749,2022,0,     ,,BSSE-ATL,BSWI,Q0       - ,State Farm Arena,0,0
2022-11-07T00:00:00,7,0022200150,1,8:30 pm ET,20221107/PORMIA,1610612748,1610612757,2022,0,     ,,BSSUN,ROOT-SP+,Q0       - ,FTX Arena,0,0
2022-11-07T00:00:00,8,0022200151,1,8:45 pm ET,20221107/TORCHI,1610612741,1610612761,2022,0,     ,,NBCSCH,TSN,Q0       - ,United Center,0,0
2022-11-07T00:00:00,9,0022200152,1,9:00 pm ET,20221107/BOSMEM,1610612763,1610612738,2022,0,     ,,BSSE-MEM,NBCSB,Q0       - ,FedExForum,0,0
2022-11-07T00:00:00,10,0022200153,1,9:15 pm ET,20221107/NYKMIN,1610612750,1610612752,2022,0,     ,,BSN,MSG,Q0       - ,Target Center,0,0
2022-11-07T00:00:00,11,0022200154,1,9:30 pm ET,20221107/DENSAS,1610612759,1610612743,2022,0,     ,,BSSW-SA,ALT,Q0       - ,AT&T Center,0,0
2022-11-07T00:00:00,12,0022200155,1,9:45 pm ET,20221107/BKNDAL,1610612742,1610612751,2022,0,     ,,BSSW-DAL,YES,Q0       - ,American Airlines Center,0,0
2022-11-07T00:00:00,13,0022200156,1,10:00 pm ET,20221107/SACGSW,1610612744,1610612758,2022,0,     ,,NBCSBA,NBCSCA,Q0       - ,Chase Center,0,0
2022-11-07T00:00:00,14,0022200157,1,10:15 pm ET,20221107/LALUTA,1610612762,1610612747,2022,0,     ,,ATTSN-RM,SPECSN,Q0       - ,Vivint Arena,0,0
2022-11-07T00:00:00,15,0022200158,1,10:30 pm ET,20221107/CLELAC,1610612746,1610612739,2022,0,     ,NBA TV,ClipperVision,BSOH,Q0       - NBA TV,Crypto.com Arena,0,0
