GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2023-02-28T00:00:00,1,0022200923,1,7:30 pm ET,20230228/WASATL,1610612737,1610612764,2022,0,     ,,BSSE-ATL,NBCSWA,Q0       - ,State Farm Arena,0,0
2023-02-28T00:00:00,2,0022200924,1,7:30 pm ET,20230228/MILBKN,1610612751,1610612749,2022,0,     ,,YES,BSWI,Q0       - ,Barclays Center,0,0
2023-02-28T00:00:00,3,0022200925,1,7:30 pm ET,20230228/CHITOR,1610612761,1610612741,2022,0,     ,,TSN,NBCSCH,Q0       - ,Scotiabank Arena,0,0
2023-02-28T00:00:00,4,0022200927,1,7:30 pm ET,20230228/LALMEM,1610612763,1610612747,2022,0,     ,TNT,BSSE-MEM,SPECSN,Q0       - TNT,FedExForum,0,0
2023-02-28T00:00:00,5,0022200926,1,8:00 pm ET,20230228/DENHOU,1610612745,1610612743,2022,0,     ,,ATTSN-SW,ALT,Q0       - ,Toyota Center,0,0
2023-02-28T00:00:00,6,0022200928,1,8:00 pm ET,20230228/SACOKC,1610612760,1610612758,2022,0,     ,,BSOK,NBCSCA,Q0       - ,Paycom Center,0,0
2023-02-28T00:00:00,7,0022200929,1,8:30 pm ET,20230228/INDDAL,1610612742,1610612754,2022,0,     ,,BSSW-DAL,BSIN,Q0       - ,American Airlines Center,0,0
2023-02-28T00:00:00,8,0022200930,1,9:00 pm ET,20230228/SASUTA,1610612762,1610612759,2022,0,     ,,ATTSN-RM,BSSW-SA,Q0       - ,Vivint Arena,0,0
2023-02-28T00:00:00,9,0022200931,1,10:00 pm ET,20230228/PORGSW,1610612744,1610612757,2022,0,     ,,NBCSBA,ROOT-SP+,Q0       - ,Chase Center,0,0
2023-02-28T00:00:00,10,0022200932,1,10:00 pm ET,20230228/MINLAC,1610612746,1610612750,2022,0,     ,TNT,ClipperVision,,Q0       - TNT,Crypto.com Arena,0,0
