GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2023-03-03T00:00:00,1,0022200946,1,7:00 pm ET,20230303/ORLCHA,1610612766,1610612753,2022,0,     ,,BSSE-CHA,BSFL,Q0       - ,Spectrum Center,0,0
2023-03-03T00:00:00,2,0022200947,1,7:30 pm ET,20230303/PORATL,1610612737,1610612757,2022,0,     ,,BSSE-ATL,ROOT-SP+,Q0       - ,State Farm Arena,0,0
2023-03-03T00:00:00,3,0022200948,1,7:30 pm ET,20230303/BKNBOS,1610612738,1610612751,2022,0,     ,ESPN,NBCSB,YES,Q0       - ESPN,TD Garden,0,0
2023-03-03T00:00:00,4,0022200949,1,8:00 pm ET,20230303/NYKMIA,1610612748,1610612752,2022,0,     ,,BSSUN,MSG,Q0       - ,Miami-Dade Arena,0,0
2023-03-03T00:00:00,5,0022200950,1,8:00 pm ET,20230303/PHXCHI,1610612741,1610612756,2022,0,     ,,NBCSCH,BSAZ,Q0       - ,United Center,0,0
2023-03-03T00:00:00,6,0022200951,1,8:00 pm ET,20230303/UTAOKC,1610612760,1610612762,2022,0,     ,,BSOK,ATTSN-RM,Q0       - ,Paycom Center,0,0
2023-03-03T00:00:00,7,0022200952,1,10:00 pm ET,20230303/MEMDEN,1610612743,1610612763,2022,0,     ,ESPN,ALT,BSSE-MEM,Q0       - ESPN,Ball Arena,0,0
2023-03-03T00:00:00,8,0022200953,1,10:00 pm ET,20230303/NOPGSW,1610612744,1610612740,2022,0,     ,,NBCSBA,BSNO,Q0       - ,Chase Center,0,0
2023-03-03T00:00:00,9,0022200954,1,10:00 pm ET,20230303/LACSAC,1610612758,1610612746,2022,0,     ,,NBCSCA,ClipperVision,Q0       - ,Golden 1 Center,0,0
2023-03-03T00:00:00,10,0022200955,1,10:30 pm ET,20230303/MINLAL,1610612747,1610612750,2022,0,     ,,SPECSN,BSN,Q0       - ,Crypto.com Arena,0,0
