GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-01-21T00:00:00,1,0022100684,1,7:00 pm ET,20220121/OKCCHA,1610612766,1610612760,2021,0,,,BSSE-CHA,BSOK,Q0  - ,Spectrum Center,0,0
2022-01-21T00:00:00,2,0022100685,1,7:00 pm ET,20220121/LALORL,1610612753,1610612747,2021,0,     ,,BSFL,SPECSN,Q0       - ,Amway Center,0,0
2022-01-21T00:00:00,3,0022100686,1,7:00 pm ET,20220121/LACPHI,1610612755,1610612746,2021,0,     ,,NBCSP,BSSC,Q0       - ,Wells Fargo Center,0,0
2022-01-21T00:00:00,4,0022100687,1,7:30 pm ET,20220121/MIAATL,1610612737,1610612748,2021,0,     ,,BSSE-ATL,BSSUN,Q0       - ,State Farm Arena,0,0
2022-01-21T00:00:00,5,0022100688,1,7:30 pm ET,20220121/PORBOS,1610612738,1610612757,2021,0,,,NBCSB,ROOT-SP+,Q0  - ,TD Garden,0,0
2022-01-21T00:00:00,6,0022100689,1,8:00 pm ET,20220121/TORWAS,1610612764,1610612761,2021,0,     ,,NBCSWA,TSN,Q0       - ,Capital One Arena,0,0
2022-01-21T00:00:00,7,0022100690,1,8:00 pm ET,20220121/CHIMIL,1610612749,1610612741,2021,0,     ,ESPN,BSWI,NBCSCH,Q0       - ESPN,Fiserv Forum,0,0
2022-01-21T00:00:00,8,0022100691,1,8:30 pm ET,20220121/BKNSAS,1610612759,1610612751,2021,0,,,BSSW-SA,YES,Q0  - ,AT&T Center,0,0
2022-01-21T00:00:00,9,0022100692,1,9:00 pm ET,20220121/MEMDEN,1610612743,1610612763,2021,0,     ,,ALT,BSSE-MEM,Q0       - ,Ball Arena,0,0
2022-01-21T00:00:00,10,0022100693,1,9:00 pm ET,20220121/DETUTA,1610612762,1610612765,2021,0,     ,,ATTSN-RM,BSDET+,Q0       - ,Vivint Arena,0,0
2022-01-21T00:00:00,11,0022100694,1,10:00 pm ET,20220121/HOUGSW,1610612744,1610612745,2021,0,,,NBCSBA,ATTSN-SW,Q0  - ,Chase Center,0,0
