GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2023-03-05T00:00:00,1,0022200962,1,1:00 pm ET,20230305/PHXDAL,1610612742,1610612756,2022,0,     ,ABC,,,Q0       - ABC,American Airlines Center,0,0
2023-03-05T00:00:00,2,0022200963,1,3:30 pm ET,20230305/INDCHI,1610612741,1610612754,2022,0,     ,,NBCSCH,BSIN,Q0       - ,United Center,0,0
2023-03-05T00:00:00,3,0022200964,1,3:30 pm ET,20230305/GSWLAL,1610612747,1610612744,2022,0,     ,ABC,,,Q0       - ABC,Crypto.com Arena,0,0
2023-03-05T00:00:00,4,0022200965,1,6:00 pm ET,20230305/CHABKN,1610612751,1610612766,2022,0,     ,,YES,BSSE-CHA,Q0       - ,Barclays Center,0,0
2023-03-05T00:00:00,5,0022200966,1,6:00 pm ET,20230305/PORORL,1610612753,1610612757,2022,0,     ,,BSFL,ROOT-SP+,Q0       - ,Amway Center,0,0
2023-03-05T00:00:00,6,0022200967,1,7:00 pm ET,20230305/SASHOU,1610612745,1610612759,2022,0,     ,,ATTSN-SW,BSSW-SA,Q0       - ,Toyota Center,0,0
2023-03-05T00:00:00,7,0022200968,1,7:00 pm ET,20230305/UTAOKC,1610612760,1610612762,2022,0,     ,,BSOK,ATTSN-RM,Q0       - ,Paycom Center,0,0
2023-03-05T00:00:00,8,0022200969,1,7:30 pm ET,20230305/NYKBOS,1610612738,1610612752,2022,0,     ,ESPN,NBCSB,,Q0       - ESPN,TD Garden,0,0
2023-03-05T00:00:00,9,0022200973,1,7:30 pm ET,20230305/MILWAS,1610612764,1610612749,2022,0,     ,,NBCSWA,BSWI,Q0       - ,Capital One Arena,0,0
2023-03-05T00:00:00,10,0022200970,1,10:00 pm ET,20230305/MEMLAC,1610612746,1610612763,2022,0,     ,ESPN,ClipperVision,BSSE-MEM,Q0       - ESPN,Crypto.com Arena,0,0
