GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2023-02-15T00:00:00,1,0022200873,1,7:00 pm ET,20230215/SASCHA,1610612766,1610612759,2022,0,     ,,BSSE-CHA,BSSW-SA,Q0       - ,Spectrum Center,0,0
2023-02-15T00:00:00,2,0022200874,1,7:00 pm ET,20230215/CHIIND,1610612754,1610612741,2022,0,     ,,BSIN,NBCSCH,Q0       - ,Gainbridge Fieldhouse,0,0
2023-02-15T00:00:00,3,0022200875,1,7:30 pm ET,20230215/CLEPHI,1610612755,1610612739,2022,0,     ,ESPN,NBCSP,BSOH,Q0       - ESPN,Wells Fargo Center,0,0
2023-02-15T00:00:00,4,0022200876,1,7:30 pm ET,20230215/NYKATL,1610612737,1610612752,2022,0,     ,,BSSE-ATL,MSG,Q0       - ,State Farm Arena,0,0
2023-02-15T00:00:00,5,0022200877,1,7:30 pm ET,20230215/DETBOS,1610612738,1610612765,2022,0,     ,,NBCSB,BSDET,Q0       - ,TD Garden,0,0
2023-02-15T00:00:00,6,0022200878,1,7:30 pm ET,20230215/MIABKN,1610612751,1610612748,2022,0,     ,,YES,BSSUN,Q0       - ,Barclays Center,0,0
2023-02-15T00:00:00,7,0022200879,1,8:00 pm ET,20230215/UTAMEM,1610612763,1610612762,2022,0,     ,,BSSE-MEM,ATTSN-RM,Q0       - ,FedExForum,0,0
2023-02-15T00:00:00,8,0022200880,1,8:00 pm ET,20230215/HOUOKC,1610612760,1610612745,2022,0,     ,,BSOK,ATTSN-SW,Q0       - ,Paycom Center,0,0
2023-02-15T00:00:00,9,0022200881,1,9:00 pm ET,20230215/DALDEN,1610612743,1610612742,2022,0,     ,,ALT,BSSW-DAL,Q0       - ,Ball Arena,0,0
2023-02-15T00:00:00,10,0022200882,1,10:00 pm ET,20230215/NOPLAL,1610612747,1610612740,2022,0,     ,ESPN,SPECSN,BSNO,Q0       - ESPN,Crypto.com Arena,0,0
