GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-01-03T00:00:00,1,0022100552,1,7:00 pm ET,20220103/HOUPHI,1610612755,1610612745,2021,0,     ,,NBCSP,ATTSN-SW,Q0       - ,Wells Fargo Center,0,0
2022-01-03T00:00:00,2,0022100553,1,7:00 pm ET,20220103/CHAWAS,1610612764,1610612766,2021,0,,,NBCSWA,BSSE-CHA,Q0  - ,Capital One Arena,0,0
2022-01-03T00:00:00,3,0022100554,1,7:30 pm ET,20220103/MEMBKN,1610612751,1610612763,2021,0,,NBA TV,YES,BSSE-MEM,Q0  - NBA TV,Barclays Center,0,0
2022-01-03T00:00:00,4,0022100555,1,8:00 pm ET,20220103/ORLCHI,1610612741,1610612753,2021,0,     ,,NBCSCH,BSFL,Q0       - ,United Center,0,0
2022-01-03T00:00:00,5,0022100556,1,8:00 pm ET,20220103/DETMIL,1610612749,1610612765,2021,0,     ,,BSWI,BSDET,Q0       - ,Fiserv Forum,0,0
2022-01-03T00:00:00,6,0022100557,1,8:00 pm ET,20220103/UTANOP,1610612740,1610612762,2021,0,     ,,BSNO,ATTSN-RM,Q0       - ,Smoothie King Center,0,0
2022-01-03T00:00:00,7,0022100558,1,8:30 pm ET,20220103/DENDAL,1610612742,1610612743,2021,0,     ,,BSSW-DAL,ALT,Q0       - ,American Airlines Center,0,0
2022-01-03T00:00:00,8,0022100559,1,10:00 pm ET,20220103/MIAGSW,1610612744,1610612748,2021,0,,NBA TV,NBCSBA,BSSUN,Q0  - NBA TV,Chase Center,0,0
2022-01-03T00:00:00,9,0022100560,1,10:00 pm ET,20220103/ATLPOR,1610612757,1610612737,2021,0,,,ROOT-SP,BSSE-ATL,Q0  - ,Moda Center,0,0
2022-01-03T00:00:00,10,0022100561,1,10:30 pm ET,20220103/MINLAC,1610612746,1610612750,2021,0,     ,,BSSC,BSN,Q0       - ,Crypto.com Arena,0,0
