GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2022-10-21T00:00:00,1,0022200017,1,7:00 pm ET,20221021/NOPCHA,1610612766,1610612740,2022,0,     ,,BSSE-CHA,BSNO,Q0       - ,Spectrum Center,0,0
2022-10-21T00:00:00,2,0022200018,1,7:00 pm ET,20221021/SASIND,1610612754,1610612759,2022,0,     ,,BSIN,BSSW-SA,Q0       - ,Gainbridge Fieldhouse,0,0
2022-10-21T00:00:00,3,0022200019,1,7:00 pm ET,20221021/CHIWAS,1610612764,1610612741,2022,0,     ,,NBCSWA,NBCSCH,Q0       - ,Capital One Arena,0,0
2022-10-21T00:00:00,4,0022200020,1,7:30 pm ET,20221021/ORLATL,1610612737,1610612753,2022,0,     ,,BSSE-ATL,BSFL,Q0       - ,State Farm Arena,0,0
2022-10-21T00:00:00,5,0022200021,1,7:30 pm ET,20221021/TORBKN,1610612751,1610612761,2022,0,     ,,YES,SN,Q0       - ,Barclays Center,0,0
2022-10-21T00:00:00,6,0022200022,1,7:30 pm ET,20221021/BOSMIA,1610612748,1610612738,2022,0,     ,ESPN,BSSUN,,Q0       - ESPN,FTX Arena,0,0
2022-10-21T00:00:00,7,0022200023,1,7:30 pm ET,20221021/DETNYK,1610612752,1610612765,2022,0,     ,,MSG,BSDET,Q0       - ,Madison Square Garden,0,0
2022-10-21T00:00:00,8,0022200024,1,8:00 pm ET,20221021/MEMHOU,1610612745,1610612763,2022,0,     ,,ATTSN-SW,BSSE-MEM,Q0       - ,Toyota Center,0,0
2022-10-21T00:00:00,9,0022200025,1,8:00 pm ET,20221021/UTAMIN,1610612750,1610612762,2022,0,     ,,BSN,ATTSN-RM,Q0       - ,Target Center,0,0
2022-10-21T00:00:00,10,0022200026,1,10:00 pm ET,20221021/DENGSW,1610612744,1610612743,2022,0,     ,ESPN,NBCSBA,ALT,Q0       - ESPN,Chase Center,0,0
2022-10-21T00:00:00,11,0022200027,1,10:00 pm ET,20221021/PHXPOR,1610612757,1610612756,2022,0,     ,,ROOT-SP+,BSAZ,Q0       - ,Moda Center,0,0
