"season_year","season_type","game_date","game_id","player_id","player_name","team_id","team_abbreviation","matchup","starter","event","shot_type","fpts_team_prob","fpts_exact","fpts_exact_prob_glmnet","fpts_exact_prob_earth","model","fpts_exact_prob"
"2023-24","Regular Season",2023-11-11,"0022300176","1629636","Darius Garland","1610612739","CLE","CLE @ GSW",TRUE,"points","other_fg",0.193444833281948,NA,0.0716634409227467,0.0736170590252519,"points",0.0726402499739993
"2023-24","Regular Season",2023-11-11,"0022300176","1628378","Donovan Mitchell","1610612739","CLE","CLE @ GSW",TRUE,"points","other_fg",0.258738992887557,NA,0.0755178190038768,0.0872915519944114,"points",0.0814046854991441
"2023-24","Regular Season",2023-11-11,"0022300176","1629622","Max Strus","1610612739","CLE","CLE @ GSW",TRUE,"points","other_fg",0.150017486217044,NA,0.0324791496660844,0.0173385361246221,"points",0.0249088428953533
"2023-24","Regular Season",2023-11-11,"0022300176","1630596","Evan Mobley","1610612739","CLE","CLE @ GSW",TRUE,"points","other_fg",0.212241987708117,NA,0.075365551507266,0.0781282641396665,"points",0.0767469078234663
"2023-24","Regular Season",2023-11-11,"0022300176","1628386","Jarrett Allen","1610612739","CLE","CLE @ GSW",TRUE,"points","other_fg",0.185556699905334,NA,0.0517573913961256,0.0462376554023225,"points",0.0489975233992241
"2023-24","Regular Season",2023-11-11,"0022300176","201939","Stephen Curry","1610612744","GSW","GSW vs. CLE",TRUE,"points","other_fg",0.210166556835542,NA,0.0497796184243142,0.0414439949068215,"points",0.0456118066655678
"2023-24","Regular Season",2023-11-11,"0022300176","202691","Klay Thompson","1610612744","GSW","GSW vs. CLE",TRUE,"points","other_fg",0.213688386837655,NA,0.0599072663024763,0.0632566004145135,"points",0.0615819333584949
"2023-24","Regular Season",2023-11-11,"0022300176","203952","Andrew Wiggins","1610612744","GSW","GSW vs. CLE",TRUE,"points","other_fg",0.225677239735713,NA,0.0700357182222397,0.0751532393818916,"points",0.0725944788020656
"2023-24","Regular Season",2023-11-11,"0022300176","203110","Draymond Green","1610612744","GSW","GSW vs. CLE",TRUE,"points","other_fg",0.1575554269347,NA,0.0422718987220728,0.0383877399259459,"points",0.0403298193240093
"2023-24","Regular Season",2023-11-11,"0022300176","1626172","Kevon Looney","1610612744","GSW","GSW vs. CLE",TRUE,"points","other_fg",0.19291238965639,NA,0.0362783985513781,0.0152396455858223,"points",0.0257590220686002
"2023-24","Regular Season",2023-11-11,"0022300173","203081","Damian Lillard","1610612749","MIL","MIL @ ORL",TRUE,"points","three_point",0.197398238232597,NA,0.0896810044169558,0.106273428204267,"points",0.0979772163106112
"2023-24","Regular Season",2023-11-11,"0022300173","1627736","Malik Beasley","1610612749","MIL","MIL @ ORL",TRUE,"points","three_point",0.148109023537929,NA,0.118231803202282,0.0940948498940231,"points",0.106163326548153
"2023-24","Regular Season",2023-11-11,"0022300173","203114","Khris Middleton","1610612749","MIL","MIL @ ORL",TRUE,"points","three_point",0.185069471610391,NA,0.0534278811377042,0.0585428595689162,"points",0.0559853703533102
"2023-24","Regular Season",2023-11-11,"0022300173","203507","Giannis Antetokounmpo","1610612749","MIL","MIL @ ORL",TRUE,"points","three_point",0.286482144145896,NA,0.0286477331101665,0.0152741459047135,"points",0.02196093950744
"2023-24","Regular Season",2023-11-11,"0022300173","201572","Brook Lopez","1610612749","MIL","MIL @ ORL",TRUE,"points","three_point",0.182941122473187,NA,0.0447466075904148,0.0376411125229485,"points",0.0411938600566816
