"home_team_abbrev","home_team_jumper","home_team_person_id","home_injury_status","away_team_abbrev","away_team_jumper","away_team_person_id","away_injury_status","season","season_type","game_date","game_id","matchup","period","period_clock","opening_jump","center_court","possession","score_first","score_first_2Q","score_first_3Q","score_first_4Q","home_won_tip","home_score_first","home_score_first_2Q","home_score_first_3Q","home_score_first_4Q","location"
"DEN","Nikola Jokic","203999","Very Likely To Play","MIA","Bam Adebayo","1628389","Very Likely To Play","2022-23","Playoffs",2023-06-12,"1111111111","MIA @ DEN",1,720,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home"
