"season_year","season_type","game_date","game_id","matchup","period","period_clock","player_name","player_id","team_id","opp_player_name","opp_player_id","opp_team_id","won_tip","win_tip_prob","player_win_tip_prob_glmnet","player_win_tip_prob_earth","model","player_win_tip_prob_xtip"
"2023-24","Regular Season",2023-11-11,"0022300173","ORL vs. MIL",1,720S,"Goga Bitadze","1629048","1610612753","Brook Lopez","201572","1610612749",NA,0.315464858637439,0.248516934398377,0.199328049141789,"jumps_under_50_opp_over_50",0.223922491770083
"2023-24","Regular Season",2023-11-11,"0022300173","MIL @ ORL",1,720S,"Brook Lopez","201572","1610612749","Goga Bitadze","1629048","1610612753",NA,0.684535141362561,0.736630201469085,0.810544730729255,"jumps_over_50_opp_under_50",0.77358746609917
"2023-24","Regular Season",2023-11-11,"0022300175","ATL vs. MIA",1,720S,"Clint Capela","203991","1610612737","Bam Adebayo","1628389","1610612748",NA,0.441155132514435,0.436249205450581,0.419380362799997,"jumps_over_50",0.427814784125289
"2023-24","Regular Season",2023-11-11,"0022300175","MIA @ ATL",1,720S,"Bam Adebayo","1628389","1610612748","Clint Capela","203991","1610612737",NA,0.558844867485565,0.563750794549419,0.581204937208717,"jumps_over_50",0.572477865879068
"2023-24","Regular Season",2023-11-11,"0022300174","BOS vs. TOR",1,720S,"Kristaps Porzingis","204001","1610612738","Jakob Poeltl","1627751","1610612761",NA,0.662388374165777,0.66986135339566,0.711414975963899,"jumps_over_50",0.69063816467978
"2023-24","Regular Season",2023-11-11,"0022300176","GSW vs. CLE",1,720S,"Kevon Looney","1626172","1610612744","Jarrett Allen","1628386","1610612739",NA,0.407892352451628,0.400992567163059,0.375220062082161,"jumps_over_50",0.38810631462261
"2023-24","Regular Season",2023-11-11,"0022300176","CLE @ GSW",1,720S,"Jarrett Allen","1628386","1610612739","Kevon Looney","1626172","1610612744",NA,0.592107647548372,0.599007432836941,0.625343375418764,"jumps_over_50",0.612175404127853
"2023-24","Regular Season",2023-11-11,"0022300174","TOR @ BOS",1,720S,"Jakob Poeltl","1627751","1610612761","Kristaps Porzingis","204001","1610612738",NA,0.337611625834223,0.33013864660434,0.289078857456267,"jumps_over_50",0.309608752030304
