,GAME_ID,SBR_GAME_ID,DATE,TEAM1_ID,TEAM2_ID,TEAM1_SCORE,TEAM2_SCORE,WINNER,away_prob,away_spread,away_total,date_m,TEAM1_10wp,TEAM1_25wp,TEAM1_50wp,TEAM1_75wp,TEAM1_100wp,TEAM2_10wp,TEAM2_25wp,TEAM2_50wp,TEAM2_75wp,TEAM2_100wp
8506,21400173,20141121_nba_Phoenix_Philadelphia,20141121.0,1610612756,1610612756,122.0,96.0,1,0.829059829059829,-9.0,208.5,2014-11-21,,,,,,,,,,
1245,21400181,20141121_nba_New Orleans_Denver,20141121.0,1610612740,1610612740,97.0,117.0,2,0.5833333333333334,-2.5,214.0,2014-11-21,,,,,,,,,,
2431,21400178,20141121_nba_Brooklyn_Oklahoma City,20141121.0,1610612751,1610612751,94.0,92.0,1,0.5,1.0,187.0,2014-11-21,,,,,,,,,,
598,21400182,20141121_nba_Utah_Golden State,20141121.0,1610612762,1610612762,88.0,101.0,2,0.1333333333333333,12.5,207.5,2014-11-21,,,,,,,,,,
1219,21400195,20141123_nba_Charlotte_Miami,20141123.0,1610612766,1610612766,93.0,94.0,2,0.5,0.0,185.5,2014-11-23,,,,,,,,,,
12,21400197,20141123_nba_Denver_L.A. Lakers,20141123.0,1610612743,1610612743,101.0,94.0,1,0.5652173913043478,-2.0,221.0,2014-11-23,,,,,,,,,,
7408,21400203,20141124_nba_Indiana_Dallas,20141124.0,1610612754,1610612754,111.0,100.0,1,0.0909090909090909,14.0,197.5,2014-11-24,0.7,,,,,0.7,,,,
7634,21400202,20141124_nba_New York_Houston,20141124.0,1610612752,1610612752,86.0,91.0,2,0.3174603174603174,6.0,191.5,2014-11-24,,,,,,,,,,
8237,21400201,20141124_nba_Phoenix_Toronto,20141124.0,1610612756,1610612756,100.0,104.0,2,0.3703703703703704,4.5,210.5,2014-11-24,,,,,,,,,,
8812,21400204,20141124_nba_Chicago_Utah,20141124.0,1610612741,1610612741,97.0,95.0,1,0.6226415094339622,-3.5,193.0,2014-11-24,,,,,,,,,,
9261,21400206,20141125_nba_Golden State_Miami,20141125.0,1610612744,1610612744,114.0,97.0,1,0.7777777777777778,-7.5,202.0,2014-11-25,,,,,,,,,,
9440,21400207,20141125_nba_Detroit_Milwaukee,20141125.0,1610612765,1610612765,86.0,98.0,2,0.4098360655737705,3.5,189.5,2014-11-25,,,,,,,,,,
1021,21400208,20141125_nba_Sacramento_New Orleans,20141125.0,1610612758,1610612758,99.0,89.0,1,0.3225806451612902,6.5,200.0,2014-11-25,,,,,,,,,,
8650,21400205,20141125_nba_Atlanta_Washington,20141125.0,1610612737,1610612737,106.0,102.0,1,0.4,4.0,200.5,2014-11-25,,,,,,,,,,
843,21400209,20141125_nba_Chicago_Denver,20141125.0,1610612741,1610612741,109.0,114.0,2,0.3759398496240602,4.5,204.0,2014-11-25,,,,,,,,,,
839,21400221,20141126_nba_Denver_Phoenix,20141126.0,1610612743,1610612743,112.0,120.0,2,0.2777777777777778,7.5,215.0,2014-11-26,,,,,,,,,,
9427,21400213,20141126_nba_Brooklyn_Philadelphia,20141126.0,1610612751,1610612751,99.0,91.0,1,0.7619047619047619,-7.0,200.0,2014-11-26,,,,,,,,,,
8822,21400210,20141126_nba_Portland_Charlotte,20141126.0,1610612757,1610612757,105.0,97.0,1,0.726027397260274,-6.0,191.5,2014-11-26,0.3,,,,,0.3,,,,
1658,21400219,20141126_nba_Utah_Oklahoma City,20141126.0,1610612762,1610612762,82.0,97.0,2,0.3831417624521073,4.5,185.0,2014-11-26,,,,,,,,,,
8647,21400211,20141126_nba_Washington_Cleveland,20141126.0,1610612764,1610612764,87.0,113.0,2,0.2564102564102564,7.5,201.0,2014-11-26,,,,,,,,,,
1450,21400218,20141126_nba_Milwaukee_Minnesota,20141126.0,1610612749,1610612749,103.0,86.0,1,0.5348837209302326,-1.5,206.0,2014-11-26,,,,,,,,,,
2274,21400226,20141128_nba_Milwaukee_Detroit,20141128.0,1610612749,1610612749,104.0,88.0,1,0.4761904761904761,2.0,191.0,2014-11-28,0.5,,,,,0.5,,,,
2259,21400232,20141128_nba_Phoenix_Denver,20141128.0,1610612756,1610612756,97.0,122.0,2,0.4761904761904761,2.0,216.0,2014-11-28,0.5,,,,,0.5,,,,
1466,21400230,20141128_nba_Orlando_Indiana,20141128.0,1610612753,1610612753,83.0,98.0,2,0.3571428571428571,5.0,190.5,2014-11-28,,,,,,,,,,
1652,21400231,20141128_nba_Sacramento_San Antonio,20141128.0,1610612758,1610612758,104.0,112.0,2,0.1666666666666666,10.5,194.5,2014-11-28,,,,,,,,,,
1634,21400225,20141128_nba_New Orleans_Atlanta,20141128.0,1610612740,1610612740,91.0,100.0,2,0.4545454545454546,2.5,205.0,2014-11-28,0.6,,,,,0.6,,,,
8040,21400228,20141128_nba_L.A. Clippers_Houston,20141128.0,1610612746,1610612746,102.0,85.0,1,0.6666666666666667,-5.0,201.5,2014-11-28,,,,,,,,,,
8228,21400229,20141128_nba_New York_Oklahoma City,20141128.0,1610612752,1610612752,78.0,105.0,2,0.2564102564102564,8.0,186.0,2014-11-28,,,,,,,,,,
2089,21400233,20141128_nba_Memphis_Portland,20141128.0,1610612763,1610612763,112.0,99.0,1,0.4255319148936169,3.0,193.5,2014-11-28,,,,,,,,,,
1473,21400224,20141128_nba_Golden State_Charlotte,20141128.0,1610612744,1610612744,106.0,101.0,1,0.8095238095238095,-8.5,201.0,2014-11-28,0.2,,,,,0.2,,,,
3703,21400684,20150128_nba_Sacramento_Toronto,20150128.0,1610612758,1610612758,102.0,119.0,2,0.3389830508474577,5.5,209.5,2015-01-28,,,,,,,,,,
4901,21400682,20150128_nba_Detroit_Philadelphia,20150128.0,1610612765,1610612765,69.0,89.0,2,0.7826086956521738,-8.0,192.0,2015-01-28,,,,,,,,,,
4349,21400683,20150128_nba_Brooklyn_Atlanta,20150128.0,1610612751,1610612751,102.0,113.0,2,0.0909090909090909,14.0,192.0,2015-01-28,0.7,,,,,0.7,,,,
4290,21400681,20150128_nba_Portland_Cleveland,20150128.0,1610612757,1610612757,94.0,99.0,2,0.4651162790697675,2.5,203.0,2015-01-28,,,,,,,,,,
6626,21400688,20150128_nba_Oklahoma City_New York,20150128.0,1610612760,1610612760,92.0,100.0,2,0.8,-8.5,194.5,2015-01-28,,,,,,,,,,
3112,21400691,20150128_nba_Washington_Phoenix,20150128.0,1610612764,1610612764,98.0,106.0,2,0.3030303030303031,6.5,211.5,2015-01-28,,,,,,,,,,
3106,21400685,20150128_nba_Dallas_Houston,20150128.0,1610612742,1610612742,94.0,99.0,2,0.4,4.0,210.0,2015-01-28,0.6,,,,,0.6,,,,
3080,21400687,20150128_nba_Denver_New Orleans,20150128.0,1610612743,1610612743,93.0,85.0,1,0.3333333333333333,5.5,202.0,2015-01-28,0.5,,,,,0.5,,,,
3686,21400690,20150128_nba_L.A. Clippers_Utah,20150128.0,1610612746,1610612746,94.0,89.0,1,0.75,-6.5,200.0,2015-01-28,,,,,,,,,,
6098,21400689,20150128_nba_Charlotte_San Antonio,20150128.0,1610612766,1610612766,86.0,95.0,2,0.0999999999999999,13.0,187.0,2015-01-28,0.2,,,,,0.2,,,,
2498,21400686,20150128_nba_Boston_Minnesota,20150128.0,1610612738,1610612738,98.0,110.0,2,0.6491228070175439,-4.5,198.5,2015-01-28,,,,,,,,,,
3742,21400694,20150129_nba_New York_Indiana,20150129.0,1610612752,1610612752,82.0,103.0,2,0.2564102564102564,8.0,187.5,2015-01-29,,,,,,,,,,
2497,21400692,20150129_nba_Milwaukee_Orlando,20150129.0,1610612749,1610612749,115.0,100.0,1,0.6428571428571428,-4.0,204.0,2015-01-29,0.5,,,,,0.5,,,,
3093,21400693,20150129_nba_Denver_Memphis,20150129.0,1610612743,1610612743,69.0,99.0,2,0.1739130434782608,10.5,197.0,2015-01-29,0.5,,,,,0.5,,,,
4284,21400695,20150129_nba_Chicago_L.A. Lakers,20150129.0,1610612741,1610612741,118.0,123.0,2,0.84,-9.5,195.0,2015-01-29,0.6,,,,,0.6,,,,
5538,21400698,20150130_nba_Houston_Boston,20150130.0,1610612745,1610612745,93.0,87.0,1,0.7560975609756098,-7.0,208.5,2015-01-30,,,,,,,,,,
