GAME_ID,TEAM1_ID,TEAM2_ID,TEAM1_SCORE,TEAM2_SCORE,WINNER,TEAM1_FGM,TEAM1_FGA,TEAM1_FG_PCT,TEAM1_FG3M,TEAM1_FG3A,TEAM1_FG3_PCT,TEAM1_FTM,TEAM1_FTA,TEAM1_FT_PCT,TEAM1_OREB,TEAM1_DREB,TEAM1_REB,TEAM1_AST,TEAM1_STL,TEAM1_BLK,TEAM1_TO,TEAM1_PF,TEAM1_PTS,TEAM1_PLUS_MINUS,TEAM2_FGM,TEAM2_FGA,TEAM2_FG_PCT,TEAM2_FG3M,TEAM2_FG3A,TEAM2_FG3_PCT,TEAM2_FTM,TEAM2_FTA,TEAM2_FT_PCT,TEAM2_OREB,TEAM2_DREB,TEAM2_REB,TEAM2_AST,TEAM2_STL,TEAM2_BLK,TEAM2_TO,TEAM2_PF,TEAM2_PTS,TEAM2_PLUS_MINUS
21700649,1610612750,1610612753,102.0,108.0,2,43.0,98.0,4.252,7.0,16.0,3.4,9.0,10.0,3.5,11.0,26.0,37.0,19.0,10.0,9.0,7.0,21.0,102.0,-30.0,40.0,90.0,4.757,11.0,31.0,1.596,17.0,19.0,4.6,15.0,36.0,51.0,24.0,4.0,10.0,16.0,15.0,108.0,30.0
11300103,1610612760,1610612741,95.0,104.0,2,34.0,74.0,3.9239999999999995,4.0,17.0,1.45,23.0,30.0,4.6499999999999995,7.0,25.0,32.0,23.0,10.0,5.0,16.0,23.0,95.0,0.0,36.0,74.0,4.654,9.0,18.0,3.167,23.0,28.0,4.75,11.0,35.0,46.0,23.0,6.0,4.0,18.0,22.0,104.0,0.0
22200844,1610612742,1610612758,122.0,114.0,1,43.0,88.0,5.3469999999999995,18.0,43.0,3.4080000000000004,18.0,19.0,5.5,11.0,28.0,39.0,34.0,4.0,0.0,9.0,19.0,122.0,40.0,39.0,72.0,4.837000000000001,9.0,27.0,1.95,27.0,32.0,5.214,5.0,33.0,38.0,21.0,2.0,4.0,14.0,19.0,114.0,-40.0
21801172,1610612750,1610612742,110.0,108.0,1,42.0,86.0,4.543,10.0,27.0,3.783,16.0,20.0,4.667,5.0,33.0,38.0,26.0,6.0,3.0,8.0,25.0,110.0,10.0,43.0,94.0,4.055,7.0,39.0,1.275,15.0,19.0,3.4,12.0,37.0,49.0,26.0,2.0,5.0,13.0,20.0,108.0,-10.0
22100142,1610612749,1610612764,94.0,101.0,2,37.0,94.0,3.5730000000000004,10.0,36.0,2.827,10.0,18.0,1.917,16.0,33.0,49.0,17.0,14.0,3.0,12.0,10.0,94.0,-35.0,41.0,81.0,4.694000000000001,11.0,27.0,3.2750000000000004,8.0,13.0,2.0,4.0,38.0,42.0,24.0,8.0,8.0,19.0,16.0,101.0,35.0
21601225,1610612743,1610612760,111.0,105.0,1,39.0,85.0,2.8229999999999995,7.0,25.0,1.411,26.0,32.0,3.342,5.0,38.0,43.0,22.0,6.0,8.0,15.0,17.0,111.0,30.0,43.0,101.0,5.902,8.0,25.0,3.2,11.0,17.0,3.333,14.0,37.0,51.0,20.0,10.0,8.0,12.0,24.0,105.0,-30.0
21400197,1610612743,1610612747,101.0,94.0,1,34.0,90.0,4.398000000000001,10.0,37.0,1.608,23.0,38.0,5.617,14.0,43.0,57.0,20.0,7.0,2.0,16.0,28.0,101.0,35.0,33.0,89.0,3.0420000000000003,3.0,24.0,0.486,25.0,34.0,5.241,9.0,41.0,50.0,15.0,10.0,6.0,13.0,28.0,94.0,-35.0
22100156,1610612737,1610612762,98.0,110.0,2,37.0,85.0,3.318,18.0,35.0,4.289,6.0,10.0,2.4290000000000003,6.0,26.0,32.0,22.0,6.0,5.0,11.0,18.0,98.0,-60.0,41.0,81.0,4.783,15.0,38.0,2.382,13.0,16.0,4.25,8.0,36.0,44.0,21.0,8.0,4.0,14.0,20.0,110.0,60.0
21400183,1610612741,1610612757,87.0,105.0,2,30.0,83.0,3.322,8.0,22.0,2.471,19.0,28.0,6.5,11.0,37.0,48.0,14.0,9.0,2.0,14.0,18.0,87.0,-90.0,39.0,79.0,6.126,9.0,16.0,3.5,18.0,22.0,6.7509999999999994,6.0,40.0,46.0,26.0,8.0,5.0,17.0,19.0,105.0,90.0
21700885,1610612763,1610612748,89.0,115.0,2,35.0,80.0,4.720000000000001,5.0,11.0,2.667,14.0,17.0,5.35,9.0,31.0,40.0,16.0,7.0,3.0,19.0,22.0,89.0,-130.0,41.0,89.0,4.428999999999999,12.0,33.0,2.4160000000000004,21.0,27.0,5.321,14.0,36.0,50.0,27.0,15.0,6.0,10.0,17.0,115.0,130.0
21800278,1610612762,1610612747,83.0,90.0,2,33.0,85.0,4.483,4.0,23.0,1.833,13.0,17.0,3.9570000000000003,7.0,34.0,41.0,22.0,12.0,3.0,19.0,21.0,83.0,-35.0,36.0,79.0,4.157,7.0,23.0,2.2670000000000003,11.0,18.0,2.267,5.0,42.0,47.0,10.0,11.0,5.0,23.0,20.0,90.0,35.0
22200688,1610612754,1610612743,111.0,134.0,2,37.0,84.0,6.081,8.0,32.0,2.808,29.0,37.0,6.043,16.0,23.0,39.0,23.0,7.0,2.0,21.0,18.0,111.0,-115.0,51.0,83.0,7.0920000000000005,14.0,28.0,5.958,18.0,26.0,4.223,12.0,26.0,38.0,38.0,16.0,4.0,16.0,28.0,134.0,115.0
41800313,1610612744,1610612757,110.0,99.0,1,,84.0,5.84,8.0,26.0,1.575,20.0,23.0,3.4450000000000003,7.0,42.0,49.0,27.0,9.0,5.0,13.0,24.0,110.0,55.0,,85.0,4.289,11.0,35.0,3.2119999999999997,20.0,33.0,4.833,10.0,31.0,41.0,22.0,9.0,3.0,11.0,23.0,99.0,-55.0
22000624,1610612766,1610612743,104.0,129.0,2,,80.0,4.807000000000001,12.0,38.0,3.149,20.0,28.0,4.077999999999999,7.0,26.0,33.0,25.0,11.0,1.0,17.0,16.0,104.0,-125.0,,90.0,6.671000000000001,16.0,44.0,2.971,9.0,13.0,2.25,8.0,40.0,48.0,37.0,12.0,3.0,15.0,22.0,129.0,125.0
21801166,1610612752,1610612753,100.0,114.0,2,38.0,85.0,4.031000000000001,6.0,27.0,1.25,18.0,21.0,3.75,8.0,31.0,39.0,21.0,10.0,5.0,12.0,18.0,100.0,-70.0,45.0,99.0,3.8539999999999996,11.0,32.0,2.416,13.0,20.0,3.75,19.0,36.0,55.0,29.0,5.0,7.0,13.0,16.0,114.0,70.0
22200850,1610612759,1610612737,106.0,125.0,2,40.0,94.0,4.996,11.0,37.0,3.1310000000000002,15.0,17.0,4.7780000000000005,14.0,35.0,49.0,25.0,9.0,5.0,19.0,17.0,106.0,-95.0,50.0,103.0,5.244,10.0,26.0,2.45,15.0,19.0,3.167,14.0,34.0,48.0,29.0,9.0,6.0,10.0,10.0,125.0,95.0
21500829,1610612763,1610612761,85.0,98.0,2,28.0,76.0,3.238,3.0,20.0,0.75,26.0,32.0,5.514,10.0,34.0,44.0,13.0,6.0,3.0,13.0,25.0,85.0,-65.0,33.0,81.0,3.723,7.0,28.0,1.5330000000000001,25.0,31.0,6.5329999999999995,9.0,38.0,47.0,12.0,4.0,2.0,12.0,22.0,98.0,65.0
22000142,1610612741,1610612746,127.0,130.0,2,47.0,77.0,5.007,18.0,33.0,2.6420000000000003,15.0,17.0,5.167,3.0,35.0,38.0,30.0,6.0,2.0,22.0,19.0,127.0,-15.0,45.0,92.0,4.265,20.0,38.0,3.6700000000000004,20.0,25.0,3.8340000000000005,12.0,23.0,35.0,28.0,13.0,5.0,10.0,19.0,130.0,15.0
21701225,1610612743,1610612750,106.0,112.0,2,41.0,90.0,3.8550000000000004,13.0,32.0,2.19,11.0,18.0,3.583,10.0,37.0,47.0,19.0,4.0,4.0,12.0,22.0,106.0,-30.0,42.0,89.0,4.669,9.0,23.0,2.783,19.0,25.0,3.394,8.0,32.0,40.0,24.0,10.0,2.0,8.0,19.0,112.0,30.0
21500197,1610612738,1610612751,101.0,111.0,2,35.0,82.0,5.304,14.0,37.0,3.083,17.0,21.0,4.818,10.0,25.0,35.0,19.0,9.0,2.0,17.0,28.0,101.0,-50.0,40.0,79.0,4.537000000000001,5.0,15.0,1.2,26.0,33.0,5.8,14.0,35.0,49.0,18.0,11.0,4.0,14.0,20.0,111.0,50.0
21600891,1610612743,1610612741,125.0,107.0,1,45.0,80.0,4.689,13.0,30.0,3.417,22.0,24.0,4.708,6.0,39.0,45.0,26.0,6.0,2.0,16.0,16.0,125.0,90.0,44.0,96.0,5.9879999999999995,10.0,26.0,3.666,9.0,10.0,5.5,11.0,24.0,35.0,26.0,10.0,3.0,12.0,19.0,107.0,-90.0
22100630,1610612760,1610612751,130.0,109.0,1,47.0,91.0,4.586,20.0,45.0,3.873,16.0,18.0,3.65,9.0,29.0,38.0,32.0,8.0,7.0,10.0,19.0,130.0,105.0,41.0,98.0,4.933,7.0,32.0,1.4160000000000001,20.0,22.0,5.667,21.0,29.0,50.0,16.0,7.0,11.0,12.0,19.0,109.0,-105.0
21600649,1610612754,1610612747,95.0,108.0,2,34.0,80.0,3.9820000000000007,9.0,23.0,2.7619999999999996,18.0,25.0,5.5,8.0,29.0,37.0,24.0,17.0,6.0,20.0,12.0,95.0,-65.0,41.0,87.0,4.732000000000001,14.0,33.0,1.955,12.0,15.0,2.567,16.0,35.0,51.0,27.0,15.0,3.0,23.0,20.0,108.0,65.0
21200496,1610612755,1610612759,86.0,109.0,2,35.0,84.0,3.726,3.0,17.0,1.0,13.0,20.0,5.25,5.0,36.0,41.0,19.0,10.0,7.0,14.0,17.0,86.0,-115.0,41.0,85.0,5.23,8.0,25.0,1.8290000000000002,19.0,23.0,5.1,8.0,42.0,50.0,24.0,11.0,5.0,15.0,17.0,109.0,115.0
21700113,1610612750,1610612740,104.0,98.0,1,41.0,83.0,5.807,6.0,22.0,2.584,16.0,24.0,3.95,11.0,36.0,47.0,20.0,13.0,3.0,21.0,21.0,104.0,30.0,36.0,84.0,3.831,8.0,31.0,1.3659999999999999,18.0,21.0,1.7269999999999999,9.0,29.0,38.0,27.0,13.0,4.0,19.0,24.0,98.0,-30.0
21800536,1610612765,1610612753,107.0,109.0,2,39.0,92.0,4.379,8.0,31.0,1.6920000000000002,21.0,23.0,5.6,17.0,34.0,51.0,21.0,6.0,2.0,11.0,21.0,107.0,-10.0,40.0,85.0,3.618,7.0,24.0,1.521,22.0,24.0,5.714,9.0,36.0,45.0,21.0,7.0,4.0,13.0,20.0,109.0,10.0
21900244,1610612758,1610612738,102.0,103.0,2,37.0,79.0,5.027,18.0,47.0,2.778,10.0,15.0,2.2,8.0,28.0,36.0,28.0,3.0,8.0,14.0,18.0,102.0,-5.0,38.0,85.0,4.154,7.0,30.0,1.486,20.0,23.0,5.407,11.0,27.0,38.0,20.0,10.0,4.0,11.0,16.0,103.0,5.0
21400815,1610612751,1610612747,114.0,105.0,1,42.0,89.0,5.033,10.0,21.0,1.75,20.0,24.0,4.214,13.0,33.0,46.0,29.0,7.0,2.0,11.0,20.0,114.0,45.0,41.0,89.0,4.539000000000001,4.0,23.0,1.116,19.0,29.0,6.375,14.0,32.0,46.0,22.0,10.0,4.0,10.0,18.0,105.0,-45.0
21600661,1610612744,1610612753,118.0,98.0,1,42.0,89.0,4.264,19.0,42.0,2.549,15.0,19.0,4.3,13.0,39.0,52.0,27.0,8.0,4.0,18.0,15.0,118.0,100.0,42.0,96.0,4.1899999999999995,7.0,28.0,2.01,7.0,16.0,1.553,12.0,29.0,41.0,25.0,9.0,7.0,12.0,21.0,98.0,-100.0
22100618,1610612738,1610612754,119.0,100.0,1,40.0,78.0,4.947,18.0,38.0,3.63,21.0,25.0,4.708,7.0,30.0,37.0,23.0,6.0,5.0,11.0,22.0,119.0,95.0,40.0,86.0,6.493,7.0,36.0,1.7489999999999999,13.0,20.0,4.7,11.0,26.0,37.0,27.0,6.0,5.0,11.0,24.0,100.0,-95.0
21300482,1610612761,1610612764,101.0,88.0,1,40.0,79.0,4.162,11.0,22.0,2.667,10.0,13.0,2.857,10.0,23.0,33.0,29.0,8.0,4.0,12.0,20.0,101.0,65.0,34.0,82.0,5.947,4.0,12.0,1.5,16.0,17.0,3.875,16.0,26.0,42.0,19.0,7.0,2.0,17.0,14.0,88.0,-65.0
21600107,1610612738,1610612764,93.0,118.0,2,35.0,81.0,5.782,10.0,31.0,2.54,13.0,22.0,1.9,7.0,24.0,31.0,21.0,5.0,4.0,11.0,19.0,93.0,-125.0,46.0,92.0,5.566000000000001,10.0,21.0,3.083,16.0,20.0,4.357,19.0,35.0,54.0,29.0,9.0,7.0,11.0,26.0,118.0,125.0
21900522,1610612740,1610612747,113.0,123.0,2,48.0,102.0,4.009,11.0,37.0,1.836,6.0,7.0,2.5,9.0,31.0,40.0,24.0,4.0,10.0,11.0,20.0,113.0,-50.0,43.0,86.0,5.295,14.0,29.0,3.3659999999999997,23.0,28.0,4.65,8.0,39.0,47.0,29.0,9.0,4.0,12.0,14.0,123.0,50.0
21601219,1610612749,1610612738,94.0,112.0,2,37.0,84.0,4.497,6.0,23.0,1.867,14.0,17.0,5.3,9.0,34.0,43.0,26.0,6.0,9.0,17.0,20.0,94.0,-90.0,41.0,90.0,4.821,12.0,36.0,3.1790000000000003,18.0,26.0,6.0,10.0,35.0,45.0,31.0,12.0,3.0,8.0,17.0,112.0,90.0
