"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221207,"nba","Spread","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16666666666667,-2.16666666666667
"BOS_PHX",20221207,"nba","Spread","full","BOS","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2
"CHA_BKN",20221207,"nba","Spread","full","CHA","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,-10.5
"DET_NOP",20221207,"nba","Spread","full","DET","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8333333333333,-10.8333333333333
"GSW_UTA",20221207,"nba","Spread","full","GSW","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,-5.5
"IND_MIN",20221207,"nba","Spread","full","IND","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,-4.16666666666667
"LAC_ORL",20221207,"nba","Spread","full","LAC","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,6.5
"LAL_TOR",20221207,"nba","Spread","full","LAL","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3333333333333,-12.3333333333333
"OKC_MEM",20221207,"nba","Spread","full","OKC","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,-8.33333333333333
"SAC_MIL",20221207,"nba","Spread","full","SAC","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,-6.66666666666667
"WAS_CHI",20221207,"nba","Spread","full","WAS","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-5
