"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BKN_DAL",20221107,"nba","Spread","full","BKN","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-6
"BOS_MEM",20221107,"nba","Spread","full","BOS","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,3.5
"CLE_LAC",20221107,"nba","Spread","full","CLE","LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,4
"DEN_SAS",20221107,"nba","Spread","full","DEN","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.5,7.5
"HOU_ORL",20221107,"nba","Spread","full","HOU","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,-4.66666666666667
"LAL_UTA",20221107,"nba","Spread","full","LAL","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-7
"MIL_ATL",20221107,"nba","Spread","full","MIL","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.66666666666667,5.66666666666667
"NOP_IND",20221107,"nba","Spread","full","NOP","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,5
"NYK_MIN",20221107,"nba","Spread","full","NYK","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-2.5
"OKC_DET",20221107,"nba","Spread","full","OKC","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83333333333333,1.83333333333333
"PHX_PHI",20221107,"nba","Spread","full","PHX","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33333333333333,1.33333333333333
"POR_MIA",20221107,"nba","Spread","full","POR","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-5
"SAC_GSW",20221107,"nba","Spread","full","SAC","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-8
"TOR_CHI",20221107,"nba","Spread","full","TOR","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16666666666667,-2.16666666666667
"WAS_CHA",20221107,"nba","Spread","full","WAS","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2
