"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_BKN",20221209,"nba","Total","full","ATL","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.833333333333,232.833333333333
"DET_MEM",20221209,"nba","Total","full","DET","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.5,227.5
"LAL_PHI",20221209,"nba","Total","full","LAL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,228
"MIL_DAL",20221209,"nba","Total","full","MIL","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.5,224.5
"MIN_UTA",20221209,"nba","Total","full","MIN","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.166666666667,234.166666666667
"NYK_CHA",20221209,"nba","Total","full","NYK","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,224
"PHX_NOP",20221209,"nba","Total","full","PHX","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.166666666667,229.166666666667
"SAC_CLE",20221209,"nba","Total","full","SAC","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.166666666667,217.166666666667
"TOR_ORL",20221209,"nba","Total","full","TOR","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.5,222.5
"WAS_IND",20221209,"nba","Total","full","WAS","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,233
