"game_date","game","quarter","team","quarter_team","ftts_line","ftts_prob","br_line","br_prob","br_edge","br_kelly","br_units","bs_line","bs_prob","bs_edge","bs_kelly","bs_units","csr_line","csr_prob","csr_edge","csr_kelly","csr_units","dk_line","dk_prob","dk_edge","dk_kelly","dk_units","fd_line","fd_prob","fd_edge","fd_kelly","fd_units","mgm_line","mgm_prob","mgm_edge","mgm_kelly","mgm_units","pb_line","pb_prob","pb_edge","pb_kelly","pb_units","run_timestamp_utc","status"
2022-12-12,"ATL @ MEM","1Q","ATL","1Q_ATL",105,0.4877,165,0.3774,0.1104,0.0886,4.4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,0.3448,0.1429,0.109,5.4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Changed"
2022-12-12,"BKN @ WAS","1Q","BKN","1Q_BKN",116,0.4622,115,0.4651,-0.0029,-0.0027,-0.1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0.4348,0.0275,0.0243,1.2143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"MIA @ IND","1Q","IND","1Q_IND",138,0.4205,130,0.4348,-0.0143,-0.0127,-0.6327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.4082,0.0123,0.0104,0.5202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"BOS @ LAC","1Q","LAC","1Q_LAC",108,0.4799,130,0.4348,0.0451,0.0399,1.9953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0.4255,0.0544,0.0473,2.3658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"OKC @ DAL","1Q","OKC","1Q_OKC",132,0.431,130,0.4348,-0.0037,-0.0033,-0.1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0.4167,0.0144,0.0123,0.6163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"MIN @ POR","1Q","POR","1Q_POR",-110,0.5234,120,0.4545,0.0688,0.0631,3.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.4444,0.0789,0.0711,3.5527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"CLE @ SAS","1Q","SAS","1Q_SAS",130,0.4338,140,0.4167,0.0172,0.0147,0.7361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.4082,0.0257,0.0217,1.0847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
