"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BKN_WAS",20221104,"nba","Moneyline","full","BKN","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.333333333333,-149.663525204195
"CHA_MEM",20221104,"nba","Moneyline","full","CHA","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,-608.333333333333
"CHI_BOS",20221104,"nba","Moneyline","full","CHI","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,-293.313337332534
"CLE_DET",20221104,"nba","Moneyline","full","CLE","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166,140.666666666667
"GSW_NOP",20221104,"nba","Moneyline","full","GSW","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,-526.584203774968
"LAC_SAS",20221104,"nba","Moneyline","full","LAC","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.666666666667,136
"MIA_IND",20221104,"nba","Moneyline","full","MIA","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159,135.333333333333
"MIL_MIN",20221104,"nba","Moneyline","full","MIL","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129,110.666666666667
"NYK_PHI",20221104,"nba","Moneyline","full","NYK","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,-117.665133394664
"POR_PHX",20221104,"nba","Moneyline","full","POR","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.666666666667,-706.596687660369
"TOR_DAL",20221104,"nba","Moneyline","full","TOR","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.333333333333,-175.992709244678
"UTA_LAL",20221104,"nba","Moneyline","full","UTA","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.333333333333,-174.328533717303
