"","player_name","player_team","player_status"
"2628","Ty Johnson","NYJ","Active"
"2629","Michael Carter","NYJ","Active"
"2630","La'Mical Perine","NYJ","Active"
"2631","Jalin Moore","NYJ","Inactive"
"2632","Austin Walter","NYJ","Inactive"
"2633","Tevin Coleman","NYJ","Active"
"2634","Josh Adams","NYJ","Active"
"2635","Tyler Kroft","NYJ","Active"
"2636","Trevon Wesco","NYJ","Active"
"2637","Daniel Brown","NYJ","Active"
"2638","Ryan Griffin","NYJ","Active"
"2639","Kenny Yeboah","NYJ","Active"
"2640","Corey Davis","NYJ","Active"
"2641","Jamison Crowder","NYJ","Inactive"
"2642","Keelan Cole","NYJ","Active"
"2643","Braxton Berrios","NYJ","Active"
"2644","Josh Malone","NYJ","Active"
"2645","D.J. Montgomery","NYJ","Active"
"2646","Jeff Smith","NYJ","Active"
"2647","Denzel Mims","NYJ","Active"
"2648","Elijah Moore","NYJ","Active"
"2649","Manasseh Bailey","NYJ","Active"
"2650","Lawrence Cager","NYJ","Active"
"2651","Vyncint Smith","NYJ","Active"
"2652","Myles White","NYJ","Active"
"2653","Landon Dickerson","PHI","Active"
"2654","Luke Juriga","PHI","Inactive"
"2655","Jason Kelce","PHI","Active"
"2656","Harry Crider","PHI","Active"
"2657","Michael Jacquet","PHI","Active"
"2658","Lavert Hill","PHI","Active"
"2659","Jordan Thomas","PHI","Active"
"2660","Darius Slay","PHI","Active"
"2661","Shakial Taylor","PHI","Active"
"2662","Josiah Scott","PHI","Inactive"
"2663","Zech McPhearson","PHI","Active"
"2664","Kevon Seymour","PHI","Active"
"2665","Steven Nelson","PHI","Active"
"2666","Craig James","PHI","Active"
"2667","Avonte Maddox","PHI","Active"
"2668","Andre Chachere","PHI","Active"
"2669","Marcus Epps","PHI","Active"
"2670","Anthony Harris","PHI","Active"
"2671","Rodney McLeod","PHI","Active"
"2672","Nate Meadors","PHI","Active"
"2673","Obi Melifonwu","PHI","Active"
"2674","Elijah Riley","PHI","Active"
"2675","K'Von Wallace","PHI","Active"
"2676","Grayland Arnold","PHI","Active"
"2677","Blake Countess","PHI","Inactive"
"2678","Genard Avery","PHI","Active"
"2679","Josh Sweat","PHI","Active"
"2680","Brandon Graham","PHI","Active"
"2681","Tarron Jackson","PHI","Active"
"2682","JaQuan Bailey","PHI","Active"
"2683","Matt Leo","PHI","Active"
"2684","Ryan Kerrigan","PHI","Active"
"2685","Patrick Johnson","PHI","Active"
"2686","Joe Ostman","PHI","Inactive"
"2687","Derek Barnett","PHI","Active"
"2688","Raequan Williams","PHI","Active"
"2689","Marvin Wilson","PHI","Active"
"2690","Fletcher Cox","PHI","Active"
"2691","Javon Hargrave","PHI","Active"
"2692","Charles Walker","PHI","Active"
"2693","Marlon Tuipulotu","PHI","Active"
"2694","Hassan Ridgeway","PHI","Active"
"2695","T.Y. McGill","PHI","Inactive"
"2696","Milton Williams","PHI","Active"
"2697","Jake Elliott","PHI","Active"
"2698","T.J. Edwards","PHI","Active"
"2699","Shaun Bradley","PHI","Active"
"2700","Jatavis Brown","PHI","Injured Reserve"
"2701","Dante Olson","PHI","Active"
"2702","Alex Singleton","PHI","Active"
"2703","Davion Taylor","PHI","Active"
"2704","JaCoby Stevens","PHI","Active"
"2705","Eric Wilson","PHI","Active"
"2706","Rick Lovato","PHI","Active"
"2707","Brandon Brooks","PHI","Active"
"2708","Nate Herbig","PHI","Active"
"2709","Iosua Opeta","PHI","Active"
"2710","Isaac Seumalo","PHI","Active"
"2711","Kayode Awosika","PHI","Active"
"2712","Ross Pierschbacher","PHI","Active"
"2713","Lane Johnson","PHI","Active"
"2714","Le'Raven Clark","PHI","Active"
"2715","Jordan Mailata","PHI","Active"
"2716","Casey Tucker","PHI","Inactive"
"2717","Brett Toth","PHI","Active"
"2718","Jack Driscoll","PHI","Inactive"
"2719","Andre Dillard","PHI","Active"
"2720","Arryn Siposs","PHI","Active"
"2721","Jamie Newman","PHI","Active"
"2722","Joe Flacco","PHI","Active"
"2723","Jalen Hurts","PHI","Active"
"2724","Gardner Minshew","PHI","Active"
"2725","Nico Evans","PHI","Active"
"2726","Kerryon Johnson","PHI","Inactive"
"2727","Jordan Howard","PHI","Active"
"2728","Elijah Holyfield","PHI","Active"
"2729","Kenneth Gainwell","PHI","Active"
"2730","Miles Sanders","PHI","Active"
"2731","Boston Scott","PHI","Active"
"2732","Jason Huntley","PHI","Active"
"2733","Zach Ertz","PHI","Active"
"2734","Nick Eubanks","PHI","Active"
"2735","Cary Angeline","PHI","Active"
"2736","Jack Stoll","PHI","Active"
"2737","Tyree Jackson","PHI","Inactive"
"2738","Jason Croom","PHI","Inactive"
"2739","Dallas Goedert","PHI","Active"
"2740","Hakeem Butler","PHI","Active"
"2741","Richard Rodgers","PHI","Active"
"2742","Michael Walker","PHI","Inactive"
"2743","Greg Ward","PHI","Active"
"2744","KeeSean Johnson","PHI","Active"
"2745","Khalil Tate","PHI","Active"
"2746","Travis Fulgham","PHI","Active"
"2747","Jalen Reagor","PHI","Active"
"2748","Marcus Green","PHI","Active"
"2749","Quez Watkins","PHI","Active"
"2750","Jhamon Ausbon","PHI","Active"
"2751","J.J. Arcega-Whiteside","PHI","Active"
"2752","John Hightower","PHI","Active"
"2753","Andre Patton","PHI","Active"
"2754","DeVonta Smith","PHI","Active"
"2755","Trevon Grimes","PHI","Active"
"2756","Marken Michel","PHI","Active"
"2757","Kendrick Green","PIT","Active"
"2758","J.C. Hassenauer","PIT","Active"
"2759","DeMarkus Acy","PIT","Inactive"
"2760","Ahkello Witherspoon","PIT","Active"
"2761","Justin Layne","PIT","Active"
"2762","Cameron Sutton","PIT","Active"
"2763","Joe Haden","PIT","Active"
"2764","Mark Gilbert","PIT","Active"
"2765","Jay Hughes","PIT","Active"
"2766","Tre Norwood","PIT","Active"
"2767","Terrell Edmunds","PIT","Active"
"2768","Lafayette Pitts","PIT","Active"
"2769","Lamont Wade","PIT","Active"
"2770","Donovan Stiner","PIT","Active"
"2771","John Battle","PIT","Active"
"2772","Minkah Fitzpatrick","PIT","Active"
"2773","Arthur Maulet","PIT","Active"
"2774","James Pierre","PIT","Active"
"2775","Karl Joseph","PIT","Active"
"2776","Cassius Marsh","PIT","Active"
"2777","T.J. Carter","PIT","Active"
"2778","Henry Mondeaux","PIT","Active"
"2779","Jay Hayes","PIT","Active"
"2780","Isaiah Buggs","PIT","Active"
"2781","J.T. Jones","PIT","Active"
"2782","Isaiahh Loudermilk","PIT","Active"
"2783","Tyson Alualu","PIT","Active"
"2784","Stephon Tuitt","PIT","Inactive"
"2785","Calvin Taylor","PIT","Active"
"2786","Cameron Heyward","PIT","Active"
"2787","Carlos Davis","PIT","Active"
"2788","Demarcus Christmas","PIT","Inactive"
"2789","Daniel Archibong","PIT","Active"
"2790","Derek Watt","PIT","Active"
"2791","Malcolm Pridgeon","PIT","Active"
"2792","Chris Boswell","PIT","Active"
"2793","Sam Sloman","PIT","Active"
"2794","Calvin Bundage","PIT","Active"
"2795","Miles Killebrew","PIT","Active"
"2796","Joe Schobert","PIT","Active"
"2797","Melvin Ingram","PIT","Active"
"2798","Buddy Johnson","PIT","Active"
"2799","Robert Spillane","PIT","Active"
"2800","Jamar Watson","PIT","Active"
"2801","Jarvis Miller","PIT","Active"
"2802","Devin Bush","PIT","Active"
"2803","T.J. Watt","PIT","Active"
"2804","Derrek Tuszka","PIT","Active"
"2805","Jamir Jones","PIT","Active"
"2806","Alex Highsmith","PIT","Active"
"2807","Marcus Allen","PIT","Active"
"2808","Ulysees Gilbert","PIT","Active"
"2809","Christian Kuntz","PIT","Active"
"2810","Kameron Canaday","PIT","Active"
"2811","Chris Wormley","PIT","Active"
"2812","Trai Turner","PIT","Active"
"2813","Rashaad Coward","PIT","Active"
"2814","Kevin Dotson","PIT","Active"
"2815","B.J. Finney","PIT","Active"
"2816","Ikenna Nwokeji","PIT","Active"
"2817","Jarron Jones","PIT","Active"
"2818","Chukwuma Okorafor","PIT","Active"
"2819","Zach Banner","PIT","Inactive"
"2820","Anthony Coyle","PIT","Active"
"2821","Dan Moore","PIT","Active"
"2822","Chaz Green","PIT","Active"
"2823","John Leglue","PIT","Active"
"2824","AJ Hughes","PIT","Active"
"2825","Pressley Harvin","PIT","Active"
"2826","Joshua Dobbs","PIT","Inactive"
"2827","Ben Roethlisberger","PIT","Active"
"2828","Roland Rivers","PIT","Active"
"2829","Mason Rudolph","PIT","Active"
"2830","Dwayne Haskins","PIT","Active"
"2831","Nick Schuessler","PIT","Active"
"2832","Jaylen Samuels","PIT","Active"
"2833","Rushel Shell III","PIT","Active"
"2834","Pete Guerriero","PIT","Active"
"2835","Tony Brooks-James","PIT","Active"
"2836","Anthony McFarland","PIT","Inactive"
"2837","Benny Snell","PIT","Active"
"2838","Trey Edmunds","PIT","Active"
"2839","Kalen Ballage","PIT","Active"
"2840","Najee Harris","PIT","Active"
"2841","Joe Haeg","PIT","Active"
"2842","Eric Ebron","PIT","Active"
"2843","Marcus Baugh","PIT","Active"
"2844","Pat Freiermuth","PIT","Active"
"2845","Kevin Rader","PIT","Active"
"2846","Zach Gentry","PIT","Active"
"2847","Dax Raymond","PIT","Active"
"2848","Charles Jones","PIT","Active"
"2849","Mathew Sexton","PIT","Active"
"2850","Chase Claypool","PIT","Active"
"2851","Diontae Johnson","PIT","Active"
"2852","Anthony Johnson","PIT","Active"
"2853","Rico Bussey","PIT","Active"
"2854","Isaiah McKoy","PIT","Active"
"2855","James Washington","PIT","Active"
"2856","Cody White","PIT","Active"
"2857","Tyler Simmons","PIT","Active"
"2858","Steven Sims","PIT","Active"
"2859","Ray-Ray McCloud","PIT","Active"
"2860","JuJu Smith-Schuster","PIT","Active"
"2861","Brad Lundblade","SEA","Active"
"2862","Ryan Neal","SEA","Active"
"2863","Pierre Desir","SEA","Active"
"2864","Will Sunderland","SEA","Active"
"2865","Gavin Heslop","SEA","Active"
"2866","Sidney Jones","SEA","Active"
"2867","John Reid","SEA","Active"
"2868","Michael Jackson","SEA","Active"
"2869","D.J. Reed","SEA","Active"
"2870","Damarious Randall","SEA","Active"
"2871","Tre Flowers","SEA","Active"
"2872","Tre Brown","SEA","Inactive"
"2873","Blessuan Austin","SEA","Active"
"2874","Marquise Blair","SEA","Active"
"2875","Nigel Warrior","SEA","Active"
"2876","Jordan Miller","SEA","Active"
"2877","Ugochukwu Amadi","SEA","Active"
"2878","Aashari Crosswell","SEA","Active"
"2879","Aldon Smith","SEA","Active"
"2880","Marcus Webb","SEA","Inactive"
"2881","Darrell Taylor","SEA","Active"
"2882","Alton Robinson","SEA","Active"
"2883","Branden Jackson","SEA","Active"
"2884","Eli Mencer","SEA","Active"
"2885","Rasheem Green","SEA","Active"
"2886","Carlos Dunlap","SEA","Active"
"2887","L.J. Collier","SEA","Active"
"2888","Benson Mayowa","SEA","Active"
"2889","Kerry Hyder","SEA","Active"
"2890","Al Woods","SEA","Active"
"2891","Myles Adams","SEA","Active"
"2892","Bryan Mone","SEA","Active"
"2893","Cedrick Lattimore","SEA","Active"
"2894","Jarrod Hewitt","SEA","Active"
"2895","Robert Nkemdiche","SEA","Active"
"2896","Poona Ford","SEA","Active"
"2897","Nick Bellore","SEA","Active"
"2898","Damien Lewis","SEA","Active"
"2899","Chance Warmack","SEA","Voluntary Opt Out"
"2900","Kyle Fuller","SEA","Active"
"2901","Jason Myers","SEA","Active"
"2902","Ben Burr-Kirven","SEA","Inactive"
"2903","Jordyn Brooks","SEA","Active"
"2904","Cody Barton","SEA","Active"
"2905","Lakiem Williams","SEA","Active"
"2906","Aaron Donkor","SEA","Active"
"2907","Bobby Wagner","SEA","Active"
"2908","Jon Rhattigan","SEA","Active"
"2909","Michael Divinity","SEA","Active"
"2910","Tim Williams","SEA","Active"
"2911","Alex Tchangam","SEA","Active"
"2912","Keith Butler","SEA","Active"
"2913","Tyler Ott","SEA","Active"
"2914","Gabe Jackson","SEA","Active"
"2915","Phil Haynes","SEA","Active"
"2916","Ethan Pocic","SEA","Active"
"2917","Jordan Simmons","SEA","Active"
"2918","Dakoda Shepley","SEA","Active"
"2919","Pier-Olivier Lestage","SEA","Active"
"2920","Jamarco Jones","SEA","Active"
"2921","Stone Forsythe","SEA","Active"
"2922","Greg Eiland","SEA","Active"
"2923","Cedric Ogbuehi","SEA","Inactive"
"2924","Duane Brown","SEA","Active"
"2925","Brandon Shell","SEA","Active"
"2926","Lukayus McNeil","SEA","Inactive"
"2927","Jake Curhan","SEA","Active"
"2928","Michael Dickson","SEA","Active"
"2929","Jake Luton","SEA","Active"
"2930","Alex McGough","SEA","Active"
"2931","Skyler Howard","SEA","Active"
"2932","Geno Smith","SEA","Active"
"2933","Russell Wilson","SEA","Active"
"2934","Marcelias Sutton","SEA","Active"
"2935","Rashaad Penny","SEA","Active"
"2936","Alex Collins","SEA","Active"
"2937","Patrick Carr","SEA","Active"
"2938","Cameron Scarlett","SEA","Active"
"2939","DeeJay Dallas","SEA","Active"
"2940","Josh Johnson","SEA","Active"
"2941","Travis Homer","SEA","Active"
"2942","Chris Carson","SEA","Active"
"2943","Jamal Adams","SEA","Active"
"2944","Joshua Moon","SEA","Active"
"2945","Quandre Diggs","SEA","Active"
"2946","Tommy Champion","SEA","Active"
"2947","Gerald Everett","SEA","Active"
"2948","Tyler Mabry","SEA","Active"
"2949","Luke Willson","SEA","Active"
"2950","Dominick Wood-Anderson","SEA","Active"
"2951","Colby Parkinson","SEA","Active"
"2952","Michael Jacobson","SEA","Active"
"2953","Mark Vital","SEA","Active"
"2954","Cam Sutton","SEA","Active"
"2955","Will Dissly","SEA","Active"
"2956","Travis Toivonen","SEA","Active"
"2957","Connor Wedington","SEA","Active"
"2958","Tamorrion Terry","SEA","Active"
"2959","Darece Roberson","SEA","Active"
"2960","Tyler Lockett","SEA","Active"
"2961","John Ursua","SEA","Inactive"
"2962","Aaron Fuller","SEA","Active"
"2963","Freddie Swain","SEA","Active"
"2964","Anthony Ratliff-Williams","SEA","Active"
"2965","Penny Hart","SEA","Active"
"2966","Darvin Kidsy","SEA","Active"
"2967","DK Metcalf","SEA","Active"
"2968","Cody Thompson","SEA","Active"
"2969","Speedy Noil","SEA","Active"
"2970","D'Wayne Eskridge","SEA","Active"
"2971","Josh Gordon","SEA","Inactive"
"2972","Cade Johnson","SEA","Active"
"2973","Weston Richburg","SF","Inactive"
"2974","Alex Mack","SF","Active"
"2975","Spencer Long","SF","Injured Reserve"
"2976","Zach Franklin","SF","Injured Reserve"
"2977","Josh Norman","SF","Active"
"2978","Alexander Myres","SF","Active"
"2979","Emmanuel Moseley","SF","Active"
"2980","Ken Webster","SF","Active"
"2981","B.W. Webb","SF","Active"
"2982","K'Waun Williams","SF","Active"
"2983","Jason Verrett","SF","Active"
"2984","Mark Fields","SF","Active"
"2985","Davontae Harris","SF","Inactive"
"2986","Ambry Thomas","SF","Active"
"2987","Dontae Johnson","SF","Active"
"2988","Tony Jefferson","SF","Inactive"
"2989","Ha Ha Clinton-Dix","SF","Active"
"2990","Tavon Wilson","SF","Active"
"2991","Jared Mayden","SF","Active"
"2992","Marcell Harris","SF","Active"
"2993","Tarvarius Moore","SF","Active"
"2994","Jaquiski Tartt","SF","Active"
"2995","Deommodore Lenoir","SF","Active"
"2996","Dee Virgin","SF","Active"
"2997","Talanoa Hufanga","SF","Active"
"2998","Jimmie Ward","SF","Active"
"2999","Kai Nacua","SF","Active"
"3000","Shilique Calhoun","SF","Active"
"3001","Jordan Willis","SF","Inactive"
"3002","Zach Kerr","SF","Active"
"3003","Arik Armstead","SF","Active"
"3004","Anthony Zettel","SF","Active"
"3005","Alex Barrett","SF","Active"
"3006","Arden Key","SF","Active"
"3007","Nick Bosa","SF","Active"
"3008","Samson Ebukam","SF","Active"
"3009","Eddie Yarbrough","SF","Active"
"3010","Adam Shuler","SF","Active"
"3011","Dee Ford","SF","Active"
"3012","Daeshon Hall","SF","Active"
"3013","Javon Kinlaw","SF","Active"
"3014","Kentavius Street","SF","Active"
"3015","Maurice Hurst","SF","Inactive"
"3016","Darrion Daniels","SF","Active"
"3017","D.J. Jones","SF","Active"
"3018","Eddie Vanderdoes","SF","Active"
"3019","Kevin Givens","SF","Active"
"3020","Josh Hokit","SF","Active"
"3021","Kyle Juszczyk","SF","Active"
"3022","Robbie Gould","SF","Active"
"3023","Kiko Alonso","SF","Active"
"3024","Demetrius Flannigan-Fowles","SF","Active"
"3025","Fred Warner","SF","Active"
"3026","Rashad Smith","SF","Active"
"3027","Azeez Al-Shaair","SF","Active"
"3028","Mychal Kendricks","SF","Inactive"
"3029","Elijah Sullivan","SF","Active"
"3030","James Burgess","SF","Active"
"3031","Dre Greenlaw","SF","Active"
"3032","Donald Payne","SF","Active"
"3033","Taybor Pepper","SF","Active"
"3034","Laken Tomlinson","SF","Active"
"3035","Aaron Banks","SF","Active"
"3036","Corbin Kaufusi","SF","Active"
"3037","Jaylon Moore","SF","Active"
"3038","Senio Kelemete","SF","Active"
"3039","Jake Brendel","SF","Active"
"3040","Tom Compton","SF","Active"
"3041","Colton McKivitz","SF","Active"
"3042","Alfredo Gutierrez","SF","Active"
"3043","Daniel Brunskill","SF","Active"
"3044","Trent Williams","SF","Active"
"3045","Justin Skule","SF","Inactive"
"3046","Mike McGlinchey","SF","Active"
"3047","Shon Coleman","SF","Inactive"
"3048","Mitch Wishnowsky","SF","Active"
"3049","Nate Sudfeld","SF","Active"
"3050","Jimmy Garoppolo","SF","Active"
"3051","Trey Lance","SF","Active"
"3052","Glen Coffee","SF","Active"
"3053","Elijah Mitchell","SF","Active"
"3054","Jeffery Wilson","SF","Active"
"3055","Raheem Mostert","SF","Active"
"3056","Trey Sermon","SF","Active"
"3057","Jamycal Hasty","SF","Active"
"3058","Corey Griffin","SF","Active"
"3059","Ross Dwelley","SF","Active"
"3060","Chase Harrell","SF","Active"
"3061","Joshua Perkins","SF","Active"
"3062","Jordan Matthews","SF","Active"
"3063","Charlie Woerner","SF","Active"
"3064","Tanner Hudson","SF","Active"
"3065","George Kittle","SF","Active"
"3066","Jalen Hurd","SF","Active"
"3067","Bennie Fowler","SF","Active"
"3068","Shawn Poindexter","SF","Active"
"3069","Mohamed Sanu","SF","Active"
"3070","Deebo Samuel","SF","Active"
"3071","Isaiah Zuber","SF","Active"
"3072","Jauan Jennings","SF","Active"
"3073","Travis Benjamin","SF","Active"
"3074","Richie James","SF","Inactive"
"3075","Austin Watkins","SF","Inactive"
"3076","River Cracraft","SF","Active"
"3077","Brandon Aiyuk","SF","Active"
"3078","Marqise Lee","SF","Active"
"3079","Chris Thompson","SF","Active"
"3080","Trent Sherfield","SF","Active"
"3081","Zach Shackelford","TB","Active"
"3082","Donell Stanley","TB","Inactive"
"3083","Ryan Jensen","TB","Active"
"3084","Sean Murphy-Bunting","TB","Active"
"3085","Dee Delaney","TB","Active"
"3086","Herb Miller","TB","Active"
"3087","Cameron Kinley","TB","Active"
"3088","Jamel Dean","TB","Active"
"3089","Carlton Davis","TB","Active"
"3090","Ross Cockrell","TB","Active"
"3091","Lawrence White","TB","Active"
"3092","Jordan Whitehead","TB","Active"
"3093","Troy Warner","TB","Active"
"3094","Augie Contressa","TB","Active"
"3095","Javon Hagan","TB","Active"
"3096","Curtis Riley","TB","Inactive"
"3097","Chris Cooper","TB","Active"
"3098","Raven Greene","TB","Inactive"
"3099","Andrew Adams","TB","Active"
"3100","Mike Edwards","TB","Active"
"3101","Antoine Winfield","TB","Active"
"3102","Deondre Barnett","TB","Active"
"3103","Pat O'Connor","TB","Active"
"3104","Joe Tryon","TB","Active"
"3105","William Gholston","TB","Active"
"3106","Sam Renner","TB","Inactive"
"3107","Elijah Ponder","TB","Active"
"3108","Benning Potoa'e","TB","Active"
"3109","Steve McLendon","TB","Active"
"3110","Ndamukong Suh","TB","Active"
"3111","Kobe Smith","TB","Active"
"3112","Vita Vea","TB","Active"
"3113","Khalil Davis","TB","Active"
"3114","Rakeem Nunez-Roches","TB","Active"
"3115","Alex Gray","TB","Active"
"3116","D'Cota Dixon","TB","Active"
"3117","John Molchon","TB","Inactive"
"3118","Nick Leverett","TB","Active"
"3119","Jose Borregales","TB","Active"
"3120","Ryan Succop","TB","Active"
"3121","Grant Stuard","TB","Active"
"3122","K.J. Britt","TB","Active"
"3123","Kevin Minter","TB","Active"
"3124","Deone Bucannon","TB","Active"
"3125","Anthony Nelson","TB","Active"
"3126","Shaquil Barrett","TB","Active"
"3127","Cam Gill","TB","Inactive"
"3128","Devin White","TB","Active"
"3129","Lavonte David","TB","Active"
"3130","Leighton McCarthy","TB","Active"
"3131","Joseph Jones","TB","Active"
"3132","Jason Pierre-Paul","TB","Active"
"3133","Ladarius Hamilton","TB","Active"
"3134","Garrison Sanborn","TB","Active"
"3135","Zach Triner","TB","Active"
"3136","Dax Dellenbach","TB","Active"
"3137","Sadarius Hutcherson","TB","Inactive"
"3138","Aaron Stinnie","TB","Active"
"3139","Ali Marpet","TB","Active"
"3140","Alex Cappa","TB","Active"
"3141","Austin Albrecht","TB","Active"
"3142","Earl Watford","TB","Inactive"
"3143","Jake Benzinger","TB","Active"
"3144","Donovan Smith","TB","Active"
"3145","Jonathan Hubbard","TB","Active"
"3146","Josh Wells","TB","Active"
"3147","Brad Seaton","TB","Active"
"3148","Tristan Wirfs","TB","Active"
"3149","Chidi Okeke","TB","Inactive"
"3150","Brandon Walton","TB","Active"
"3151","Calvin Ashley","TB","Active"
"3152","Robert Hainsey","TB","Active"
"3153","Bradley Pinion","TB","Active"
"3154","Hayden Hunt","TB","Active"
"3155","Matt Wile","TB","Active"
"3156","Ryan Griffin","TB","Active"
"3157","Drew Stanton","TB","Active"
"3158","Blaine Gabbert","TB","Active"
"3159","Tom Brady","TB","Active"
"3160","Kyle Trask","TB","Active"
"3161","Ronald Jones","TB","Active"
"3162","Darwin Thompson","TB","Active"
"3163","Ke'Shawn Vaughn","TB","Active"
"3164","Aca'Cedric Ware","TB","Active"
"3165","Giovani Bernard","TB","Active"
"3166","Troymaine Pope","TB","Active"
"3167","Leonard Fournette","TB","Active"
"3168","C.J. Prosise","TB","Active"
"3169","T.J. Logan","TB","Active"
"3170","Aaron Davis","TB","Active"
"3171","Justin Evans","TB","Active"
"3172","Deon Yelder","TB","Active"
"3173","De'Quan Hampton","TB","Active"
"3174","Jerell Adams","TB","Active"
"3175","O.J. Howard","TB","Active"
"3176","Cameron Brate","TB","Active"
"3177","Rob Gronkowski","TB","Active"
"3178","Codey McElroy","TB","Active"
"3179","Jaydon Mickens","TB","Active"
"3180","Cyril Grayson","TB","Active"
"3181","Chris Godwin","TB","Active"
"3182","Josh Pearson","TB","Active"
"3183","Antonio Brown","TB","Active"
"3184","T.J. Simmons","TB","Active"
"3185","Thomas Sperbeck","TB","Active"
"3186","John Franklin","TB","Active"
"3187","Travis Jonsen","TB","Active"
"3188","Tyler Johnson","TB","Active"
"3189","Mike Evans","TB","Active"
"3190","Jaelon Darden","TB","Active"
"3191","Scott Miller","TB","Active"
"3192","Justin Watson","TB","Active"
"3193","Evan Perroni","TB","Active"
"3194","Spencer Pulley","TEN","Inactive"
"3195","Patrick Morris","TEN","Active"
"3196","Ben Jones","TEN","Inactive"
"3197","Daniel Munyer","TEN","Inactive"
"3198","Aaron Brewer","TEN","Active"
"3199","Breon Borders","TEN","Active"
"3200","Greg Mabin","TEN","Inactive"
"3201","Kristian Fulton","TEN","Active"
"3202","Nate Brooks","TEN","Active"
"3203","Kevin Peterson","TEN","Inactive"
"3204","Janoris Jenkins","TEN","Active"
"3205","Briean Boddy-Calhoun","TEN","Active"
"3206","Ryan McKinley","TEN","Active"
"3207","Quenton Meeks","TEN","Active"
"3208","Chris Jones","TEN","Active"
"3209","Caleb Farley","TEN","Active"
"3210","Elijah Molden","TEN","Active"
"3211","Matthias Farley","TEN","Active"
"3212","Amani Hooker","TEN","Active"
"3213","Jamal Carter","TEN","Active"
"3214","Chris Jackson","TEN","Active"
"3215","Tedric Thompson","TEN","Inactive"
"3216","Maurice Smith","TEN","Active"
"3217","Reggie Floyd","TEN","Active"
"3218","Dane Cruikshank","TEN","Active"
"3219","Brady Breeze","TEN","Inactive"
"3220","Clayton Geathers","TEN","Active"
"3221","Kevin Byard","TEN","Active"
"3222","Bradley McDougald","TEN","Active"
"3223","Freedom Akinmoladun","TEN","Active"
"3224","Denico Autry","TEN","Active"
"3225","Amani Bledsoe","TEN","Active"
"3226","Woodrow Hamilton","TEN","Active"
"3227","Anthony Rush","TEN","Active"
"3228","Trevon Coley","TEN","Inactive"
"3229","Roderick Henderson","TEN","Active"
"3230","Naquan Jones","TEN","Active"
"3231","Jeffery Simmons","TEN","Active"
"3232","Teair Tart","TEN","Active"
"3233","Daylon Mack","TEN","Active"
"3234","Jullian Taylor","TEN","Active"
"3235","Kyle Peko","TEN","Inactive"
"3236","Larrell Murchison","TEN","Active"
"3237","Tory Carter","TEN","Active"
"3238","Elijaah Goins","TEN","Active"
"3239","Corey Levin","TEN","Active"
"3240","Adam Coon","TEN","Inactive"
"3241","Cole Banwart","TEN","Inactive"
"3242","Johnny Ragin","TEN","Active"
"3243","Giorgio Tavecchio","TEN","Active"
"3244","Tucker McCann","TEN","Inactive"
"3245","Blake Haubeil","TEN","Active"
"3246","Sam Ficken","TEN","Active"
"3247","Derick Roberson","TEN","Active"
"3248","Nick Dzubnar","TEN","Active"
"3249","Olasunkanmi Adeniyi","TEN","Active"
"3250","Justin March-Lillard","TEN","Inactive"
"3251","Cassh Maluia","TEN","Active"
"3252","Rashad Weaver","TEN","Active"
"3253","Monty Rice","TEN","Active"
"3254","John Simon","TEN","Active"
"3255","Bud Dupree","TEN","Active"
"3256","Harold Landry","TEN","Active"
"3257","Jan Johnson","TEN","Active"
"3258","Rashaan Evans","TEN","Active"
"3259","Jayon Brown","TEN","Active"
"3260","David Long","TEN","Active"
"3261","B.J. Bello","TEN","Inactive"
"3262","Morgan Cox","TEN","Active"
"3263","Rodger Saffold","TEN","Active"
"3264","Ross Reynolds","TEN","Inactive"
"3265","Jordan Roos","TEN","Active"
"3266","Chandon Herring","TEN","Active"
"3267","David Quessenberry","TEN","Active"
"3268","Nate Davis","TEN","Inactive"
"3269","Brent Qvale","TEN","Inactive"
"3270","Taylor Lewan","TEN","Active"
"3271","Dillon Radunz","TEN","Active"
"3272","Christian DiLauro","TEN","Active"
"3273","Paul Adams","TEN","Inactive"
"3274","Derwin Gray","TEN","Active"
"3275","Ty Sambrailo","TEN","Active"
"3276","Kendall Lamm","TEN","Active"
"3277","Elijah Nkansah","TEN","Active"
"3278","Anthony McKinney","TEN","Inactive"
"3279","James Smith","TEN","Active"
"3280","Brett Kern","TEN","Active"
"3281","Matt Barkley","TEN","Active"
"3282","Ryan Tannehill","TEN","Active"
"3283","DeShone Kizer","TEN","Active"
"3284","Logan Woodside","TEN","Active"
"3285","Darrynton Evans","TEN","Inactive"
"3286","Jeremy McNichols","TEN","Active"
"3287","Khari Blasingame","TEN","Active"
"3288","Derrick Henry","TEN","Active"
"3289","Brian Hill","TEN","Inactive"
"3290","Javian Hawkins","TEN","Active"
"3291","Mekhi Sargent","TEN","Active"
"3292","Brandon Kemp","TEN","Inactive"
"3293","MyCole Pruitt","TEN","Active"
"3294","Luke Stocker","TEN","Active"
"3295","Geoff Swaim","TEN","Active"
"3296","Briley Moore-McKinney","TEN","Inactive"
"3297","Anthony Firkser","TEN","Active"
"3298","Gabe Holmes","TEN","Active"
"3299","Donnie Ernsberger","TEN","Inactive"
"3300","Tommy Hudson","TEN","Active"
"3301","Miller Forristall","TEN","Active"
"3302","Cameron Batson","TEN","Active"
"3303","Fred Brown","TEN","Active"
"3304","Rashard Davis","TEN","Active"
"3305","Julio Jones","TEN","Active"
"3306","Chester Rogers","TEN","Active"
