"","player_name","player_team","player_status"
"1233","Cole Van Lanen","GB","Active"
"1234","Joey Capra","GB","Active"
"1235","Royce Newman","GB","Active"
"1236","Josh Myers","GB","Active"
"1237","Jon Dietzen","GB","Active"
"1238","Coy Cronk","GB","Active"
"1239","Dennis Kelly","GB","Active"
"1240","Yosuah Nijman","GB","Active"
"1241","David Bakhtiari","GB","Active"
"1242","Corey Bojorquez","GB","Active"
"1243","J.K. Scott","GB","Active"
"1244","Aaron Rodgers","GB","Active"
"1245","Blake Bortles","GB","Active"
"1246","Jordan Love","GB","Active"
"1247","Kurt Benkert","GB","Active"
"1248","Jacob Dolegala","GB","Active"
"1249","Patrick Taylor","GB","Active"
"1250","Aaron Jones","GB","Active"
"1251","A.J. Dillon","GB","Active"
"1252","Kylin Hill","GB","Active"
"1253","Marcedes Lewis","GB","Active"
"1254","Jace Sternberger","GB","Inactive"
"1255","Dominique Dafney","GB","Active"
"1256","Josiah Deguara","GB","Active"
"1257","Isaac Nauta","GB","Inactive"
"1258","Bronson Kaufusi","GB","Active"
"1259","Robert Tonyan","GB","Active"
"1260","Davis Koppenhaver","GB","Active"
"1261","Daniel Crawford","GB","Active"
"1262","Randall Cobb","GB","Active"
"1263","Davante Adams","GB","Active"
"1264","DeAndre Thompkins","GB","Inactive"
"1265","Malik Taylor","GB","Active"
"1266","Reggie Begelton","GB","Active"
"1267","Chris Blair","GB","Active"
"1268","Equanimeous St. Brown","GB","Active"
"1269","Bailey Gaither","GB","Active"
"1270","Amari Rodgers","GB","Active"
"1271","Allen Lazard","GB","Active"
"1272","Marquez Valdes-Scantling","GB","Active"
"1273","Juwann Winfree","GB","Active"
"1274","Devin Funchess","GB","Inactive"
"1275","Damon Hazelton","GB","Active"
"1276","Drake Jackson","HOU","Active"
"1277","Vernon Hargreaves","HOU","Active"
"1278","Isaiah Johnson","HOU","Active"
"1279","Lonnie Johnson","HOU","Active"
"1280","Antonio Phillips","HOU","Active"
"1281","Bradley Roby","HOU","Inactive"
"1282","Gareon Conley","HOU","Active"
"1283","Eric Murray","HOU","Active"
"1284","Desmond King","HOU","Active"
"1285","Jonathan Owens","HOU","Active"
"1286","Tremon Smith","HOU","Active"
"1287","Shyheim Carter","HOU","Active"
"1288","Terrance Mitchell","HOU","Active"
"1289","Justin Reid","HOU","Active"
"1290","Terrence Brooks","HOU","Active"
"1291","A.J. Moore","HOU","Inactive"
"1292","Cornell Armstrong","HOU","Active"
"1293","Tavierre Thomas","HOU","Active"
"1294","Derek Rivers","HOU","Active"
"1295","Charles Omenihu","HOU","Active"
"1296","Jordan Jenkins","HOU","Active"
"1297","DeMarcus Walker","HOU","Active"
"1298","TJ Daniel","HOU","Active"
"1299","Kendall Futrell","HOU","Active"
"1300","Roy Lopez","HOU","Active"
"1301","Ross Blacklock","HOU","Active"
"1302","Vincent Taylor","HOU","Active"
"1303","Maliek Collins","HOU","Active"
"1304","Ka'imi Fairbairn","HOU","Active"
"1305","Garret Wallow","HOU","Active"
"1306","Hardy Nickerson","HOU","Active"
"1307","Jacob Martin","HOU","Active"
"1308","Neville Hewitt","HOU","Active"
"1309","Kamu Grugier-Hill","HOU","Active"
"1310","Zach Cunningham","HOU","Active"
"1311","Whitney Mercilus","HOU","Active"
"1312","Joe Thomas","HOU","Active"
"1313","Jonathan Greenard","HOU","Active"
"1314","Duke Ejiofor","HOU","Active"
"1315","Kevin Pierre-Louis","HOU","Active"
"1316","Tae Davis","HOU","Active"
"1317","Christian Kirksey","HOU","Active"
"1318","Mitchell Fraboni","HOU","Active"
"1319","Anthony Kukwa","HOU","Active"
"1320","Jonathan Weeks","HOU","Active"
"1321","Brandon Dunn","HOU","Active"
"1322","Hjalte Froholdt","HOU","Active"
"1323","Danny Isidora","HOU","Active"
"1324","Lane Taylor","HOU","Active"
"1325","Geron Christian","HOU","Active"
"1326","Justin Britt","HOU","Active"
"1327","Ryan McCollum","HOU","Active"
"1328","Max Scharping","HOU","Active"
"1329","Carson Green","HOU","Active"
"1330","Cole Toner","HOU","Active"
"1331","Marcus Cannon","HOU","Active"
"1332","Justin McCray","HOU","Active"
"1333","Tytus Howard","HOU","Active"
"1334","Roderick Johnson","HOU","Active"
"1335","Laremy Tunsil","HOU","Active"
"1336","Charlie Heck","HOU","Inactive"
"1337","Cameron Johnston","HOU","Active"
"1338","Davis Mills","HOU","Active"
"1339","Deshaun Watson","HOU","Active"
"1340","Tyrod Taylor","HOU","Active"
"1341","Jeff Driskel","HOU","Active"
"1342","Dontrell Hilliard","HOU","Active"
"1343","Mark Ingram","HOU","Active"
"1344","Rex Burkhead","HOU","Active"
"1345","Phillip Lindsay","HOU","Active"
"1346","David Johnson","HOU","Active"
"1347","Scottie Phillips","HOU","Active"
"1348","Darius Jackson","HOU","Active"
"1349","K.J. Malone","HOU","Active"
"1350","Antony Auclair","HOU","Active"
"1351","Jordan Akins","HOU","Active"
"1352","Brevin Jordan","HOU","Active"
"1353","Pharaoh Brown","HOU","Active"
"1354","Paul Quessenberry","HOU","Active"
"1355","Taywan Taylor","HOU","Inactive"
"1356","Chris Moore","HOU","Active"
"1357","Jordan Veasy","HOU","Active"
"1358","Nico Collins","HOU","Active"
"1359","Chris Conley","HOU","Active"
"1360","Artavis Scott","HOU","Active"
"1361","Brandin Cooks","HOU","Active"
"1362","Donte Moncrief","HOU","Active"
"1363","Anthony Miller","HOU","Active"
"1364","Jalen Camp","HOU","Active"
"1365","Andre Roberts","HOU","Active"
"1366","Marlon Williams","HOU","Active"
"1367","Ryan Kelly","IND","Active"
"1368","Joey Hunt","IND","Active"
"1369","T.J. Carrie","IND","Active"
"1370","Rock Ya-Sin","IND","Active"
"1371","Nick Nelson","IND","Inactive"
"1372","Chris Wilcox","IND","Active"
"1373","Xavier Rhodes","IND","Active"
"1374","Anthony Chesley","IND","Active"
"1375","Holton Hill","IND","Active"
"1376","Thakarius Keyes","IND","Active"
"1377","Isaiah Rodgers","IND","Active"
"1378","Kenny Moore","IND","Active"
"1379","Marvell Tell","IND","Active"
"1380","Khari Willis","IND","Active"
"1381","Ibraheim Campbell","IND","Active"
"1382","Julian Blackmon","IND","Active"
"1383","George Odum","IND","Active"
"1384","Rolan Milligan","IND","Active"
"1385","Shawn Davis","IND","Active"
"1386","Sean Davis","IND","Active"
"1387","Christian Angulo","IND","Active"
"1388","Kwity Paye","IND","Active"
"1389","Kemoko Turay","IND","Active"
"1390","Kameron Cline","IND","Active"
"1391","Isaac Rochell","IND","Active"
"1392","Al-Quadin Muhammad","IND","Active"
"1393","Dayo Odeyingbo","IND","Active"
"1394","Ben Banogu","IND","Active"
"1395","Damontre Moore","IND","Active"
"1396","Chris Williams","IND","Active"
"1397","Tyquan Lewis","IND","Active"
"1398","Antwaun Woods","IND","Active"
"1399","Taylor Stallworth","IND","Active"
"1400","Grover Stewart","IND","Active"
"1401","Robert Windsor","IND","Inactive"
"1402","Andrew Brown","IND","Active"
"1403","DeForest Buckner","IND","Active"
"1404","Danny Pinter","IND","Active"
"1405","Rodrigo Blankenship","IND","Active"
"1406","Curtis Bolton","IND","Active"
"1407","Malik Jefferson","IND","Active"
"1408","Darius Leonard","IND","Active"
"1409","Isaiah Kaufusi","IND","Active"
"1410","Matthew Adams","IND","Active"
"1411","Najee Goode","IND","Active"
"1412","Skai Moore","IND","Inactive"
"1413","Bobby Okereke","IND","Active"
"1414","Anthony Butler","IND","Active"
"1415","Jordan Glasgow","IND","Active"
"1416","Chris Covington","IND","Active"
"1417","E.J. Speed","IND","Active"
"1418","Zaire Franklin","IND","Active"
"1419","Luke Rhodes","IND","Active"
"1420","Mark Glowinski","IND","Active"
"1421","Will Fries","IND","Active"
"1422","Braden Smith","IND","Active"
"1423","Chris Reed","IND","Active"
"1424","Jake Eldrenkamp","IND","Active"
"1425","Quenton Nelson","IND","Active"
"1426","Sam Tevi","IND","Inactive"
"1427","Julien Davenport","IND","Active"
"1428","Eric Fisher","IND","Inactive"
"1429","Will Holden","IND","Active"
"1430","Matt Pryor","IND","Active"
"1431","Austin Rehkow","IND","Active"
"1432","Rigoberto Sanchez","IND","Active"
"1433","Sam Ehlinger","IND","Inactive"
"1434","Chad Kelly","IND","Active"
"1435","Brett Hundley","IND","Active"
"1436","Jalen Morton","IND","Active"
"1437","Carson Wentz","IND","Active"
"1438","Jacob Eason","IND","Active"
"1439","Deon Jackson","IND","Active"
"1440","Nyheim Hines","IND","Active"
"1441","Jordan Wilkins","IND","Active"
"1442","Darius Anderson","IND","Active"
"1443","Jonathan Taylor","IND","Active"
"1444","Bruce Anderson","IND","Active"
"1445","Marlon Mack","IND","Active"
"1446","Paul Perkins","IND","Active"
"1447","Benny LeMay","IND","Active"
"1448","Carter O'Donnell","IND","Active"
"1449","Kylen Granson","IND","Active"
"1450","Graham Adomitis","IND","Active"
"1451","Jordan Thomas","IND","Active"
"1452","Andrew Vollert","IND","Active"
"1453","Jack Doyle","IND","Active"
"1454","Mo Alie-Cox","IND","Active"
"1455","Tyler Davis","IND","Active"
"1456","Noah Togiai","IND","Inactive"
"1457","Farrod Green","IND","Active"
"1458","Dezmon Patmon","IND","Inactive"
"1459","Parris Campbell","IND","Active"
"1460","DeMichael Harris","IND","Active"
"1461","Quartney Davis","IND","Inactive"
"1462","Keke Coutee","IND","Active"
"1463","Mike Strachan","IND","Active"
"1464","J.J. Nelson","IND","Inactive"
"1465","Al Riles","IND","Active"
"1466","Ashton Dulin","IND","Active"
"1467","Gary Jennings","IND","Inactive"
"1468","Zach Pascal","IND","Active"
"1469","T.Y. Hilton","IND","Inactive"
"1470","DeMichael Harris","IND","Active"
"1471","Tarik Black","IND","Active"
"1472","Tyler Vaughns","IND","Active"
"1473","Michael Pittman","IND","Active"
"1474","Shaquill Griffin","JAX","Active"
"1475","Lorenzo Burns","JAX","Active"
"1476","Brandon Rusnak","JAX","Active"
"1477","Corey Straughter","JAX","Active"
"1478","C.J. Henderson","JAX","Active"
"1479","Jameson Houston","JAX","Active"
"1480","DJ Daniel","JAX","Active"
"1481","Chris Claybrooks","JAX","Active"
"1482","Tyson Campbell","JAX","Active"
"1483","Tre Herndon","JAX","Active"
"1484","Daniel Thomas","JAX","Active"
"1485","Rudy Ford","JAX","Active"
"1486","Andrew Wingard","JAX","Active"
"1487","Andre Cisco","JAX","Active"
"1488","Josh Jones","JAX","Active"
"1489","Rayshawn Jenkins","JAX","Active"
"1490","Aaron Patrick","JAX","Active"
"1491","Jihad Ward","JAX","Active"
"1492","Taven Bryan","JAX","Active"
"1493","Adam Gotsis","JAX","Active"
"1494","Jordan Smith","JAX","Active"
"1495","Josh Allen","JAX","Active"
"1496","Roy Robertson-Harris","JAX","Active"
"1497","Dawuane Smoot","JAX","Active"
"1498","Rodney Gunter","JAX","Inactive"
"1499","Lerentee McCray","JAX","Active"
"1500","Doug Costin","JAX","Active"
"1501","Kenny Randall","JAX","Active"
"1502","Malcom Brown","JAX","Active"
"1503","Daniel Ross","JAX","Active"
"1504","Davon Hamilton","JAX","Active"
"1505","Jay Tufele","JAX","Active"
"1506","Josh Lambo","JAX","Active"
"1507","Kaare Vedvik","JAX","Active"
"1508","Chapelle Russell","JAX","Active"
"1509","Shaquille Quarterman","JAX","Active"
"1510","Dakota Allen","JAX","Active"
"1511","Damien Wilson","JAX","Active"
"1512","Dylan Moses","JAX","Active"
"1513","K'Lavon Chaisson","JAX","Active"
"1514","Leon Jacobs","JAX","Active"
"1515","Myles Jack","JAX","Active"
"1516","Ross Matiscik","JAX","Active"
"1517","Dontavius Russell","JAX","Active"
"1518","A.J. Cann","JAX","Active"
"1519","Andrew Norwell","JAX","Active"
"1520","Tyler Shatley","JAX","Active"
"1521","Ben Bartch","JAX","Active"
"1522","Brandon Linder","JAX","Active"
"1523","KC McDermott","JAX","Active"
"1524","Jermaine Eluemunor","JAX","Active"
"1525","Tre'Vour Wallace-Simms","JAX","Active"
"1526","Austen Pleasants","JAX","Active"
"1527","Garrett McGhin","JAX","Active"
"1528","Walker Little","JAX","Active"
"1529","Will Richardson","JAX","Active"
"1530","Cam Robinson","JAX","Active"
"1531","Jawaan Taylor","JAX","Active"
"1532","Badara Traore","JAX","Active"
"1533","Logan Cooke","JAX","Active"
"1534","Trevor Lawrence","JAX","Active"
"1535","Kyle Lauletta","JAX","Active"
"1536","C.J. Beathard","JAX","Active"
"1537","Devine Ozigbo","JAX","Active"
"1538","Nathan Cottrell","JAX","Active"
"1539","Carlos Hyde","JAX","Active"
"1540","Travis Etienne","JAX","Inactive"
"1541","James Robinson","JAX","Active"
"1542","Dare Ogunbowale","JAX","Active"
"1543","Duke Johnson","JAX","Active"
"1544","Jared Hilbers","JAX","Active"
"1545","James O'Shaughnessy","JAX","Active"
"1546","Matt Flanagan","JAX","Active"
"1547","Luke Farrell","JAX","Active"
"1548","Chris Manhertz","JAX","Active"
"1549","Matt Sokol","JAX","Active"
"1550","Tim Tebow","JAX","Active"
"1551","Jacob Hollister","JAX","Active"
"1552","Tyron Johnson","JAX","Active"
"1553","Jamal Agnew","JAX","Active"
"1554","Terry Godwin","JAX","Inactive"
"1555","Tevin Jones","JAX","Active"
"1556","Marvin Jones","JAX","Active"
"1557","Jeff Cotton","JAX","Active"
"1558","Pharoh Cooper","JAX","Active"
"1559","Lamar Atkins","JAX","Active"
"1560","Josh Imatorbhebhe","JAX","Inactive"
"1561","Josh Hammond","JAX","Active"
"1562","Devin Smith","JAX","Active"
"1563","Phillip Dorsett","JAX","Active"
"1564","Laquon Treadwell","JAX","Active"
"1565","Tavon Austin","JAX","Inactive"
"1566","Laviska Shenault","JAX","Active"
"1567","D.J. Chark","JAX","Active"
"1568","Tim Jones","JAX","Inactive"
"1569","Dredrick Snelson","JAX","Active"
"1570","Austin Blythe","KC","Active"
"1571","Alex Officer","KC","Active"
"1572","Shakur Brown","KC","Active"
"1573","Rashad Fenton","KC","Active"
"1574","Chris Lammons","KC","Active"
"1575","Charvarius Ward","KC","Active"
"1576","Deandre Baker","KC","Active"
"1577","Devon Key","KC","Active"
"1578","Jaylon McClain-Sapp","KC","Active"
"1579","Will Parks","KC","Active"
"1580","Juan Thornhill","KC","Active"
"1581","Mike Hughes","KC","Active"
"1582","Manny Patterson","KC","Active"
"1583","Armani Watts","KC","Active"
"1584","Daniel Sorensen","KC","Active"
"1585","L'Jarius Sneed","KC","Active"
"1586","Zayne Anderson","KC","Active"
"1587","DiCaprio Bootle","KC","Active"
"1588","Rodney Clemons","KC","Active"
"1589","Marlon Character","KC","Active"
"1590","Tyrann Mathieu","KC","Active"
"1591","Alex Okafor","KC","Active"
"1592","Joshua Kaindoh","KC","Active"
"1593","Taco Charlton","KC","Active"
"1594","Frank Clark","KC","Active"
"1595","Demone Harris","KC","Active"
"1596","Michael Danna","KC","Active"
"1597","Malik Herring","KC","Active"
"1598","Austin Edwards","KC","Active"
"1599","Khalen Saunders","KC","Active"
"1600","Tyler Clark","KC","Active"
"1601","Tershawn Wharton","KC","Active"
"1602","Jarran Reed","KC","Active"
"1603","Cortez Broughton","KC","Active"
"1604","Derrick Nnadi","KC","Active"
"1605","Chris Jones","KC","Active"
"1606","Michael Burton","KC","Active"
"1607","Bryan Witzmann","KC","Active"
"1608","Harrison Butker","KC","Active"
"1609","Dorian O'Daniel","KC","Active"
"1610","Riley Cole","KC","Active"
"1611","Willie Gay","KC","Inactive"
"1612","Anthony Hitchens","KC","Active"
"1613","Ben Niemann","KC","Active"
"1614","Emmanuel Smith","KC","Active"
"1615","Darius Harris","KC","Active"
"1616","Nick Bolton","KC","Active"
"1617","Christian Rozeboom","KC","Active"
"1618","Omari Cobb","KC","Active"
"1619","James Winchester","KC","Active"
"1620","Drew Scott","KC","Active"
"1621","Andrew Wylie","KC","Active"
"1622","Kyle Long","KC","Active"
"1623","Laurent Duvernay-Tardif","KC","Active"
"1624","Joe Thuney","KC","Active"
"1625","Nick Allegretti","KC","Active"
"1626","Creed Humphrey","KC","Active"
"1627","Trey Smith","KC","Active"
"1628","Darryl Williams","KC","Active"
"1629","Mike Remmers","KC","Active"
"1630","Lucas Niang","KC","Active"
"1631","Orlando Brown","KC","Active"
"1632","Devondre Seymour","KC","Active"
"1633","Wyatt Miller","KC","Active"
"1634","Tommy Townsend","KC","Active"
"1635","Anthony Gordon","KC","Active"
"1636","Patrick Mahomes","KC","Active"
"1637","Chad Henne","KC","Active"
"1638","Shane Buechele","KC","Active"
"1639","T.J. Linta","KC","Active"
"1640","Jerick McKinnon","KC","Active"
"1641","Elijah McGuire","KC","Inactive"
"1642","Derrick Gore","KC","Active"
"1643","Darrel Williams","KC","Active"
"1644","Clyde Edwards-Helaire","KC","Active"
"1645","Prince Tega Wanogho","KC","Active"
"1646","Noah Gray","KC","Active"
"1647","Travis Kelce","KC","Active"
"1648","Jody Fortson","KC","Active"
"1649","Blake Bell","KC","Active"
"1650","Evan Baylis","KC","Inactive"
"1651","Nick Keizer","KC","Active"
"1652","Demarcus Robinson","KC","Active"
"1653","Cornell Powell","KC","Active"
"1654","Maurice Ffrench","KC","Active"
"1655","Elijah Marks","KC","Active"
"1656","Dalton Schoen","KC","Active"
"1657","Chad Williams","KC","Active"
"1658","Antonio Callaway","KC","Inactive"
"1659","Mecole Hardman","KC","Active"
"1660","Daurice Fountain","KC","Active"
"1661","Joe Forson","KC","Practice Squad"
"1662","Darrius Shepherd","KC","Active"
"1663","Chris Finke","KC","Active"
"1664","Jamire Jordan","KC","Active"
"1665","Gehrig Dieter","KC","Active"
"1666","Andre Lindsey","KC","Active"
"1667","Byron Pringle","KC","Active"
"1668","Tyreek Hill","KC","Active"
"1669","Anas Hasic","KC","Active"
"1670","Marcus Kemp","KC","Active"
"1671","Brian Allen","LA","Active"
"1672","David Long","LA","Active"
"1673","Donte Deayon","LA","Active"
"1674","Jalen Ramsey","LA","Active"
"1675","Darious Williams","LA","Active"
"1676","Donovan Olumba","LA","Active"
"1677","Juju Hughes","LA","Active"
"1678","Dayan Lake","LA","Active"
"1679","Chucky Williams","LA","Active"
"1680","Brontae Harris","LA","Active"
"1681","Robert Rochell","LA","Active"
"1682","Paris Ford","LA","Active"
"1683","Jovan Grant","LA","Active"
"1684","Nick Scott","LA","Active"
"1685","Jordan Fuller","LA","Active"
"1686","Taylor Rapp","LA","Active"
"1687","Antoine Brooks","LA","Active"
"1688","Jake Gervase","LA","Active"
"1689","Tyler Hall","LA","Active"
"1690","J.R. Reed","LA","Active"
"1691","Tyrique McGhee","LA","Inactive"
"1692","Terrell Burgess","LA","Active"
"1693","Kareem Orr","LA","Active"
"1694","John Daka","LA","Active"
"1695","Jonah Williams","LA","Active"
"1696","Earnest Brown","LA","Active"
"1697","Dalton Keene","LA","Active"
"1698","Greg Gaines","LA","Active"
"1699","Sebastian Joseph-Day","LA","Active"
"1700","Aaron Donald","LA","Active"
"1701","A'Shawn Robinson","LA","Active"
"1702","Bobby Brown","LA","Active"
"1703","Tyrell Thompson","LA","Active"
"1704","Michael Hoecht","LA","Active"
"1705","Marquise Copeland","LA","Active"
"1706","George Silvanic","LA","Active"
"1707","Austin Corbett","LA","Active"
"1708","Jared Hocker","LA","Active"
"1709","Anthony McMeans","LA","Active"
"1710","Austin MacGinnis","LA","Active"
"1711","Matt Gay","LA","Active"
"1712","Kenny Young","LA","Active"
"1713","Max Roberts","LA","Active"
"1714","Derrick Moncrief","LA","Active"
"1715","Chris Garrett","LA","Inactive"
"1716","Troy Reeder","LA","Active"
"1717","Ernest Jones","LA","Active"
"1718","Ogbonnia Okoronkwo","LA","Inactive"
"1719","Leonard Floyd","LA","Active"
"1720","Micah Kiser","LA","Active"
"1721","Justin Lawler","LA","Active"
"1722","Justin Hollins","LA","Active"
"1723","Terrell Lewis","LA","Active"
"1724","Travin Howard","LA","Active"
"1725","Matt Orzech","LA","Active"
"1726","Jamil Demby","LA","Active"
"1727","Jeremiah Kolone","LA","Active"
"1728","Joseph Noteboom","LA","Active"
"1729","Rob Havenstein","LA","Active"
"1730","Chandler Brewer","LA","Active"
"1731","David Edwards","LA","Active"
"1732","Max Pircher","LA","Active"
"1733","Jordan Meredith","LA","Active"
"1734","Tremayne Anchrum","LA","Inactive"
"1735","Coleman Shelton","LA","Active"
"1736","Bobby Evans","LA","Active"
"1737","Alaric Jackson","LA","Active"
"1738","Ryan Pope","LA","Active"
"1739","Andrew Whitworth","LA","Active"
"1740","Brandon Wright","LA","Active"
"1741","Johnny Hekker","LA","Active"
"1742","John Wolford","LA","Active"
"1743","Devlin Hodges","LA","Active"
"1744","Matthew Stafford","LA","Active"
"1745","Bryce Perkins","LA","Active"
"1746","Sony Michel","LA","Active"
"1747","Otis Anderson","LA","Active"
"1748","Cam Akers","LA","Active"
"1749","Buddy Howell","LA","Active"
"1750","Raymond Calais","LA","Inactive"
"1751","Xavier Jones","LA","Active"
"1752","Darrell Henderson","LA","Active"
"1753","Jake Funk","LA","Active"
"1754","Brycen Hopkins","LA","Active"
"1755","Jacob Harris","LA","Active"
"1756","Tyler Higbee","LA","Active"
"1757","Kendall Blanton","LA","Active"
"1758","Johnny Mundt","LA","Active"
"1759","Robert Woods","LA","Active"
"1760","Landen Akers","LA","Active"
"1761","Jordan Harris","LA","Active"
"1762","Jeremiah Haydel","LA","Active"
"1763","Ben Skowronek","LA","Inactive"
"1764","Laquvionte Gonzalez","LA","Active"
"1765","Van Jefferson","LA","Active"
"1766","J.J. Koski","LA","Active"
"1767","DeSean Jackson","LA","Active"
"1768","Cooper Kupp","LA","Active"
"1769","Justin Sumpter","LA","Active"
"1770","Aaron Lacombe","LA","Active"
"1771","Tutu Atwell","LA","Active"
"1772","Corey Linsley","LAC","Active"
"1773","Dillon Deboer","LAC","Active"
"1774","Tevaughn Campbell","LAC","Active"
"1775","Brandon Facyson","LAC","Active"
"1776","Asante Samuel","LAC","Active"
"1777","Ryan Smith","LAC","Inactive"
"1778","Michael Davis","LAC","Active"
"1779","John Brannon","LAC","Active"
"1780","Donte Vaughn","LAC","Active"
"1781","Chris Harris","LAC","Active"
"1782","Kemon Hall","LAC","Active"
"1783","Nasir Adderley","LAC","Active"
"1784","Ben DeLuca","LAC","Active"
"1785","Alohi Gilman","LAC","Active"
"1786","Mark Webb","LAC","Active"
"1787","KJ Sails","LAC","Active"
"1788","Trey Marshall","LAC","Active"
"1789","Derwin James","LAC","Active"
"1790","Chris Rumph","LAC","Active"
"1791","Joey Bosa","LAC","Active"
"1792","Eric Banks","LAC","Active"
"1793","Joe Gaziano","LAC","Active"
"1794","Tevin Lawson","LAC","Active"
"1795","Jerry Tillery","LAC","Active"
"1796","Linval Joseph","LAC","Active"
"1797","Christian Covington","LAC","Active"
"1798","Chris Okoye","LAC","Inactive"
"1799","Forrest Merrill","LAC","Active"
"1800","T.J. Smith","LAC","Active"
"1801","Justin Jones","LAC","Active"
"1802","Willie Yarbary","LAC","Active"
"1803","Jared Goldwire","LAC","Active"
"1804","Gabe Nabers","LAC","Active"
"1805","Nathan Gilliam","LAC","Active"
"1806","Ryan Hunter","LAC","Active"
"1807","Michael Badgley","LAC","Active"
"1808","Tristan Vizcaino","LAC","Active"
"1809","Alex Kessman","LAC","Active"
"1810","Drue Tranquill","LAC","Active"
"1811","Amen Ogbongbemiga","LAC","Active"
"1812","Kyzir White","LAC","Active"
"1813","Kenneth Murray","LAC","Active"
"1814","Davin Bellamy","LAC","Active"
"1815","Damon Lloyd","LAC","Inactive"
"1816","Uchenna Nwosu","LAC","Active"
"1817","Cole Christiansen","LAC","Active"
"1818","Emeke Egbule","LAC","Active"
"1819","Nick Niemann","LAC","Active"
"1820","Nate Evans","LAC","Active"
"1821","Kyler Fackrell","LAC","Active"
"1822","Cole Mazza","LAC","Active"
"1823","Ryan Langan","LAC","Active"
"1824","Matt Overton","LAC","Active"
"1825","Breiden Fehoko","LAC","Active"
"1826","Oday Aboushi","LAC","Active"
"1827","Matt Feiler","LAC","Active"
"1828","Scott Quessenberry","LAC","Active"
"1829","Kyle Spalding","LAC","Active"
"1830","Darius Harper","LAC","Active"
"1831","Rashawn Slater","LAC","Active"
"1832","Brenden Jaimes","LAC","Active"
"1833","Trey Pipkins","LAC","Active"
"1834","Storm Norton","LAC","Active"
"1835","Bryan Bulaga","LAC","Active"
"1836","Tyree St. Louis","LAC","Active"
"1837","Lachlan Edwards","LAC","Active"
"1838","Ty Long","LAC","Active"
"1839","K.J. Costello","LAC","Active"
"1840","Eli Jenkins","LAC","Active"
"1841","Chase Daniel","LAC","Active"
"1842","Easton Stick","LAC","Active"
"1843","Justin Herbert","LAC","Active"
"1844","Joshua Kelley","LAC","Active"
"1845","Austin Ekeler","LAC","Active"
"1846","Darius Bradwell","LAC","Active"
"1847","Larry Rountree","LAC","Active"
"1848","Justin Jackson","LAC","Active"
"1849","Matt Seybert","LAC","Active"
"1850","Hunter Kampmoyer","LAC","Active"
"1851","Tre' McKitty","LAC","Active"
"1852","Donald Parham","LAC","Active"
"1853","Jared Cook","LAC","Active"
"1854","Stephen Anderson","LAC","Active"
"1855","Dontre Wilson","LAC","Active"
"1856","John Hurst","LAC","Active"
"1857","Jason Moore","LAC","Active"
"1858","Keenan Allen","LAC","Active"
"1859","K.J. Hill","LAC","Active"
"1860","Josh Palmer","LAC","Active"
"1861","Michael Bandy","LAC","Active"
"1862","Austin Proehl","LAC","Active"
"1863","Eli Stove","LAC","Active"
"1864","Joe Reed","LAC","Active"
"1865","Jalen Guyton","LAC","Active"
"1866","Mike Williams","LAC","Active"
"1867","Jimmy Morrissey","LV","Active"
"1868","Nick Martin","LV","Active"
"1869","Keisean Nixon","LV","Inactive"
"1870","Nate Hobbs","LV","Active"
"1871","Robert Jackson","LV","Active"
"1872","Amik Robertson","LV","Active"
"1873","De'Vante Bausby","LV","Active"
"1874","D.J. White","LV","Inactive"
"1875","Damon Arnette","LV","Active"
"1876","D.J. Killings","LV","Voluntary Opt Out"
"1877","Trayvon Mullen","LV","Active"
"1878","Casey Hayward","LV","Active"
"1879","Nevin Lawson","LV","Inactive"
"1880","Madre Harper","LV","Active"
"1881","Shaun Crawford","LV","Active"
"1882","Blidi Wreh-Wilson","LV","Active"
"1883","TJ Morrison","LV","Active"
"1884","Roderic Teamer","LV","Active"
"1885","Kemah Siverand","LV","Active"
"1886","Trevon Moehrig","LV","Active"
"1887","Tyree Gillespie","LV","Active"
"1888","Dallin Leavitt","LV","Active"
"1889","Jordan Brown","LV","Active"
"1890","Johnathan Abram","LV","Active"
"1891","Divine Deablo","LV","Active"
"1892","Carl Nassib","LV","Active"
"1893","Darius Philon","LV","Active"
"1894","Clelin Ferrell","LV","Active"
"1895","Malcolm Koonce","LV","Active"
"1896","Yannick Ngakoue","LV","Active"
"1897","Kendal Vickers","LV","Active"
"1898","Maxx Crosby","LV","Active"
"1899","Gerri Green","LV","Active"
"1900","Darius Stills","LV","Inactive"
"1901","Quinton Jefferson","LV","Active"
"1902","Lee Autry","LV","Active"
"1903","Ethan Westbrooks","LV","Active"
"1904","Johnathan Hankins","LV","Active"
"1905","Solomon Thomas","LV","Active"
"1906","Matt Dickerson","LV","Active"
"1907","Niles Scott","LV","Active"
"1908","Gerald McCoy","LV","Active"
"1909","Alec Ingold","LV","Active"
"1910","Nick Sharga","LV","Active"
"1911","Jordan Wade","LV","Active"
"1912","John Simpson","LV","Active"
"1913","Daniel Carlson","LV","Active"
"1914","Asmar Bilal","LV","Active"
"1915","Nicholas Morrow","LV","Inactive"
"1916","Javin White","LV","Inactive"
"1917","Nick Kwiatkoski","LV","Active"
"1918","Max Richardson","LV","Active"
"1919","Tanner Muse","LV","Active"
"1920","Darron Lee","LV","Inactive"
"1921","Cory Littleton","LV","Active"
"1922","Te'von Coney","LV","Active"
"1923","Denzel Perryman","LV","Active"
"1924","Marquel Lee","LV","Active"
