"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_DET",20221026,"nba","Spread","full","ATL","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.5,7.5
"BKN_MIL",20221026,"nba","Spread","full","BKN","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16666666666667,-3.16666666666667
"CHA_NYK",20221026,"nba","Spread","full","CHA","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,-7.5
"HOU_UTA",20221026,"nba","Spread","full","HOU","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-8
"IND_CHI",20221026,"nba","Spread","full","IND","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83333333333333,-6.83333333333333
"LAL_DEN",20221026,"nba","Spread","full","LAL","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-5
"MIA_POR",20221026,"nba","Spread","full","MIA","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,2.5
"ORL_CLE",20221026,"nba","Spread","full","ORL","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-9
"PHI_TOR",20221026,"nba","Spread","full","PHI","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.666666666666667,0.666666666666667
"SAS_MIN",20221026,"nba","Spread","full","SAS","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,-9.66666666666667
