"season","season_type","game_date","game_id","matchup","opening_jump","center_court","period","period_clock","home_team_jumper","home_team_person_id","home_team_abbrev","away_team_jumper","away_team_person_id","away_team_abbrev","possession","score_first","score_first_2Q","score_first_3Q","score_first_4Q","home_won_tip","home_score_first","home_score_first_2Q","home_score_first_3Q","home_score_first_4Q","location","win_tip_prob","win_tip_prob_opp","win_tip_prob_xtip","win_tip_prob_xtip_opp"
"2017-18","Regular Season",2017-10-30,"21700100","GSW @ LAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Zaza Pachulia","2585","GSW","LAC","LAC","LAC","LAC","LAC",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.662015956208342,0.337984043791658,0.701587546533974,0.298412453466026
"2017-18","Regular Season",2017-10-31,"21700101","SAC @ IND",TRUE,TRUE,1,720,"Domantas Sabonis","1627734","IND","Willie Cauley-Stein","1626161","SAC","SAC","IND","SAC","IND","SAC",FALSE,TRUE,FALSE,TRUE,FALSE,"Home",0.421274258384557,0.578725741615444,0.363711764830744,0.636288235169256
"2017-18","Regular Season",2017-10-31,"21700102","PHX @ BKN",TRUE,TRUE,1,720,"Timofey Mozgov","202389","BKN","Tyson Chandler","2199","PHX","BKN","PHX","PHX","PHX","BKN",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.431517196068849,0.568482803931151,0.405293364575462,0.594706635424538
"2017-18","Regular Season",2017-10-31,"21700103","OKC @ MIL",TRUE,TRUE,1,720,"Thon Maker","1627748","MIL","Steven Adams","203500","OKC","MIL","MIL","OKC","OKC","OKC",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.25127402986038,0.748725970139619,0.218846682750629,0.781153317249371
"2017-18","Regular Season",2017-10-31,"21700104","LAL vs. DET",TRUE,TRUE,1,720,"Brook Lopez","201572","LAL","Andre Drummond","203083","DET","DET","DET","LAL","LAL","DET",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.493589268039611,0.506410731960389,0.491634475361534,0.508365524638466
"2017-18","Regular Season",2017-11-01,"21700105","CHA vs. MIL",TRUE,TRUE,1,720,"Dwight Howard","2730","CHA","John Henson","203089","MIL","MIL","MIL","CHA","MIL","CHA",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.578521448652009,0.421478551347991,0.588986724125812,0.411013275874188
"2017-18","Regular Season",2017-11-01,"21700106","CLE vs. IND",TRUE,TRUE,1,720,"Tristan Thompson","202684","CLE","Domantas Sabonis","1627734","IND","CLE","CLE","IND","IND","CLE",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.500322326184983,0.499677673815017,0.544165625865514,0.455834374134486
"2017-18","Regular Season",2017-11-01,"21700107","PHI vs. ATL",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Dewayne Dedmon","203473","ATL","ATL","PHI","ATL","ATL","PHI",FALSE,TRUE,FALSE,FALSE,TRUE,"Home",0.463779074662096,0.536220925337904,0.464583791154427,0.535416208845573
"2017-18","Regular Season",2017-11-01,"21700108","PHX @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Tyson Chandler","2199","PHX","PHX","WAS","WAS","PHX","PHX",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.565700563490787,0.434299436509213,0.59266844878427,0.40733155121573
"2017-18","Regular Season",2017-11-01,"21700109","SAC @ BOS",TRUE,TRUE,1,720,"Al Horford","201143","BOS","Willie Cauley-Stein","1626161","SAC","BOS","SAC","SAC","BOS","SAC",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.491975733323297,0.508024266676703,0.504160781344613,0.495839218655387
"2017-18","Regular Season",2017-11-01,"21700110","CHI @ MIA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Robin Lopez","201577","CHI","MIA","CHI","MIA","CHI","MIA",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.547821978587168,0.452178021412832,0.547943833502186,0.452056166497814
"2017-18","Regular Season",2017-11-01,"21700111","HOU @ NYK",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Clint Capela","203991","HOU","NYK","HOU","NYK","HOU","HOU",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.518721082051947,0.481278917948054,0.493749760288026,0.506250239711974
"2017-18","Regular Season",2017-11-01,"21700112","MEM vs. ORL",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Nikola Vucevic","202696","ORL","ORL","ORL","MEM","ORL","ORL",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.54874161429283,0.45125838570717,0.560164799144045,0.439835200855955
"2017-18","Regular Season",2017-11-01,"21700113","MIN @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Karl-Anthony Towns","1626157","MIN","MIN","MIN","NOP","NOP","MIN",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.592258187127567,0.407741812872433,0.618530335457056,0.381469664542944
"2017-18","Regular Season",2017-11-01,"21700114","DEN vs. TOR",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Jonas Valanciunas","202685","TOR","TOR","DEN","DEN","TOR","TOR",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.467076774378028,0.532923225621972,0.434320464037332,0.565679535962668
"2017-18","Regular Season",2017-11-01,"21700115","UTA vs. POR",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Jusuf Nurkic","203994","POR","UTA","POR","POR","POR","UTA",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.453624958943689,0.546375041056311,0.445047171973463,0.554952828026537
"2017-18","Regular Season",2017-11-01,"21700116","DAL @ LAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Harrison Barnes","203084","DAL","LAC","DAL","LAC","DAL","LAC",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.747916397571406,0.252083602428594,0.806246200351862,0.193753799648138
"2017-18","Regular Season",2017-11-02,"21700117","SAS vs. GSW",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Zaza Pachulia","2585","GSW","SAS","SAS","GSW","GSW","GSW",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.643075021241288,0.356924978758712,0.674638860568676,0.325361139431324
"2017-18","Regular Season",2017-11-02,"21700118","LAL @ POR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Brook Lopez","201572","LAL","LAL","POR","POR","LAL","LAL",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.409679025694392,0.590320974305609,0.381147790228168,0.618852209771832
"2017-18","Regular Season",2017-11-03,"21700120","ORL vs. CHI",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Robin Lopez","201577","CHI","CHI","CHI","ORL","CHI","CHI",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.460784363629892,0.539215636370108,0.452609428238986,0.547390571761014
"2017-18","Regular Season",2017-11-03,"21700121","PHI vs. IND",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Domantas Sabonis","1627734","IND","PHI","IND","IND","IND","PHI",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.666897747843688,0.333102252156312,0.755850121717226,0.244149878282774
"2017-18","Regular Season",2017-11-03,"21700122","CLE @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","LeBron James","2544","CLE","WAS","CLE","WAS","WAS","CLE",TRUE,FALSE,TRUE,TRUE,FALSE,"Home",0.553804258128425,0.446195741871575,0.583762817112432,0.416237182887568
"2017-18","Regular Season",2017-11-03,"21700123","HOU @ ATL",TRUE,TRUE,1,720,"Dewayne Dedmon","203473","ATL","Clint Capela","203991","HOU","ATL","ATL","ATL","ATL","HOU",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.700473897714083,0.299526102285917,0.730661576654735,0.269338423345265
"2017-18","Regular Season",2017-11-03,"21700124","PHX @ NYK",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Tyson Chandler","2199","PHX","PHX","PHX","NYK","PHX","PHX",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.447732860048166,0.552267139951835,0.411746103110053,0.588253896889947
"2017-18","Regular Season",2017-11-03,"21700125","DAL vs. NOP",TRUE,TRUE,1,720,"Nerlens Noel","203457","DAL","Anthony Davis","203076","NOP","NOP","NOP","DAL","NOP","NOP",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.337490676779572,0.662509323220428,0.309305126253014,0.690694873746986
"2017-18","Regular Season",2017-11-03,"21700126","SAS vs. CHA",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Dwight Howard","2730","CHA","CHA","CHA","CHA","SAS","CHA",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.476671866041645,0.523328133958355,0.459524135789177,0.540475864210822
"2017-18","Regular Season",2017-11-03,"21700127","DEN vs. MIA",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Hassan Whiteside","202355","MIA","MIA","MIA","DEN","DEN","DEN",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.34353020161399,0.65646979838601,0.297397968157554,0.702602031842446
"2017-18","Regular Season",2017-11-03,"21700128","UTA vs. TOR",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Jonas Valanciunas","202685","TOR","TOR","TOR","UTA","TOR","UTA",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.516995051836046,0.483004948163954,0.530096514901093,0.469903485098907
"2017-18","Regular Season",2017-11-03,"21700129","OKC vs. BOS",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Al Horford","201143","BOS","OKC","BOS","BOS","BOS","OKC",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.652797517581224,0.347202482418776,0.68050922785598,0.31949077214402
"2017-18","Regular Season",2017-11-03,"21700130","LAL vs. BKN",TRUE,TRUE,1,720,"Brook Lopez","201572","LAL","Timofey Mozgov","202389","BKN","LAL","LAL","LAL","LAL","LAL",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.677933626799394,0.322066373200605,0.724259026260883,0.275740973739117
"2017-18","Regular Season",2017-11-04,"21700131","LAC vs. MEM",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Marc Gasol","201188","MEM","MEM","MEM","LAC","MEM","LAC",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.603467651867018,0.396532348132982,0.626596232362808,0.373403767637192
"2017-18","Regular Season",2017-11-04,"21700132","SAC @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Willie Cauley-Stein","1626161","SAC","DET","DET","DET","SAC","SAC",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.66960922063698,0.33039077936302,0.710108852464107,0.289891147535893
"2017-18","Regular Season",2017-11-04,"21700133","NOP @ CHI",TRUE,TRUE,1,720,"Robin Lopez","201577","CHI","Anthony Davis","203076","NOP","CHI","CHI","CHI","NOP","NOP",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.416024761611859,0.583975238388141,0.403194784055008,0.596805215944992
"2017-18","Regular Season",2017-11-04,"21700134","DAL @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Salah Mejri","1626257","DAL","MIN","DAL","DAL","MIN","DAL",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.581382079830962,0.418617920169038,0.623095552983513,0.376904447016487
"2017-18","Regular Season",2017-11-04,"21700135","DEN vs. GSW",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Zaza Pachulia","2585","GSW","GSW","GSW","DEN","DEN","DEN",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.496179309680456,0.503820690319544,0.470586105716649,0.529413894283351
"2017-18","Regular Season",2017-11-05,"21700136","CLE vs. ATL",TRUE,TRUE,1,720,"LeBron James","2544","CLE","Dewayne Dedmon","203473","ATL","ATL","CLE","CLE","CLE","ATL",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.354340930909651,0.645659069090349,0.23577894377694,0.76422105622306
"2017-18","Regular Season",2017-11-05,"21700137","LAC vs. MIA",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Hassan Whiteside","202355","MIA","MIA","LAC","LAC","MIA","LAC",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.547000764839501,0.452999235160499,0.571987944315362,0.428012055684638
"2017-18","Regular Season",2017-11-05,"21700138","BOS @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Al Horford","201143","BOS","BOS","BOS","BOS","ORL","ORL",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.487920951698937,0.512079048301063,0.479944333849395,0.520055666150605
"2017-18","Regular Season",2017-11-05,"21700139","WAS @ TOR",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Marcin Gortat","101162","WAS","WAS","WAS","TOR","WAS","TOR",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.447127001161056,0.552872998838944,0.413600863005507,0.586399136994493
"2017-18","Regular Season",2017-11-05,"21700140","HOU vs. UTA",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Rudy Gobert","203497","UTA","HOU","UTA","HOU","UTA","HOU",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.393651281673313,0.606348718326687,0.371432814972691,0.628567185027309
"2017-18","Regular Season",2017-11-05,"21700141","PHX @ SAS",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Tyson Chandler","2199","PHX","PHX","SAS","SAS","SAS","SAS",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.581410965486657,0.418589034513343,0.595739532965598,0.404260467034402
"2017-18","Regular Season",2017-11-05,"21700142","NYK vs. IND",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Myles Turner","1626167","IND","IND","NYK","NYK","NYK","NYK",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.498834821529554,0.501165178470446,0.493720128630032,0.506279871369968
"2017-18","Regular Season",2017-11-05,"21700143","MIN vs. CHA",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Dwight Howard","2730","CHA","MIN","MIN","CHA","CHA","MIN",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.395620667290414,0.604379332709586,0.357434591786669,0.642565408213331
"2017-18","Regular Season",2017-11-05,"21700144","OKC @ POR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Steven Adams","203500","OKC","OKC","POR","OKC","OKC","OKC",FALSE,TRUE,FALSE,FALSE,FALSE,"Home",0.39063471972615,0.60936528027385,0.358419342723171,0.641580657276829
"2017-18","Regular Season",2017-11-05,"21700145","MEM @ LAL",TRUE,TRUE,1,720,"Brook Lopez","201572","LAL","Marc Gasol","201188","MEM","LAL","LAL","MEM","LAL","LAL",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.613003664847412,0.386996335152588,0.64017467429583,0.35982532570417
"2017-18","Regular Season",2017-11-06,"21700146","BOS @ ATL",TRUE,TRUE,1,720,"Dewayne Dedmon","203473","ATL","Al Horford","201143","BOS","ATL","ATL","BOS","ATL","ATL",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.664670002315861,0.335329997684139,0.686592818223613,0.313407181776387
"2017-18","Regular Season",2017-11-06,"21700147","PHX vs. BKN",TRUE,TRUE,1,720,"Tyson Chandler","2199","PHX","Timofey Mozgov","202389","BKN","PHX","BKN","BKN","BKN","BKN",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.566813044187843,0.433186955812157,0.591333257192479,0.408666742807521
"2017-18","Regular Season",2017-11-06,"21700148","GSW vs. MIA",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Hassan Whiteside","202355","MIA","MIA","GSW","MIA","GSW","GSW",FALSE,TRUE,FALSE,TRUE,TRUE,"Home",0.377586873939296,0.622413126060704,0.353286609533571,0.646713390466429
"2017-18","Regular Season",2017-11-07,"21700149","MIL @ CLE",TRUE,TRUE,1,720,"LeBron James","2544","CLE","John Henson","203089","MIL","MIL","MIL","CLE","CLE","MIL",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.469798324696314,0.530201675303686,0.343686718875594,0.656313281124406
"2017-18","Regular Season",2017-11-07,"21700150","IND vs. NOP",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Anthony Davis","203076","NOP","IND","NOP","IND","NOP","NOP",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.365624705745466,0.634375294254534,0.321040248653266,0.678959751346734
"2017-18","Regular Season",2017-11-07,"21700151","DAL @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Harrison Barnes","203084","DAL","DAL","DAL","DAL","DAL","WAS",FALSE,FALSE,FALSE,FALSE,TRUE,"Home",0.695177150230143,0.304822849769857,0.776328243260907,0.223671756739093
"2017-18","Regular Season",2017-11-07,"21700152","CHA @ NYK",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Dwight Howard","2730","CHA","CHA","CHA","NYK","NYK","NYK",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.350911090931896,0.649088909068104,0.287916651372763,0.712083348627237
"2017-18","Regular Season",2017-11-07,"21700153","TOR vs. CHI",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Robin Lopez","201577","CHI","CHI","TOR","TOR","TOR","TOR",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.479584137908362,0.520415862091638,0.462847636362009,0.537152363637991
"2017-18","Regular Season",2017-11-07,"21700154","SAS vs. LAC",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","DeAndre Jordan","201599","LAC","LAC","SAS","LAC","SAS","LAC",FALSE,TRUE,FALSE,TRUE,FALSE,"Home",0.486817374039335,0.513182625960665,0.469442276733534,0.530557723266466
"2017-18","Regular Season",2017-11-07,"21700155","DEN vs. BKN",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Timofey Mozgov","202389","BKN","BKN","BKN","BKN","DEN","DEN",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.482962955565503,0.517037044434497,0.458068315353371,0.541931684646629
"2017-18","Regular Season",2017-11-07,"21700156","PHI @ UTA",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Richaun Holmes","1626158","PHI","UTA","UTA","UTA","PHI","PHI",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.580546932447784,0.419453067552216,0.614429082697191,0.385570917302809
"2017-18","Regular Season",2017-11-07,"21700157","MEM @ POR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Marc Gasol","201188","MEM","MEM","POR","POR","POR","MEM",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.510037855886131,0.489962144113869,0.506002394103345,0.493997605896655
"2017-18","Regular Season",2017-11-07,"21700158","SAC vs. OKC",TRUE,TRUE,1,720,"Willie Cauley-Stein","1626161","SAC","Steven Adams","203500","OKC","OKC","OKC","SAC","SAC","OKC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.329180711703752,0.670819288296248,0.283849927430453,0.716150072569547
"2017-18","Regular Season",2017-11-08,"21700159","IND @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Myles Turner","1626167","IND","DET","IND","IND","IND","DET",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.670860697127473,0.329139302872527,0.718860638169512,0.281139361830488
"2017-18","Regular Season",2017-11-08,"21700160","NYK @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Enes Kanter","202683","NYK","NYK","NYK","NYK","NYK","NYK",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.564528016694855,0.435471983305145,0.644459317029308,0.355540682970692
"2017-18","Regular Season",2017-11-08,"21700161","LAL @ BOS",TRUE,TRUE,1,720,"Aron Baynes","203382","BOS","Brook Lopez","201572","LAL","LAL","LAL","BOS","LAL","LAL",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.439503759926422,0.560496240073578,0.390978378876458,0.609021621123542
"2017-18","Regular Season",2017-11-08,"21700162","PHX vs. MIA",TRUE,TRUE,1,720,"Alex Len","203458","PHX","Hassan Whiteside","202355","MIA","MIA","MIA","PHX","PHX","MIA",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.427760529152746,0.572239470847254,0.408014762788686,0.591985237211314
"2017-18","Regular Season",2017-11-08,"21700163","MIN @ GSW",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Karl-Anthony Towns","1626157","MIN","MIN","GSW","GSW","MIN","MIN",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.425829657358875,0.574170342641125,0.410958389741754,0.589041610258246
"2017-18","Regular Season",2017-11-09,"21700164","WAS vs. LAL",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Brook Lopez","201572","LAL","WAS","WAS","WAS","WAS","LAL",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.429738053867354,0.570261946132646,0.417741705144467,0.582258294855533
"2017-18","Regular Season",2017-11-09,"21700165","NOP @ TOR",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Anthony Davis","203076","NOP","TOR","TOR","NOP","NOP","TOR",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.412354475717108,0.587645524282892,0.389596160514988,0.610403839485012
"2017-18","Regular Season",2017-11-09,"21700166","HOU vs. CLE",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Kevin Love","201567","CLE","HOU","HOU","HOU","HOU","CLE",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.499685655094682,0.500314344905318,0.549223414322119,0.450776585677881
"2017-18","Regular Season",2017-11-09,"21700167","SAC vs. PHI",TRUE,TRUE,1,720,"Willie Cauley-Stein","1626161","SAC","Joel Embiid","203954","PHI","PHI","PHI","SAC","PHI","PHI",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.417761693964719,0.582238306035281,0.378610140145017,0.621389859854983
"2017-18","Regular Season",2017-11-09,"21700168","OKC @ DEN",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Steven Adams","203500","OKC","OKC","OKC","DEN","OKC","OKC",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.307721613074615,0.692278386925385,0.245013673827082,0.754986326172918
"2017-18","Regular Season",2017-11-10,"21700169","ATL @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Dewayne Dedmon","203473","ATL","DET","DET","ATL","ATL","DET",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.484790558914422,0.515209441085578,0.484726071265191,0.515273928734809
"2017-18","Regular Season",2017-11-10,"21700170","CHA @ BOS",TRUE,TRUE,1,720,"Aron Baynes","203382","BOS","Dwight Howard","2730","CHA","BOS","CHA","BOS","BOS","BOS",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.448897172514492,0.551102827485508,0.398033067080991,0.601966932919009
"2017-18","Regular Season",2017-11-10,"21700171","IND @ CHI",TRUE,TRUE,1,720,"Robin Lopez","201577","CHI","Myles Turner","1626167","IND","CHI","IND","IND","IND","IND",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.567654671113287,0.432345328886713,0.602211729031256,0.397788270968744
"2017-18","Regular Season",2017-11-10,"21700172","OKC vs. LAC",TRUE,TRUE,1,720,"Dakari Johnson","1626177","OKC","DeAndre Jordan","201599","LAC","LAC","LAC","OKC","OKC","OKC",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.435541414781701,0.564458585218298,0.403178877734704,0.596821122265296
"2017-18","Regular Season",2017-11-10,"21700173","SAS vs. MIL",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","John Henson","203089","MIL","SAS","SAS","MIL","MIL","MIL",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.536258216813605,0.463741783186395,0.528872833504337,0.471127166495663
"2017-18","Regular Season",2017-11-10,"21700174","PHX vs. ORL",TRUE,TRUE,1,720,"Alex Len","203458","PHX","Nikola Vucevic","202696","ORL","ORL","ORL","ORL","PHX","PHX",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.542271982159571,0.457728017840429,0.537302881981569,0.462697118018431
"2017-18","Regular Season",2017-11-10,"21700175","UTA vs. MIA",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Hassan Whiteside","202355","MIA","UTA","UTA","UTA","MIA","UTA",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.44475952433308,0.55524047566692,0.438088474045771,0.561911525954229
"2017-18","Regular Season",2017-11-10,"21700176","BKN @ POR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Timofey Mozgov","202389","BKN","POR","POR","BKN","BKN","POR",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.556962673275787,0.443037326724213,0.579637233073392,0.420362766926608
"2017-18","Regular Season",2017-11-11,"21700177","WAS vs. ATL",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Dewayne Dedmon","203473","ATL","WAS","WAS","ATL","ATL","WAS",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.409860087473867,0.590139912526133,0.400138114471326,0.599861885528674
"2017-18","Regular Season",2017-11-11,"21700178","NOP vs. LAC",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","DeAndre Jordan","201599","LAC","LAC","NOP","NOP","LAC","NOP",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.460728657919782,0.539271342080218,0.445437947962633,0.554562052037367
"2017-18","Regular Season",2017-11-11,"21700179","SAC @ NYK",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Willie Cauley-Stein","1626161","SAC","NYK","SAC","SAC","SAC","NYK",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.528296269058375,0.471703730941624,0.510204258795079,0.489795741204921
"2017-18","Regular Season",2017-11-11,"21700180","HOU vs. MEM",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Marc Gasol","201188","MEM","HOU","HOU","MEM","MEM","HOU",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.396580232011017,0.603419767988983,0.375641707708899,0.624358292291101
"2017-18","Regular Season",2017-11-11,"21700181","DAL vs. CLE",TRUE,TRUE,1,720,"Harrison Barnes","203084","DAL","Kevin Love","201567","CLE","CLE","DAL","DAL","CLE","DAL",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.40803919491187,0.59196080508813,0.419004796602584,0.580995203397416
"2017-18","Regular Season",2017-11-11,"21700182","LAL @ MIL",TRUE,TRUE,1,720,"John Henson","203089","MIL","Brook Lopez","201572","LAL","LAL","MIL","MIL","MIL","LAL",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.401201630877815,0.598798369122185,0.387137291991173,0.612862708008827
"2017-18","Regular Season",2017-11-11,"21700183","SAS vs. CHI",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Robin Lopez","201577","CHI","SAS","SAS","SAS","SAS","SAS",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.560835881987055,0.439164118012945,0.567209738448418,0.432790261551582
"2017-18","Regular Season",2017-11-11,"21700184","GSW vs. PHI",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Joel Embiid","203954","PHI","GSW","GSW","PHI","PHI","GSW",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.405073278059586,0.594926721940415,0.363982770451548,0.636017229548452
"2017-18","Regular Season",2017-11-11,"21700185","DEN vs. ORL",TRUE,TRUE,1,720,"Paul Millsap","200794","DEN","Nikola Vucevic","202696","ORL","ORL","ORL","ORL","DEN","ORL",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.442227724538389,0.55777227546161,0.395456760605639,0.604543239394361
