"season","season_type","game_date","game_id","matchup","opening_jump","center_court","period","period_clock","home_team_jumper","home_team_person_id","home_team_abbrev","away_team_jumper","away_team_person_id","away_team_abbrev","possession","score_first","score_first_2Q","score_first_3Q","score_first_4Q","home_won_tip","home_score_first","home_score_first_2Q","home_score_first_3Q","home_score_first_4Q","location","win_tip_prob","win_tip_prob_opp","win_tip_prob_xtip","win_tip_prob_xtip_opp"
"2018-19","Regular Season",2019-01-12,"21800635","DEN @ PHX",TRUE,TRUE,1,720,"Deandre Ayton","1629028","PHX","Nikola Jokic","203999","DEN","PHX","PHX","PHX","DEN","PHX",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.48180584633465,0.518194153665351,0.465737657200079,0.534262342799921
"2018-19","Regular Season",2019-01-12,"21800636","CHA @ SAC",TRUE,TRUE,1,720,"Willie Cauley-Stein","1626161","SAC","Bismack Biyombo","202687","CHA","SAC","CHA","CHA","CHA","CHA",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.466644313203143,0.533355686796857,0.42863538761516,0.57136461238484
"2018-19","Regular Season",2019-01-12,"21800637","UTA vs. CHI",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Wendell Carter Jr.","1628976","CHI","UTA","UTA","UTA","UTA","UTA",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.58707703894819,0.41292296105181,0.625426155941421,0.374573844058579
"2018-19","Regular Season",2019-01-13,"21800638","PHI @ NYK",TRUE,TRUE,1,720,"Noah Vonleh","203943","NYK","Joel Embiid","203954","PHI","PHI","PHI","NYK","PHI","PHI",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.264702643663295,0.735297356336705,0.214540331103891,0.785459668896109
"2018-19","Regular Season",2019-01-13,"21800639","WAS vs. TOR",TRUE,TRUE,1,720,"Thomas Bryant","1628418","WAS","Serge Ibaka","201586","TOR","TOR","TOR","WAS","WAS","TOR",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.494571316265523,0.505428683734477,0.461897934416516,0.538102065583484
"2018-19","Regular Season",2019-01-13,"21800640","ATL vs. MIL",TRUE,TRUE,1,720,"John Collins","1628381","ATL","Brook Lopez","201572","MIL","MIL","ATL","ATL","ATL","ATL",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.407267615492064,0.592732384507935,0.342465757305678,0.657534242694322
"2018-19","Regular Season",2019-01-13,"21800641","HOU @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Clint Capela","203991","HOU","HOU","ORL","ORL","ORL","HOU",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.46348714816325,0.53651285183675,0.453412140606441,0.546587859393559
"2018-19","Regular Season",2019-01-13,"21800642","DAL vs. GSW",TRUE,TRUE,1,720,"DeAndre Jordan","201599","DAL","Kevin Durant","201142","GSW","GSW","GSW","DAL","DAL","GSW",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.639101826177222,0.360898173822778,0.697332743121337,0.302667256878663
"2018-19","Regular Season",2019-01-13,"21800643","DEN vs. POR",TRUE,TRUE,1,720,"Nikola Jokic","203999","DEN","Jusuf Nurkic","203994","POR","POR","POR","DEN","DEN","POR",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.309525114743709,0.690474885256291,0.275654493135701,0.724345506864299
"2018-19","Regular Season",2019-01-13,"21800644","LAL vs. CLE",TRUE,TRUE,1,720,"JaVale McGee","201580","LAL","Tristan Thompson","202684","CLE","LAL","LAL","CLE","LAL","LAL",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.71301775693238,0.28698224306762,0.752808893330712,0.247191106669288
"2018-19","Regular Season",2019-01-14,"21800645","BOS @ BKN",TRUE,TRUE,1,720,"Jarrett Allen","1628386","BKN","Al Horford","201143","BOS","BOS","BKN","BKN","BKN","BKN",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.566428524773917,0.433571475226083,0.584817324243331,0.415182675756669
"2018-19","Regular Season",2019-01-14,"21800646","HOU vs. MEM",TRUE,TRUE,1,720,"Nene","2403","HOU","Marc Gasol","201188","MEM","MEM","HOU","HOU","HOU","MEM",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.518247473815921,0.481752526184079,0.484420336352305,0.515579663647695
"2018-19","Regular Season",2019-01-14,"21800647","SAS vs. CHA",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Bismack Biyombo","202687","CHA","SAS","SAS","CHA","CHA","CHA",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.597748255910392,0.402251744089608,0.604153344338862,0.395846655661138
"2018-19","Regular Season",2019-01-14,"21800648","UTA vs. DET",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Andre Drummond","203083","DET","UTA","UTA","DET","DET","DET",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.34876029825755,0.65123970174245,0.303063264039396,0.696936735960604
"2018-19","Regular Season",2019-01-14,"21800649","POR @ SAC",TRUE,TRUE,1,720,"Willie Cauley-Stein","1626161","SAC","Jusuf Nurkic","203994","POR","POR","POR","SAC","POR","SAC",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.294167874506093,0.705832125493907,0.2537307179098,0.7462692820902
"2018-19","Regular Season",2019-01-14,"21800650","LAC vs. NOP",TRUE,TRUE,1,720,"Marcin Gortat","101162","LAC","Anthony Davis","203076","NOP","NOP","NOP","NOP","NOP","LAC",FALSE,FALSE,FALSE,FALSE,TRUE,"Home",0.62484577672062,0.37515422327938,0.667535607418168,0.332464392581832
"2018-19","Regular Season",2019-01-15,"21800651","IND vs. PHX",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Deandre Ayton","1629028","PHX","IND","IND","PHX","IND","IND",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.47102880118509,0.52897119881491,0.44768658214553,0.55231341785447
"2018-19","Regular Season",2019-01-15,"21800652","MIN @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Karl-Anthony Towns","1626157","MIN","MIN","MIN","PHI","PHI","PHI",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.614840565941202,0.385159434058799,0.644631433814697,0.355368566185303
"2018-19","Regular Season",2019-01-15,"21800653","ATL vs. OKC",TRUE,TRUE,1,720,"John Collins","1628381","ATL","Steven Adams","203500","OKC","OKC","OKC","ATL","OKC","ATL",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.391697380239707,0.608302619760292,0.316813059251849,0.683186940748151
"2018-19","Regular Season",2019-01-15,"21800654","MIA @ MIL",TRUE,TRUE,1,720,"Brook Lopez","201572","MIL","Hassan Whiteside","202355","MIA","MIL","MIA","MIA","MIL","MIA",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.59753904055063,0.40246095944937,0.632462474247457,0.367537525752543
"2018-19","Regular Season",2019-01-15,"21800655","GSW @ DEN",TRUE,TRUE,1,720,"Nikola Jokic","203999","DEN","Kevin Durant","201142","GSW","DEN","GSW","GSW","GSW","DEN",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.505081351229316,0.494918648770684,0.51982498097196,0.48017501902804
"2018-19","Regular Season",2019-01-15,"21800656","LAL vs. CHI",TRUE,TRUE,1,720,"Tyson Chandler","2199","LAL","Wendell Carter Jr.","1628976","CHI","CHI","LAL","CHI","CHI","LAL",FALSE,TRUE,FALSE,FALSE,TRUE,"Home",0.541840418530065,0.458159581469935,0.569523928813912,0.430476071186088
"2018-19","Regular Season",2019-01-16,"21800657","DET vs. ORL",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Nikola Vucevic","202696","ORL","DET","ORL","DET","ORL","DET",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.723220965882315,0.276779034117684,0.764333203000638,0.235666796999362
"2018-19","Regular Season",2019-01-16,"21800658","TOR @ BOS",TRUE,TRUE,1,720,"Al Horford","201143","BOS","Serge Ibaka","201586","TOR","TOR","TOR","BOS","BOS","BOS",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.508397237058808,0.491602762941192,0.50717556297036,0.49282443702964
"2018-19","Regular Season",2019-01-16,"21800659","HOU vs. BKN",TRUE,TRUE,1,720,"Gary Clark","1629109","HOU","D'Angelo Russell","1626156","BKN","BKN","BKN","BKN","BKN","BKN",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.629061441716916,0.370938558283084,0.629061441716916,0.370938558283084
"2018-19","Regular Season",2019-01-16,"21800660","MIL @ MEM",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Brook Lopez","201572","MIL","MEM","MIL","MEM","MIL","MIL",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.392072458914902,0.607927541085098,0.359207172985767,0.640792827014233
"2018-19","Regular Season",2019-01-16,"21800661","DAL vs. SAS",TRUE,TRUE,1,720,"DeAndre Jordan","201599","DAL","LaMarcus Aldridge","200746","SAS","DAL","DAL","SAS","DAL","SAS",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.692292092944073,0.307707907055926,0.746126439825505,0.253873560174495
"2018-19","Regular Season",2019-01-16,"21800662","POR vs. CLE",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Tristan Thompson","202684","CLE","POR","CLE","CLE","CLE","POR",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.745904753846835,0.254095246153165,0.788786237283971,0.211213762716029
"2018-19","Regular Season",2019-01-16,"21800663","GSW vs. NOP",TRUE,TRUE,1,720,"Kevin Durant","201142","GSW","Anthony Davis","203076","NOP","NOP","NOP","GSW","GSW","NOP",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.412472129058735,0.587527870941265,0.369392504899632,0.630607495100368
"2018-19","Regular Season",2019-01-16,"21800664","UTA @ LAC",TRUE,TRUE,1,720,"Marcin Gortat","101162","LAC","Rudy Gobert","203497","UTA","UTA","LAC","UTA","UTA","LAC",FALSE,TRUE,FALSE,FALSE,TRUE,"Home",0.62874458500457,0.37125541499543,0.670974746270877,0.329025253729123
"2018-19","Regular Season",2019-01-17,"21800665","WAS vs. NYK",TRUE,TRUE,1,720,"Thomas Bryant","1628418","WAS","Luke Kornet","1628436","NYK","NYK","WAS","WAS","WAS","WAS",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.393533149107662,0.606466850892338,0.396084970433386,0.603915029566614
"2018-19","Regular Season",2019-01-17,"21800666","CHA vs. SAC",TRUE,TRUE,1,720,"Bismack Biyombo","202687","CHA","Willie Cauley-Stein","1626161","SAC","CHA","CHA","SAC","SAC","CHA",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.59154010580871,0.40845989419129,0.630755934061322,0.369244065938678
"2018-19","Regular Season",2019-01-17,"21800667","PHI @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Joel Embiid","203954","PHI","PHI","IND","IND","IND","PHI",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.309189944198726,0.690810055801274,0.257765064507635,0.742234935492365
"2018-19","Regular Season",2019-01-17,"21800668","TOR vs. PHX",TRUE,TRUE,1,720,"Serge Ibaka","201586","TOR","Deandre Ayton","1629028","PHX","PHX","TOR","TOR","PHX","PHX",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.508857883151512,0.491142116848488,0.543222884968281,0.456777115031719
"2018-19","Regular Season",2019-01-17,"21800669","DEN vs. CHI",TRUE,TRUE,1,720,"Nikola Jokic","203999","DEN","Bobby Portis","1626171","CHI","CHI","CHI","DEN","CHI","CHI",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.442004416217829,0.557995583782171,0.546058180419075,0.453941819580925
"2018-19","Regular Season",2019-01-17,"21800670","LAL @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Tyson Chandler","2199","LAL","OKC","OKC","LAL","OKC","LAL",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.639054434106766,0.360945565893234,0.686123603547668,0.313876396452332
"2018-19","Regular Season",2019-01-18,"21800671","BOS vs. MEM",TRUE,TRUE,1,720,"Al Horford","201143","BOS","Marc Gasol","201188","MEM","MEM","BOS","BOS","BOS","MEM",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.422414561261411,0.57758543873859,0.418308715705966,0.581691284294034
"2018-19","Regular Season",2019-01-18,"21800672","MIA @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Hassan Whiteside","202355","MIA","DET","DET","MIA","MIA","DET",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.614700701242315,0.385299298757685,0.660277907234987,0.339722092765013
"2018-19","Regular Season",2019-01-18,"21800673","ORL vs. BKN",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Jarrett Allen","1628386","BKN","BKN","BKN","ORL","ORL","BKN",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.380757697022351,0.61924230297765,0.346579443541609,0.653420556458391
"2018-19","Regular Season",2019-01-18,"21800674","SAS @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Pau Gasol","2200","SAS","SAS","MIN","MIN","MIN","SAS",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.38994024135417,0.61005975864583,0.363100709715001,0.636899290284999
"2018-19","Regular Season",2019-01-18,"21800675","UTA vs. CLE",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Ante Zizic","1627790","CLE","UTA","UTA","UTA","UTA","UTA",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.698859009510023,0.301140990489977,0.781587917544594,0.218412082455406
"2018-19","Regular Season",2019-01-18,"21800676","GSW @ LAC",TRUE,TRUE,1,720,"Marcin Gortat","101162","LAC","Kevin Durant","201142","GSW","LAC","LAC","LAC","GSW","GSW",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.677455421850403,0.322544578149596,0.739602133946536,0.260397866053464
"2018-19","Regular Season",2019-01-18,"21800677","NOP @ POR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","POR","Anthony Davis","203076","NOP","NOP","POR","POR","POR","NOP",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.58518632457505,0.41481367542495,0.605434593788959,0.394565406211041
"2018-19","Regular Season",2019-01-19,"21800678","PHI vs. OKC",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Steven Adams","203500","OKC","OKC","PHI","OKC","OKC","PHI",FALSE,TRUE,FALSE,FALSE,TRUE,"Home",0.468716544032967,0.531283455967033,0.446175794425735,0.553824205574265
"2018-19","Regular Season",2019-01-19,"21800679","CHA vs. PHX",TRUE,TRUE,1,720,"Bismack Biyombo","202687","CHA","Deandre Ayton","1629028","PHX","CHA","CHA","CHA","CHA","PHX",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.574836230006587,0.425163769993413,0.611219891766236,0.388780108233764
"2018-19","Regular Season",2019-01-19,"21800680","DET vs. SAC",TRUE,TRUE,1,720,"Zaza Pachulia","2585","DET","Willie Cauley-Stein","1626161","SAC","DET","SAC","DET","SAC","DET",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.544474420172181,0.455525579827819,0.546569589561664,0.453430410438336
"2018-19","Regular Season",2019-01-19,"21800681","DAL @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","DeAndre Jordan","201599","DAL","DAL","IND","IND","IND","IND",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.307679941191527,0.692320058808473,0.251225846604275,0.748774153395725
"2018-19","Regular Season",2019-01-19,"21800682","MIL @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Brook Lopez","201572","MIL","ORL","ORL","MIL","MIL","ORL",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.269234244222488,0.730765755777512,0.238592484811376,0.761407515188624
"2018-19","Regular Season",2019-01-19,"21800683","ATL vs. BOS",TRUE,TRUE,1,720,"Dewayne Dedmon","203473","ATL","Al Horford","201143","BOS","ATL","BOS","BOS","ATL","ATL",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.605735381157648,0.394264618842352,0.607957869805019,0.392042130194981
"2018-19","Regular Season",2019-01-19,"21800684","TOR vs. MEM",TRUE,TRUE,1,720,"Serge Ibaka","201586","TOR","Jaren Jackson Jr.","1628991","MEM","MEM","TOR","TOR","TOR","TOR",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.417495507608144,0.582504492391856,0.411516515769401,0.588483484230599
"2018-19","Regular Season",2019-01-19,"21800685","MIA @ CHI",TRUE,TRUE,1,720,"Robin Lopez","201577","CHI","Hassan Whiteside","202355","MIA","CHI","CHI","MIA","CHI","MIA",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.500508387336698,0.499491612663302,0.511770354895714,0.488229645104286
"2018-19","Regular Season",2019-01-19,"21800686","LAL @ HOU",TRUE,TRUE,1,720,"P.J. Tucker","200782","HOU","Tyson Chandler","2199","LAL","LAL","LAL","HOU","HOU","LAL",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.354332489376203,0.645667510623797,0.317629555251131,0.682370444748869
"2018-19","Regular Season",2019-01-19,"21800687","CLE @ DEN",TRUE,TRUE,1,720,"Nikola Jokic","203999","DEN","Ante Zizic","1627790","CLE","CLE","DEN","DEN","DEN","DEN",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.627203579337889,0.37279642066211,0.711410823370393,0.288589176629607
"2018-19","Regular Season",2019-01-20,"21800688","CHA @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Bismack Biyombo","202687","CHA","IND","IND","CHA","CHA","IND",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.389562200357088,0.610437799642912,0.330107786027836,0.669892213972164
"2018-19","Regular Season",2019-01-20,"21800689","PHX @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Dragan Bender","1627733","PHX","MIN","MIN","PHX","PHX","MIN",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.642945874895374,0.357054125104626,0.745836862143999,0.254163137856001
"2018-19","Regular Season",2019-01-20,"21800690","SAS vs. LAC",TRUE,TRUE,1,720,"LaMarcus Aldridge","200746","SAS","Montrezl Harrell","1626149","LAC","SAS","LAC","LAC","SAS","LAC",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.519187251567695,0.480812748432305,0.476024416318224,0.523975583681776
"2018-19","Regular Season",2019-01-21,"21800691","OKC @ NYK",TRUE,TRUE,1,720,"Luke Kornet","1628436","NYK","Steven Adams","203500","OKC","OKC","OKC","NYK","NYK","OKC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.48051375668946,0.51948624331054,0.409332301684384,0.590667698315616
"2018-19","Regular Season",2019-01-21,"21800692","CLE vs. CHI",TRUE,TRUE,1,720,"Ante Zizic","1627790","CLE","Robin Lopez","201577","CHI","CHI","CHI","CHI","CHI","CHI",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.290758511947202,0.709241488052798,0.227137445322245,0.772862554677755
"2018-19","Regular Season",2019-01-21,"21800693","DET @ WAS",TRUE,TRUE,1,720,"Thomas Bryant","1628418","WAS","Zaza Pachulia","2585","DET","WAS","WAS","WAS","DET","DET",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.428522978021264,0.571477021978735,0.413332619510162,0.586667380489838
"2018-19","Regular Season",2019-01-21,"21800694","DAL @ MIL",TRUE,TRUE,1,720,"Brook Lopez","201572","MIL","DeAndre Jordan","201599","DAL","DAL","MIL","MIL","DAL","MIL",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.546997215635906,0.453002784364094,0.553407552873524,0.446592447126476
"2018-19","Regular Season",2019-01-21,"21800695","ATL vs. ORL",TRUE,TRUE,1,720,"Dewayne Dedmon","203473","ATL","Nikola Vucevic","202696","ORL","ATL","ATL","ORL","ORL","ATL",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.659302456588957,0.340697543411043,0.67550541014157,0.32449458985843
"2018-19","Regular Season",2019-01-21,"21800696","BKN vs. SAC",TRUE,TRUE,1,720,"Jarrett Allen","1628386","BKN","Willie Cauley-Stein","1626161","SAC","BKN","BKN","SAC","SAC","BKN",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.582149012147737,0.417850987852263,0.627713215503261,0.372286784496739
"2018-19","Regular Season",2019-01-21,"21800697","MEM vs. NOP",TRUE,TRUE,1,720,"Jaren Jackson Jr.","1628991","MEM","Jahlil Okafor","1626143","NOP","MEM","MEM","NOP","MEM","NOP",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.622022254394274,0.377977745605726,0.637785154657526,0.362214845342474
"2018-19","Regular Season",2019-01-21,"21800698","MIA @ BOS",TRUE,TRUE,1,720,"Al Horford","201143","BOS","Hassan Whiteside","202355","MIA","MIA","MIA","MIA","BOS","BOS",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.425169767172036,0.574830232827964,0.428375857068694,0.571624142931306
"2018-19","Regular Season",2019-01-21,"21800699","HOU @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Nene","2403","HOU","PHI","PHI","PHI","PHI","PHI",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.565409518290161,0.434590481709839,0.618486755625153,0.381513244374847
"2018-19","Regular Season",2019-01-21,"21800700","UTA vs. POR",TRUE,TRUE,1,720,"Derrick Favors","202324","UTA","Jusuf Nurkic","203994","POR","UTA","UTA","UTA","POR","UTA",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.398917352595997,0.601082647404003,0.370398576126441,0.629601423873559
"2018-19","Regular Season",2019-01-21,"21800701","LAL vs. GSW",TRUE,TRUE,1,720,"Tyson Chandler","2199","LAL","DeMarcus Cousins","202326","GSW","GSW","GSW","LAL","GSW","LAL",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.504029201934353,0.495970798065647,0.519944149894025,0.480055850105975
"2018-19","Regular Season",2019-01-22,"21800702","TOR vs. SAC",TRUE,TRUE,1,720,"Serge Ibaka","201586","TOR","Willie Cauley-Stein","1626161","SAC","SAC","SAC","TOR","SAC","SAC",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.566807384471236,0.433192615528764,0.606714896853668,0.393285103146332
"2018-19","Regular Season",2019-01-22,"21800703","OKC vs. POR",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Jusuf Nurkic","203994","POR","POR","OKC","OKC","OKC","POR",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.517457493544013,0.482542506455987,0.537536245621242,0.462463754378758
"2018-19","Regular Season",2019-01-22,"21800704","DAL vs. LAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","DAL","Montrezl Harrell","1626149","LAC","DAL","LAC","DAL","LAC","LAC",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.672664535237431,0.327335464762568,0.704423410903543,0.295576589096457
"2018-19","Regular Season",2019-01-22,"21800705","PHX vs. MIN",TRUE,TRUE,1,720,"Dragan Bender","1627733","PHX","Karl-Anthony Towns","1626157","MIN","MIN","MIN","PHX","PHX","MIN",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.234650731034475,0.765349268965524,0.168034312935325,0.831965687064675
"2018-19","Regular Season",2019-01-23,"21800706","TOR @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Serge Ibaka","201586","TOR","IND","IND","IND","TOR","IND",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.457602177723847,0.542397822276153,0.407746086677725,0.592253913322275
"2018-19","Regular Season",2019-01-23,"21800707","CLE @ BOS",TRUE,TRUE,1,720,"Aron Baynes","203382","BOS","Ante Zizic","1627790","CLE","BOS","CLE","CLE","CLE","BOS",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.653790519541829,0.346209480458171,0.709397404832498,0.290602595167502
"2018-19","Regular Season",2019-01-23,"21800708","ORL @ BKN",TRUE,TRUE,1,720,"Jarrett Allen","1628386","BKN","Nikola Vucevic","202696","ORL","BKN","ORL","BKN","BKN","ORL",TRUE,FALSE,TRUE,TRUE,FALSE,"Home",0.633731749387973,0.366268250612027,0.670152105248661,0.329847894751339
"2018-19","Regular Season",2019-01-23,"21800709","MIA vs. LAC",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Marcin Gortat","101162","LAC","LAC","MIA","MIA","LAC","LAC",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.399284694031356,0.600715305968643,0.348560700638749,0.651439299361251
"2018-19","Regular Season",2019-01-23,"21800710","HOU @ NYK",TRUE,TRUE,1,720,"Noah Vonleh","203943","NYK","Kenneth Faried","202702","HOU","HOU","HOU","NYK","NYK","HOU",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.546915252163822,0.453084747836178,0.541682492330315,0.458317507669685
"2018-19","Regular Season",2019-01-23,"21800711","SAS @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","LaMarcus Aldridge","200746","SAS","PHI","PHI","SAS","SAS","PHI",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.704639218632732,0.295360781367267,0.747790811194624,0.252209188805376
"2018-19","Regular Season",2019-01-23,"21800712","CHI vs. ATL",TRUE,TRUE,1,720,"Robin Lopez","201577","CHI","Dewayne Dedmon","203473","ATL","CHI","ATL","CHI","ATL","ATL",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.474524376613377,0.525475623386623,0.481730732981281,0.518269267018719
"2018-19","Regular Season",2019-01-23,"21800713","CHA @ MEM",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Bismack Biyombo","202687","CHA","CHA","CHA","CHA","CHA","MEM",FALSE,FALSE,FALSE,FALSE,TRUE,"Home",0.540852893402946,0.459147106597055,0.536518812845376,0.463481187154624
"2018-19","Regular Season",2019-01-23,"21800714","DET @ NOP",TRUE,TRUE,1,720,"Jahlil Okafor","1626143","NOP","Zaza Pachulia","2585","DET","NOP","NOP","DET","NOP","NOP",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.426588308985283,0.573411691014717,0.393170124480248,0.606829875519752
"2018-19","Regular Season",2019-01-23,"21800715","UTA vs. DEN",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Nikola Jokic","203999","DEN","UTA","UTA","DEN","UTA","DEN",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.598446429492003,0.401553570507997,0.624321910706222,0.375678089293778
"2018-19","Regular Season",2019-01-24,"21800716","GSW @ WAS",TRUE,TRUE,1,720,"Thomas Bryant","1628418","WAS","DeMarcus Cousins","202326","GSW","GSW","GSW","GSW","WAS","WAS",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.443303395008562,0.556696604991439,0.432018870892075,0.567981129107925
"2018-19","Regular Season",2019-01-24,"21800717","OKC vs. NOP",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Jahlil Okafor","1626143","NOP","OKC","OKC","NOP","OKC","OKC",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.740208319417899,0.259791680582101,0.801651706821193,0.198348293178807
"2018-19","Regular Season",2019-01-24,"21800718","PHX vs. POR",TRUE,TRUE,1,720,"Dragan Bender","1627733","PHX","Jusuf Nurkic","203994","POR","POR","PHX","PHX","PHX","POR",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.240567415946648,0.759432584053353,0.163090140814697,0.836909859185303
"2018-19","Regular Season",2019-01-24,"21800719","MIN @ LAL",TRUE,TRUE,1,720,"Ivica Zubac","1627826","LAL","Karl-Anthony Towns","1626157","MIN","MIN","MIN","MIN","LAL","MIN",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.307921354586761,0.692078645413239,0.257652341685403,0.742347658314597
