"game_date","game","player","team","fpts_team_line","fpts_team_prob","br_line","br_prob","br_edge","br_kelly","br_units","bs_line","bs_prob","bs_edge","bs_kelly","bs_units","csr_line","csr_prob","csr_edge","csr_kelly","csr_units","dk_line","dk_prob","dk_edge","dk_kelly","dk_units","fd_line","fd_prob","fd_edge","fd_kelly","fd_units","mgm_line","mgm_prob","mgm_edge","mgm_kelly","mgm_units","pb_line","pb_prob","pb_edge","pb_kelly","pb_units","run_timestamp_utc","status"
2022-12-12,"BKN @ WAS","Ben Simmons","BKN",378,0.2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0.1538,0.0553,0.0327,3.2705,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"BKN @ WAS","Joe Harris","BKN",530,0.1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,0.1053,0.0536,0.0299,2.9948,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"MIA @ IND","Myles Turner","IND",305,0.2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,0.2222,0.0246,0.0158,1.584,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"New"
2022-12-12,"MIA @ IND","Andrew Nembhard","IND",589,0.1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0.1333,0.0119,0.0069,0.6862,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"New"
2022-12-12,"MIN @ POR","D'Angelo Russell","MIN",361,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,0.2,0.017,0.0106,1.0642,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"MIN @ POR","Jaden McDaniels","MIN",485,0.1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0.1538,0.017,0.01,1.0018,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"MIN @ POR","Josh Hart","POR",573,0.1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0.1333,0.0152,0.0088,0.8766,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
2022-12-12,"CLE @ SAS","Jeremy Sochan","SAS",417,0.1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0.1538,0.0396,0.0234,2.3403,NA,NA,NA,NA,NA,2022-12-12 23:54:05,"Unchanged"
