"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"CLE_SAC",20221109,"nba","Moneyline","full","CLE","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186.661867050636,157.666666666667
"DAL_ORL",20221109,"nba","Moneyline","full","DAL","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-363.317710286214,293.333333333333
"DEN_IND",20221109,"nba","Moneyline","full","DEN","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199.331933361333,167
"DET_BOS",20221109,"nba","Moneyline","full","DET","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.666666666667,-866.42685851319
"HOU_TOR",20221109,"nba","Moneyline","full","HOU","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,-533.333333333333
"LAL_LAC",20221109,"nba","Moneyline","full","LAL","LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,-154.330833458327
"MEM_SAS",20221109,"nba","Moneyline","full","MEM","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-217.5,183
"MIL_OKC",20221109,"nba","Moneyline","full","MIL","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.665133394664,34.3333333333333
"NOP_CHI",20221109,"nba","Moneyline","full","NOP","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.329433684302,111.333333333333
"NYK_BKN",20221109,"nba","Moneyline","full","NYK","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.333333333333,-155.333333333333
"PHX_MIN",20221109,"nba","Moneyline","full","PHX","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.666666666667,-127.996100350968
"POR_CHA",20221109,"nba","Moneyline","full","POR","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.996100350968,106.666666666667
"UTA_ATL",20221109,"nba","Moneyline","full","UTA","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.333333333333,-180.661867050636
