"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_BKN",20221209,"nba","Spread","full","ATL","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,-7.5
"DET_MEM",20221209,"nba","Spread","full","DET","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8333333333333,-10.8333333333333
"LAL_PHI",20221209,"nba","Spread","full","LAL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83333333333333,-4.83333333333333
"MIL_DAL",20221209,"nba","Spread","full","MIL","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"MIN_UTA",20221209,"nba","Spread","full","MIN","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.833333333333333,0.833333333333333
"NYK_CHA",20221209,"nba","Spread","full","NYK","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,4
"PHX_NOP",20221209,"nba","Spread","full","PHX","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16666666666667,1.16666666666667
"SAC_CLE",20221209,"nba","Spread","full","SAC","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,-3.5
"TOR_ORL",20221209,"nba","Spread","full","TOR","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,8
"WAS_IND",20221209,"nba","Spread","full","WAS","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-4
