"season","season_type","game_date","game_id","matchup","opening_jump","center_court","period","period_clock","home_team_jumper","home_team_person_id","home_team_abbrev","away_team_jumper","away_team_person_id","away_team_abbrev","possession","score_first","score_first_2Q","score_first_3Q","score_first_4Q","home_won_tip","home_score_first","home_score_first_2Q","home_score_first_3Q","home_score_first_4Q","location","final_win_prob_all"
"2015-16","Pre Season",2015-10-16,"11500067","NYK vs. BOS",TRUE,TRUE,1,720,"Robin Lopez","201577","NYK","Amir Johnson","101161","BOS","NYK","NYK","NYK","NYK","NYK",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.453559510719398
"2015-16","Pre Season",2015-10-16,"11500068","DAL vs. ATL",TRUE,TRUE,1,720,"Zaza Pachulia","2585","DAL","Al Horford","201143","ATL","ATL","DAL","DAL","ATL","DAL",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.500401925693222
"2015-16","Pre Season",2015-10-17,"11500070","CHA vs. NYK",TRUE,TRUE,1,720,"Cody Zeller","203469","CHA","Kristaps Porzingis","204001","NYK","CHA","NYK","NYK","CHA","CHA",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.409358679528347
"2015-16","Pre Season",2015-10-17,"11500071","SAC @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Willie Cauley-Stein","1626161","SAC","SAC","SAC","NOP","SAC","SAC",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.466297299768329
"2015-16","Pre Season",2015-10-17,"11500073","LAL vs. GSW",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","Festus Ezeli","203105","GSW","GSW","LAL","GSW","GSW",NA,FALSE,TRUE,FALSE,FALSE,NA,"Home",0.466904568386424
"2015-16","Pre Season",2015-10-17,"11500074","WAS @ MIL",TRUE,TRUE,1,720,"Greg Monroe","202328","MIL","Marcin Gortat","101162","WAS","WAS","WAS","WAS","MIL","MIL",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.372595999709969
"2015-16","Pre Season",2015-10-18,"11500075","BKN vs. PHI",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Jahlil Okafor","1626143","PHI","BKN","BKN","BKN","BKN","BKN",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.590968846578591
"2015-16","Pre Season",2015-10-18,"11500076","SAS vs. DET",TRUE,TRUE,1,720,"Tim Duncan","1495","SAS","Andre Drummond","203083","DET","DET","DET","SAS","SAS","DET",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.54675949969764
"2015-16","Pre Season",2015-10-18,"11500077","MIN @ MEM",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Karl-Anthony Towns","1626157","MIN","MIN","MEM","MIN","MEM","MEM",FALSE,TRUE,FALSE,TRUE,TRUE,"Home",0.464621111553061
"2015-16","Pre Season",2015-10-18,"11500078","TOR vs. CLE",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Timofey Mozgov","202389","CLE","CLE","CLE","CLE","CLE","CLE",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.469884732612168
"2015-16","Pre Season",2015-10-18,"11500079","OKC vs. DEN",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Joffrey Lauvergne","203530","DEN","DEN","DEN","OKC","OKC","DEN",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.599821173997378
"2015-16","Pre Season",2015-10-18,"11500080","POR vs. UTA",TRUE,TRUE,1,720,"Mason Plumlee","203486","POR","Tibor Pleiss","202353","UTA","POR","UTA","POR","UTA","POR",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.414681678665329
"2015-16","Pre Season",2015-10-18,"11500081","MIA @ ATL",TRUE,TRUE,1,720,"Al Horford","201143","ATL","Chris Andersen","2365","MIA","ATL","MIA","MIA","ATL","ATL",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.522224592395201
"2015-16","Pre Season",2015-10-19,"11500082","CHI @ CHA",TRUE,TRUE,1,720,"Cody Zeller","203469","CHA","Joakim Noah","201149","CHI","CHI","CHI","CHI","CHA","CHA",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.386172579592202
"2015-16","Pre Season",2015-10-19,"11500083","DAL @ CLE",TRUE,TRUE,1,720,"Timofey Mozgov","202389","CLE","Dwight Powell","203939","DAL","DAL","DAL","DAL","CLE","CLE",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.443444506700792
"2015-16","Pre Season",2015-10-19,"11500084","HOU vs. NOP",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Kendrick Perkins","2570","NOP","HOU","HOU","HOU","NOP","HOU",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.532747801164184
"2015-16","Pre Season",2015-10-19,"11500085","BKN @ BOS",TRUE,TRUE,1,720,"Amir Johnson","101161","BOS","Thomas Robinson","203080","BKN","BOS","BKN","BKN","BKN","BOS",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.67455257753515
"2015-16","Pre Season",2015-10-19,"11500086","LAL vs. POR",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","Mason Plumlee","203486","POR","LAL","LAL","POR","POR","LAL",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.517613519665761
"2015-16","Pre Season",2015-10-20,"11500087","CHI vs. IND",TRUE,TRUE,1,720,"Pau Gasol","2200","CHI","Ian Mahinmi","101133","IND","IND","CHI","CHI","CHI","CHI",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.590953556612179
"2015-16","Pre Season",2015-10-20,"11500088","MIN @ MIL",TRUE,TRUE,1,720,"Greg Monroe","202328","MIL","Karl-Anthony Towns","1626157","MIN","MIN","MIL","MIL","MIN","MIN",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.361789562320396
"2015-16","Pre Season",2015-10-20,"11500089","OKC @ UTA",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Steven Adams","203500","OKC","OKC","OKC","UTA","UTA","OKC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.35329839097903
"2015-16","Pre Season",2015-10-20,"11500090","SAS vs. PHX",TRUE,TRUE,1,720,"Tim Duncan","1495","SAS","Tyson Chandler","2199","PHX","PHX","PHX","SAS","SAS","SAS",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.546264090928462
"2015-16","Pre Season",2015-10-20,"11500091","LAC vs. GSW",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Festus Ezeli","203105","GSW","LAC","LAC","LAC","GSW","LAC",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.604246667980376
"2015-16","Pre Season",2015-10-21,"11500092","NOP @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Anthony Davis","203076","NOP","ORL","ORL","NOP","ORL","ORL",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.468816275761372
"2015-16","Pre Season",2015-10-21,"11500093","CHA @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Cody Zeller","203469","CHA","DET","CHA","DET","CHA","DET",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.622094328737082
"2015-16","Pre Season",2015-10-21,"11500094","DAL vs. PHX",TRUE,TRUE,1,720,"Salah Mejri","1626257","DAL","Alex Len","203458","PHX","PHX","PHX","DAL","DAL","PHX",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.530311927854734
"2015-16","Pre Season",2015-10-21,"11500095","MEM @ ATL",TRUE,TRUE,1,720,"Al Horford","201143","ATL","Marc Gasol","201188","MEM","ATL","ATL","MEM","ATL","MEM",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.39083619580351
"2015-16","Pre Season",2015-10-21,"11500096","MIA vs. WAS",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Marcin Gortat","101162","WAS","MIA","WAS","WAS","WAS","MIA",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.430403662015818
"2015-16","Pre Season",2015-10-22,"11500097","CHA @ IND",TRUE,TRUE,1,720,"Ian Mahinmi","101133","IND","Cody Zeller","203469","CHA","CHA","IND","IND","IND","IND",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.496062976631214
"2015-16","Pre Season",2015-10-22,"11500098","DEN @ UTA",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Nikola Jokic","203999","DEN","UTA","UTA","DEN","UTA","DEN",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.514262084256013
"2015-16","Pre Season",2015-10-22,"11500099","LAL vs. GSW",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","Festus Ezeli","203105","GSW","LAL","GSW","GSW","GSW","LAL",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.433020056530532
"2015-16","Pre Season",2015-10-22,"11500100","NYK @ BOS",TRUE,TRUE,1,720,"Tyler Zeller","203092","BOS","Robin Lopez","201577","NYK","NYK","NYK","BOS","NYK","BOS",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.445606936159955
"2015-16","Pre Season",2015-10-22,"11500101","LAC vs. POR",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Mason Plumlee","203486","POR","LAC","POR","LAC","POR","LAC",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.622715171727072
"2015-16","Pre Season",2015-10-23,"11500102","MEM @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Brandan Wright","201148","MEM","ORL","ORL","MEM","MEM","MEM",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.495338332540842
"2015-16","Pre Season",2015-10-23,"11500103","DAL @ CHI",TRUE,TRUE,1,720,"Pau Gasol","2200","CHI","Zaza Pachulia","2585","DAL","DAL","DAL","DAL","CHI","DAL",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.632430240126571
"2015-16","Pre Season",2015-10-23,"11500104","MIA @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Hassan Whiteside","202355","MIA","NOP","MIA","MIA","MIA","MIA",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.514341928805235
"2015-16","Pre Season",2015-10-23,"11500105","MIN vs. MIL",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Greg Monroe","202328","MIL","MIN","MIN","MIL","MIN","MIL",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.7167177393191
"2015-16","Pre Season",2015-10-23,"11500106","BOS vs. PHI",TRUE,TRUE,1,720,"Tyler Zeller","203092","BOS","Nerlens Noel","203457","PHI","PHI","PHI","PHI","BOS","BOS",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.414893585767779
"2015-16","Pre Season",2015-10-23,"11500107","WAS @ TOR",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Marcin Gortat","101162","WAS","WAS","WAS","TOR","WAS","WAS",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.422458518887912
"2015-16","Pre Season",2015-10-23,"11500108","DET vs. ATL",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Edy Tavares","204002","ATL","DET","ATL","ATL","DET","DET",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.623849900113869
"2015-16","Pre Season",2015-10-23,"11500109","SAS vs. HOU",TRUE,TRUE,1,720,"Tim Duncan","1495","SAS","Clint Capela","203991","HOU","SAS","SAS","HOU","HOU","SAS",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.541981789948158
"2015-16","Regular Season",2015-10-27,"21500001","DET @ ATL",TRUE,TRUE,1,720,"Al Horford","201143","ATL","Andre Drummond","203083","DET","DET","DET","ATL","DET","DET",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.281874926915393
"2015-16","Regular Season",2015-10-27,"21500002","CHI vs. CLE",TRUE,TRUE,1,720,"Pau Gasol","2200","CHI","Timofey Mozgov","202389","CLE","CHI","CLE","CHI","CLE","CLE",TRUE,FALSE,TRUE,FALSE,FALSE,"Home",0.562806708748935
"2015-16","Regular Season",2015-10-27,"21500003","NOP @ GSW",TRUE,TRUE,1,720,"Andrew Bogut","101106","GSW","Anthony Davis","203076","NOP","NOP","GSW","NOP","GSW","GSW",FALSE,TRUE,FALSE,TRUE,TRUE,"Home",0.544147360810392
"2015-16","Regular Season",2015-10-28,"21500004","WAS @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Marcin Gortat","101162","WAS","WAS","ORL","ORL","WAS","ORL",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.420031585145803
"2015-16","Regular Season",2015-10-28,"21500005","BOS vs. PHI",TRUE,TRUE,1,720,"Tyler Zeller","203092","BOS","Nerlens Noel","203457","PHI","BOS","BOS","BOS","PHI","PHI",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.406052963661119
"2015-16","Regular Season",2015-10-28,"21500006","CHI @ BKN",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Pau Gasol","2200","CHI","BKN","CHI","CHI","CHI","CHI",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.545365156334681
"2015-16","Regular Season",2015-10-28,"21500007","DET vs. UTA",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Rudy Gobert","203497","UTA","UTA","UTA","UTA","DET","DET",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.602274209119233
"2015-16","Regular Season",2015-10-28,"21500008","MIA vs. CHA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Al Jefferson","2744","CHA","MIA","MIA","CHA","CHA","MIA",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.527679889262345
"2015-16","Regular Season",2015-10-28,"21500009","TOR vs. IND",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Ian Mahinmi","101133","IND","TOR","TOR","IND","TOR","TOR",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.506983377171025
"2015-16","Regular Season",2015-10-28,"21500010","HOU vs. DEN",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Joffrey Lauvergne","203530","DEN","HOU","DEN","DEN","DEN","HOU",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.427341315679406
"2015-16","Regular Season",2015-10-28,"21500011","CLE @ MEM",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Timofey Mozgov","202389","CLE","MEM","MEM","CLE","CLE","MEM",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.557049753207774
"2015-16","Regular Season",2015-10-28,"21500012","NYK @ MIL",TRUE,TRUE,1,720,"Greg Monroe","202328","MIL","Robin Lopez","201577","NYK","NYK","NYK","NYK","MIL","NYK",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.502019026932563
"2015-16","Regular Season",2015-10-28,"21500013","SAS @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Tim Duncan","1495","SAS","OKC","OKC","SAS","SAS","OKC",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.547934469726432
"2015-16","Regular Season",2015-10-28,"21500014","DAL @ PHX",TRUE,TRUE,1,720,"Tyson Chandler","2199","PHX","Zaza Pachulia","2585","DAL","DAL","DAL","PHX","PHX","DAL",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.623697447722494
"2015-16","Regular Season",2015-10-28,"21500015","NOP @ POR",TRUE,TRUE,1,720,"Mason Plumlee","203486","POR","Anthony Davis","203076","NOP","POR","POR","NOP","POR","POR",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.45807190429964
"2015-16","Regular Season",2015-10-28,"21500016","LAC @ SAC",TRUE,TRUE,1,720,"Kosta Koufos","201585","SAC","DeAndre Jordan","201599","LAC","LAC","LAC","SAC","SAC","LAC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.471385279731156
"2015-16","Regular Season",2015-10-28,"21500017","MIN @ LAL",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","Karl-Anthony Towns","1626157","MIN","MIN","MIN","MIN","MIN","MIN",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.471980099569918
"2015-16","Regular Season",2015-10-29,"21500018","MEM @ IND",TRUE,TRUE,1,720,"Ian Mahinmi","101133","IND","Marc Gasol","201188","MEM","MEM","MEM","IND","IND","MEM",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.409116890105305
"2015-16","Regular Season",2015-10-29,"21500019","NYK vs. ATL",TRUE,TRUE,1,720,"Robin Lopez","201577","NYK","Al Horford","201143","ATL","ATL","ATL","NYK","NYK","ATL",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.553394036561708
"2015-16","Regular Season",2015-10-29,"21500020","DAL @ LAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Zaza Pachulia","2585","DAL","LAC","LAC","LAC","DAL","LAC",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.653757990938109
"2015-16","Regular Season",2015-10-30,"21500021","CLE vs. MIA",TRUE,TRUE,1,720,"Timofey Mozgov","202389","CLE","Hassan Whiteside","202355","MIA","CLE","MIA","MIA","MIA","CLE",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.500616218760839
"2015-16","Regular Season",2015-10-30,"21500022","OKC @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Steven Adams","203500","OKC","OKC","OKC","ORL","OKC","OKC",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.352768879904684
"2015-16","Regular Season",2015-10-30,"21500023","UTA @ PHI",TRUE,TRUE,1,720,"Nerlens Noel","203457","PHI","Rudy Gobert","203497","UTA","UTA","UTA","PHI","UTA","UTA",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.520619980904666
"2015-16","Regular Season",2015-10-30,"21500024","TOR @ BOS",TRUE,TRUE,1,720,"Tyler Zeller","203092","BOS","Jonas Valanciunas","202685","TOR","BOS","BOS","TOR","TOR","TOR",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.438981620807619
"2015-16","Regular Season",2015-10-30,"21500025","CHI @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Pau Gasol","2200","CHI","DET","CHI","CHI","DET","CHI",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.556658818860465
"2015-16","Regular Season",2015-10-30,"21500026","CHA @ ATL",TRUE,TRUE,1,720,"Al Horford","201143","ATL","Al Jefferson","2744","CHA","CHA","CHA","ATL","CHA","ATL",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.473221330075275
"2015-16","Regular Season",2015-10-30,"21500027","WAS @ MIL",TRUE,TRUE,1,720,"Greg Monroe","202328","MIL","Marcin Gortat","101162","WAS","WAS","WAS","WAS","MIL","WAS",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.353647389138034
"2015-16","Regular Season",2015-10-30,"21500028","SAS vs. BKN",TRUE,TRUE,1,720,"Tim Duncan","1495","SAS","Brook Lopez","201572","BKN","BKN","BKN","BKN","SAS","BKN",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.494939673596176
"2015-16","Regular Season",2015-10-30,"21500029","MIN @ DEN",TRUE,TRUE,1,720,"Joffrey Lauvergne","203530","DEN","Karl-Anthony Towns","1626157","MIN","DEN","MIN","MIN","MIN","DEN",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.426169392711071
"2015-16","Regular Season",2015-10-30,"21500030","GSW @ HOU",TRUE,TRUE,1,720,"Dwight Howard","2730","HOU","Festus Ezeli","203105","GSW","GSW","GSW","GSW","HOU","HOU",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.56189966972991
"2015-16","Regular Season",2015-10-30,"21500031","LAL @ SAC",TRUE,TRUE,1,720,"Willie Cauley-Stein","1626161","SAC","Roy Hibbert","201579","LAL","LAL","SAC","SAC","SAC","SAC",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.561274054657037
"2015-16","Regular Season",2015-10-30,"21500032","PHX vs. POR",TRUE,TRUE,1,720,"Tyson Chandler","2199","PHX","Mason Plumlee","203486","POR","PHX","POR","PHX","PHX","PHX",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.556158197474373
"2015-16","Regular Season",2015-10-31,"21500033","IND vs. UTA",TRUE,TRUE,1,720,"Ian Mahinmi","101133","IND","Rudy Gobert","203497","UTA","UTA","IND","IND","UTA","UTA",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.443175543317047
"2015-16","Regular Season",2015-10-31,"21500034","WAS vs. NYK",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Robin Lopez","201577","NYK","WAS","WAS","NYK","WAS","NYK",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.622013947558136
"2015-16","Regular Season",2015-10-31,"21500035","NOP vs. GSW",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Festus Ezeli","203105","GSW","NOP","NOP","NOP","NOP","GSW",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.432393340883986
"2015-16","Regular Season",2015-10-31,"21500036","BKN @ MEM",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Brook Lopez","201572","BKN","MEM","BKN","MEM","MEM","MEM",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.471071663759221
"2015-16","Regular Season",2015-10-31,"21500037","PHX @ POR",TRUE,TRUE,1,720,"Mason Plumlee","203486","POR","Tyson Chandler","2199","PHX","POR","PHX","POR","POR","POR",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.410277213691247
"2015-16","Regular Season",2015-10-31,"21500038","LAC vs. SAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Willie Cauley-Stein","1626161","SAC","LAC","LAC","SAC","SAC","SAC",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.578465842783666
"2015-16","Regular Season",2015-11-01,"21500039","ATL @ CHA",TRUE,TRUE,1,720,"Al Jefferson","2744","CHA","Al Horford","201143","ATL","CHA","CHA","CHA","CHA","ATL",TRUE,TRUE,TRUE,TRUE,FALSE,"Home",0.51840669943844
"2015-16","Regular Season",2015-11-01,"21500040","SAS @ BOS",TRUE,TRUE,1,720,"Tyler Zeller","203092","BOS","Tim Duncan","1495","SAS","BOS","BOS","BOS","SAS","BOS",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.330985643292364
"2015-16","Regular Season",2015-11-01,"21500041","HOU @ MIA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Clint Capela","203991","HOU","MIA","HOU","HOU","HOU","HOU",TRUE,FALSE,FALSE,FALSE,FALSE,"Home",0.47489957616242
"2015-16","Regular Season",2015-11-01,"21500042","TOR vs. MIL",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Greg Monroe","202328","MIL","TOR","TOR","MIL","MIL","TOR",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.541692784264679
"2015-16","Regular Season",2015-11-01,"21500043","CHI vs. ORL",TRUE,TRUE,1,720,"Pau Gasol","2200","CHI","Nikola Vucevic","202696","ORL","CHI","CHI","CHI","ORL","ORL",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.572529682761312
"2015-16","Regular Season",2015-11-01,"21500044","DEN @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Joffrey Lauvergne","203530","DEN","DEN","DEN","OKC","OKC","DEN",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.58366825205984
"2015-16","Regular Season",2015-11-01,"21500045","LAL vs. DAL",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","Zaza Pachulia","2585","DAL","DAL","DAL","DAL","DAL","LAL",FALSE,FALSE,FALSE,FALSE,TRUE,"Home",0.580770919756936
"2015-16","Regular Season",2015-11-02,"21500046","CLE @ PHI",TRUE,TRUE,1,720,"Nerlens Noel","203457","PHI","Timofey Mozgov","202389","CLE","PHI","CLE","CLE","CLE","PHI",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.506952871446873
"2015-16","Regular Season",2015-11-02,"21500047","BKN vs. MIL",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Greg Monroe","202328","MIL","BKN","BKN","MIL","BKN","MIL",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.687719203393533
"2015-16","Regular Season",2015-11-02,"21500048","SAS @ NYK",TRUE,TRUE,1,720,"Robin Lopez","201577","NYK","Tim Duncan","1495","SAS","SAS","SAS","SAS","NYK","SAS",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.33936746930826
"2015-16","Regular Season",2015-11-02,"21500049","HOU vs. OKC",TRUE,TRUE,1,720,"Dwight Howard","2730","HOU","Steven Adams","203500","OKC","HOU","HOU","HOU","OKC","OKC",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.455496485935244
"2015-16","Regular Season",2015-11-02,"21500050","MIN vs. POR",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Mason Plumlee","203486","POR","MIN","POR","POR","POR","MIN",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.596916637763722
"2015-16","Regular Season",2015-11-02,"21500051","MEM @ GSW",TRUE,TRUE,1,720,"Festus Ezeli","203105","GSW","Marc Gasol","201188","MEM","MEM","GSW","GSW","MEM","MEM",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.461504681612402
"2015-16","Regular Season",2015-11-02,"21500052","LAC vs. PHX",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Tyson Chandler","2199","PHX","LAC","LAC","PHX","LAC","LAC",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.545825862427306
"2015-16","Regular Season",2015-11-03,"21500053","CHI @ CHA",TRUE,TRUE,1,720,"Al Jefferson","2744","CHA","Pau Gasol","2200","CHI","CHA","CHA","CHA","CHA","CHA",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.423605203523195
"2015-16","Regular Season",2015-11-03,"21500054","DET vs. IND",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Ian Mahinmi","101133","IND","DET","DET","IND","IND","DET",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.670242963574392
"2015-16","Regular Season",2015-11-03,"21500055","MIA vs. ATL",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Al Horford","201143","ATL","ATL","MIA","ATL","MIA","MIA",FALSE,TRUE,FALSE,TRUE,TRUE,"Home",0.573964110741855
"2015-16","Regular Season",2015-11-03,"21500056","ORL @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Nikola Vucevic","202696","ORL","ORL","ORL","NOP","NOP","NOP",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.542826758018444
"2015-16","Regular Season",2015-11-03,"21500057","DAL vs. TOR",TRUE,TRUE,1,720,"Zaza Pachulia","2585","DAL","Jonas Valanciunas","202685","TOR","TOR","TOR","DAL","DAL","TOR",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.481217292589475
"2015-16","Regular Season",2015-11-03,"21500058","MEM @ SAC",TRUE,TRUE,1,720,"Kosta Koufos","201585","SAC","Marc Gasol","201188","MEM","MEM","MEM","MEM","SAC","SAC",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.526820193517512
"2015-16","Regular Season",2015-11-03,"21500059","LAL vs. DEN",TRUE,TRUE,1,720,"Roy Hibbert","201579","LAL","JJ Hickson","201581","DEN","LAL","DEN","DEN","DEN","LAL",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.531023561599286
"2015-16","Regular Season",2015-11-04,"21500060","BOS @ IND",TRUE,TRUE,1,720,"Jordan Hill","201941","IND","Amir Johnson","101161","BOS","IND","IND","BOS","BOS","IND",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.440151424189082
