"season","season_type","game_date","game_id","matchup","opening_jump","center_court","period","period_clock","home_team_jumper","home_team_person_id","home_team_abbrev","away_team_jumper","away_team_person_id","away_team_abbrev","possession","score_first","score_first_2Q","score_first_3Q","score_first_4Q","home_won_tip","home_score_first","home_score_first_2Q","home_score_first_3Q","home_score_first_4Q","location","final_win_prob_all"
"2016-17","Regular Season",2016-11-16,"21600162","NYK vs. DET",TRUE,TRUE,1,720,"Joakim Noah","201149","NYK","Andre Drummond","203083","DET","DET","NYK","DET","NYK","DET",FALSE,TRUE,FALSE,TRUE,FALSE,"Home",0.423014890148309
"2016-17","Regular Season",2016-11-16,"21600163","MIL @ ATL",TRUE,TRUE,1,720,"Mike Muscala","203488","ATL","John Henson","203089","MIL","MIL","ATL","ATL","ATL","MIL",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.430750778845689
"2016-17","Regular Season",2016-11-16,"21600164","HOU @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Clint Capela","203991","HOU","OKC","OKC","HOU","HOU","HOU",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.625213870945305
"2016-17","Regular Season",2016-11-16,"21600165","GSW @ TOR",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Zaza Pachulia","2585","GSW","GSW","TOR","GSW","TOR","GSW",FALSE,TRUE,FALSE,TRUE,FALSE,"Home",0.538723998732645
"2016-17","Regular Season",2016-11-16,"21600166","PHX @ DEN",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","DEN","Tyson Chandler","2199","PHX","DEN","DEN","PHX","DEN","PHX",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.420932081804345
"2016-17","Regular Season",2016-11-16,"21600167","MEM @ LAC",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Marc Gasol","201188","MEM","LAC","MEM","MEM","LAC","LAC",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.548907383946434
"2016-17","Regular Season",2016-11-16,"21600168","SAS @ SAC",TRUE,TRUE,1,720,"Kosta Koufos","201585","SAC","Pau Gasol","2200","SAS","SAC","SAS","SAC","SAC","SAC",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.549612749115064
"2016-17","Regular Season",2016-11-17,"21600169","NYK @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Joakim Noah","201149","NYK","NYK","NYK","NYK","WAS","NYK",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.428681123062364
"2016-17","Regular Season",2016-11-17,"21600170","MIL @ MIA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","John Henson","203089","MIL","MIL","MIL","MIA","MIA","MIL",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.559892223126114
"2016-17","Regular Season",2016-11-17,"21600171","HOU vs. POR",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Mason Plumlee","203486","POR","POR","POR","HOU","HOU","HOU",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.489224612623913
"2016-17","Regular Season",2016-11-17,"21600172","PHI @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Joel Embiid","203954","PHI","PHI","MIN","MIN","MIN","PHI",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.456839524298483
"2016-17","Regular Season",2016-11-17,"21600173","UTA vs. CHI",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Robin Lopez","201577","CHI","CHI","CHI","CHI","CHI","CHI",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.526779284597503
"2016-17","Regular Season",2016-11-18,"21600174","ATL @ CHA",TRUE,TRUE,1,720,"Cody Zeller","203469","CHA","Dwight Howard","2730","ATL","ATL","ATL","CHA","ATL","ATL",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.27952673880706
"2016-17","Regular Season",2016-11-18,"21600175","CLE vs. DET",TRUE,TRUE,1,720,"Tristan Thompson","202684","CLE","Andre Drummond","203083","DET","DET","DET","CLE","CLE","DET",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.281417611820807
"2016-17","Regular Season",2016-11-18,"21600176","PHX @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Alex Len","203458","PHX","PHX","PHX","IND","IND","PHX",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.491499079943724
"2016-17","Regular Season",2016-11-18,"21600177","NOP vs. POR",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Mason Plumlee","203486","POR","NOP","NOP","POR","NOP","NOP",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.501017351892422
"2016-17","Regular Season",2016-11-18,"21600178","BKN @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Brook Lopez","201572","BKN","BKN","OKC","OKC","OKC","BKN",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.536196944756383
"2016-17","Regular Season",2016-11-18,"21600179","GSW @ BOS",TRUE,TRUE,1,720,"Amir Johnson","101161","BOS","Zaza Pachulia","2585","GSW","BOS","BOS","GSW","GSW","BOS",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.557387037293033
"2016-17","Regular Season",2016-11-18,"21600180","MEM @ DAL",TRUE,TRUE,1,720,"Andrew Bogut","101106","DAL","Marc Gasol","201188","MEM","MEM","DAL","MEM","MEM","MEM",FALSE,TRUE,FALSE,FALSE,FALSE,"Home",0.46807890869798
"2016-17","Regular Season",2016-11-18,"21600181","DEN vs. TOR",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","DEN","Jonas Valanciunas","202685","TOR","DEN","TOR","TOR","DEN","DEN",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.518671575205849
"2016-17","Regular Season",2016-11-18,"21600182","SAS @ LAL",TRUE,TRUE,1,720,"Timofey Mozgov","202389","LAL","Pau Gasol","2200","SAS","SAS","SAS","SAS","LAL","SAS",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.401513680638893
"2016-17","Regular Season",2016-11-18,"21600183","LAC @ SAC",TRUE,TRUE,1,720,"Kosta Koufos","201585","SAC","DeAndre Jordan","201599","LAC","SAC","SAC","LAC","LAC","SAC",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.474213038553409
"2016-17","Regular Season",2016-11-19,"21600184","UTA @ HOU",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Rudy Gobert","203497","UTA","UTA","UTA","HOU","HOU","HOU",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.409044442915121
"2016-17","Regular Season",2016-11-19,"21600185","CHA @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Roy Hibbert","201579","CHA","CHA","NOP","CHA","NOP","CHA",FALSE,TRUE,FALSE,TRUE,FALSE,"Home",0.567577021527323
"2016-17","Regular Season",2016-11-19,"21600186","WAS vs. MIA",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Hassan Whiteside","202355","MIA","WAS","WAS","MIA","MIA","MIA",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.458137267871889
"2016-17","Regular Season",2016-11-19,"21600187","DAL @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Andrew Bogut","101106","DAL","DAL","ORL","ORL","ORL","ORL",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.406960278550054
"2016-17","Regular Season",2016-11-19,"21600188","DET vs. BOS",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Amir Johnson","101161","BOS","DET","DET","DET","BOS","BOS",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.688348721137972
"2016-17","Regular Season",2016-11-19,"21600189","PHX @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Alex Len","203458","PHX","PHX","PHI","PHI","PHI","PHI",FALSE,TRUE,TRUE,TRUE,TRUE,"Home",0.484279138526272
"2016-17","Regular Season",2016-11-19,"21600190","MEM vs. MIN",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Karl-Anthony Towns","1626157","MIN","MEM","MEM","MIN","MIN","MEM",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.616579916658935
"2016-17","Regular Season",2016-11-19,"21600191","MIL vs. GSW",TRUE,TRUE,1,720,"John Henson","203089","MIL","Zaza Pachulia","2585","GSW","MIL","MIL","GSW","GSW","GSW",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.547313676193504
"2016-17","Regular Season",2016-11-19,"21600192","LAC vs. CHI",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Robin Lopez","201577","CHI","CHI","CHI","CHI","CHI","CHI",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.601140405878166
"2016-17","Regular Season",2016-11-20,"21600193","NYK vs. ATL",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Dwight Howard","2730","ATL","ATL","ATL","NYK","ATL","NYK",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.276838524877893
"2016-17","Regular Season",2016-11-20,"21600194","BKN vs. POR",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Mason Plumlee","203486","POR","BKN","POR","POR","BKN","POR",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.609065691460883
"2016-17","Regular Season",2016-11-20,"21600195","IND @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Myles Turner","1626167","IND","OKC","IND","OKC","OKC","OKC",TRUE,FALSE,TRUE,TRUE,TRUE,"Home",0.566041407871642
"2016-17","Regular Season",2016-11-20,"21600196","SAC vs. TOR",TRUE,TRUE,1,720,"DeMarcus Cousins","202326","SAC","Jonas Valanciunas","202685","TOR","SAC","TOR","TOR","SAC","SAC",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.506502962333415
"2016-17","Regular Season",2016-11-20,"21600197","UTA @ DEN",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","DEN","Rudy Gobert","203497","UTA","UTA","UTA","UTA","DEN","DEN",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.441374116965966
"2016-17","Regular Season",2016-11-20,"21600198","LAL vs. CHI",TRUE,TRUE,1,720,"Timofey Mozgov","202389","LAL","Robin Lopez","201577","CHI","CHI","CHI","LAL","LAL","CHI",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.431860942535055
"2016-17","Regular Season",2016-11-21,"21600199","MIA @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Hassan Whiteside","202355","MIA","MIA","MIA","MIA","PHI","MIA",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.462164567310637
"2016-17","Regular Season",2016-11-21,"21600200","PHX @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Alex Len","203458","PHX","WAS","WAS","PHX","PHX","WAS",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.443665756655891
"2016-17","Regular Season",2016-11-21,"21600201","MEM @ CHA",TRUE,TRUE,1,720,"Roy Hibbert","201579","CHA","Marc Gasol","201188","MEM","MEM","MEM","CHA","MEM","CHA",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.370228597147159
"2016-17","Regular Season",2016-11-21,"21600202","GSW @ IND",TRUE,TRUE,1,720,"Al Jefferson","2744","IND","Zaza Pachulia","2585","GSW","GSW","IND","GSW","IND","IND",FALSE,TRUE,FALSE,TRUE,TRUE,"Home",0.537568795339237
"2016-17","Regular Season",2016-11-21,"21600203","HOU @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Clint Capela","203991","HOU","DET","DET","DET","HOU","DET",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.707939515581408
"2016-17","Regular Season",2016-11-21,"21600204","MIL vs. ORL",TRUE,TRUE,1,720,"John Henson","203089","MIL","Nikola Vucevic","202696","ORL","MIL","ORL","ORL","ORL","MIL",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.624336467572738
"2016-17","Regular Season",2016-11-21,"21600205","BOS @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Amir Johnson","101161","BOS","MIN","MIN","BOS","MIN","BOS",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.469554533152668
"2016-17","Regular Season",2016-11-21,"21600206","SAS vs. DAL",TRUE,TRUE,1,720,"Pau Gasol","2200","SAS","Salah Mejri","1626257","DAL","SAS","SAS","DAL","SAS","SAS",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.620026777268216
"2016-17","Regular Season",2016-11-21,"21600207","LAC vs. TOR",TRUE,TRUE,1,720,"DeAndre Jordan","201599","LAC","Jonas Valanciunas","202685","TOR","LAC","LAC","TOR","LAC","LAC",TRUE,TRUE,FALSE,TRUE,TRUE,"Home",0.649581786228693
"2016-17","Regular Season",2016-11-22,"21600208","NYK vs. POR",TRUE,TRUE,1,720,"Kristaps Porzingis","204001","NYK","Mason Plumlee","203486","POR","POR","NYK","NYK","POR","POR",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.476354423486441
"2016-17","Regular Season",2016-11-22,"21600209","ATL vs. NOP",TRUE,TRUE,1,720,"Dwight Howard","2730","ATL","Anthony Davis","203076","NOP","ATL","ATL","ATL","ATL","ATL",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.614725317101013
"2016-17","Regular Season",2016-11-22,"21600210","CHI @ DEN",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","DEN","Robin Lopez","201577","CHI","CHI","CHI","DEN","CHI","CHI",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.457701006161787
"2016-17","Regular Season",2016-11-22,"21600211","LAL vs. OKC",TRUE,TRUE,1,720,"Timofey Mozgov","202389","LAL","Steven Adams","203500","OKC","LAL","LAL","OKC","OKC","LAL",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.328981130347144
"2016-17","Regular Season",2016-11-23,"21600212","MEM @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Marc Gasol","201188","MEM","MEM","MEM","PHI","PHI","MEM",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.413754270192243
"2016-17","Regular Season",2016-11-23,"21600213","SAS @ CHA",TRUE,TRUE,1,720,"Roy Hibbert","201579","CHA","Pau Gasol","2200","SAS","SAS","SAS","CHA","SAS","CHA",FALSE,FALSE,TRUE,FALSE,TRUE,"Home",0.399080670054928
"2016-17","Regular Season",2016-11-23,"21600214","PHX @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Alex Len","203458","PHX","ORL","PHX","PHX","ORL","PHX",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.378120416041778
"2016-17","Regular Season",2016-11-23,"21600215","CLE vs. POR",TRUE,TRUE,1,720,"Tristan Thompson","202684","CLE","Mason Plumlee","203486","POR","CLE","CLE","POR","POR","POR",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.443775412391716
"2016-17","Regular Season",2016-11-23,"21600216","ATL @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Dwight Howard","2730","ATL","ATL","ATL","ATL","IND","ATL",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.422581452235515
"2016-17","Regular Season",2016-11-23,"21600217","BKN vs. BOS",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Amir Johnson","101161","BOS","BKN","BOS","BKN","BOS","BKN",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.625351146475822
"2016-17","Regular Season",2016-11-23,"21600218","MIA @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","Hassan Whiteside","202355","MIA","MIA","MIA","MIA","DET","MIA",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.623717000058656
"2016-17","Regular Season",2016-11-23,"21600219","HOU vs. TOR",TRUE,TRUE,1,720,"Clint Capela","203991","HOU","Jonas Valanciunas","202685","TOR","TOR","TOR","HOU","HOU","TOR",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.466409194372558
"2016-17","Regular Season",2016-11-23,"21600220","DAL vs. LAC",TRUE,TRUE,1,720,"Andrew Bogut","101106","DAL","DeAndre Jordan","201599","LAC","DAL","DAL","LAC","LAC","DAL",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.436011859784678
"2016-17","Regular Season",2016-11-23,"21600221","UTA vs. DEN",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Jusuf Nurkic","203994","DEN","UTA","UTA","UTA","UTA","UTA",TRUE,TRUE,TRUE,TRUE,TRUE,"Home",0.571128359904037
"2016-17","Regular Season",2016-11-23,"21600222","MIN @ NOP",TRUE,TRUE,1,720,"Anthony Davis","203076","NOP","Karl-Anthony Towns","1626157","MIN","NOP","NOP","MIN","MIN","NOP",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.549452678275319
"2016-17","Regular Season",2016-11-23,"21600223","LAL @ GSW",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Timofey Mozgov","202389","LAL","GSW","GSW","LAL","LAL","LAL",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.477928335506329
"2016-17","Regular Season",2016-11-23,"21600224","SAC vs. OKC",TRUE,TRUE,1,720,"DeMarcus Cousins","202326","SAC","Steven Adams","203500","OKC","OKC","OKC","SAC","SAC","OKC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.36133917571828
"2016-17","Regular Season",2016-11-25,"21600225","SAS @ BOS",TRUE,TRUE,1,720,"Amir Johnson","101161","BOS","Pau Gasol","2200","SAS","SAS","BOS","BOS","SAS","SAS",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.428799990825894
"2016-17","Regular Season",2016-11-25,"21600226","WAS @ ORL",TRUE,TRUE,1,720,"Nikola Vucevic","202696","ORL","Marcin Gortat","101162","WAS","ORL","WAS","WAS","WAS","ORL",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.417626866356497
"2016-17","Regular Season",2016-11-25,"21600227","DAL @ CLE",TRUE,TRUE,1,720,"Tristan Thompson","202684","CLE","Andrew Bogut","101106","DAL","DAL","DAL","CLE","DAL","DAL",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.405705118644796
"2016-17","Regular Season",2016-11-25,"21600228","NYK vs. CHA",TRUE,TRUE,1,720,"Joakim Noah","201149","NYK","Cody Zeller","203469","CHA","NYK","NYK","NYK","CHA","CHA",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.694954523289228
"2016-17","Regular Season",2016-11-25,"21600229","CHI @ PHI",TRUE,TRUE,1,720,"Jahlil Okafor","1626143","PHI","Robin Lopez","201577","CHI","CHI","CHI","PHI","PHI","PHI",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.383949576912341
"2016-17","Regular Season",2016-11-25,"21600230","LAC @ DET",TRUE,TRUE,1,720,"Andre Drummond","203083","DET","DeAndre Jordan","201599","LAC","LAC","DET","DET","DET","LAC",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.570495747172593
"2016-17","Regular Season",2016-11-25,"21600231","UTA vs. ATL",TRUE,TRUE,1,720,"Rudy Gobert","203497","UTA","Dwight Howard","2730","ATL","ATL","UTA","UTA","ATL","ATL",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.41871645241006
"2016-17","Regular Season",2016-11-25,"21600232","MIL vs. TOR",TRUE,TRUE,1,720,"Miles Plumlee","203101","MIL","Jonas Valanciunas","202685","TOR","TOR","TOR","MIL","MIL","MIL",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.510877423944403
"2016-17","Regular Season",2016-11-25,"21600233","MEM vs. MIA",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Hassan Whiteside","202355","MIA","MEM","MIA","MIA","MIA","MEM",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.528966083660663
"2016-17","Regular Season",2016-11-25,"21600234","BKN @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","Brook Lopez","201572","BKN","IND","IND","IND","BKN","IND",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.420098297993576
"2016-17","Regular Season",2016-11-25,"21600235","DEN vs. OKC",TRUE,TRUE,1,720,"Jusuf Nurkic","203994","DEN","Steven Adams","203500","OKC","OKC","OKC","DEN","DEN","DEN",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.347424203954335
"2016-17","Regular Season",2016-11-25,"21600236","PHX vs. MIN",TRUE,TRUE,1,720,"Alex Len","203458","PHX","Karl-Anthony Towns","1626157","MIN","MIN","MIN","MIN","PHX","PHX",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.618101974733971
"2016-17","Regular Season",2016-11-25,"21600237","NOP @ POR",TRUE,TRUE,1,720,"Mason Plumlee","203486","POR","Anthony Davis","203076","NOP","NOP","NOP","NOP","POR","NOP",FALSE,FALSE,FALSE,TRUE,FALSE,"Home",0.479008884302424
"2016-17","Regular Season",2016-11-25,"21600238","LAL vs. GSW",TRUE,TRUE,1,720,"Timofey Mozgov","202389","LAL","Zaza Pachulia","2585","GSW","GSW","LAL","LAL","GSW","GSW",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.517262006692382
"2016-17","Regular Season",2016-11-25,"21600239","HOU @ SAC",TRUE,TRUE,1,720,"DeMarcus Cousins","202326","SAC","Clint Capela","203991","HOU","HOU","HOU","SAC","SAC","SAC",FALSE,FALSE,TRUE,TRUE,TRUE,"Home",0.538684960979962
"2016-17","Regular Season",2016-11-26,"21600240","SAS @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Pau Gasol","2200","SAS","WAS","WAS","SAS","SAS","SAS",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.465947129503386
"2016-17","Regular Season",2016-11-26,"21600241","NYK @ CHA",TRUE,TRUE,1,720,"Cody Zeller","203469","CHA","Joakim Noah","201149","NYK","CHA","CHA","CHA","NYK","CHA",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.307971513860705
"2016-17","Regular Season",2016-11-26,"21600242","DET @ OKC",TRUE,TRUE,1,720,"Steven Adams","203500","OKC","Andre Drummond","203083","DET","DET","DET","OKC","DET","DET",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.4600477885924
"2016-17","Regular Season",2016-11-26,"21600243","MEM @ MIA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Marc Gasol","201188","MEM","MIA","MIA","MEM","MEM","MIA",TRUE,TRUE,FALSE,FALSE,TRUE,"Home",0.46348331702881
"2016-17","Regular Season",2016-11-26,"21600244","GSW vs. MIN",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Karl-Anthony Towns","1626157","MIN","MIN","MIN","MIN","MIN","MIN",FALSE,FALSE,FALSE,FALSE,FALSE,"Home",0.478903509526121
"2016-17","Regular Season",2016-11-27,"21600245","CLE @ PHI",TRUE,TRUE,1,720,"Joel Embiid","203954","PHI","Tristan Thompson","202684","CLE","PHI","PHI","PHI","CLE","CLE",TRUE,TRUE,TRUE,FALSE,FALSE,"Home",0.515439140035277
"2016-17","Regular Season",2016-11-27,"21600246","PHX vs. DEN",TRUE,TRUE,1,720,"Tyson Chandler","2199","PHX","Jusuf Nurkic","203994","DEN","PHX","DEN","DEN","PHX","PHX",TRUE,FALSE,FALSE,TRUE,TRUE,"Home",0.584065082963738
"2016-17","Regular Season",2016-11-27,"21600247","SAC @ BKN",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","Kosta Koufos","201585","SAC","SAC","BKN","BKN","BKN","SAC",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.515550312964481
"2016-17","Regular Season",2016-11-27,"21600248","MIL @ ORL",TRUE,TRUE,1,720,"Bismack Biyombo","202687","ORL","John Henson","203089","MIL","MIL","ORL","ORL","ORL","MIL",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.521942748705772
"2016-17","Regular Season",2016-11-27,"21600249","LAC @ IND",TRUE,TRUE,1,720,"Myles Turner","1626167","IND","DeAndre Jordan","201599","LAC","LAC","IND","IND","LAC","IND",FALSE,TRUE,TRUE,FALSE,TRUE,"Home",0.449266034997975
"2016-17","Regular Season",2016-11-27,"21600250","DAL vs. NOP",TRUE,TRUE,1,720,"Andrew Bogut","101106","DAL","Anthony Davis","203076","NOP","NOP","DAL","DAL","NOP","NOP",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.538300565038498
"2016-17","Regular Season",2016-11-27,"21600251","HOU @ POR",TRUE,TRUE,1,720,"Mason Plumlee","203486","POR","Clint Capela","203991","HOU","HOU","HOU","HOU","POR","POR",FALSE,FALSE,FALSE,TRUE,TRUE,"Home",0.540276029504346
"2016-17","Regular Season",2016-11-27,"21600252","ATL @ LAL",TRUE,TRUE,1,720,"Timofey Mozgov","202389","LAL","Dwight Howard","2730","ATL","LAL","LAL","LAL","ATL","LAL",TRUE,TRUE,TRUE,FALSE,TRUE,"Home",0.324962892893019
"2016-17","Regular Season",2016-11-28,"21600253","SAC @ WAS",TRUE,TRUE,1,720,"Marcin Gortat","101162","WAS","Kosta Koufos","201585","SAC","SAC","SAC","WAS","WAS","SAC",FALSE,FALSE,TRUE,TRUE,FALSE,"Home",0.415818684489241
"2016-17","Regular Season",2016-11-28,"21600254","PHI @ TOR",TRUE,TRUE,1,720,"Jonas Valanciunas","202685","TOR","Jahlil Okafor","1626143","PHI","TOR","TOR","PHI","TOR","PHI",TRUE,TRUE,FALSE,TRUE,FALSE,"Home",0.569300301347274
"2016-17","Regular Season",2016-11-28,"21600255","NYK vs. OKC",TRUE,TRUE,1,720,"Joakim Noah","201149","NYK","Steven Adams","203500","OKC","OKC","NYK","NYK","OKC","OKC",FALSE,TRUE,TRUE,FALSE,FALSE,"Home",0.480318262839211
"2016-17","Regular Season",2016-11-28,"21600256","BOS @ MIA",TRUE,TRUE,1,720,"Hassan Whiteside","202355","MIA","Amir Johnson","101161","BOS","BOS","MIA","MIA","MIA","BOS",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.582857139857322
"2016-17","Regular Season",2016-11-28,"21600257","MEM vs. CHA",TRUE,TRUE,1,720,"Marc Gasol","201188","MEM","Cody Zeller","203469","CHA","MEM","CHA","MEM","CHA","MEM",TRUE,FALSE,TRUE,FALSE,TRUE,"Home",0.670995520200988
"2016-17","Regular Season",2016-11-28,"21600258","UTA @ MIN",TRUE,TRUE,1,720,"Karl-Anthony Towns","1626157","MIN","Rudy Gobert","203497","UTA","UTA","MIN","MIN","MIN","UTA",FALSE,TRUE,TRUE,TRUE,FALSE,"Home",0.398965729931119
"2016-17","Regular Season",2016-11-28,"21600259","GSW vs. ATL",TRUE,TRUE,1,720,"Zaza Pachulia","2585","GSW","Dwight Howard","2730","ATL","GSW","ATL","ATL","ATL","GSW",TRUE,FALSE,FALSE,FALSE,TRUE,"Home",0.309061575973913
"2016-17","Regular Season",2016-11-29,"21600260","DET @ CHA",TRUE,TRUE,1,720,"Cody Zeller","203469","CHA","Andre Drummond","203083","DET","DET","DET","CHA","DET","DET",FALSE,FALSE,TRUE,FALSE,FALSE,"Home",0.268007481237316
"2016-17","Regular Season",2016-11-29,"21600261","LAC @ BKN",TRUE,TRUE,1,720,"Brook Lopez","201572","BKN","DeAndre Jordan","201599","LAC","BKN","LAC","LAC","BKN","LAC",TRUE,FALSE,FALSE,TRUE,FALSE,"Home",0.499828415406229
"2016-17","Regular Season",2016-11-29,"21600262","MIL vs. CLE",TRUE,TRUE,1,720,"John Henson","203089","MIL","Tristan Thompson","202684","CLE","MIL","MIL","CLE","CLE","CLE",TRUE,TRUE,FALSE,FALSE,FALSE,"Home",0.634363075755212
