"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BOS_NOP",20221118,"nba","Total","full","BOS","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.5,227.5
"CHA_CLE",20221118,"nba","Total","full","CHA","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.833333333333,219.833333333333
"DEN_DAL",20221118,"nba","Total","full","DEN","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.166666666667,216.166666666667
"DET_LAL",20221118,"nba","Total","full","DET","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.833333333333,225.833333333333
"IND_HOU",20221118,"nba","Total","full","IND","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.333333333333,236.333333333333
"MIA_WAS",20221118,"nba","Total","full","MIA","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.333333333333,216.333333333333
"MIL_PHI",20221118,"nba","Total","full","MIL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.5,211.5
"NYK_GSW",20221118,"nba","Total","full","NYK","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.333333333333,234.333333333333
"OKC_MEM",20221118,"nba","Total","full","OKC","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,230
"ORL_CHI",20221118,"nba","Total","full","ORL","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221
"PHX_UTA",20221118,"nba","Total","full","PHX","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.166666666667,228.166666666667
