"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BOS_MIA",20221021,"nba","Spread","full","BOS","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,2
"CHI_WAS",20221021,"nba","Spread","full","CHI","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83333333333333,-1.83333333333333
"DEN_GSW",20221021,"nba","Spread","full","DEN","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16666666666667,-5.16666666666667
"DET_NYK",20221021,"nba","Spread","full","DET","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16666666666667,-7.16666666666667
"MEM_HOU",20221021,"nba","Spread","full","MEM","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7
"NOP_CHA",20221021,"nba","Spread","full","NOP","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7
"ORL_ATL",20221021,"nba","Spread","full","ORL","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.83333333333333,-8.83333333333333
"PHX_POR",20221021,"nba","Spread","full","PHX","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16666666666667,5.16666666666667
"SAS_IND",20221021,"nba","Spread","full","SAS","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-1.5
"TOR_BKN",20221021,"nba","Spread","full","TOR","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-2.5
"UTA_MIN",20221021,"nba","Spread","full","UTA","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-8
