"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BOS_ATL",20221116,"nba","Moneyline","full","BOS","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.332966670333,-107.332633347333
"CHI_NOP",20221116,"nba","Moneyline","full","CHI","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,-126.330133589313
"CLE_MIL",20221116,"nba","Moneyline","full","CLE","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.666666666667,-133.948356807512
"GSW_PHX",20221116,"nba","Moneyline","full","GSW","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.329433684302,116.666666666667
"HOU_DAL",20221116,"nba","Moneyline","full","HOU","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.333333333333,-260
"IND_CHA",20221116,"nba","Moneyline","full","IND","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.665882017262,-104.665882017262
"MIA_TOR",20221116,"nba","Moneyline","full","MIA","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,-147.332400018666
"MIN_ORL",20221116,"nba","Moneyline","full","MIN","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-324.997291734373,260
"NYK_DEN",20221116,"nba","Moneyline","full","NYK","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.666666666667,-128.996100350968
"OKC_WAS",20221116,"nba","Moneyline","full","OKC","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.666666666667,-200
