"season","season_type","game_date","game_id","matchup","team_abbrev","team_id","opp_team_abbrev","possession","won_tip","score_first","score_first_2Q","score_first_3Q","score_first_4Q","win_tip_prob_xtip","home_team","spread","score_first_prob_glmnet","score_first_prob_earth","model","score_first_prob_glmnet_2Q","score_first_prob_earth_2Q","score_first_prob_glmnet_3Q","score_first_prob_earth_3Q","score_first_prob_glmnet_4Q","score_first_prob_earth_4Q"
"2019-20","Pre Season",2019-10-04,"11900003","SAC vs. IND","SAC","1610612758","IND","SAC",TRUE,TRUE,TRUE,FALSE,FALSE,0.652952656214814,TRUE,-5,0.541052605833393,0.580417428553969,"all",0.467771832879051,0.446638699583255,0.481105476768386,0.46757248766797,0.545078370505392,0.554378628273225
"2019-20","Pre Season",2019-10-04,"11900003","SAC vs. IND","IND","1610612754","SAC","SAC",FALSE,FALSE,FALSE,TRUE,TRUE,0.347047343785186,FALSE,5,0.458947394166607,0.415317905280125,"all",0.532228167120949,0.557105085621246,0.518894523231614,0.550864257716267,0.454921629494608,0.445488855154302
"2019-20","Pre Season",2019-10-05,"11900006","LAL @ GSW","GSW","1610612744","LAL","LAL",FALSE,FALSE,TRUE,FALSE,FALSE,0.286186625600997,TRUE,4.5,0.443054071700287,0.396377560482465,"all",0.538836986928764,0.56959663820661,0.53009533554004,0.573637438307135,0.423665637274198,0.37187380018862
"2019-20","Pre Season",2019-10-05,"11900007","SAS vs. ORL","SAS","1610612759","ORL","SAS",TRUE,TRUE,FALSE,TRUE,FALSE,0.568392287857721,TRUE,-6.5,0.529051402470432,0.5586402208405,"all",0.487554745684969,0.477218050660819,0.495380605123509,0.491967645568084,0.522875550934455,0.52587899589371
"2019-20","Pre Season",2019-10-05,"11900006","LAL @ GSW","LAL","1610612747","GSW","LAL",TRUE,TRUE,FALSE,TRUE,TRUE,0.713813374399002,FALSE,-4.5,0.556945928299713,0.599409326391132,"all",0.461163013071236,0.42527922682599,0.469904664459961,0.449774002858338,0.576334362725801,0.628002117499316
"2019-20","Pre Season",2019-10-05,"11900007","SAS vs. ORL","ORL","1610612753","SAS","SAS",FALSE,FALSE,TRUE,FALSE,TRUE,0.431607712142279,FALSE,6.5,0.470948597529568,0.437030510649433,"all",0.512445254315031,0.5265469547582,0.504619394876491,0.510918171306827,0.477124449065545,0.473988567854968
"2019-20","Pre Season",2019-10-06,"11900010","CHA @ BOS","BOS","1610612738","CHA","BOS",TRUE,TRUE,FALSE,FALSE,FALSE,0.50415390322239,TRUE,-5.5,0.512735570810945,0.530103228155197,"all",0.499239330577296,0.496594331571514,0.507556342424484,0.510706270561514,0.501049881209445,0.49574970637157
"2019-20","Pre Season",2019-10-06,"11900010","CHA @ BOS","CHA","1610612766","BOS","BOS",FALSE,FALSE,TRUE,TRUE,TRUE,0.49584609677761,FALSE,5.5,0.487264429189055,0.465494283680234,"all",0.500760669422704,0.499612116307239,0.492443657575516,0.502640433645454,0.498950118790555,0.504116128264439
"2019-20","Pre Season",2019-10-07,"11900013","DET vs. ORL","DET","1610612765","ORL","DET",TRUE,TRUE,FALSE,FALSE,TRUE,0.78865541699019,TRUE,2,0.56576502171176,0.591174953282953,"all",0.45196582436902,0.398460019994853,0.447893169432653,0.429047910779737,0.585058107716141,0.580591575207976
"2019-20","Pre Season",2019-10-07,"11900014","NYK @ WAS","WAS","1610612764","NYK","WAS",TRUE,FALSE,FALSE,TRUE,FALSE,0.604939629481727,TRUE,2,0.520663419569967,0.524924691433366,"all",0.482490491360045,0.463836006227934,0.479380385781468,0.481603405062986,0.528562175039828,0.506998467767918
"2019-20","Pre Season",2019-10-07,"11900015","ATL vs. NOP","ATL","1610612737","NOP","ATL",TRUE,TRUE,FALSE,FALSE,TRUE,0.327805578738418,TRUE,1,0.454852341303191,0.429582105024479,"all",0.528711316628538,0.564101244594479,0.528377109685221,0.561279785368794,0.442986610467593,0.400180965675001
"2019-20","Pre Season",2019-10-07,"11900016","CHI vs. MIL","CHI","1610612741","MIL","MIL",FALSE,TRUE,TRUE,TRUE,FALSE,0.202151746742057,TRUE,2.5,0.420337427700351,0.377226121478305,"all",0.549554042066813,0.570056627641531,0.548009179925452,0.596628518950578,0.40388657696418,0.347186582181481
"2019-20","Pre Season",2019-10-07,"11900013","DET vs. ORL","ORL","1610612753","DET","DET",FALSE,FALSE,TRUE,TRUE,FALSE,0.21134458300981,FALSE,-2,0.43423497828824,0.404542850911567,"all",0.54803417563098,0.570056627641531,0.552106830567347,0.594071526300158,0.414941892283858,0.41927842482401
"2019-20","Pre Season",2019-10-07,"11900014","NYK @ WAS","NYK","1610612752","WAS","WAS",FALSE,TRUE,TRUE,FALSE,TRUE,0.395060370518273,FALSE,-2,0.479336580430033,0.47065164038075,"all",0.517509508639955,0.539936918522174,0.520619614218532,0.542076665283961,0.471437824960172,0.492868085683731
"2019-20","Pre Season",2019-10-07,"11900015","ATL vs. NOP","NOP","1610612740","ATL","ATL",FALSE,FALSE,TRUE,TRUE,FALSE,0.672194421261582,FALSE,-1,0.545147658696809,0.566063803666034,"all",0.471288683371462,0.439634867068489,0.471622890314779,0.46225405810031,0.557013389532407,0.599690873920811
"2019-20","Pre Season",2019-10-07,"11900016","CHI vs. MIL","MIL","1610612749","CHI","MIL",TRUE,FALSE,FALSE,FALSE,TRUE,0.797848253257943,FALSE,-2.5,0.579662572299649,0.618595627103404,"all",0.450445957933187,0.395262371797966,0.451990820074549,0.426449826939048,0.59611342303582,0.652692402181717
"2019-20","Pre Season",2019-10-08,"11900021","OKC vs. DAL","OKC","1610612760","DAL","OKC",TRUE,TRUE,FALSE,FALSE,TRUE,0.785270390017682,TRUE,4.5,0.55546568762219,0.57527330680719,"all",0.452096081416151,0.39886677104304,0.441134888186238,0.429535220197653,0.580817263639735,0.570121316862857
"2019-20","Pre Season",2019-10-08,"11900022","PHX vs. MIN","PHX","1610612756","MIN","MIN",FALSE,FALSE,FALSE,FALSE,TRUE,0.301631840009495,TRUE,3.5,0.445355397599701,0.407340396194634,"all",0.533363731816591,0.570680413354494,0.531320717940563,0.569015174202483,0.424507550748209,0.380650669028808
"2019-20","Pre Season",2019-10-08,"11900023","DEN @ POR","POR","1610612757","DEN","POR",TRUE,FALSE,TRUE,FALSE,TRUE,0.589938230180358,TRUE,-5,0.533133560010782,0.558201674256704,"all",0.484855325359251,0.469020315995338,0.490807975548184,0.485769911191218,0.528129805755513,0.528409169580043
"2019-20","Pre Season",2019-10-08,"11900021","OKC vs. DAL","DAL","1610612742","OKC","OKC",FALSE,FALSE,TRUE,TRUE,FALSE,0.214729609982318,FALSE,-4.5,0.44453431237781,0.420409894587014,"all",0.547903918583849,0.570680413354494,0.558865111813762,0.593569566879943,0.419182736360265,0.429749177815047
"2019-20","Pre Season",2019-10-08,"11900022","PHX vs. MIN","MIN","1610612750","PHX","MIN",TRUE,TRUE,TRUE,TRUE,FALSE,0.698368159990505,FALSE,-3.5,0.554644602400299,0.588381697461275,"all",0.466636268183408,0.429743024361466,0.468679282059437,0.454416851836691,0.575492449251791,0.619224741833359
"2019-20","Pre Season",2019-10-08,"11900023","DEN @ POR","DEN","1610612743","POR","POR",FALSE,TRUE,FALSE,TRUE,FALSE,0.410061769819642,FALSE,5,0.466866439989218,0.437439954518815,"all",0.515144674640749,0.53479246868134,0.509192024451816,0.53270871799761,0.471870194244487,0.471459150456611
"2019-20","Pre Season",2019-10-09,"11900024","DET vs. DAL","DET","1610612765","DAL","DET",TRUE,FALSE,FALSE,FALSE,TRUE,0.704288494348614,TRUE,3,0.537170594443603,0.555397821268084,"all",0.456621938607383,0.429421855768089,0.4639765591648,0.452519803850194,0.558722420790507,0.54452363452916
"2019-20","Pre Season",2019-10-09,"11900026","ATL vs. ORL","ATL","1610612737","ORL","ATL",TRUE,TRUE,FALSE,FALSE,TRUE,0.462337290011301,TRUE,3,0.486543983124214,0.467346799238853,"all",0.508016665076479,0.511844590835214,0.503070369220268,0.522806999141922,0.48119424628858,0.446483216581394
"2019-20","Pre Season",2019-10-09,"11900027","CHA vs. MIA","CHA","1610612766","MIA","MIA",FALSE,TRUE,TRUE,FALSE,TRUE,0.36071092282485,TRUE,-4.5,0.479176463737585,0.472115979097533,"all",0.529616093944974,0.548772659901928,0.527052670525424,0.5522212427441,0.454648724324235,0.434216528712433
"2019-20","Pre Season",2019-10-09,"11900024","DET vs. DAL","DAL","1610612742","DET","DET",FALSE,TRUE,TRUE,TRUE,FALSE,0.295711505651386,FALSE,-3,0.462829405556397,0.440267926342939,"all",0.543378061392617,0.57213834753767,0.5360234408352,0.570857464490908,0.441277579209493,0.455346454915777
"2019-20","Pre Season",2019-10-09,"11900026","ATL vs. ORL","ORL","1610612753","ATL","ATL",FALSE,FALSE,TRUE,TRUE,FALSE,0.5376627099887,FALSE,-3,0.513456016875786,0.528277032823906,"all",0.491983334923521,0.484367161118998,0.496929630779732,0.500891081885323,0.51880575371142,0.553387328042045
"2019-20","Pre Season",2019-10-09,"11900027","CHA vs. MIA","MIA","1610612748","CHA","MIA",TRUE,FALSE,FALSE,TRUE,FALSE,0.63928907717515,FALSE,4.5,0.520823536262415,0.523503144789054,"all",0.470383906055026,0.447475131542921,0.472947329474576,0.471333016994994,0.545351275675765,0.565654781655914
"2019-20","Pre Season",2019-10-10,"11900030","HOU vs. TOR","HOU","1610612745","TOR","TOR",FALSE,FALSE,TRUE,TRUE,FALSE,0.579603771333371,TRUE,-5,0.53067432805747,0.554408123004114,"all",0.486539978647606,0.472703054338673,0.492175757166907,0.488671903694223,0.525754211014069,0.525201892778675
"2019-20","Pre Season",2019-10-10,"11900031","LAL vs. BKN","LAL","1610612747","BKN","BKN",FALSE,TRUE,TRUE,FALSE,TRUE,0.493111690145681,TRUE,-4.5,0.509343443049522,0.520555819174314,"all",0.50116500807717,0.504466074070762,0.505662991359388,0.513842452043919,0.497580871674014,0.488160042400907
"2019-20","Pre Season",2019-10-10,"11900035","GSW vs. MIN","GSW","1610612744","MIN","MIN",FALSE,FALSE,TRUE,TRUE,FALSE,0.311109409431521,TRUE,-3,0.463355883939512,0.446592809040373,"all",0.531903398429573,0.57086882941152,0.533542628523626,0.566427999519631,0.438224447299368,0.409466717901139
"2019-20","Pre Season",2019-10-10,"11900036","LAC vs. DEN","LAC","1610612746","DEN","LAC",TRUE,TRUE,FALSE,FALSE,FALSE,0.368935611025413,TRUE,5,0.457400832642168,0.422990057290409,"all",0.522152225122437,0.54994024377841,0.516145068725254,0.544649033874986,0.450566861174915,0.402766320218405
"2019-20","Pre Season",2019-10-10,"11900030","HOU vs. TOR","TOR","1610612761","HOU","TOR",TRUE,TRUE,FALSE,FALSE,TRUE,0.420396228666629,FALSE,5,0.46932567194253,0.441238169989453,"all",0.513460021352394,0.531152475713467,0.507824242833093,0.529753984585015,0.474245788985931,0.474669230659427
"2019-20","Pre Season",2019-10-10,"11900031","LAL vs. BKN","BKN","1610612751","LAL","BKN",TRUE,FALSE,FALSE,TRUE,FALSE,0.506888309854319,FALSE,4.5,0.490656556950478,0.475043124952529,"all",0.49883499192283,0.49940257392197,0.494337008640612,0.509834637446946,0.502419128325986,0.511710822764943
"2019-20","Pre Season",2019-10-10,"11900035","GSW vs. MIN","MIN","1610612750","GSW","MIN",TRUE,TRUE,FALSE,FALSE,TRUE,0.688890590568479,FALSE,3,0.536644116060488,0.549043290320454,"all",0.468096601570427,0.432914299250239,0.466457371476374,0.456965609477661,0.561775552700632,0.590408305804182
"2019-20","Pre Season",2019-10-10,"11900036","LAC vs. DEN","DEN","1610612743","LAC","LAC",FALSE,FALSE,TRUE,TRUE,TRUE,0.631064388974587,FALSE,-5,0.542599167357832,0.572698597306281,"all",0.477847774877563,0.453892813263371,0.483854931274746,0.473715115291226,0.549433138825085,0.597109353312434
"2019-20","Pre Season",2019-10-11,"11900037","DET vs. CLE","DET","1610612765","CLE","DET",TRUE,TRUE,FALSE,FALSE,TRUE,0.853781270966312,TRUE,-3.5,0.589761751462019,0.634018636516183,"all",0.44053010061515,0.429242373431851,0.443343327339009,0.415958663420424,0.583522862503288,0.620219280930012
"2019-20","Pre Season",2019-10-11,"11900038","IND vs. CHI","IND","1610612754","CHI","IND",TRUE,TRUE,FALSE,FALSE,FALSE,0.387367021611167,TRUE,-7,0.490613764446043,0.496180013524631,"all",0.519014243640622,0.539323996730494,0.528526988936422,0.544448164507801,0.473183110143248,0.454436588315391
"2019-20","Pre Season",2019-10-11,"11900039","ORL vs. BOS","ORL","1610612753","BOS","ORL",TRUE,FALSE,FALSE,FALSE,TRUE,0.530871983987789,TRUE,1,0.504780897859442,0.50338066394671,"all",0.494785991094359,0.486744942852393,0.493355063797196,0.502868755854564,0.50735686834855,0.482240721851508
"2019-20","Pre Season",2019-10-11,"11900040","PHI @ CHA","CHA","1610612766","PHI","PHI",FALSE,FALSE,TRUE,FALSE,TRUE,0.289680011981137,TRUE,5,0.439336464365534,0.395627334457752,"all",0.535462854822997,0.574691473242975,0.530034101876727,0.567310241938048,0.450043852828418,0.371469711764509
"2019-20","Pre Season",2019-10-11,"11900041","NYK vs. WAS","NYK","1610612752","WAS","NYK",TRUE,TRUE,FALSE,FALSE,TRUE,0.383598090358738,TRUE,-4.5,0.483732418763001,0.480899416286294,"all",0.519649854648689,0.540698263695831,0.525971465391903,0.545534403536157,0.472287570923196,0.443445455819112
"2019-20","Pre Season",2019-10-11,"11900042","NOP vs. UTA","NOP","1610612740","UTA","UTA",FALSE,FALSE,TRUE,FALSE,FALSE,0.347704277412414,TRUE,-1,0.467008972240831,0.448619618401249,"all",0.525699684102804,0.553752313528435,0.527692295086728,0.555856164337571,0.463768558167915,0.415965772138669
"2019-20","Pre Season",2019-10-11,"11900043","MIL @ DAL","DAL","1610612742","MIL","DAL",TRUE,TRUE,FALSE,FALSE,FALSE,0.430700724075582,TRUE,3.5,0.475479790575001,0.453444081533434,"all",0.511702330256283,0.523485454328863,0.507523369249554,0.531931185082934,0.483490626915645,0.432215780490353
"2019-20","Pre Season",2019-10-11,"11900037","DET vs. CLE","CLE","1610612739","DET","DET",FALSE,FALSE,TRUE,TRUE,FALSE,0.146218729033688,FALSE,3.5,0.410238248537981,0.35495472700073,"all",0.55946989938485,0.625183475326323,0.556656672660991,0.612667028289412,0.416477137496712,0.371610715275013
"2019-20","Pre Season",2019-10-11,"11900038","IND vs. CHI","CHI","1610612741","IND","IND",FALSE,FALSE,TRUE,TRUE,TRUE,0.612632978388833,FALSE,7,0.509386235553957,0.499448195199605,"all",0.480985756359378,0.456844777795937,0.471473011063578,0.45310760818897,0.526816889856752,0.545434703676786
"2019-20","Pre Season",2019-10-11,"11900039","ORL vs. BOS","BOS","1610612738","ORL","ORL",FALSE,TRUE,TRUE,TRUE,FALSE,0.469128016012211,FALSE,-1,0.495219102140558,0.492248039916466,"all",0.505214008905641,0.509399569428606,0.506644936202804,0.520797202438144,0.49264313165145,0.517629657991517
"2019-20","Pre Season",2019-10-11,"11900040","PHI @ CHA","PHI","1610612755","CHA","PHI",TRUE,TRUE,FALSE,TRUE,FALSE,0.710319988018863,FALSE,-5,0.560663535634466,0.600183763190145,"all",0.464537145177003,0.429242373431851,0.469965898123273,0.45088697631502,0.549956147171582,0.628409073514359
"2019-20","Pre Season",2019-10-11,"11900041","NYK vs. WAS","WAS","1610612764","NYK","NYK",FALSE,FALSE,TRUE,TRUE,FALSE,0.616401909641262,FALSE,4.5,0.516267581236999,0.514733750551692,"all",0.480350145351311,0.455472287781396,0.474028534608097,0.478031235347686,0.527712429076804,0.556426418123975
"2019-20","Pre Season",2019-10-11,"11900042","NOP vs. UTA","UTA","1610612762","NOP","UTA",TRUE,TRUE,FALSE,TRUE,TRUE,0.652295722587586,FALSE,1,0.532991027759169,0.547050901931599,"all",0.474300315897196,0.442438017038034,0.472307704913272,0.467633046126961,0.536231441832085,0.583908105640098
"2019-20","Pre Season",2019-10-11,"11900043","MIL @ DAL","MIL","1610612749","DAL","DAL",FALSE,FALSE,TRUE,TRUE,TRUE,0.569299275924418,FALSE,-3.5,0.524520209424999,0.542218535181303,"all",0.488297669743717,0.472667040247491,0.492476630750446,0.491704056313183,0.516509373084355,0.567656817585238
"2019-20","Pre Season",2019-10-12,"11900045","POR vs. PHX","POR","1610612757","PHX","POR",TRUE,FALSE,FALSE,TRUE,FALSE,0.569690036102708,TRUE,-6.5,0.529597918330757,0.559381632601401,"all",0.48332095005417,0.474774425694989,0.497059347995458,0.496856949418152,0.524074561478117,0.520054851161086
"2019-20","Pre Season",2019-10-12,"11900045","POR vs. PHX","PHX","1610612756","POR","POR",FALSE,TRUE,TRUE,FALSE,TRUE,0.430309963897292,FALSE,6.5,0.470402081669244,0.436280200392029,"all",0.51667904994583,0.519364164166973,0.502940652004542,0.501562162363221,0.475925438521883,0.47290577017793
"2019-20","Pre Season",2019-10-13,"11900046","BOS vs. CLE","BOS","1610612738","CLE","CLE",FALSE,TRUE,TRUE,TRUE,FALSE,0.412279223465626,TRUE,-5.5,0.492815040503706,0.496875300124803,"all",0.517712504959954,0.531030501043704,0.522207987267564,0.523738316373873,0.471870617328242,0.46200181541096
"2019-20","Pre Season",2019-10-13,"11900048","SAS vs. NOP","SAS","1610612759","NOP","SAS",TRUE,TRUE,FALSE,FALSE,TRUE,0.504152244797997,TRUE,1,0.498552679695622,0.493711807674715,"all",0.499161232048007,0.501587731727299,0.497979945013545,0.487021848108405,0.497014386353625,0.477216039790499
"2019-20","Pre Season",2019-10-13,"11900049","PHI @ ORL","ORL","1610612753","PHI","PHI",FALSE,FALSE,FALSE,FALSE,TRUE,0.453651048893284,TRUE,3.5,0.480732271297617,0.461510459294804,"all",0.509361564645569,0.517786415805708,0.503356627271005,0.501480483090983,0.478902658395347,0.44780112342383
"2019-20","Pre Season",2019-10-13,"11900050","CHI @ TOR","TOR","1610612761","CHI","CHI",FALSE,TRUE,FALSE,FALSE,TRUE,0.441788371030645,TRUE,-3.5,0.494869880184755,0.49635074194338,"all",0.511756795948047,0.521587311967993,0.514546759271037,0.504877336804553,0.479999104591781,0.465759237839739
"2019-20","Pre Season",2019-10-13,"11900051","MIL @ WAS","WAS","1610612764","MIL","MIL",FALSE,FALSE,FALSE,FALSE,FALSE,0.236802690151203,TRUE,4.5,0.428187228723117,0.379766704540927,"all",0.55296734487156,0.586503191781441,0.539106194693419,0.563236879240866,0.408964078945805,0.348552685374929
"2019-20","Pre Season",2019-10-13,"11900046","BOS vs. CLE","CLE","1610612739","BOS","CLE",TRUE,FALSE,FALSE,FALSE,TRUE,0.587720776534374,FALSE,5.5,0.507184959496294,0.498745273768798,"all",0.482287495040046,0.474791402678423,0.477792012732436,0.463155103295868,0.528129382671758,0.551311518144708
"2019-20","Pre Season",2019-10-13,"11900048","SAS vs. NOP","NOP","1610612740","SAS","SAS",FALSE,FALSE,TRUE,TRUE,FALSE,0.495847755202003,FALSE,-1,0.501447320304378,0.501909045185464,"all",0.500838767951993,0.504252603299998,0.502020054986455,0.489398600424307,0.502985613646375,0.525747110283027
"2019-20","Pre Season",2019-10-13,"11900049","PHI @ ORL","PHI","1610612755","ORL","PHI",TRUE,TRUE,TRUE,TRUE,FALSE,0.546348951106716,FALSE,-3.5,0.519267728702383,0.534133197170962,"all",0.490638435354431,0.488048795725579,0.496643372728995,0.474956430295809,0.521097341604653,0.55154095024055
"2019-20","Pre Season",2019-10-13,"11900050","CHI @ TOR","CHI","1610612741","TOR","CHI",TRUE,FALSE,TRUE,TRUE,FALSE,0.558211628969355,FALSE,3.5,0.505130119815245,0.499269853954768,"all",0.488243204051953,0.484244920121255,0.485453240728963,0.471569153120468,0.520000895408219,0.541529673225682
"2019-20","Pre Season",2019-10-13,"11900051","MIL @ WAS","MIL","1610612749","WAS","MIL",TRUE,TRUE,TRUE,TRUE,TRUE,0.763197309848797,FALSE,-4.5,0.571812771276883,0.616098462093981,"all",0.44703265512844,0.378980487434045,0.460893805306581,0.413710917639641,0.591035921054195,0.625341104160165
"2019-20","Pre Season",2019-10-14,"11900053","ATL @ MIA","MIA","1610612748","ATL","MIA",TRUE,FALSE,TRUE,TRUE,FALSE,0.519862282276733,TRUE,-5,0.51694414747315,0.533261602220213,"all",0.496317330333336,0.490784176894381,0.504325039856882,0.487813160285235,0.505385954091995,0.499215424085887
"2019-20","Pre Season",2019-10-14,"11900054","CHA @ MEM","MEM","1610612763","CHA","MEM",TRUE,TRUE,TRUE,FALSE,FALSE,0.683842507986682,TRUE,-4.5,0.553844513066103,0.588961916937257,"all",0.46596581817296,0.431044015687047,0.473956838399017,0.436441932836738,0.549689014123126,0.558112458193415
"2019-20","Pre Season",2019-10-14,"11900055","DAL vs. OKC","DAL","1610612742","OKC","DAL",TRUE,TRUE,FALSE,TRUE,TRUE,0.717265947823997,TRUE,-6.5,0.566396120893519,0.611459618690528,"all",0.459802887859926,0.429155631077631,0.471096319313225,0.447662176088403,0.558646000134438,0.570698530750182
"2019-20","Pre Season",2019-10-14,"11900056","PHX vs. DEN","PHX","1610612756","DEN","DEN",FALSE,FALSE,FALSE,TRUE,FALSE,0.486602554669418,TRUE,5,0.484565573891967,0.464670806762501,"all",0.50248404745797,0.502989540505301,0.494508075041885,0.492030290126958,0.496367006283567,0.459304119441133
"2019-20","Pre Season",2019-10-14,"11900057","UTA vs. SAC","UTA","1610612762","SAC","SAC",FALSE,FALSE,TRUE,FALSE,TRUE,0.502757410863398,TRUE,-6,0.515408566659932,0.532727972126279,"all",0.499488738842086,0.497060718006435,0.508993974547433,0.503087184611314,0.500747741447954,0.495627876431007
"2019-20","Pre Season",2019-10-14,"11900058","LAL vs. GSW","LAL","1610612747","GSW","GSW",FALSE,TRUE,TRUE,FALSE,FALSE,0.705239509675616,TRUE,4,0.538059880860474,0.549367219162827,"all",0.46201912022351,0.429155631077631,0.456731283417073,0.430481696753936,0.555427175714537,0.562696895668578
"2019-20","Pre Season",2019-10-14,"11900053","ATL @ MIA","ATL","1610612737","MIA","MIA",FALSE,TRUE,FALSE,FALSE,TRUE,0.480137717723267,FALSE,5,0.48305585252685,0.462339893510936,"all",0.503682669666664,0.505361989640991,0.495674960143118,0.493863223969229,0.494614045908005,0.501780258114323
"2019-20","Pre Season",2019-10-14,"11900054","CHA @ MEM","CHA","1610612766","MEM","MEM",FALSE,FALSE,FALSE,TRUE,TRUE,0.316157492013318,FALSE,4.5,0.446155486933897,0.406764096406435,"all",0.53403418182704,0.565170677738109,0.526043161600983,0.540277025892052,0.450310985876874,0.427064770141399
"2019-20","Pre Season",2019-10-14,"11900055","DAL vs. OKC","OKC","1610612760","DAL","DAL",FALSE,FALSE,TRUE,FALSE,FALSE,0.282734052176003,FALSE,6.5,0.433603879106481,0.384347666086613,"all",0.540197112140074,0.577187971185342,0.528903680686776,0.549678270812921,0.441353999865562,0.402102821525649
"2019-20","Pre Season",2019-10-14,"11900056","PHX vs. DEN","DEN","1610612743","PHX","DEN",TRUE,TRUE,TRUE,FALSE,TRUE,0.513397445330582,FALSE,-5,0.515434426108033,0.530927860118944,"all",0.49751595254203,0.493156179586677,0.505491924958115,0.489645527420327,0.503632993716433,0.542393699359954
"2019-20","Pre Season",2019-10-14,"11900057","UTA vs. SAC","SAC","1610612758","UTA","SAC",TRUE,TRUE,FALSE,TRUE,FALSE,0.497242589136602,FALSE,6,0.484591433340068,0.462872859808775,"all",0.500511261157914,0.499084645144394,0.491006025452567,0.489014078779,0.499252258552046,0.507195475681843
"2019-20","Pre Season",2019-10-14,"11900058","LAL vs. GSW","GSW","1610612744","LAL","GSW",TRUE,FALSE,FALSE,TRUE,TRUE,0.294760490324384,FALSE,-4,0.461940119139526,0.44625903941592,"all",0.537980879776489,0.57287364472324,0.543268716582927,0.546299238848712,0.444572824285463,0.458389226782892
"2019-20","Pre Season",2019-10-15,"11900059","CLE vs. BOS","CLE","1610612739","BOS","BOS",FALSE,TRUE,FALSE,TRUE,FALSE,0.526721901467087,TRUE,-5.5,0.523950931504032,0.538586756579322,"all",0.49599389544802,0.488658801631463,0.501901360205608,0.504154429086104,0.509102750167279,0.502537508390351
"2019-20","Pre Season",2019-10-15,"11900060","MIN @ IND","IND","1610612754","MIN","MIN",FALSE,FALSE,FALSE,TRUE,FALSE,0.305330253818253,TRUE,-5,0.463181180227633,0.454745769846127,"all",0.529152099676445,0.561365975104215,0.536425325831659,0.566738210380515,0.441535906595815,0.422493117982971
"2019-20","Pre Season",2019-10-15,"11900061","DET @ PHI","PHI","1610612755","DET","PHI",TRUE,TRUE,FALSE,TRUE,FALSE,0.709422659317216,TRUE,-6.5,0.575404524202288,0.609530963258202,"all",0.468644221360802,0.431429109687386,0.47403703713782,0.452322783835973,0.564817112781992,0.567029403509247
"2019-20","Pre Season",2019-10-15,"11900059","CLE vs. BOS","BOS","1610612738","CLE","BOS",TRUE,FALSE,TRUE,FALSE,TRUE,0.473278098532913,FALSE,5.5,0.476049068495968,0.45704636621,"all",0.50400610455198,0.505524137634809,0.498098639794392,0.508919355853159,0.49089724983272,0.497371675879828
"2019-20","Pre Season",2019-10-15,"11900060","MIN @ IND","MIN","1610612750","IND","MIN",TRUE,TRUE,TRUE,FALSE,TRUE,0.694669746181747,FALSE,5,0.536818819772367,0.540890747338113,"all",0.470847900323555,0.436003442942393,0.463574674168341,0.451310075677863,0.558464093404185,0.601847905821681
"2019-20","Pre Season",2019-10-15,"11900061","DET @ PHI","DET","1610612765","PHI","PHI",FALSE,FALSE,TRUE,FALSE,TRUE,0.290577340682784,FALSE,6.5,0.424595475797712,0.386292016741232,"all",0.531355778639198,0.574102594642133,0.52596296286218,0.550288140892672,0.435182887218008,0.40623282802135
"2019-20","Pre Season",2019-10-16,"11900062","DET @ CHA","CHA","1610612766","DET","DET",FALSE,TRUE,TRUE,TRUE,TRUE,0.141452795102631,TRUE,-3.5,0.423445891597618,0.386968159553881,"all",0.559851414950617,0.613945044278788,0.570132014889226,0.588987817099957,0.381130628142368,0.356648964977437
"2019-20","Pre Season",2019-10-16,"11900063","ATL @ NYK","NYK","1610612752","ATL","ATL",FALSE,TRUE,TRUE,FALSE,TRUE,0.563523220425975,TRUE,-2.5,0.521176210204033,0.535400273330109,"all",0.489346749179692,0.482894873001482,0.492600485888002,0.470182830921022,0.517058893514434,0.509031361130304
"2019-20","Pre Season",2019-10-16,"11900064","SAS @ HOU","HOU","1610612745","SAS","HOU",TRUE,TRUE,FALSE,FALSE,FALSE,0.656098670328816,TRUE,-8,0.556302557372357,0.599518668756589,"all",0.473841196909881,0.453827911803999,0.484859418761083,0.480606704381207,0.552853621183502,0.5497633562851
"2019-20","Pre Season",2019-10-16,"11900065","OKC vs. MEM","OKC","1610612760","MEM","OKC",TRUE,TRUE,TRUE,FALSE,FALSE,0.630978315781817,TRUE,-5.5,0.544403963165253,0.576796729837762,"all",0.478044899850585,0.461692517143083,0.485311267663495,0.461570306182013,0.542188859516139,0.538661554171735
"2019-20","Pre Season",2019-10-16,"11900066","UTA vs. POR","UTA","1610612762","POR","POR",FALSE,FALSE,TRUE,TRUE,FALSE,0.582557623929959,TRUE,-4.5,0.530514298341052,0.553624264492543,"all",0.486156001481998,0.476902448593261,0.492430836989068,0.464803094848958,0.525303483720491,0.519880169597459
"2019-20","Pre Season",2019-10-16,"11900068","LAL vs. GSW","LAL","1610612747","GSW","GSW",FALSE,FALSE,TRUE,TRUE,FALSE,0.758587230756172,TRUE,-7,0.577958317367025,0.630056884957606,"all",0.456735169272615,0.38408446582481,0.464734329751218,0.441286229354045,0.5850388921004,0.576323922200811
