"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_ORL",20221130,"nba","Spread","full","ATL","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.33333333333333,6.33333333333333
"CHI_PHX",20221130,"nba","Spread","full","CHI","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,-5.66666666666667
"HOU_DEN",20221130,"nba","Spread","full","HOU","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-11
"IND_SAC",20221130,"nba","Spread","full","IND","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,-4.5
"LAC_UTA",20221130,"nba","Spread","full","LAC","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,-7.33333333333333
"MEM_MIN",20221130,"nba","Spread","full","MEM","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.16666666666667,3.16666666666667
"MIA_BOS",20221130,"nba","Spread","full","MIA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,-9.66666666666667
"MIL_NYK",20221130,"nba","Spread","full","MIL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,6
"PHI_CLE",20221130,"nba","Spread","full","PHI","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66666666666667,-3.66666666666667
"POR_LAL",20221130,"nba","Spread","full","POR","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-6
"SAS_OKC",20221130,"nba","Spread","full","SAS","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-3
"TOR_NOP",20221130,"nba","Spread","full","TOR","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,2.5
"WAS_BKN",20221130,"nba","Spread","full","WAS","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,-5.66666666666667
