"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_DET",20221028,"nba","Moneyline","full","ATL","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-233.326933845292,195
"CHA_ORL",20221028,"nba","Moneyline","full","CHA","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.330133589313,101.666666666667
"CHI_SAS",20221028,"nba","Moneyline","full","CHI","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174.660434018925,146.333333333333
"CLE_BOS",20221028,"nba","Moneyline","full","CLE","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,-261.666666666667
"HOU_POR",20221028,"nba","Moneyline","full","HOU","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,-180.326042578011
"IND_WAS",20221028,"nba","Moneyline","full","IND","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.666666666667,-200.998600027999
"LAL_MIN",20221028,"nba","Moneyline","full","LAL","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.333333333333,-338.298343830184
"NOP_PHX",20221028,"nba","Moneyline","full","NOP","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.666666666667,-334.965010496851
"NYK_MIL",20221028,"nba","Moneyline","full","NYK","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.333333333333,-236.660267178626
"PHI_TOR",20221028,"nba","Moneyline","full","PHI","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,-176.659375911344
"UTA_DEN",20221028,"nba","Moneyline","full","UTA","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.666666666667,-321.631677163518
