"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221102,"nba","Total","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.333333333333,232.333333333333
"BOS_CLE",20221102,"nba","Total","full","BOS","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.166666666667,220.166666666667
"CHA_CHI",20221102,"nba","Total","full","CHA","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.5,224.5
"DET_MIL",20221102,"nba","Total","full","DET","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.166666666667,223.166666666667
"LAC_HOU",20221102,"nba","Total","full","LAC","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.75,222.75
"MEM_POR",20221102,"nba","Total","full","MEM","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.833333333333,227.833333333333
"NOP_LAL",20221102,"nba","Total","full","NOP","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,230
"SAC_MIA",20221102,"nba","Total","full","SAC","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.5,220.5
"TOR_SAS",20221102,"nba","Total","full","TOR","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.5,223.5
"UTA_DAL",20221102,"nba","Total","full","UTA","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,222
"WAS_PHI",20221102,"nba","Total","full","WAS","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.166666666667,217.166666666667
