"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221207,"nba","Total","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.833333333333,232.833333333333
"BOS_PHX",20221207,"nba","Total","full","BOS","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.666666666667,230.666666666667
"CHA_BKN",20221207,"nba","Total","full","CHA","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.166666666667,223.166666666667
"DET_NOP",20221207,"nba","Total","full","DET","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,229
"GSW_UTA",20221207,"nba","Total","full","GSW","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.666666666667,230.666666666667
"IND_MIN",20221207,"nba","Total","full","IND","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.5,238.5
"LAC_ORL",20221207,"nba","Total","full","LAC","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.333333333333,216.333333333333
"LAL_TOR",20221207,"nba","Total","full","LAL","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,229
"OKC_MEM",20221207,"nba","Total","full","OKC","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.833333333333,232.833333333333
"SAC_MIL",20221207,"nba","Total","full","SAC","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.5,236.5
"WAS_CHI",20221207,"nba","Total","full","WAS","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.333333333333,226.333333333333
