"game_date","game","shot","team","shot_team","ftts_shot_line","ftts_shot_prob","br_line","br_prob","br_edge","br_kelly","br_units","bs_line","bs_prob","bs_edge","bs_kelly","bs_units","csr_line","csr_prob","csr_edge","csr_kelly","csr_units","dk_line","dk_prob","dk_edge","dk_kelly","dk_units","fd_line","fd_prob","fd_edge","fd_kelly","fd_units","mgm_line","mgm_prob","mgm_edge","mgm_kelly","mgm_units","pb_line","pb_prob","pb_edge","pb_kelly","pb_units","run_timestamp_utc"
2023-06-12,"MIA @ DEN",3,"Game","MIA@DEN_3PT",226,0.3063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,0.2703,0.0361,0.0247,1.2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-12 21:47:50
