"game_date","game","jumper","win_tip_line","win_tip_prob","br_line","br_prob","br_edge","br_kelly","br_units","bs_line","bs_prob","bs_edge","bs_kelly","bs_units","csr_line","csr_prob","csr_edge","csr_kelly","csr_units","dk_line","dk_prob","dk_edge","dk_kelly","dk_units","fd_line","fd_prob","fd_edge","fd_kelly","fd_units","mgm_line","mgm_prob","mgm_edge","mgm_kelly","mgm_units","pb_line","pb_prob","pb_edge","pb_kelly","pb_units","run_timestamp_utc"
2023-06-12,"MIA @ DEN","Bam Adebayo",-122,0.5489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115,0.5349,0.014,0.015,0.7512,NA,NA,NA,NA,NA,2023-06-12 21:47:50
