"game_date","game","player","team","fpts_line","fpts_prob","br_line","br_prob","br_edge","br_kelly","br_units","bs_line","bs_prob","bs_edge","bs_kelly","bs_units","csr_line","csr_prob","csr_edge","csr_kelly","csr_units","dk_line","dk_prob","dk_edge","dk_kelly","dk_units","fd_line","fd_prob","fd_edge","fd_kelly","fd_units","mgm_line","mgm_prob","mgm_edge","mgm_kelly","mgm_units","pb_line","pb_prob","pb_edge","pb_kelly","pb_units","run_timestamp_utc"
2023-06-12,"MIA @ DEN","Kentavious Caldwell-Pope","DEN",1232,0.0751,1400,0.0667,0.0084,0.0045,0.4497,1400,0.0667,0.0084,0.0045,0.4497,NA,NA,NA,NA,NA,1200,0.0769,-0.0019,-0.001,-0.1009,1700,0.0556,0.0195,0.0103,1.0326,1400,0.0667,0.0084,0.0045,0.4497,1500,0.0625,0.0126,0.0067,0.6699,2023-06-12 21:47:50
2023-06-12,"MIA @ DEN","Kevin Love","MIA",1094,0.0838,1000,0.0909,-0.0072,-0.0039,-0.3937,1000,0.0909,-0.0072,-0.0039,-0.3937,NA,NA,NA,NA,NA,1200,0.0769,0.0068,0.0037,0.3698,1000,0.0909,-0.0072,-0.0039,-0.3937,1400,0.0667,0.0171,0.0092,0.9152,1100,0.0833,4e-04,2e-04,0.0227,2023-06-12 21:47:50
