"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BOS_NOP",20221118,"nba","Spread","full","BOS","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3
"CHA_CLE",20221118,"nba","Spread","full","CHA","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-10
"DEN_DAL",20221118,"nba","Spread","full","DEN","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-10
"DET_LAL",20221118,"nba","Spread","full","DET","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,-6.5
"IND_HOU",20221118,"nba","Spread","full","IND","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,6
"MIA_WAS",20221118,"nba","Spread","full","MIA","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,-7.66666666666667
"MIL_PHI",20221118,"nba","Spread","full","MIL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33333333333333,1.33333333333333
"NYK_GSW",20221118,"nba","Spread","full","NYK","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,-7.5
"OKC_MEM",20221118,"nba","Spread","full","OKC","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,-6.5
"ORL_CHI",20221118,"nba","Spread","full","ORL","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,-8.5
"PHX_UTA",20221118,"nba","Spread","full","PHX","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
