"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221102,"nba","Spread","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-2.5
"BOS_CLE",20221102,"nba","Spread","full","BOS","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,1.5
"CHA_CHI",20221102,"nba","Spread","full","CHA","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16666666666667,-6.16666666666667
"DET_MIL",20221102,"nba","Spread","full","DET","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,-11.5
"LAC_HOU",20221102,"nba","Spread","full","LAC","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.83333333333333,5.83333333333333
"MEM_POR",20221102,"nba","Spread","full","MEM","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16666666666667,5.16666666666667
"NOP_LAL",20221102,"nba","Spread","full","NOP","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33333333333333,2.33333333333333
"SAC_MIA",20221102,"nba","Spread","full","SAC","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,-4.66666666666667
"TOR_SAS",20221102,"nba","Spread","full","TOR","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.66666666666667,6.66666666666667
"UTA_DAL",20221102,"nba","Spread","full","UTA","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,-6.66666666666667
"WAS_PHI",20221102,"nba","Spread","full","WAS","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,-5.5
