"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BKN_DAL",20221107,"nba","Total","full","BKN","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.333333333333,216.333333333333
"BOS_MEM",20221107,"nba","Total","full","BOS","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.166666666667,232.166666666667
"CLE_LAC",20221107,"nba","Total","full","CLE","LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,212
"DEN_SAS",20221107,"nba","Total","full","DEN","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.666666666667,234.666666666667
"HOU_ORL",20221107,"nba","Total","full","HOU","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.833333333333,223.833333333333
"LAL_UTA",20221107,"nba","Total","full","LAL","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.5,224.5
"MIL_ATL",20221107,"nba","Total","full","MIL","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.166666666667,220.166666666667
"NOP_IND",20221107,"nba","Total","full","NOP","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.333333333333,233.333333333333
"NYK_MIN",20221107,"nba","Total","full","NYK","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.833333333333,234.833333333333
"OKC_DET",20221107,"nba","Total","full","OKC","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,224
"PHX_PHI",20221107,"nba","Total","full","PHX","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.833333333333,214.833333333333
"POR_MIA",20221107,"nba","Total","full","POR","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,216.5
"SAC_GSW",20221107,"nba","Total","full","SAC","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,236
"TOR_CHI",20221107,"nba","Total","full","TOR","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.833333333333,220.833333333333
"WAS_CHA",20221107,"nba","Total","full","WAS","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.666666666667,213.666666666667
