"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_ORL",20221130,"nba","Total","full","ATL","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,228
"CHI_PHX",20221130,"nba","Total","full","CHI","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,227
"HOU_DEN",20221130,"nba","Total","full","HOU","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,230
"IND_SAC",20221130,"nba","Total","full","IND","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.5,242.5
"LAC_UTA",20221130,"nba","Total","full","LAC","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.666666666667,222.666666666667
"MEM_MIN",20221130,"nba","Total","full","MEM","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.666666666667,231.666666666667
"MIA_BOS",20221130,"nba","Total","full","MIA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.166666666667,224.166666666667
"MIL_NYK",20221130,"nba","Total","full","MIL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.666666666667,227.666666666667
"PHI_CLE",20221130,"nba","Total","full","PHI","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.333333333333,209.333333333333
"POR_LAL",20221130,"nba","Total","full","POR","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.833333333333,223.833333333333
"SAS_OKC",20221130,"nba","Total","full","SAS","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5,229.5
"TOR_NOP",20221130,"nba","Total","full","TOR","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.5,221.5
"WAS_BKN",20221130,"nba","Total","full","WAS","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,228
