"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"CLE_SAC",20221109,"nba","Total","full","CLE","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.166666666667,228.166666666667
"DAL_ORL",20221109,"nba","Total","full","DAL","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.166666666667,213.166666666667
"DEN_IND",20221109,"nba","Total","full","DEN","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.666666666667,235.666666666667
"DET_BOS",20221109,"nba","Total","full","DET","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.833333333333,225.833333333333
"HOU_TOR",20221109,"nba","Total","full","HOU","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.833333333333,223.833333333333
"LAL_LAC",20221109,"nba","Total","full","LAL","LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.166666666667,219.166666666667
"MEM_SAS",20221109,"nba","Total","full","MEM","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234
"MIL_OKC",20221109,"nba","Total","full","MIL","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.333333333333,213.333333333333
"NOP_CHI",20221109,"nba","Total","full","NOP","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5,232.5
"NYK_BKN",20221109,"nba","Total","full","NYK","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221
"PHX_MIN",20221109,"nba","Total","full","PHX","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,224
"POR_CHA",20221109,"nba","Total","full","POR","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.666666666667,221.666666666667
"UTA_ATL",20221109,"nba","Total","full","UTA","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.833333333333,231.833333333333
