"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"BOS_ATL",20221116,"nba","Spread","full","BOS","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.666666666666667,0.666666666666667
"CHI_NOP",20221116,"nba","Spread","full","CHI","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,-1.66666666666667
"CLE_MIL",20221116,"nba","Spread","full","CLE","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,-2.33333333333333
"GSW_PHX",20221116,"nba","Spread","full","GSW","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,2.5
"HOU_DAL",20221116,"nba","Spread","full","HOU","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,-6.5
"IND_CHA",20221116,"nba","Spread","full","IND","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"MIA_TOR",20221116,"nba","Spread","full","MIA","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333333333,-2.83333333333333
"MIN_ORL",20221116,"nba","Spread","full","MIN","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.83333333333333,7.83333333333333
"NYK_DEN",20221116,"nba","Spread","full","NYK","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16666666666667,-2.16666666666667
"OKC_WAS",20221116,"nba","Spread","full","OKC","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-5
