"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221207,"nba","Moneyline","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.666666666667,-137.996858537528
"BOS_PHX",20221207,"nba","Moneyline","full","BOS","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.333333333333,-131.999066685333
"CHA_BKN",20221207,"nba","Moneyline","full","CHA","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.333333333333,-484.944602722381
"DET_NOP",20221207,"nba","Moneyline","full","DET","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.333333333333,-543.250870441635
"GSW_UTA",20221207,"nba","Moneyline","full","GSW","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.666666666667,-216.65786772254
"IND_MIN",20221207,"nba","Moneyline","full","IND","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,-182.993217412751
"LAC_ORL",20221207,"nba","Moneyline","full","LAC","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-266.656951068716,221.666666666667
"LAL_TOR",20221207,"nba","Moneyline","full","LAL","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.333333333333,-749.930020993702
"OKC_MEM",20221207,"nba","Moneyline","full","OKC","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.666666666667,-344.997291734373
"SAC_MIL",20221207,"nba","Moneyline","full","SAC","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.333333333333,-256.656951068716
"WAS_CHI",20221207,"nba","Moneyline","full","WAS","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.666666666667,-196
